NewID#,ID#,Español,English,Preguntas/Notas,TLHP,TLHP_toneless,TLHP_notas,SMP/PiedraAzul,IPA_SMP/Piedra Azul,SMP/PiedraAzul_toneless,SMP_notas,San Marco de la Flor (SMP),,SMP,SSM,SSM_toneless,SSM_notas,SMD/Carmen,SMD/Carmen_toneless,SMD_notas,SJM (La Batea),SJM_toneless,SJM_notas,UDC,UDC_toneless,SMA,SMA_toneless,SFH,SFH_toneless,SFH,SFH,GDM,GDM_toneless,SMP/SIR,SMP/SIR_toneless,SMC,SMC_toneless,SMP/P,SMP/P_toneless,SMD/Javier,SMD/Javier_toneless,TDV,TDV_toneless,TDV_notas,Joss_notes,Joss_Dur,Joss_Mix,Joss_Pera,Joss_Metl,pMx,Joss#,Dürr,Dürr tone,Dürr#,Camp#,Kauf#,SMD/Erika,SMD/Erika_toneless,,,
602,855,barejoncito ? ,twig,,xe'è,xe'e,,xè'è válí,,xe'e vali,,nduku tsié'e,,,—,—,,—,—,,tì tse'e ,ti tse'e ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,856,claro,clear,,nduxa,nduxa,,ntuxa,,ntuxa,,nduxa,,,—,—,,kuìxan,kuixan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,857,tipo de pájaro (que sale temprano),species of bird,,,,No es muy claro,tsiomǐ,,tsiomi,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,860,guamuchil,Madras thorn tree,,chikún,chikun,,chíkun,,chikun,,chikun,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,861,lunar,mole (on skin),,chikún,chikun,,chíkun,,chikun,,chikun,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,863,Español,Spanish,,Tù'un Sa'án,Tu'un Sa'an,,Tù'un Sá'án,,Tu'un Sa'an,,Tò'on Sá'án,,,—,—,,—,—,,,,,,,,,tù'un sá'án,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,868,México,Mexico,,ñuun kó'yo,ñuun ko'yo,,Ìkǒyo,,Ikoyo,,Íkǒyo,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,870,Estados Unidos,United States of America,,inka xiyo,inka xiyo,,Íjkanxiyo,,Ijkanxiyo,,íinka xiyo,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,874,medicina,medicine,,tàtán,tatan,,tàjtǎn,,tajtan,,tàjtǎn,,,—,—,,tàtàn,tatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tàtànʔ,B.Bʔ,61,,,,,,,
611,875,fuerza,strength,,ndakú,ndaku,,ntsiejě,,ntsieje,,ntsiejě,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,878,nuera,granddaughter,,xànu,xanu,,xánu,,xanu,,xǎnu,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,879,qué significa?,,,,,,chìnaka,,chinaka,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,881,fantasma,ghost,,nímà,nima,,í'nan,,i'nan,,í'na,,,íná,ina,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,883,planta de frijol,bean plant,,yuva chìchi,yuva chichi,,yivâ chÍjchi,,yiva chIjchi,,yivâ chíjchi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,884,red de pescar ,fishing net,,yúnú,yunu,no hay un nombre para eso con nosotros,ñujñǔ,,ñujñu,yojnǔ esto solo es red para Juana de SMP (GRB),yojnǒ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,885,Paredón,Paredón,,Nàmà,Nama,,Nàmà,,Nama,,nàmà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,886,Escopeta,Escopeta,,tùxíìn,tuxiin,"esto es solo en escopeta, no es el nombre del puéblo.",Ìjtsia Tuxǐi,,Ijtsia Tuxii,,Ìjtsia tuxǐi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,887,Ahuejutla,Ahuejutla,,Ráncho,Rancho,,[Ráncho],,[Rancho],,rancho,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,888,San Miguel/cúal S.M?,,"Hay dos SM, SMG.G Y SMC OAX(GRB)",Samiyé,samiye,SMG de Guerrero,Ìjtsia ìvì,,Ijtsia ivi,,—,,,—,—,,txeì,txei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,889,silla,chair,,taì,tai,,tsiáyi,,tsiayi,,tsiayì,,,tyáyì,tyayi,,—,—,,chei,chei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,891,poseido,owned (private?),,ñà ù'vì tiin ñá'a,ña u'vin tiin ña'a,,—,,—,,ña yukú ,,,—,—,,—,—,,í'na,i'na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,892,el malo,evil,,ñà ù'vì,ña u'vi,,nà kini,,na kini,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,893,cuija,gecko,,melá,mela,,lá'lo,,la'lo,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,894,enfermedad de ojo de pescado ,fish eye illness,,ko'nto xa'á,ko'nto xa'a,nùún ndiuxí (Celia),nùjǔ tsiàká,,nuju tsiaka,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,895,verruga,wart,,chìntu,chintu,,tsìkoná,,tsikona,,tsìkǒna,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,896,hijastro,step-daughter,,se'è ndávi,se'e ndavi,,se'e kiîn,,se'e kiin,,sè'e kìín,,,—,—,,—,—,,se'e kě'en,se'e ke'en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,897,sobrino,nephew,,xàxìn,xaxin,,sàxin,,saxin,,sàxìn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,898,chepil,edible leafy green,,nduva ndùsu,ndova ndusu,,ntòva ntùsu,,ntova ntusu,,ntòvà ntùsú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,899,huitlacoche,corn smut,,nùni sàví,nuni savi,,tsikàma lítsin,,tsikama litsin,,tsìvako,,,—,—,,sì'ví kólo,si'vi kolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,900,topo,mole (animal),,tyú'un,tyu'un,,—,,—,,—,,,—,—,,txìyi'í,txiyi'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,901,suegro/a,parent-in-law,,sìso,siso,,sìso,,siso,,sìso,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,902,jícama,jicama,,chicàma,chicama,,xikama,,xikama,,xìkáma,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,903,sábila,aloe,,yaví,yavi,,yájvi,,yajvi,,yaví tátán,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,904,trementina de ocote ,pine pitch,,xùxa itú,xuxa itu,,ijtsǐ,,ijtsi,,xùxà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,905,yuca,cassava,,yà'mi itú,ya'mi itu,,—,,—,,ñá'mi ntàkuà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,906,floripondio,angel's trumpet,,ita ndòsó,ita ndoso,,—,,—,,ijtâ ntòsó,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,907,cera del oído,earwax,,yùmá so'o,yuma so'o,,yùma,,yuma,,ñùmà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,908,marijuana,marijuana,,kùnú,kunuu,,yùku,,yuku,,—,,,yùkù chijón,yuku chijon,,yokò,yoko,,yùkù ,yuku ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,909,espiga de milpa (215? GRB),corn spike,,yokó itu,yoko itu,y que es el #215?,yojkǒ,,yojko,,yojkǒ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,910,cacahuate ,peanut,,si'va ñu'un,si'va ñu'un,,si'và ñù'u,,si'va ñu'u,,si'và ñù'ǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,911,chile de árbol seco,dried chili de árbol,,ya'á luku,ya'a luku,,ya'ǎ tsié'e,,ya'a tsie'e,,ya'ǎ tsié'e,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,912,chile de guajillo,guajillo chili,,ya'á kwá'a,ya'a kwa'a,,ya'ǎ í'chìn ñà chátun,,ya'a i'chin ña chatun,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,913,chile ancho,chili ancho,los tonos es como cara?,ya'á tùún,ya'a tuun,,ya'ǎ ntsiajyǐ ó'va rà kuá'a,,ya'a ntsiajyi o'va ra kua'a,,ya'ǎ tsìì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,914,chile amarillo ,chili amarillo,,ya'á kwáan,ya'a kwaan,,ya'ǎ kuáan,,ya'a kuaan,,ya'ǎ kuáan,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,915,chile jalapeño,jalapeño chili,,ya'á kwi'í,ya'a kwi'i,,ya'ǎ kuijǐ ká'nu,,ya'a kuiji ka'nu,,ya'ǎ kuijǐ ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,916,milpa que sale detras de otro,,,isá,isa,es el mismo para elote tierno,ìsa sítìn,,isa sitin,,ìsa sítsìn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,917,chile costeño,chili costeño,,ya'á kwáan,ya'a kwaan,,ya'ǎ ntsiajyǐ kuií,,ya'a ntsiajyi kuii,,ya'ǎ ìchí,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,918,bigote,mustache,,i'xin yu'ú,i'xin yu'u,,ixǐ yú'ǔ,,ixi yu'u,,ixǐ  yú'ǔ,,,ixí yu'ù,ixi yu'u,,—,—,,ixǐ yu'ú,ixi yu'u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,919,PREGUNTAR GRISELDA LOS NOMBRES EN ESPAÑOL,,,—,—,,yivâ kaa,,yiva kaa,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,920,qué significa?,,,—,—,,yivâ yó'o,,yiva yo'o,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,921,qué significa?,,,—,—,,yivâ ìxín,,yiva ixin,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,922,qué significa?,,,—,—,,yivâ yá'a ntsikǐ,,yiva ya'a ntsiki,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,923,qué significa?,,,—,—,,yivâ yá'a tsié'e,,yiva ya'a tsie'e,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,924,guia de calabaza,squash vine,,yuva nda'á nde'è ,yuva nda'a nde'e ,,yivâ tsiè'e,,yiva tsie'e,,tsiè'e ikǐn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,925,puerco espin,porcupine,,kìnì ikú,kini iyu,,tsìta ijñǔ,,tsita ijñu,,tsìta ijñǔ,,,—,—,,—,—,,tsóko yukǔ,tsoko yuku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,926,codorniz,quail,,nùú kwá'a,nuu kwa'a,,káñu'u,,kañu'u,,kàñu'ú,,,kuáa,kuaa,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,927,guilota,morning dove,,ndyǔ,ndyu,,ntsiujǔ,,ntsiuju,,ntsiujǔ,,,ndìyúù,ndiyuu,,—,—,,nchuùu,nchuuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,928,piojo blanco/ácaro,white louse,,ndikúxin,ndikuxin,,tsìkúxìn,,tsikuxin,,tsìkúxin,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,929,liendre,nit,,tya'ví o ikin,tya'vi,,tsiá'vi,,tsia'vi,,tsia'ví,,,tìyáví,tiyavi,,—,—,,chavǐ,chavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,930,cuarenta,forty,,uvì xiko,uvi xiko,malla,ìvì xiko,,ivi xiko,,ìvì xíkó,,,ìvì xiko,ivi xiko,,ìvì shiko,ivi shiko,,ùvì xiko,uvi xiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,931,comadre a compadre,co-mother to co-father,,mvà,mva,,—,,—,,mpáá,,,{mpáàlí},{mpaali},,—,—,,mpáà,mpaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,934,qué significa?,,,—,—,,yivâ ixǐn,,yiva ixin,,--,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,935,flor de maguey / gualumbos,maguey flower,,tatù,tatu,,tàjtǔ,,tajtu,,tàjtǔ,,,tòyùtí,toyuti,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,936,pita/fruta de maguey/semilla de maguey,maguey seed,,linko,linko,,linko,,linko,,linko,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,937,qué significa?,,,—,—,,yivâ li'ntsi,,yiva li'ntsi,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,938,mariposa,butterfly,,tìkìva,tikiva,,tsìkiva,,tsikiva,,tsìkiva,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,939,zenzontle,mockingbird,,sakàndùu,sakanduu,,—,,—,,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,940,pantorrilla,calf,,xa'á te'é,sa'nta,,sà'nta,,sa'nta,,sà'nta,,,—,—,,sà'nta,sa'nta,chamorro,sà'nda,sa'nda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,941,tobillo,ankle,,sùkú xa'á,suku xa'a,,sojkǔn xà'ǎ,,sojkun xa'a,,sojkǔn xà'ǎ,,,—,—,,ko'nto nìì,ko'nto nii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,942,talón,heel,,si'ìn xa'á,si'in xa'a,,sì'in xà'ǎ,,si'in xa'a,,sì'ntsì xà'ǎ,,,—,—,,sì'ìntxì xa'à,si'intxi xa'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,943,cinturón de soporte (para mujer),waist belt,,vàtù,vatu,,yutù,,yutu,,yutù,,,—,—,,—,—,,tani,tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,944,xato (postre de tortilla triangular),,,xàtú,xatu,,xàtún,,xatun,,xatú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,945,Coicoyán de los Flores,Coicoyán,DUPLICATE 573,kiaà,kiaa,,,,,chequear los tonos ,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,946,Silacayoapam,Silacayoapan,,induyi,induyi,,Íntuyǔ ,,Intuyu ,,íntuyǔ,,,—,—,,—,—,,,,,,,,,,,nuù ndúyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,947,Juxtlahuaca,Juxtlahuaca,,Skwíya,skwiya,,sikuiyá,,sikuiya,,skuiyà,,,yojo kuiya,yojo kuiya,,sukuíá,sukuia,,,,,,,,,,,Sikuíya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,948,mosca de la fruta,fruitfly,,tii iyá,tii iya,,—,,—,,tsìkún tóò,,,ndìtò'o,ndito'o,,—,—,,nditóò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,949,zapote,zapote,,ndokó,ndoko,,ntòkǒ,,ntoko,,ntsìká kuá'a,,,ndokò ,ndoko ,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,950,sarampión ,measles,CHECK w/ 549,ndì'i valí,ndi'i vali,,ntsì'i valí,,ntsi'i vali,,ntsì'i kuachì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,951,cangrena,gangrene,,tìndóò,tindoo,,—,,—,,tsìntójo,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,952,esófago,esophagus,yà'mà,sàtá xá'a,sata xa'a,,sàjtǎ xa'ân,,sajta xa'an,,kìì yojǒ,,,—,—,,"kuìtì, kiyoóò",kuiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,953,vesicula biliar,,,ta kàvá,ta kava,,—,,—,,rá kavà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,954,estria,,,táyoko,tayoko,,—,,—,,--,,,—,—,,kàgua,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,955,riñón ,kidney,,ndùchí,nduchi,,—,,—,,ntujchǐ,,,—,—,,ntuchì,ntuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,956,hígado,liver,,yà'mà,ya'ma,,—,,—,,sàjtǎ xa'ân,,,—,—,,shìtàxá'á,shitaxa'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,957,páncreas,pancreas,,kàà,kaa,igual que metal,—,,—,,yácha,,,—,—,,kàa,kaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,958,estómago,stomach (organ),,tìxin,tixin,,nchìxìn,,nchixin,,xìtsivà,,,tìsi,—,,txìxin,txixin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tìxí,B.A,46,,,,,,,
688,959,intestino grueso,large intestine,,siti ndeé tìxin,siti ndee tixin,,—,,—,,xíjtsi ntsiě,,,—,—,,xitxi ntxeé,xitxi ntxee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,960,apéndice,appendix,,siti yùú,siti yuu,,—,,—,,----,,,—,—,,nto'ò xitxi ntxeé,nto'o xitxi ntxee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,961,lengua,tongue,,yáǎ,yaa,,yajǎ,,yaja,,yajǎ,,,—,—,,yáà,yaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaa,modified,110,,,,,,,
691,962,labio,lip,,yu'ú,yu'u,,yù'ù,,yu'u,,yù'ù,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,963,vejiga,bladder,,íxaxa,ixaxa-yo,,—,,—,,ye'è,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,965,pulmón,lung,,ya'mà,ya'ma,,—,,—,,--,,,—,—,,ñà'mà,ña'ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,966,pelvis,pelvis,,ikín ka'á,ikin ka'a,,—,,—,,ikín ka'à,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,—,,—,,,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,968,estrenimiento,constipation,¿Es verbo?,tiǐn tìxin,tiin tixin,,—,,—,,ku tsia'tsia,Esto solo entra en no poder hacer escremento,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,969,vena varicosa ,varicose veins,,tùchi kwíǐ ,tuchi kwii ,,—,,—,,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,970,obesidad,obesity,,kwe'è ká'nu,Efermeda de gordura es lo que signifaca literalmente en Mixteco,,—,,—,,lintsî,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,971,tartamudeo,stuttering,,la ìn'ìn,la in'in,,tsiàtsià,,tsiatsia,,ku tsía'tsía,,,—,—,,txatxà,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,972,bocio,goiter,(enfermedad de hinchazón en el cuello),ndúsu ,ndusu,,ntùsǔ ,,ntusu ,,ntùsǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,973,gastritis,gas,,ta ká'un tixìn,ta ka'un tixin,,,,,,kaná ñu'ǔ ini,,,—,—,,tàchǐ txìxin,tachi txixin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,974,empacho,indigestion,,ndaa tàchí tìxin,ndaa tachi tixin,,,,,,ndunì'in ini,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,975,reuma,rheumatism,,tá'via,ta'via,yu'ǔ,,,,,tà'vǐ,,,—,—,,[rriúmá],[rriuma],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,976,labio leporino ,cleft lip,,yu'ú leso,yu'u leso,,,,,,yu'ǔ leso,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,977,flema amarilla ,yellow phlegm,,la'la kwáan,la'la kwaan,,,,,,sayií kuáan,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,978,mal aliento ,bad breath,,xa'àn yu'ú,xa'an yu'u,,xá'àn  yu'ǔ,,xa'an  yu'u,,xa'an yu'u,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,978,diarrea,diarrhea,,kuu tìxin,kuu tixin,,,,,,kúun chìxìn,,es un verbo,—,—,,kuè'è (ñà) núu txìxin,kue'e (ña) nuu txixin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,979,embolia,stroke,,ndaaxìtá iín-na,ndaaxita iin-na,,,,,,ña náxìta ñá'an,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,980,retorcijones,,,ndaaxìtá-ya tixìn,ndaaxita-ya tixin,,,,,,ña tsíin chìxìn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,981,bochorno,scorcher,,ndaa ka'ní-na,ndaa ka'ni-na,,,,,,ñà sakònì vìxin ña'á,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,982,maldición,curse,,kwe'é yu'ú,ku'e yu'u,,,,,,chikà ì'vì inì-e ñà nto'o-na,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,983,angina ,sore throat,,konto sùku,konto suku,,,,,,-----,,,—,—,,nañú sùkùn,nañu sukun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,984,zumbido en el oído,buzzing in ears,,ka'a so'o ,ka'a so'o ,,ka ká'àn sò'o,,ka ka'an so'o,,kàa ká'á sò'o,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,985,joroba,hunchback,,ko'nto sàtá,ko'nto sata,,ko'nto sàjtǎ,,ko'nto sajta,,tsì'ǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,986,sarna,mange,,lakata,likata,,ntsikátǎ,,ntsikata,,tsikátǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,987,osteoporosis,osteoporosis,,kwe'è ikín,kwe'e ikin,,—,,—,,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,988,infarto,heart attack,,xi'ì í'in,ndixi'i i'in,,xí'in í'in,,xi'in i'in,,xì'ì í'í,,,—,—,,—,—,,,,,nìxikwiin inima-na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,989,vela,candle,,ití ,iti ,,i'tsǐn,,i'tsin,,itsǐ,,,—,—,,itxì,itxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,990,lejos,far,,xíka,xika,,xìka,,xika,,xíka,,,—,—,,xíká,xika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,991,canasta,basket,,tòká,toka,,kanàsta,,kanasta,,tìká,,,—,—,,tìká,tika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,992,mano de metate,handstone for grinding,,nda'á yòso,nda'a yoso,,nta'ǎ yòsó,,nta'a yoso,,ntà'ǎ yòsó,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,993,temazcal,sweat bath,(baño de vapor),ìn'ì,in'i,,ì'ìn,,i'in,,i'ìn,,,—,—,,ní'i,ni'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
