IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	madre	nána					jica13	Emily John-Martin
2	mamá!	ná					jica13	Emily John-Martin
3	padre	táta					jica13	Emily John-Martin
4	papá!	tá					jica13	Emily John-Martin
5	hijo/hija	se̠'e					jica13	Emily John-Martin
6	hijo	$					jica13	Emily John-Martin
7	hija	$					jica13	Emily John-Martin
8	hermana/hermano de otro genero	ku̠'va					jica13	Emily John-Martin
9	hermano de hombre	ñani					jica13	Emily John-Martin
10	hermana de mujer	ku̠'vi̠					jica13	Emily John-Martin
11	tía	xixi					jica13	Emily John-Martin
12	tío	xito					jica13	Emily John-Martin
13	hombre	tia̠a					jica13	Emily John-Martin
14	mujer	ñá sí'i	ñá-sí'i	female-woman?			jica13	Emily John-Martin
15	dueño	xi̠tǒ'o	xi̠-tǒ'o				jica13	Emily John-Martin
16	sacerdote	su̠tu̠					jica13	Emily John-Martin
17	sangre	ni̠í					jica13	Emily John-Martin
18	hueso	lakí					jica13	Emily John-Martin
19	pelo	ixí					jica13	Emily John-Martin
20	cara	nu̠ú					jica13	Emily John-Martin
21	lengua	yâá					jica13	Emily John-Martin
22	diente	nu̠'u					jica13	Emily John-Martin
23	boca	yu'ú					jica13	Emily John-Martin
24	oreja	so̠'o					jica13	Emily John-Martin
25	nariz	xi̠tín					jica13	Emily John-Martin
26	cuello	su̠kún					jica13	Emily John-Martin
27	mano	nta'á					jica13	Emily John-Martin
28	uña	chîín					jica13	Emily John-Martin
29	espalda	sa̠tá					jica13	Emily John-Martin
30	panza, barriga	ti̠xin					jica13	Emily John-Martin
31	tripa, tripas	siti					jica13	Emily John-Martin
32	pie	xa̠'á					jica13	Emily John-Martin
33	enfermedad	kue̠'e̠					jica13	Emily John-Martin
34	medicina	ta̠tán					jica13	Emily John-Martin
35	hinchazón	kuiñu					jica13	Emily John-Martin
36	grano	nti̠'i					jica13	Emily John-Martin
37	pus, materia	ntakuá					jica13	Emily John-Martin
38	orina	láxa					jica13	Emily John-Martin
39	tela, ropa	sa'má					jica13	Emily John-Martin
40	huarache	nti̠xán					jica13	Emily John-Martin
41	pantalón	xatu					jica13	Emily John-Martin
42	huipil	xi̠ku̠n					jica13	Emily John-Martin
43	pueblo	ñuu					jica13	Emily John-Martin
44	casa	ve'e					jica13	Emily John-Martin
45	camino	ichí					jica13	Emily John-Martin
46	horcón	si̠'i̠n					jica13	Emily John-Martin
47	petate	yuví					jica13	Emily John-Martin
48	cama, lecho	xi̠to					jica13	Emily John-Martin
49	banquito, banco, silla	tia̠yu̠					jica13	Emily John-Martin
50	animal	kití					jica13	Emily John-Martin
51	pájaro	saa					jica13	Emily John-Martin
52	pez, pescado	tia̠ká					jica13	Emily John-Martin
53	culebra, serpiente	ko̠ó					jica13	Emily John-Martin
54	rana	kóntó					jica13	Emily John-Martin
54	rana	sa̠'va̠					jica13	Emily John-Martin
55	gavilán	saa xí'ña	saa-xí'ña	bird-?			jica13	Emily John-Martin
56	alacrán	ti̠sǒ'ma̠	ti̠-sǒ'ma̠	animal-tail			jica13	Emily John-Martin
57	cucaracha	ti̠tie̠'é	ti̠-tie̠'é	animal-			jica13	Emily John-Martin
58	chapulín	tika					jica13	Emily John-Martin
59	abeja	tíñu̠ñú	tí-ñu̠ñú	animal-honey			jica13	Emily John-Martin
60	ratón, rata	tǐin					jica13	Emily John-Martin
61	venado	isu					jica13	Emily John-Martin
62	ardilla	ntikuáñu	nti-kuáñu				jica13	Emily John-Martin
63	zorrillo	lírú			probably	Spanish	jica13	Emily John-Martin
64	tlacuache	xa̠ko					jica13	Emily John-Martin
65	mapache	má'a̠					jica13	Emily John-Martin
66	conejo	leso			yes	Colonial Spanish	jica13	Emily John-Martin
67	zopilote	lanko					jica13	Emily John-Martin
68	perro	tǐna	t-ǐna	animal-dog			jica13	Emily John-Martin
69	gato	chítu					jica13	Emily John-Martin
70	gallo	chéle					jica13	Emily John-Martin
70	gallo	chele					jica13	Emily John-Martin
