IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
71	gallina	ntiuxí					jica13	Emily John-Martin
72	marrano, puerco, cerdo	kîni̠					jica13	Emily John-Martin
72	marrano, puerco, cerdo	kini̠					jica13	Emily John-Martin
73	caballo	kuáyu̠			yes 	Colonial Spanish	jica13	Emily John-Martin
74	borrego, oveja	lanchi					jica13	Emily John-Martin
74	borrego, oveja	ntikachi	nti-kachi	?-cotton			jica13	Emily John-Martin
75	hormiga	tiokó					jica13	Emily John-Martin
76	cuerno	ntikí					jica13	Emily John-Martin
76	cuerno	ntikín					jica13	Emily John-Martin
77	pluma	tu̠mi					jica13	Emily John-Martin
78	ala	nti̠xín					jica13	Emily John-Martin
79	cola	nto'ó					jica13	Emily John-Martin
80	árbol, palo	itún					jica13	Emily John-Martin
81	hierba, verduras de hoja	yuva					jica13	Emily John-Martin
82	zacate, pasto	itia					jica13	Emily John-Martin
83	flor	ita					jica13	Emily John-Martin
84	maguey	yaví					jica13	Emily John-Martin
85	raíz	tio̠'o					jica13	Emily John-Martin
86	espina	iñú					jica13	Emily John-Martin
87	maíz en grano	nu̠ní					jica13	Emily John-Martin
88	milpa	itu					jica13	Emily John-Martin
89	elote	ntixí					jica13	Emily John-Martin
90	nixtamal	xá'a					jica13	Emily John-Martin
91	masa	yuxán					jica13	Emily John-Martin
92	tortilla	xi̠tá					jica13	Emily John-Martin
93	forraje	ntáyo̠'o	ntá-yo̠'o	hand-?			jica13	Emily John-Martin
94	surco	chi̠chi					jica13	Emily John-Martin
95	espiga	yokó					jica13	Emily John-Martin
96	frijol(es)	ntuchí					jica13	Emily John-Martin
97	ejote	ntǐchi					jica13	Emily John-Martin
98	chile	ya'á					jica13	Emily John-Martin
99	sal	i̠ín					jica13	Emily John-Martin
100	calabaza	ikín					jica13	Emily John-Martin
101	chayote	nañá					jica13	Emily John-Martin
102	caña	nto̠ó					jica13	Emily John-Martin
103	miel	ñu̠ñú					jica13	Emily John-Martin
104	grasa, manteca	xǎ'an					jica13	Emily John-Martin
105	blanquillo, huevo	nti̠ví					jica13	Emily John-Martin
106	tomate	ti̠naná	ti̠-naná				jica13	Emily John-Martin
107	camote	ña'mi					jica13	Emily John-Martin
108	aguacate	tǐchi					jica13	Emily John-Martin
109	plátano	ntiká					jica13	Emily John-Martin
110	nopal	chǐki					jica13	Emily John-Martin
111	mamey, zapote	ntiká kuá'a	ntiká-kuá'a	banana-red			jica13	Emily John-Martin
112	chirimoya	ntokó iñú	ntokó-iñú				jica13	Emily John-Martin
113	hongo	xi̠'í					jica13	Emily John-Martin
113	hongo	xi̠'i					jica13	Emily John-Martin
114	carne	ku̠ñu̠					jica13	Emily John-Martin
115	comal	xi̠yó					jica13	Emily John-Martin
116	olla	ki̠si					jica13	Emily John-Martin
117	horno	xítu̠n					jica13	Emily John-Martin
118	lumbre, fuego	ñu'u					jica13	Emily John-Martin
118	lumbre, fuego	ñu̠'u					jica13	Emily John-Martin
119	ceniza	ya̠á					jica13	Emily John-Martin
120	carbón	tu̠ún					jica13	Emily John-Martin
121	humo	ñu̠'ma̠					jica13	Emily John-Martin
122	basura	kuayu		ta̠ka̠ if it's more like dust			jica13	Emily John-Martin
122	basura (en el piso)	mǐ'i					jica13	Emily John-Martin
122	basura (en el piso)	yáká		rare			jica13	Emily John-Martin
123	plato	ko̠'ó					jica13	Emily John-Martin
124	jícara	yaxín					jica13	Emily John-Martin
125	canasta	nto̠'ó					jica13	Emily John-Martin
125	tenate	to̠ká					jica13	Emily John-Martin
126	caja, cajón	xa̠tún					jica13	Emily John-Martin
127	hilo	yu̠'va̠					jica13	Emily John-Martin
128	peine	vi̠ka̠					jica13	Emily John-Martin
128	peine	kui̠ka̠					jica13	Emily John-Martin
129	mecate, cuerda	yo'ó					jica13	Emily John-Martin
130	agujero, hoyo	ya̠vi̠					jica13	Emily John-Martin
131	red	nuñú					jica13	Emily John-Martin
132	jabón	na̠má					jica13	Emily John-Martin
133	anillo	xe'é					jica13	Emily John-Martin
134	luna	yo̠ó					jica13	Emily John-Martin
135	nube	vi̠kó					jica13	Emily John-Martin
136	rayo, relámpago	taxa					jica13	Emily John-Martin
137	agua	ti̠kuǐi					jica13	Emily John-Martin
138	lluvia	sa̠ví					jica13	Emily John-Martin
139	río	i̠tia					jica13	Emily John-Martin
140	rocío	yúyú					jica13	Emily John-Martin
141	cerro	yukú					jica13	Emily John-Martin
142	llanura, llano	yosó					jica13	Emily John-Martin
143	piedra	yu̠ú					jica13	Emily John-Martin
143	piedra	kavá					jica13	Emily John-Martin
144	algodón	ka̠chí					jica13	Emily John-Martin
145	fierro	ka̠a̠					jica13	Emily John-Martin
146	papel	tutu					jica13	Emily John-Martin
147	cal	kaka					jica13	Emily John-Martin
148	cera	ñu̠má					jica13	Emily John-Martin
149	lodo	ntia̠'yu̠					jica13	Emily John-Martin
150	espuma	ñu̠ñu̠					jica13	Emily John-Martin
151	polvo	yuchí					jica13	Emily John-Martin
151	polvo	yáká					jica13	Emily John-Martin
152	rojo	kuá'a					jica13	Emily John-Martin
153	verde	kuîí					jica13	Emily John-Martin
154	amarillo	kuáan					jica13	Emily John-Martin
155	negro	ntiáá					jica13	Emily John-Martin
156	blanco	yaa					jica13	Emily John-Martin
157	uno	iin					jica13	Emily John-Martin
158	dos	u̠vi̠					jica13	Emily John-Martin
159	tres	u̠ni̠					jica13	Emily John-Martin
160	cuatro	ko̠mí					jica13	Emily John-Martin
161	cinco	u̠'u̠n					jica13	Emily John-Martin
162	seis	i̠ñu̠					jica13	Emily John-Martin
163	siete	u̠xa̠					jica13	Emily John-Martin
164	ocho	u̠na̠					jica13	Emily John-Martin
165	nueve	i̠i̠n					jica13	Emily John-Martin
166	diez	u̠xi̠					jica13	Emily John-Martin
167	quince	xa̠'u̠n					jica13	Emily John-Martin
168	veinte	o̠ko̠					jica13	Emily John-Martin
169	pobre	ntá'vi					jica13	Emily John-Martin
170	rico	kuíka					jica13	Emily John-Martin
171	frío	vi̠xin					jica13	Emily John-Martin
172	está caliente, caliente	i'ní					jica13	Emily John-Martin
173	grande.SG	ká'nu					jica13	Emily John-Martin
174	grande.PL	ná'nu					jica13	Emily John-Martin
175	pequeño.SG, chico.SG	lo'o					jica13	Emily John-Martin
176	pequeño.PL, chico.PL	válí					jica13	Emily John-Martin
177	largo.SG	kâní					jica13	Emily John-Martin
178	largo.PL	nâní					jica13	Emily John-Martin
179	bueno	va̠'a					jica13	Emily John-Martin
180	dulce	vi̠xi̠					jica13	Emily John-Martin
181	salado	u̠'va̠					jica13	Emily John-Martin
182	amargo	u̠va̠					jica13	Emily John-Martin
183	sabroso	yasín					jica13	Emily John-Martin
184	ancho	ntíka̠					jica13	Emily John-Martin
185	nuevo	xaá					jica13	Emily John-Martin
186	flojo	xúxan					jica13	Emily John-Martin
187	feo	kini					jica13	Emily John-Martin
188	celoso	kuíñu					jica13	Emily John-Martin
189	cerca de, está cerca	yachin					jica13	Emily John-Martin
190	lejos	xíka					jica13	Emily John-Martin
191	pesado	ve̠e					jica13	Emily John-Martin
192	crudo	í'í					jica13	Emily John-Martin
193	liso	nti'ví					jica13	Emily John-Martin
194	despacio	kuée					jica13	Emily John-Martin
195	ayer	kuni					jica13	Emily John-Martin
196	año	kui̠ya̠					jica13	Emily John-Martin
197	ahora, hoy	vichin					jica13	Emily John-Martin
198	noche	ñǔu					jica13	Emily John-Martin
199	de noche	ñǔu					jica13	Emily John-Martin
200	día	ki̠í					jica13	Emily John-Martin
201	de día	ntuví					jica13	Emily John-Martin
202	mitad	sava					jica13	Emily John-Martin
203	dinero	xǔ'un					jica13	Emily John-Martin
204	trabajo	chiñu					jica13	Emily John-Martin
205	palabra	tu̠'un					jica13	Emily John-Martin
206	culpa	kua̠chi					jica13	Emily John-Martin
207	sueño	xǎni					jica13	Emily John-Martin
208	cuándo	ama					jica13	Emily John-Martin
209	canción, música	yaa					jica13	Emily John-Martin
