IDlist	CATEGORY	GLOSS	VALUE	ID	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
126	container	cajón (de madera)	xa̠tún	4778				xoch11	stark2013diccionario
127	thing	hilo	$					xoch11	stark2013diccionario
128	thing	peine	$					xoch11	stark2013diccionario
129	thing	mecate, cuerda	yo'ó	4779				xoch11	stark2013diccionario
130	thing	agujero	ya̠vi̠	4780	only in one example			xoch11	stark2013diccionario
131	thing	red	$					xoch11	stark2013diccionario
132	thing	jabón	na̠má	4781				xoch11	stark2013diccionario
133	thing	anillo	xè'é	4782				xoch11	stark2013diccionario
134	nature	luna	yo̠ó	4783				xoch11	stark2013diccionario
135	nature	nube	vi̠kó	4784				xoch11	stark2013diccionario
136	nature	rayo, relámpago	taxan	4785				xoch11	stark2013diccionario
137	nature	agua	tìkuíi	4786				xoch11	stark2013diccionario
138	nature	lluvia	sa̠ví	4787				xoch11	stark2013diccionario
139	nature	río	i̠ta	4788				xoch11	stark2013diccionario
140	nature	rocío	$					xoch11	stark2013diccionario
141	nature	cerro	ikú	4789				xoch11	stark2013diccionario
142	nature	llano	yosó	4790	from example			xoch11	stark2013diccionario
143	nature	piedra	yu̠ú	4791				xoch11	stark2013diccionario
144	material	algodón	kachí	4792				xoch11	stark2013diccionario
145	material	campana	kàà	4793				xoch11	stark2013diccionario
146	material	papel	tùtù	4794				xoch11	stark2013diccionario
147	material	cal	kàkà	4795				xoch11	stark2013diccionario
148	material	cera	$					xoch11	stark2013diccionario
149	material	lodo	nda̠'i̠	4796				xoch11	stark2013diccionario
150	material	espuma	$					xoch11	stark2013diccionario
151	material	polvo	$					xoch11	stark2013diccionario
152	color	rojo, colorado	kuá'a	4797				xoch11	stark2013diccionario
153	color	verde	$					xoch11	stark2013diccionario
154	color	amarillo	kuáan	4798				xoch11	stark2013diccionario
155	color	negro	ndáá	4799				xoch11	stark2013diccionario
156	color	blanco	yaa	4800				xoch11	stark2013diccionario
157	number	uno	iin	4801				xoch11	stark2013diccionario
158	number	dos	u̠vi̠	4802				xoch11	stark2013diccionario
159	number	tres	u̠ni̠	4803				xoch11	stark2013diccionario
160	number	cuatro	ku̠mí	4804				xoch11	stark2013diccionario
161	number	cinco	u̠'u̠n	4805				xoch11	stark2013diccionario
162	number	seis	i̠ñu̠	4806				xoch11	stark2013diccionario
163	number	siete	u̠xa̠	4807				xoch11	stark2013diccionario
164	number	ocho	u̠na̠	4808				xoch11	stark2013diccionario
165	number	nueve	i̠i̠n	4809				xoch11	stark2013diccionario
166	number	diez	u̠xi̠	4810				xoch11	stark2013diccionario
167	number	quince	xa̠'u̠n	4811				xoch11	stark2013diccionario
168	number	veinte	o̠ko̠	4812				xoch11	stark2013diccionario
169	property	pobre	ndá'vi	4813				xoch11	stark2013diccionario
170	property	rico	kuíká	4814				xoch11	stark2013diccionario
171	property	frío	vi̠xin	4815				xoch11	stark2013diccionario
172	property	está caliente, caliente	i'ní	4816				xoch11	stark2013diccionario
173	property	grande.SG	ká'nú	4817				xoch11	stark2013diccionario
174	property	grande.PL	ná'nú	4818				xoch11	stark2013diccionario
175	property	pequeño.SG, chico.SG	lo'o	4819				xoch11	stark2013diccionario
176	property	pequeño.PL, chico.PL	válí	4820				xoch11	stark2013diccionario
177	property	largo.SG	kâní	4821				xoch11	stark2013diccionario
178	property	largo.PL	nâní	4822				xoch11	stark2013diccionario
179	property	bueno	va̠'a	4823				xoch11	stark2013diccionario
180	property	dulce	$					xoch11	stark2013diccionario
181	property	salado	u̠'va̠	4824				xoch11	stark2013diccionario
182	property	amargo	$					xoch11	stark2013diccionario
183	property	sabroso	ya̠sín	4825				xoch11	stark2013diccionario
184	property	ancho	$		in examples only			xoch11	stark2013diccionario
185	property	nuevo	xàá	4826				xoch11	stark2013diccionario
186	property	flojo	xu̠xán	4827				xoch11	stark2013diccionario
186	property	flojo de cosa	taya	4828				xoch11	stark2013diccionario
187	property	feo	kini	4829				xoch11	stark2013diccionario
188	property	celoso	$					xoch11	stark2013diccionario
189	property	cerca	yati	4830				xoch11	stark2013diccionario
190	property	lejos	xíká	4831				xoch11	stark2013diccionario
191	property	pesado	ve̠e	4832				xoch11	stark2013diccionario
192	property	crudo	$					xoch11	stark2013diccionario
193	property	liso	$					xoch11	stark2013diccionario
194	property	despacio	kuee	4833				xoch11	stark2013diccionario
195	time	ayer	kuni	4834				xoch11	stark2013diccionario
196	time	año	kui̠ya̠	4835				xoch11	stark2013diccionario
197	time	ahora, hoy	vitin	4836				xoch11	stark2013diccionario
198	time	noche	ñǔu	4837				xoch11	stark2013diccionario
199	time	de noche	$					xoch11	stark2013diccionario
200	time	día	ki̠ví	4838				xoch11	stark2013diccionario
201	time	de día	nduví	4839				xoch11	stark2013diccionario
202	abstract	mitad	$					xoch11	stark2013diccionario
203	abstract	dinero	xù'ún	4840				xoch11	stark2013diccionario
204	abstract	trabajo	chiñu	4841				xoch11	stark2013diccionario
205	abstract	palabra	tu̠'un	4842				xoch11	stark2013diccionario
206	abstract	culpa	$					xoch11	stark2013diccionario
207	abstract	sueño	$					xoch11	stark2013diccionario
208	abstract	cuándo	ama	4843				xoch11	stark2013diccionario
208	abstract	cuándo	maa	4844				xoch11	stark2013diccionario
209	abstract	canción, música	yaa	4845				xoch11	stark2013diccionario
