IDlist	CATEGORY	GLOSS	VALUE	ID	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	kinship	madre	nána	4674				xoch11	stark2013diccionario
1	kinship	madre	si'í	4675				xoch11	stark2013diccionario
2	kinship	mamá!	$					xoch11	stark2013diccionario
3	kinship	padre	ivá	4676				xoch11	stark2013diccionario
3	kinship	padre	táta	4677				xoch11	stark2013diccionario
4	kinship	papá!	$					xoch11	stark2013diccionario
5	kinship	hijo/hija	se̠'e	4678				xoch11	stark2013diccionario
6	kinship	hijo	$					xoch11	stark2013diccionario
7	kinship	hija	$					xoch11	stark2013diccionario
8	kinship	hermana/hermano de otro genero	ku̠'va	4679				xoch11	stark2013diccionario
9	kinship	hermano de hombre	ñani	4680				xoch11	stark2013diccionario
9	kinship	hermano de hombre	yani	4681				xoch11	stark2013diccionario
10	kinship	hermana de mujer	ku̠'vi̠	4682				xoch11	stark2013diccionario
11	kinship	tía	xìxì	4683				xoch11	stark2013diccionario
12	kinship	tío	xìtò	4684				xoch11	stark2013diccionario
13	person	hombre	ta̠a	4685				xoch11	stark2013diccionario
14	person	mujer	ña'á	4686				xoch11	stark2013diccionario
15	person	dueño	$					xoch11	stark2013diccionario
16	person	sacerdote	su̠tu̠	4687				xoch11	stark2013diccionario
17	body	sangre	ni̠í	4688				xoch11	stark2013diccionario
18	body	hueso	leke	4689				xoch11	stark2013diccionario
19	body	pelo	ixí	4690				xoch11	stark2013diccionario
20	body	cara	nu̠ú	4691				xoch11	stark2013diccionario
21	body	lengua	yâá	4692				xoch11	stark2013diccionario
22	body	diente	nu̠'u	4693				xoch11	stark2013diccionario
23	body	boca	yu'ú	4694				xoch11	stark2013diccionario
24	body	oreja	so̠'o	4695				xoch11	stark2013diccionario
25	body	nariz	xi̠tín	4696				xoch11	stark2013diccionario
26	body	cuello, pescuezo	su̠kún	4697				xoch11	stark2013diccionario
27	body	mano	nda'á	4698				xoch11	stark2013diccionario
28	body	uña	$					xoch11	stark2013diccionario
29	body	espalda	sa̠tá	4699				xoch11	stark2013diccionario
30	body	vientre, estómago	ti̠xin	4700				xoch11	stark2013diccionario
31	body	tripa, tripas	$					xoch11	stark2013diccionario
32	body	pie	xa̠'á	4701				xoch11	stark2013diccionario
33	body	enfermedad	kue̠'e̠	4702				xoch11	stark2013diccionario
34	body	medicina	ta̠ta̠n	4703				xoch11	stark2013diccionario
35	body	hinchazón	$					xoch11	stark2013diccionario
36	body	grano	$					xoch11	stark2013diccionario
37	body	pus, materia	$					xoch11	stark2013diccionario
38	body	orina	$					xoch11	stark2013diccionario
39	clothing	ropa	ti̠ko̠to̠	4704				xoch11	stark2013diccionario
39	clothing	ropa	to̠to̠	4705				xoch11	stark2013diccionario
40	clothing	huarache	ndu̠xán	4706				xoch11	stark2013diccionario
41	clothing	pantalón	$					xoch11	stark2013diccionario
42	clothing	huipil	$					xoch11	stark2013diccionario
43	living	pueblo	ñùù	4707				xoch11	stark2013diccionario
44	living	casa	ve'e	4708				xoch11	stark2013diccionario
45	living	camino	ichí	4709				xoch11	stark2013diccionario
46	living	horcón	$					xoch11	stark2013diccionario
47	living	petate	iví	4710				xoch11	stark2013diccionario
48	living	cama	xi̠to	4711				xoch11	stark2013diccionario
49	living	silla	ta̠i̠	4712				xoch11	stark2013diccionario
50	animal	animal	kití	4713				xoch11	stark2013diccionario
51	animal	pájaro	sàà	4714				xoch11	stark2013diccionario
52	animal	pez, pescado	tiàká	4715				xoch11	stark2013diccionario
53	animal	culebra, serpiente	ko̠ó	4716				xoch11	stark2013diccionario
54	animal	rana	sa̠'va̠	4717				xoch11	stark2013diccionario
55	animal	gavilán, águila	tasún	4718				xoch11	stark2013diccionario
56	animal	alacrán	tisǒ'ma	4719	animal-tail; but see difference in consonant			xoch11	stark2013diccionario
57	animal	cucaracha	tike'lé	4720	animal-?			xoch11	stark2013diccionario
57	animal	cucaracha	tite'é	4721	animal-?			xoch11	stark2013diccionario
58	animal	chapulín	tìkà ndiamá	4722				xoch11	stark2013diccionario
59	animal	abeja	tíñuñú	4723	animal-honey			xoch11	stark2013diccionario
59	animal	abeja	ñuñú	4724	honey			xoch11	stark2013diccionario
60	animal	ratón	tìín	4725				xoch11	stark2013diccionario
61	animal	venado	isu	4726				xoch11	stark2013diccionario
62	animal	ardilla	ndikuáñú	4727				xoch11	stark2013diccionario
63	animal	zorrillo	tì'ín	4728				xoch11	stark2013diccionario
64	animal	tlacuache	xa̠ko	4729				xoch11	stark2013diccionario
65	animal	mapache	$					xoch11	stark2013diccionario
66	animal	conejo	leko	4730				xoch11	stark2013diccionario
67	animal	zopilote	mbelo	4731				xoch11	stark2013diccionario
68	animal	perro	tìnà	4732	animal-dog			xoch11	stark2013diccionario
69	animal	gato	vilú	4733				xoch11	stark2013diccionario
70	animal	gallo	che'le	4734				xoch11	stark2013diccionario
71	animal	gallina, pollo	nduxí	4735				xoch11	stark2013diccionario
72	animal	marrano, cochino	ki̠ni̠	4736				xoch11	stark2013diccionario
73	animal	caballo	kuái̠	4737		yes	Colonial Spanish	xoch11	stark2013diccionario
74	animal	borrego, oveja	levo	4738		maybe	Colonial Spanish	xoch11	stark2013diccionario
75	animal	hormiga	tio̠kó	4739				xoch11	stark2013diccionario
76	animal	cuerno	ndikín	4740				xoch11	stark2013diccionario
77	animal	pluma	$					xoch11	stark2013diccionario
78	animal	ala	ndi̠xín	4741				xoch11	stark2013diccionario
79	animal	cola	ndo'má	4742				xoch11	stark2013diccionario
80	plant	árbol, palo	itún	4743				xoch11	stark2013diccionario
81	plant	hierba, quelite	iva	4744				xoch11	stark2013diccionario
82	plant	zacate	ndió'o	4745				xoch11	stark2013diccionario
83	plant	flor	ita	4746				xoch11	stark2013diccionario
84	plant	maguey	yaví	4747				xoch11	stark2013diccionario
85	plant	raíz	$					xoch11	stark2013diccionario
86	plant	espina	$					xoch11	stark2013diccionario
87	corn	maíz en grano	nu̠ní	4748				xoch11	stark2013diccionario
88	corn	milpa	itu	4749				xoch11	stark2013diccionario
89	corn	elote	ndixín	4750				xoch11	stark2013diccionario
90	corn	nixtamal	xá'a	4751				xoch11	stark2013diccionario
91	corn	masa	uxán	4752				xoch11	stark2013diccionario
92	corn	tortilla	xi̠tá	4753				xoch11	stark2013diccionario
93	corn	rastrojo	$					xoch11	stark2013diccionario
94	corn	surco	$					xoch11	stark2013diccionario
95	corn	espiga	$					xoch11	stark2013diccionario
96	food	frijol(es)	nduchí	4754				xoch11	stark2013diccionario
97	food	ejote	ndìchì	4755				xoch11	stark2013diccionario
98	food	chile	ya'á	4756				xoch11	stark2013diccionario
99	food	sal	i̠ín	4757				xoch11	stark2013diccionario
99	food	sal	ñi̠í	4758				xoch11	stark2013diccionario
100	food	calabaza	ikín	4759				xoch11	stark2013diccionario
101	food	chayote	nañá	4760				xoch11	stark2013diccionario
102	food	caña	ndo̠ó	4761				xoch11	stark2013diccionario
103	food	miel	ñuñú	4762				xoch11	stark2013diccionario
104	food	grasa, manteca	xà'àn	4763				xoch11	stark2013diccionario
105	food	blanquillo, huevo	ndi̠ví	4764				xoch11	stark2013diccionario
106	food	tomate	tinaná	4765	round-tomato			xoch11	stark2013diccionario
107	food	camote	ña'mi	4766				xoch11	stark2013diccionario
108	food	aguacate	tìchí	4767				xoch11	stark2013diccionario
109	food	plátano	chi̠ta̠ 	4768				xoch11	stark2013diccionario
110	food	nopal	vi̠'ndá	4769				xoch11	stark2013diccionario
111	food	mamey, zapote	ndiká xa̠'a̠	5081				xoch11	stark2013diccionario
112	food	chirimoya	$					xoch11	stark2013diccionario
113	food	hongo	$					xoch11	stark2013diccionario
114	food	carne	kùñù	4770				xoch11	stark2013diccionario
115	cooking	comal	xi̠yó	4771				xoch11	stark2013diccionario
116	cooking	olla	ki̠si	4772				xoch11	stark2013diccionario
117	cooking	horno	$					xoch11	stark2013diccionario
118	cooking	lumbre, fuego	ñu̠'u̠	4773				xoch11	stark2013diccionario
119	cooking	ceniza	ya̠á	4774				xoch11	stark2013diccionario
120	cooking	carbón	$					xoch11	stark2013diccionario
121	cooking	humo	$					xoch11	stark2013diccionario
122	cooking	basura	mì'í	4775				xoch11	stark2013diccionario
123	cooking	plato	ko̠'ó	4776				xoch11	stark2013diccionario
124	container	jícara	$					xoch11	stark2013diccionario
125	container	tenate	ndo̠'ó	4777				xoch11	stark2013diccionario
