IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE																																																								
98	chile	šàʔà					coat11	durr1987preliminary																																																								
98	chile	žāʔā 					moli11	durr1987preliminary																																																								
98	chile	žāʔā					atat11	durr1987preliminary																																																								
98	chile	žāʔā 					gran11	durr1987preliminary																																																								
98	chile	yāʔā					cahu11	durr1987preliminary																																																								
98	chile	yāʔá					mixt11	durr1987preliminary																																																								
98	chile	žáʔà					prog12	durr1987preliminary																																																								
102	cane	ⁿdó'ó	ⁿdóó	deleted stress mark			diux11	durr1987preliminary																																																								
102	cane	tù-žòò	tù-žòò	wood-cane			peno11	durr1987preliminary																																																								
102	cane	ⁿdōò					atat11	durr1987preliminary																																																								
102	cane	ⁿdōò					gran11	durr1987preliminary																																																								
102	cane	ⁿdòò 					caca11	durr1987preliminary																																																								
102	cane	ⁿdòò					cahu11	durr1987preliminary																																																								
102	cane	ⁿdòó					mixt11	durr1987preliminary																																																								
102	cane	ⁿdòò					prog12	durr1987preliminary																																																								
102	cane	ⁿdóó					jica11	durr1987preliminary																																																								
114	meat	kùñú					peno11	durr1987preliminary																																																								
114	meat	kùñú̧					coat11	durr1987preliminary																																																								
114	meat	kùñū					ocot11	durr1987preliminary																																																								
114	meat	kùñū					atat11	durr1987preliminary																																																								
114	meat	kùñū					gran11	durr1987preliminary																																																								
114	meat	kò̧ñō̧					caca11	durr1987preliminary																																																								
114	meat	kùñō̧					alac11	durr1987preliminary																																																								
114	meat	kùñù					metl11	durr1987preliminary																																																								
114	meat	kùñū̧					cahu11	durr1987preliminary																																																								
115	comal	šíó					peno11	durr1987preliminary																																																								
115	comal	šíǒ					coat11	durr1987preliminary																																																								
115	comal	xīžò					atat11	durr1987preliminary																																																								
115	comal	xīò					gran11	durr1987preliminary																																																								
115	comal	šòò 					caca11	durr1987preliminary																																																								
115	comal	šìyò					alac11	durr1987preliminary																																																								
115	comal	šìyò					cahu11	durr1987preliminary																																																								
115	comal	šòò					prog12	durr1987preliminary																																																								
115	comal	sìyò					chay11	durr1987preliminary																																																								
116	clay pot	kɨ́đɨ̀					peno11	durr1987preliminary																																																								
116	clay pot	kɨ̀đɨ́					coat11	durr1987preliminary																																																								
116	clay pot	kìsī					moli11	durr1987preliminary																																																								
116	clay pot	kɨ̀sɨ̄					atat11	durr1987preliminary																																																								
116	clay pot	kɨ̀sɨ̄					gran11	durr1987preliminary																																																								
116	clay pot	kìđī					caca11	durr1987preliminary																																																								
116	clay pot	kìsì					ayut11	durr1987preliminary																																																								
116	clay pot	kìsī					alac11	durr1987preliminary																																																								
116	clay pot	kìsī					metl11	durr1987preliminary																																																								
116	clay pot	kìsī					mixt11	durr1987preliminary																																																								
116	clay pot	kísí					jica11	durr1987preliminary																																																								
127	thread	žú'ʔá	žúʔá	deleted stress mark			diux11	durr1987preliminary																																																								
127	thread	žúʔá					peno11	durr1987preliminary																																																								
127	thread	šúʔƀé					coat11	durr1987preliminary																																																								
127	thread	žūʔƀà					atat11	durr1987preliminary																																																								
127	thread	žūʔà					gran11	durr1987preliminary																																																								
127	thread	žùʔà					caca11	durr1987preliminary																																																								
127	thread	yùʔà					xaya11	durr1987preliminary																																																								
127	thread	yìʔƀà					alac11	durr1987preliminary																																																								
127	thread	yūʔƀā					jica11	durr1987preliminary																																																								
129	rope	žòʔò					peno11	durr1987preliminary																																																								
129	rope	šòʔò					coat11	durr1987preliminary																																																								
129	rope	žōʔō					moli11	durr1987preliminary																																																								
129	rope	žōʔō					atat11	durr1987preliminary																																																								
129	rope	žōʔō 					gran11	durr1987preliminary																																																								
129	rope	žōʔò					caca11	durr1987preliminary																																																								
129	rope	yōʔò					xaya11	durr1987preliminary																																																								
129	rope	yōʔó					metl11	durr1987preliminary																																																								
129	rope	yōʔó					mixt11	durr1987preliminary																																																								
129	rope	žóʔò					prog12	durr1987preliminary																																																								
129	rope	yòʔò					jica11	durr1987preliminary																																																								
129	rope	yōʔō					chay11	durr1987preliminary																																																								
130	hole	žàú					peno11	durr1987preliminary																																																								
130	hole	šáƀǐ					coat11	durr1987preliminary																																																								
130	hole	žāū					atat11	durr1987preliminary																																																								
130	hole	žāù					gran11	durr1987preliminary																																																								
130	hole	yāƀī					xaya11	durr1987preliminary																																																								
130	hole	yāƀì					alac11	durr1987preliminary																																																								
130	hole	yāwī					cahu11	durr1987preliminary																																																								
130	hole	yàƀì					mixt11	durr1987preliminary																																																								
130	hole	žáƀì					prog12	durr1987preliminary																																																								
130	hole	yāƀì					chay11	durr1987preliminary																																																								
130	hole	žāƀū					atat11	durr1987preliminary																																																								
132	soap	námá					peno11	durr1987preliminary																																																								
132	soap	nàmà 					moli11	durr1987preliminary																																																								
132	soap	nāmà					atat11	durr1987preliminary																																																								
132	soap	nāmà					gran11	durr1987preliminary																																																								
132	soap	nàmà 					caca11	durr1987preliminary																																																								
132	soap	nāmàʔ					ayut11	durr1987preliminary																																																								
132	soap	nàmà					metl11	durr1987preliminary																																																								
132	soap	nàmǎ					mixt11	durr1987preliminary																																																								
132	soap	nà̧mà̧					prog12	durr1987preliminary																																																								
132	soap	nàmà					chay11	durr1987preliminary																																																								
132	soap	nàmā					metl11	durr1987preliminary																																																								
134	moon	žóó					peno11	durr1987preliminary																																																								
134	moon	šóǒ					coat11	durr1987preliminary																																																								
134	moon	žòò 					moli11	durr1987preliminary																																																								
134	moon	žōò					atat11	durr1987preliminary																																																								
134	moon	žōò					gran11	durr1987preliminary																																																								
134	moon	yòò					alac11	durr1987preliminary																																																								
134	moon	yòò					cahu11	durr1987preliminary																																																								
134	moon	yòó					mixt11	durr1987preliminary																																																								
134	moon	žòò					prog12	durr1987preliminary																																																								
134	moon	yóó					jica11	durr1987preliminary																																																								
134	moon	yòò					chay11	durr1987preliminary																																																								
137	water	ⁿdùtè					peno11	durr1987preliminary																																																								
137	water	ⁿdùʔtè					coat11	durr1987preliminary																																																								
137	water	ⁿdūtē 					moli11	durr1987preliminary																																																								
137	water	ⁿdūtē					ocot11	durr1987preliminary																																																								
137	water	ⁿdūtē					atat11	durr1987preliminary																																																								
137	water	ⁿdūčā 					gran11	durr1987preliminary																																																								
137	water	ti kʷii	ti-kʷii	liquid-?			ayut11	durr1987preliminary																																																								
137	water	ta kʷiyi	ta-kʷiyi	liquid-?			cahu11	durr1987preliminary																																																								
137	water	ⁿdùtà					jica11	durr1987preliminary																																																								
139	river	žútè					peno11	durr1987preliminary																																																								
139	river	žùtē					moli11	durr1987preliminary																																																								
139	river	žùtē					ocot11	durr1987preliminary																																																								
139	river	žùtē					atat11	durr1987preliminary																																																								
139	river	žùčā					gran11	durr1987preliminary																																																								
139	river	ítʸā					metl11	durr1987preliminary																																																								
139	river	yǜtā					cahu11	durr1987preliminary																																																								
139	river	yùčā					mixt11	durr1987preliminary																																																								
139	river	žǜtā					prog12	durr1987preliminary																																																								
139	river	yútá					jica11	durr1987preliminary																																																								
141	mountain	žùkù					peno11	durr1987preliminary																																																								
141	mountain	žūkū 					moli11	durr1987preliminary																																																								
141	mountain	žūkū					ocot11	durr1987preliminary																																																								
141	mountain	žūkū					atat11	durr1987preliminary																																																								
141	mountain	žūkū 					gran11	durr1987preliminary																																																								
141	mountain	yǖkǜ					cahu11	durr1987preliminary																																																								
141	mountain	žǘkǜ					prog12	durr1987preliminary																																																								
141	mountain	yūkū					chay11	durr1987preliminary																																																								
143	stone	žú'ú	žúú	deleted stress mark			diux11	durr1987preliminary																																																								
143	stone	žúú					peno11	durr1987preliminary																																																								
143	stone	šúǔ					coat11	durr1987preliminary																																																								
143	stone	žùù					ocot11	durr1987preliminary																																																								
143	stone	žūù					atat11	durr1987preliminary																																																								
143	stone	žūù					gran11	durr1987preliminary																																																								
143	stone	žùù					caca11	durr1987preliminary																																																								
143	stone	yùù 					xaya11	durr1987preliminary																																																								
143	stone	yūùʔ					ayut11	durr1987preliminary																																																								
143	stone	yùù					alac11	durr1987preliminary																																																								
143	stone	yùū					metl11	durr1987preliminary																																																								
143	stone	yǜǜ					cahu11	durr1987preliminary																																																								
143	stone	yùú					mixt11	durr1987preliminary																																																								
143	stone	yúú					jica11	durr1987preliminary																																																								
143	stone	yùù					chay11	durr1987preliminary																																																								
144	cotton	káʔȼǐ					coat11	durr1987preliminary																																																								
144	cotton	kàčì					moli11	durr1987preliminary																																																								
144	cotton	kāčì					gran11	durr1987preliminary																																																								
144	cotton	kàčì					caca11	durr1987preliminary																																																								
144	cotton	kāčìʔ					ayut11	durr1987preliminary																																																								
144	cotton	kàčì					cahu11	durr1987preliminary																																																								
144	cotton	kàčǐ					mixt11	durr1987preliminary																																																								
144	cotton	kàčì					prog12	durr1987preliminary																																																								
144	cotton	kátí					jica11	durr1987preliminary																																																								
145	metal	kàá					coat11	durr1987preliminary																																																								
145	metal	kàā					moli11	durr1987preliminary																																																								
145	metal	kàā					ocot11	durr1987preliminary																																																								
145	metal	kàā					atat11	durr1987preliminary																																																								
145	metal	kàā					gran11	durr1987preliminary																																																								
145	metal	kàā					caca11	durr1987preliminary																																																								
145	metal	kàā					xaya11	durr1987preliminary																																																								
145	metal	kàà					ayut11	durr1987preliminary																																																								
145	metal	kàà					metl11	durr1987preliminary																																																								
145	metal	kàà					cahu11	durr1987preliminary																																																								
145	metal	kàā					mixt11	durr1987preliminary																																																								
145	metal	kàà					prog12	durr1987preliminary																																																								
145	metal	káā					jica11	durr1987preliminary																																																								
146	paper	tú'tú	tútú	deleted stress mark			diux11	durr1987preliminary																																																								
146	paper	tùtú					peno11	durr1987preliminary																																																								
146	paper	túʔtú					coat11	durr1987preliminary																																																								
146	paper	tūtù					moli11	durr1987preliminary																																																								
146	paper	tūtū					atat11	durr1987preliminary																																																								
146	paper	tūtù					gran11	durr1987preliminary																																																								
146	paper	tūtù					caca11	durr1987preliminary																																																								
146	paper	tūtū					xaya11	durr1987preliminary																																																								
146	paper	tùtù					ayut11	durr1987preliminary																																																								
146	paper	tūtū					metl11	durr1987preliminary																																																								
146	paper	tūtù					mixt11	durr1987preliminary																																																								
146	paper	tǖtǖ					prog12	durr1987preliminary																																																								
146	paper	tūtū					jica11	durr1987preliminary																																																								
146	paper	tūtù					chay11	durr1987preliminary																																																								
147	lime	kàkà					peno11	durr1987preliminary																																																								
147	lime	kākā					atat11	durr1987preliminary																																																								
147	lime	kākà					gran11	durr1987preliminary																																																								
147	lime	kàkà					ayut11	durr1987preliminary																																																								
147	lime	kākā'					metl11	durr1987preliminary																																																								
147	lime	kākā					cahu11	durr1987preliminary																																																								
147	lime	kākà					mixt11	durr1987preliminary																																																								
147	lime	kākā					jica11	durr1987preliminary																																																								
152	red	tɨ̀-kʷêʔé					peno11	durr1987preliminary																																																								
152	red	kʷèʔé					coat11	durr1987preliminary																																																								
152	red	kʷáʔá					gran11	durr1987preliminary																																																								
152	red	kʷàʔá					caca11	durr1987preliminary																																																								
152	red	kʷàʔá					xaya11	durr1987preliminary																																																								
152	red	kʷáʔá					ayut11	durr1987preliminary																																																								
152	red	kʷáʔá					alac11	durr1987preliminary																																																								
152	red	kʷáʔā					metl11	durr1987preliminary																																																								
152	red	kʷáʔá					cahu11	durr1987preliminary																																																								
152	red	kʷáʔà					mixt11	durr1987preliminary																																																								
152	red	kʷáʔá					prog12	durr1987preliminary																																																								
153	green	kʷîì					peno11	durr1987preliminary																																																								
153	green	kʷìì					coat11	durr1987preliminary																																																								
153	green	kʷíì					gran11	durr1987preliminary																																																								
153	green	kʷíì					caca11	durr1987preliminary																																																								
153	green	kʷíìʔ					ayut11	durr1987preliminary																																																								
153	green	kʷíí					cahu11	durr1987preliminary																																																								
153	green	kʷîí					mixt11	durr1987preliminary																																																								
153	green	kʷíī					prog12	durr1987preliminary																																																								
153	green	kʷìì					jica11	durr1987preliminary																																																								
154	it is yellow	kʷà̧ā̧-čí 	kʷà̧ā̧				jica11	durr1987preliminary																																																								
154	yellow	'kʷà̧à̧	kʷà̧à̧	deleted stress mark			diux11	durr1987preliminary																																																								
154	yellow	kʷâ̧á̧					peno11	durr1987preliminary																																																								
154	yellow	kʷà̧á̧					coat11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					atat11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					gran11	durr1987preliminary																																																								
154	yellow	kʷà̧á̧					caca11	durr1987preliminary																																																								
154	yellow	kʷà̧á̧					xaya11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					ayut11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					alac11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					metl11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					cahu11	durr1987preliminary																																																								
154	yellow	kʷá̧à̧					mixt11	durr1987preliminary																																																								
154	yellow	kʷá̧á̧					prog12	durr1987preliminary																																																								
155	black	tù̧ù̧					peno11	durr1987preliminary																																																								
155	black	tū̧ū̧					moli11	durr1987preliminary																																																								
155	black	Nú̧ú̧					atat11	durr1987preliminary																																																								
155	black	tú̧ú̧					gran11	durr1987preliminary																																																								
155	black	tù̧ú̧ʔ					ayut11	durr1987preliminary																																																								
155	black	tò̧ó̧					alac11	durr1987preliminary																																																								
155	black	tnō̧ó̧					cahu11	durr1987preliminary																																																								
155	black	tù̧ú̧					prog12	durr1987preliminary																																																								
155	black	tù̧ù̧					jica11	durr1987preliminary																																																								
156	white	kʷîší̧					peno11	durr1987preliminary																																																								
156	white	kʷìʔší̧					coat11	durr1987preliminary																																																								
156	white	kʷīxí̧					ocot11	durr1987preliminary																																																								
156	white	kʷíxí̧					atat11	durr1987preliminary																																																								
156	white	kʷíxí̧					gran11	durr1987preliminary																																																								
156	white	kúší					caca11	durr1987preliminary																																																								
156	white	kʷíȼì					mixt11	durr1987preliminary																																																								
157	one	ɨ̧̀ɨ̧̀	ɨ̧̀ɨ̧̀	deleted stress mark			diux11	durr1987preliminary																																																								
157	one	ɨ̧̀ɨ̧̀					peno11	durr1987preliminary																																																								
157	one	ī̧ī̧					moli11	durr1987preliminary																																																								
157	one	ī̧ī̧					atat11	durr1987preliminary																																																								
157	one	ī̧ī̧					gran11	durr1987preliminary																																																								
157	one	ī̧ī̧					caca11	durr1987preliminary																																																								
157	one	ī̧ī̧					xaya11	durr1987preliminary																																																								
157	one	ì̧ì̧					ayut11	durr1987preliminary																																																								
157	one	ī̧ī̧					metl11	durr1987preliminary																																																								
157	one	í̧í̧					cahu11	durr1987preliminary																																																								
157	one	ī̧ī̧					mixt11	durr1987preliminary																																																								
157	one	ī̧ī̧					prog12	durr1987preliminary																																																								
157	one	ì̧ì̧					jica11	durr1987preliminary																																																								
157	one	ī̧ī̧					chay11	durr1987preliminary																																																								
158	two	úú	úú	deleted stress mark			diux11	durr1987preliminary																																																								
158	two	úú					peno11	durr1987preliminary																																																								
158	two	úƀǐ					coat11	durr1987preliminary																																																								
158	two	ùù					moli11	durr1987preliminary																																																								
158	two	ūù					atat11	durr1987preliminary																																																								
158	two	ūù					gran11	durr1987preliminary																																																								
158	two	ùì					xaya11	durr1987preliminary																																																								
158	two	ūwì					ayut11	durr1987preliminary																																																								
158	two	ōwī					cahu11	durr1987preliminary																																																								
158	two	ìƀì					prog12	durr1987preliminary																																																								
158	two	úƀí					jica11	durr1987preliminary																																																								
160	four	kó̧'ó̧	kó̧ó̧	deleted stress mark			diux11	durr1987preliminary																																																								
160	four	kúmí					peno11	durr1987preliminary																																																								
160	four	kɨ́mǐ̧					coat11	durr1987preliminary																																																								
160	four	kù̧ù̧ 					moli11	durr1987preliminary																																																								
160	four	kùmì					ocot11	durr1987preliminary																																																								
160	four	kū̧ù̧					atat11	durr1987preliminary																																																								
160	four	kū̧ù̧ 					gran11	durr1987preliminary																																																								
160	four	kòmì̧ 					caca11	durr1987preliminary																																																								
160	four	kùmì 					xaya11	durr1987preliminary																																																								
160	four	kùmíʔ					ayut11	durr1987preliminary																																																								
160	four	kùmī 					metl11	durr1987preliminary																																																								
160	four	kūmī					cahu11	durr1987preliminary																																																								
160	four	kùmǐ					mixt11	durr1987preliminary																																																								
160	four	kòmì					prog12	durr1987preliminary																																																								
160	four	kúmí					jica11	durr1987preliminary																																																								
160	four	kùmì					chay11	durr1987preliminary																																																								
161	five	ú̧ʔú̧					peno11	durr1987preliminary																																																								
161	five	ú̧ʔǔ̧					coat11	durr1987preliminary																																																								
161	five	ù̧ʔù̧					moli11	durr1987preliminary																																																								
161	five	ū̧ʔù̧					atat11	durr1987preliminary																																																								
161	five	ū̧ʔù̧					gran11	durr1987preliminary																																																								
161	five	ō̧ʔō̧					cahu11	durr1987preliminary																																																								
161	five	ù̧ʔù̧					mixt11	durr1987preliminary																																																								
161	five	ù̧ʔù̧					prog12	durr1987preliminary																																																								
161	five	ú̧ʔú̧					jica11	durr1987preliminary																																																								
165	nine	ɨ̧́'ɨ̧́	ɨ̧́ɨ̧́	deleted stress mark			diux11	durr1987preliminary																																																								
165	nine	ɨ̧́ɨ̧́					peno11	durr1987preliminary																																																								
165	nine	ì̧ì̧					moli11	durr1987preliminary																																																								
165	nine	ɨ̧̄ɨ̧̀					atat11	durr1987preliminary																																																								
165	nine	ɨ̧̄ɨ̧̀					gran11	durr1987preliminary																																																								
165	nine	ì̧ì̧					caca11	durr1987preliminary																																																								
165	nine	ì̧ì̧					xaya11	durr1987preliminary																																																								
165	nine	ì̧ì̧					cahu11	durr1987preliminary																																																								
165	nine	ì̧ì̧					mixt11	durr1987preliminary																																																								
165	nine	ì̧ì̧					prog12	durr1987preliminary																																																								
165	nine	í̧í̧					jica11	durr1987preliminary																																																								
169	poor	ⁿdâʔú					peno11	durr1987preliminary																																																								
169	poor	ⁿdàʔƀí					coat11	durr1987preliminary																																																								
169	poor	ⁿdáʔƀí					moli11	durr1987preliminary																																																								
169	poor	ⁿdáʔƀí					ocot11	durr1987preliminary																																																								
169	poor	ⁿdáʔú					atat11	durr1987preliminary																																																								
169	poor	ⁿdáʔú					gran11	durr1987preliminary																																																								
169	poor	ⁿdàʔƀí					xaya11	durr1987preliminary																																																								
169	poor	ⁿdàʔwí					ayut11	durr1987preliminary																																																								
169	poor	ⁿdāʔwī					cahu11	durr1987preliminary																																																								
169	poor	ⁿdāʔƀí					chay11	durr1987preliminary																																																								
171	cold	ƀíšì̧					peno11	durr1987preliminary																																																								
171	cold	ƀíʔšǐ̧					coat11	durr1987preliminary																																																								
171	cold	ƀìxī̧					moli11	durr1987preliminary																																																								
171	cold	mìxī̧					atat11	durr1987preliminary																																																								
171	cold	ƀìxī̧					gran11	durr1987preliminary																																																								
171	cold	ƀìšī					caca11	durr1987preliminary																																																								
171	cold	ƀìšī̧					xaya11	durr1987preliminary																																																								
171	cold	wìšì̧					ayut11	durr1987preliminary																																																								
171	cold	ƀìšī					alac11	durr1987preliminary																																																								
171	cold	ƀìšī̧					metl11	durr1987preliminary																																																								
171	cold	wìšī̧					cahu11	durr1987preliminary																																																								
171	cold	ƀìȼī					mixt11	durr1987preliminary																																																								
171	cold	ƀīšī					prog12	durr1987preliminary																																																								
173	big.SG	kà̧ʔnù̧	kà̧ʔnù̧	deleted stress mark			diux11	durr1987preliminary																																																								
173	big.SG	kâʔnù					peno11	durr1987preliminary																																																								
173	big.SG	kàʔnù̧					coat11	durr1987preliminary																																																								
173	big.SG	káʔnū					ocot11	durr1987preliminary																																																								
173	big.SG	káʔnū					atat11	durr1987preliminary																																																								
173	big.SG	káʔnū					gran11	durr1987preliminary																																																								
173	big.SG	káʔnū					metl11	durr1987preliminary																																																								
173	big.SG	kāʔnō					cahu11	durr1987preliminary																																																								
173	big.SG	káʔnū					mixt11	durr1987preliminary																																																								
173	big.SG	káʔnū					prog12	durr1987preliminary																																																								
173	big.SG	kàʔnū					chay11	durr1987preliminary																																																								
173	important	káʔnúʔ 					ayut11	durr1987preliminary																																																								
175	little.SG	'lùčì	lùčì	deleted stress mark			diux11	durr1987preliminary																																																								
175	little.SG	líʔlì					peno11	durr1987preliminary																																																								
175	little.SG	lùʔⁿdí					coat11	durr1987preliminary																																																								
175	little.SG	lūlī					moli11	durr1987preliminary																																																								
175	little.SG	lūlí					ocot11	durr1987preliminary																																																								
175	little.SG	lùlí					atat11	durr1987preliminary																																																								
175	little.SG	lúlí					gran11	durr1987preliminary																																																								
175	little.SG	līlūū					caca11	durr1987preliminary																																																								
175	little.SG	lúlú					ayut11	durr1987preliminary																																																								
175	little.SG	lōʔō					cahu11	durr1987preliminary																																																								
175	little.SG	lūū					mixt11	durr1987preliminary																																																								
175	little.SG	lōʔō					prog12	durr1987preliminary																																																								
175	little.SG	lùʔù					jica11	durr1987preliminary																																																								
175	little.SG	lúʔlū					chay11	durr1987preliminary																																																								
176	small (in pieces)	kʷèčì					coat11	durr1987preliminary																																																								
176	small (in pieces)	kʷéčì					moli11	durr1987preliminary																																																								
176	small (in pieces)	kʷáčí					gran11	durr1987preliminary																																																								
176	small (in pieces)	kʷātī					xaya11	durr1987preliminary																																																								
176	small (in pieces)	kʷáčí					ayut11	durr1987preliminary																																																								
176	small (in pieces)	kʷàčī					metl11	durr1987preliminary																																																								
176	small (in pieces)	kʷāčí					cahu11	durr1987preliminary																																																								
176	small (in pieces)	kʷàtì					jica11	durr1987preliminary																																																								
177	long.SG	kâní					peno11	durr1987preliminary																																																								
177	long.SG	kànì̧					coat11	durr1987preliminary																																																								
177	long.SG	kání					moli11	durr1987preliminary																																																								
177	long.SG	kání					ocot11	durr1987preliminary																																																								
177	long.SG	kánī					atat11	durr1987preliminary																																																								
177	long.SG	kánī					gran11	durr1987preliminary																																																								
177	long.SG	kánì̧					caca11	durr1987preliminary																																																								
177	long.SG	kánìʔ					ayut11	durr1987preliminary																																																								
177	long.SG	kánì					alac11	durr1987preliminary																																																								
177	long.SG	káñí					chay11	durr1987preliminary																																																								
179	good	ƀà'ʔá	ƀàʔá	deleted stress mark			diux11	durr1987preliminary																																																								
179	good	ƀáʔà					peno11	durr1987preliminary																																																								
179	good	ƀáʔǎ					coat11	durr1987preliminary																																																								
179	good	ƀàʔā					moli11	durr1987preliminary																																																								
179	good	ƀàʔā					ocot11	durr1987preliminary																																																								
179	good	ƀàʔā					atat11	durr1987preliminary																																																								
179	good	ƀàʔā					gran11	durr1987preliminary																																																								
179	good	ƀàʔā					caca11	durr1987preliminary																																																								
179	good	ƀàʔā					xaya11	durr1987preliminary																																																								
179	good	wàʔà					ayut11	durr1987preliminary																																																								
179	good	ƀàʔā					alac11	durr1987preliminary																																																								
179	good	ƀàʔā					metl11	durr1987preliminary																																																								
179	good	wāʔā					cahu11	durr1987preliminary																																																								
179	good	ƀàʔā					mixt11	durr1987preliminary																																																								
179	good	ƀàʔā					prog12	durr1987preliminary																																																								
179	good	ƀáʔá					jica11	durr1987preliminary																																																								
179	good	ƀàʔā					chay11	durr1987preliminary																																																								
180	sweet	sá-ƀìdí	ƀìdí				peno11	durr1987preliminary																																																								
180	sweet	ƀí̧dǐ̧					coat11	durr1987preliminary																																																								
180	sweet	ƀìšì					moli11	durr1987preliminary																																																								
180	sweet	ƀīšì					atat11	durr1987preliminary																																																								
180	sweet	ƀīšì					gran11	durr1987preliminary																																																								
180	sweet	ƀìđì					caca11	durr1987preliminary																																																								
180	sweet	ƀìđì					xaya11	durr1987preliminary																																																								
180	sweet	ƀìšì					metl11	durr1987preliminary																																																								
180	sweet	wīsī					cahu11	durr1987preliminary																																																								
180	sweet	ƀìhì					prog12	durr1987preliminary																																																								
185	new	sàà					peno11	durr1987preliminary																																																								
185	new	šèě					coat11	durr1987preliminary																																																								
185	new	xēé					ocot11	durr1987preliminary																																																								
185	new	xēé					atat11	durr1987preliminary																																																								
185	new	xáá					gran11	durr1987preliminary																																																								
185	new	sàà					caca11	durr1987preliminary																																																								
185	new	šāá					alac11	durr1987preliminary																																																								
185	new	ȼǎā					mixt11	durr1987preliminary																																																								
185	new	sàá					prog12	durr1987preliminary																																																								
185	new	čàà					jica11	durr1987preliminary																																																								
185	new	sāá					chay11	durr1987preliminary																																																								
195	yesterday	ìkù					peno11	durr1987preliminary																																																								
195	yesterday	īkū					moli11	durr1987preliminary																																																								
195	yesterday	īkū					ocot11	durr1987preliminary																																																								
195	yesterday	īkū					atat11	durr1987preliminary																																																								
195	yesterday	īkū 					gran11	durr1987preliminary																																																								
195	yesterday	īkū					xaya11	durr1987preliminary																																																								
195	yesterday	ìkù					jica11	durr1987preliminary																																																								
196	year	kʷíá					peno11	durr1987preliminary																																																								
196	year	kʷíǎ					coat11	durr1987preliminary																																																								
196	year	kʷìžà					moli11	durr1987preliminary																																																								
196	year	kʷīà					gran11	durr1987preliminary																																																								
196	year	kùà					caca11	durr1987preliminary																																																								
196	year	kʷīyā					cahu11	durr1987preliminary																																																								
196	year	kʷìà					mixt11	durr1987preliminary																																																								
196	year	kʷyàà					prog12	durr1987preliminary																																																								
196	year	kʷìyà					chay11	durr1987preliminary																																																								
197	now	ƀìtà̧					peno11	durr1987preliminary																																																								
197	now	ƀītā̧					moli11	durr1987preliminary																																																								
197	now	ƀīNā					atat11	durr1987preliminary																																																								
197	now	ƀīnā					gran11	durr1987preliminary																																																								
197	now	ƀītā̧					gran11	durr1987preliminary																																																								
197	now	ƀīčī					caca11	durr1987preliminary																																																								
197	now	ƀīčī					xaya11	durr1987preliminary																																																								
197	now	wìtì̧					ayut11	durr1987preliminary																																																								
197	now	ƀītī̧					alac11	durr1987preliminary																																																								
197	now	wītnī					cahu11	durr1987preliminary																																																								
197	now	ƀītī					prog12	durr1987preliminary																																																								
197	now	ƀìtì̧					jica11	durr1987preliminary																																																								
197	now	ƀītʸī					chay11	durr1987preliminary																																																								
200	day	kɨ́'ú	kɨ́ú	deleted stress mark			diux11	durr1987preliminary																																																								
200	day	kìƀì					moli11	durr1987preliminary																																																								
200	day	kɨ̄ƀɨ̀					atat11	durr1987preliminary																																																								
200	day	kɨ̄ƀɨ̀					gran11	durr1987preliminary																																																								
200	day	kìƀì					alac11	durr1987preliminary																																																								
200	day	kìƀì					metl11	durr1987preliminary																																																								
200	day	kìwì					cahu11	durr1987preliminary																																																								
200	day	kìƀì					prog12	durr1987preliminary																																																								
200	day	kɨ̀ƀɨ̀					chay11	durr1987preliminary																																																								
200	day	kìƀī					metl11	durr1987preliminary																																																								
204	work	čî̧ù̧					peno11	durr1987preliminary																																																								
204	work	ȼìñù					coat11	durr1987preliminary																																																								
204	work	tī̧ñū̧					moli11	durr1987preliminary																																																								
204	work	tīñū					ocot11	durr1987preliminary																																																								
204	work	Nīñū					atat11	durr1987preliminary																																																								
204	work	tīñū					gran11	durr1987preliminary																																																								
204	work	čō̧ō̧					caca11	durr1987preliminary																																																								
204	work	čū̧ū̧					xaya11	durr1987preliminary																																																								
204	work	čù̧ù̧					ayut11	durr1987preliminary																																																								
204	work	čīñō̧					alac11	durr1987preliminary																																																								
204	work	čīñō					cahu11	durr1987preliminary																																																								
204	work	čī̧ū̧					mixt11	durr1987preliminary																																																								
204	work	čū̧ū̧					prog12	durr1987preliminary																																																								
205	word	túʔù̧					peno11	durr1987preliminary																																																								
205	word	tù̧ʔú̧					coat11	durr1987preliminary																																																								
205	word	Nù̧ʔū̧					atat11	durr1987preliminary																																																								
205	word	tù̧ʔū̧					gran11	durr1987preliminary																																																								
205	word	tù̧ʔù̧					ayut11	durr1987preliminary																																																								
205	word	tù̧ʔū̧					metl11	durr1987preliminary																																																								
205	word	tnō̧ʔō̧					cahu11	durr1987preliminary																																																								
205	word	tù̧ʔū̧					mixt11	durr1987preliminary																																																								
205	word	tù̧ʔū̧					prog12	durr1987preliminary																																																								
205	word	tú̧ʔú̧					jica11	durr1987preliminary																																																								
205	word	tù̧ʔū̧					chay11	durr1987preliminary																																																								
50	animal	kɨ́tɨ́ʔ					prom01	durr1987preliminary																																																								
