IDlist	CATEGORY	GLOSS	VALUE	ID	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	kinship	mother	náa	21211				chal11	macaulay1996grammar
2	kinship	mother!, mom!	$					chal11	macaulay1996grammar
3	kinship	father	táa	21212				chal11	macaulay1996grammar
4	kinship	father!, dad!	$					chal11	macaulay1996grammar
5	kinship	son/daughter, child	seʔe	21213				chal11	macaulay1996grammar
6	kinship	son	sežíí	21214				chal11	macaulay1996grammar
7	kinship	daughter	sesɨ́ʔɨ́	21215				chal11	macaulay1996grammar
8	kinship	cross-sex sibling	kʷàʔa	21216				chal11	macaulay1996grammar
9	kinship	brother of man	ñáni	21217				chal11	macaulay1996grammar
10	kinship	sister of woman	kúʔu	21218				chal11	macaulay1996grammar
11	kinship	aunt	šiì	21219				chal11	macaulay1996grammar
12	kinship	uncle	stoò	21220				chal11	macaulay1996grammar
13	person	man	čàà	21221				chal11	macaulay1996grammar
14	person	woman	ñãʔã	21222				chal11	macaulay1996grammar
15	person	owner, boss	$					chal11	macaulay1996grammar
16	person	priest	sutù	21223				chal11	macaulay1996grammar
17	body	blood	nɨ́ñɨ̀	21224				chal11	macaulay1996grammar
18	body	bone	žɨkɨ	21225				chal11	macaulay1996grammar
19	body	hair	iši	21226				chal11	macaulay1996grammar
20	body	face	nuù	21227				chal11	macaulay1996grammar
21	body	tongue	žaa	21228				chal11	macaulay1996grammar
22	body	tooth	nũʔũ	21229				chal11	macaulay1996grammar
23	body	mouth	žuʔu	21230				chal11	macaulay1996grammar
24	body	ear	soʔo	21231				chal11	macaulay1996grammar
25	body	nose	kutu	21232				chal11	macaulay1996grammar
26	body	neck	sũkũ̀	21233				chal11	macaulay1996grammar
27	body	hand	ndaʔa	21234				chal11	macaulay1996grammar
28	body	fingernail	tĩ́žṍ	21235				chal11	macaulay1996grammar
28	body	fingernail	tĩ́žṹ	21236				chal11	macaulay1996grammar
28	body	fingernail	tĩ́ĩ	21237				chal11	macaulay1996grammar
28	body	fingernail	tĩ́ĩ́	21238				chal11	macaulay1996grammar
29	body	back	žata	21239				chal11	macaulay1996grammar
30	body	stomach, belly	čìì	21240				chal11	macaulay1996grammar
31	body	intestine, guts	xɨ́tɨ̀	21241				chal11	macaulay1996grammar
32	body	foot	xaʔà	21242				chal11	macaulay1996grammar
33	body	illness, sickness	kʷeʔè	21243				chal11	macaulay1996grammar
34	body	medicine, remedy	táná	21244				chal11	macaulay1996grammar
35	body	swelling	$					chal11	macaulay1996grammar
36	body	pimple	ndɨʔžɨ́	21245				chal11	macaulay1996grammar
37	body	pus	lakʷa	21246				chal11	macaulay1996grammar
37	body	pus	lákʷá	21247				chal11	macaulay1996grammar
38	body	urine	tíšešé	21248				chal11	macaulay1996grammar
39	clothing	dress, cloth, clothing	saʔma	21249				chal11	macaulay1996grammar
40	clothing	sandal, sandals	ndĩxã̀	21250				chal11	macaulay1996grammar
41	clothing	pants	$					chal11	macaulay1996grammar
42	clothing	blouse, woven blouse	$					chal11	macaulay1996grammar
