IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE																																																								
105	huevo	ntsìjvǐ					flor12	oxnard2020																																																								
105	huevo	ndìvì					mont12	oxnard2020																																																								
105	huevo	ndìvǐ					mixt11	oxnard2020																																																								
106	tomate	tnàná	t-nàná				tlah11	oxnard2020																																																								
106	tomate	tsìnanǎ	tsì-nanǎ				pied12	oxnard2020																																																								
106	tomate	tsìnanǎ	tsì-nanǎ				flor12	oxnard2020																																																								
106	tomate	tìnanà	tì-nanà				mont12	oxnard2020																																																								
106	tomate	tinǎna	ti-nǎna				mixt11	oxnard2020																																																								
107	camote	ndya'mí					tlah11	oxnard2020																																																								
107	camote	ña'mǐ					pied12	oxnard2020																																																								
107	camote	ña'mì					flor12	oxnard2020																																																								
107	camote	ñamìì					mont12	oxnard2020																																																								
107	camote	ña'mǐ					mixt11	oxnard2020																																																								
108	aguacate	tìchi					tlah11	oxnard2020																																																								
108	aguacate	chìjchí					pied12	oxnard2020																																																								
108	aguacate	chìjchí					flor12	oxnard2020																																																								
108	aguacate	tìchí					mont12	oxnard2020																																																								
108	aguacate	tǐchi					mixt11	oxnard2020																																																								
109	plátano	ndiká					tlah11	oxnard2020																																																								
109	plátano	ntsijkǎ					pied12	oxnard2020																																																								
109	plátano	ntsijkǎ					flor12	oxnard2020																																																								
109	plátano	ndikà					mont12	oxnard2020																																																								
109	plátano	nchikǎ					mixt11	oxnard2020																																																								
110	nopal	vì'tá					tlah11	oxnard2020																																																								
110	nopal	vi'ntsiǎ					pied12	oxnard2020																																																								
110	nopal	vi'ntsiǎ					flor12	oxnard2020																																																								
110	nopal	mindyà					mont12	oxnard2020																																																								
110	nopal	mì'nchǎ					mixt11	oxnard2020																																																								
111	mamey	ndiká kwá'a		banana red			tlah11	oxnard2020																																																								
111	mamey	ntsiká kuá'a		banana red			pied12	oxnard2020																																																								
111	mamey	ntsiká kuá'a		banana red			flor12	oxnard2020																																																								
111	mamey	ndokò kuaá		zapote? red			mont12	oxnard2020																																																								
111	zapote	ndokó					tlah11	oxnard2020																																																								
111	zapote	ntòkǒ					pied12	oxnard2020																																																								
111	zapote	ntsìká kuá'a		banana red			flor12	oxnard2020																																																								
111	zapote	ndokò					mont12	oxnard2020																																																								
112	chirimoya	ndokó tyá'tàn		zapote ?			tlah11	oxnard2020																																																								
112	chirimoya	ntokǒ					pied12	oxnard2020																																																								
112	chirimoya	ntojkǒ					flor12	oxnard2020																																																								
113	hongo	xì'í					tlah11	oxnard2020																																																								
113	hongo	xi'ǐ					pied12	oxnard2020																																																								
113	hongo	xi'ǐ					flor12	oxnard2020																																																								
113	hongo	sì'ì					mont12	oxnard2020																																																								
113	hongo	tsì'ǐ					mixt11	oxnard2020																																																								
114	carne	kùñu					tlah11	oxnard2020																																																								
114	carne	koñû					pied12	oxnard2020																																																								
114	carne	koñô					flor12	oxnard2020																																																								
114	carne	kòño					mont12	oxnard2020																																																								
114	carne	kǔñù					mixt11	oxnard2020																																																								
115	comal	xìyó					tlah11	oxnard2020																																																								
115	comal	xìyǒ					pied12	oxnard2020																																																								
115	comal	xìjyǒ					flor12	oxnard2020																																																								
115	comal	tsiòó					mixt11	oxnard2020																																																								
116	olla	kìsi					tlah11	oxnard2020																																																								
116	olla	kìsi					pied12	oxnard2020																																																								
116	olla	kìsi					flor12	oxnard2020																																																								
116	olla	kìji					mont12	oxnard2020																																																								
116	olla	kìsi					mixt11	oxnard2020																																																								
117	horno	xitùn					tlah11	oxnard2020																																																								
117	horno	xìtùn					pied12	oxnard2020																																																								
117	horno	sìtò					mont12	oxnard2020																																																								
117	horno	tsìtù					mixt11	oxnard2020																																																								
118	fuego, lumbre	ñu'ùn					tlah11	oxnard2020																																																								
118	fuego, lumbre	ñu'ù					pied12	oxnard2020																																																								
118	fuego, lumbre	ñu'ù					flor12	oxnard2020																																																								
118	fuego, lumbre	ñoò					mont12	oxnard2020																																																								
118	fuego, lumbre	ñu'ù					mixt11	oxnard2020																																																								
119	ceniza	yàá					tlah11	oxnard2020																																																								
119	ceniza	yàjǎ					pied12	oxnard2020																																																								
119	ceniza	yàjǎ					flor12	oxnard2020																																																								
119	ceniza	ya'à					mont12	oxnard2020																																																								
119	ceniza	yàá					mixt11	oxnard2020																																																								
120	carbón	tùún					tlah11	oxnard2020																																																								
120	carbón	tùún					pied12	oxnard2020																																																								
120	carbón	tòjǔn					flor12	oxnard2020																																																								
120	carbón	tò'òn					mont12	oxnard2020																																																								
120	carbón	tùǔn					mixt11	oxnard2020																																																								
120	carbón	tùún					tlah11	oxnard2020																																																								
120	carbón	tsìkàyì					pied12	oxnard2020																																																								
120	carbón	tùjun					flor12	oxnard2020																																																								
120	carbón	to'on					mont12	oxnard2020																																																								
121	humo	yu'mà					tlah11	oxnard2020																																																								
121	humo	i'màn					pied12	oxnard2020																																																								
121	humo	ì'mân					flor12	oxnard2020																																																								
121	humo	ñìmà					mont12	oxnard2020																																																								
121	humo	ñu'mà					mixt11	oxnard2020																																																								
122	basura	xe'è					tlah11	oxnard2020																																																								
122	basura	xè'è					pied12	oxnard2020																																																								
122	basura	xè'è					flor12	oxnard2020																																																								
122	basura	sè'è					mont12	oxnard2020																																																								
122	basura	mǐ'in 					mixt11	oxnard2020																																																								
124	jícara	yaxín te'é					tlah11	oxnard2020																																																								
124	jícara	yaxǐn tsié'é					pied12	oxnard2020																																																								
124	jícara	yaxǐn					flor12	oxnard2020																																																								
124	jícara	yasì					mont12	oxnard2020																																																								
124	jícara	yátsǐ					mixt11	oxnard2020																																																								
125	tenate	ndò'ó					tlah11	oxnard2020																																																								
125	tenate	ntò'ǒ					pied12	oxnard2020																																																								
125	tenate	ntò'ǒ					flor12	oxnard2020																																																								
125	tenate	ndò'ò					mont12	oxnard2020																																																								
125	tenate	ndoò tsítí					mixt11	oxnard2020																																																								
125	canasta	tòká					tlah11	oxnard2020																																																								
125	canasta	kanàsta		Sp. loan	yes	Spanish	pied12	oxnard2020																																																								
125	canasta	tìká					flor12	oxnard2020																																																								
127	hilo	yù'và					tlah11	oxnard2020																																																								
127	hilo	yi'và					pied12	oxnard2020																																																								
127	hilo	yi'và					flor12	oxnard2020																																																								
127	hilo	yìvà					mont12	oxnard2020																																																								
127	hilo	yù'à					mixt11	oxnard2020																																																								
128	peine	kwikà					tlah11	oxnard2020																																																								
128	peine	kuijkà					pied12	oxnard2020																																																								
128	peine	kuikà					flor12	oxnard2020																																																								
128	peine	kuìkà					mont12	oxnard2020																																																								
128	peine	kwìkà					mixt11	oxnard2020																																																								
129	mecate	yo'ó					tlah11	oxnard2020																																																								
129	mecate	yo'ǒ					pied12	oxnard2020																																																								
129	mecate	yo'ǒ					flor12	oxnard2020																																																								
129	mecate	yo'ò					mont12	oxnard2020																																																								
129	mecate	yo'ó					mixt11	oxnard2020																																																								
130	agujero	yàvì					tlah11	oxnard2020																																																								
130	agujero	yavì					pied12	oxnard2020																																																								
130	agujero	yavì					flor12	oxnard2020																																																								
130	agujero	yavì					mont12	oxnard2020																																																								
130	agujero	yavì					mixt11	oxnard2020																																																								
131	red	yáti					tlah11	oxnard2020																																																								
131	red	yujñǔ					pied12	oxnard2020																																																								
131	red	tiyivá					mont12	oxnard2020																																																								
131	red	ñunǔ					mixt11	oxnard2020																																																								
132	jabón	nàma					tlah11	oxnard2020																																																								
132	jabón	nǎjma					flor12	oxnard2020																																																								
133	anillo	xé'é					tlah11	oxnard2020																																																								
134	luna	yóǒ					tlah11	oxnard2020																																																								
134	luna	yòjǒ					pied12	oxnard2020																																																								
134	luna	yòjǒ					flor12	oxnard2020																																																								
134	luna	yòò					mont12	oxnard2020																																																								
134	luna	yòó					mixt11	oxnard2020																																																								
135	nube	vìkó					tlah11	oxnard2020																																																								
135	nube	vìkǒ					pied12	oxnard2020																																																								
135	nube	vìjkǒ					flor12	oxnard2020																																																								
135	nube	vìkò					mont12	oxnard2020																																																								
135	nube	vìkǒ					mixt11	oxnard2020																																																								
136	relámpago	taxan sàví					tlah11	oxnard2020																																																								
136	relámpago	taxa					pied12	oxnard2020																																																								
136	relámpago	kááni sàjvǐ					flor12	oxnard2020																																																								
136	relámpago	taxa					flor12	oxnard2020																																																								
136	relámpago	ntsá nduchǎ					mixt11	oxnard2020																																																								
136	rayo	kaxan					tlah11	oxnard2020																																																								
136	rayo	taxa					pied12	oxnard2020																																																								
136	rayo	taxa					flor12	oxnard2020																																																								
136	rayo	ndasa					mont12	oxnard2020																																																								
136	rayo	tatsa					mixt11	oxnard2020																																																								
137	agua	tìkwíi	tì-kwíi				tlah11	oxnard2020																																																								
137	agua	tsìkuǐi	tsì-kuǐi				pied12	oxnard2020																																																								
137	agua	tsìkuǐi	tsì-kuǐi				flor12	oxnard2020																																																								
137	agua	tikuií	ti-kuií				mont12	oxnard2020																																																								
137	agua	chukwíi	chu-kwíi				mixt11	oxnard2020																																																								
138	lluvia	sàví					tlah11	oxnard2020																																																								
138	lluvia	sàvǐ					pied12	oxnard2020																																																								
138	lluvia	sàjvǐ					flor12	oxnard2020																																																								
138	lluvia	jàvì					mont12	oxnard2020																																																								
138	lluvia	sàvǐ					mixt11	oxnard2020																																																								
139	río	ìta					tlah11	oxnard2020																																																								
139	río	ìtsia					pied12	oxnard2020																																																								
139	río	ìjtsia					flor12	oxnard2020																																																								
139	río	yùtya					mont12	oxnard2020																																																								
139	río	yùcha					mixt11	oxnard2020																																																								
140	rocío	kaxin					tlah11	oxnard2020																																																								
140	rocío	yúyú					pied12	oxnard2020																																																								
140	rocío, brisa	yúyú					flor12	oxnard2020																																																								
140	rocío	yúyú					mont12	oxnard2020																																																								
140	rocío	yúyú					mixt11	oxnard2020																																																								
141	cerro	ko'nto					tlah11	oxnard2020																																																								
141	cerro	ko'nto					pied12	oxnard2020																																																								
141	cerro	ko'nto					flor12	oxnard2020																																																								
141	cerro	yukù					mont12	oxnard2020																																																								
141	cerro	yùkǔ					mixt11	oxnard2020																																																								
142	llano	yosó					tlah11	oxnard2020																																																								
142	llano	yosǒ 					pied12	oxnard2020																																																								
142	llano	yosǒ 					flor12	oxnard2020																																																								
142	llano	yojò					mont12	oxnard2020																																																								
142	llano	yosǒ					mixt11	oxnard2020																																																								
143	piedra	yùú					tlah11	oxnard2020																																																								
143	piedra	yùjǔ					pied12	oxnard2020																																																								
143	piedra	yùjǔ					flor12	oxnard2020																																																								
143	piedra	yùù					mont12	oxnard2020																																																								
143	piedra	yùú					mixt11	oxnard2020																																																								
144	algodón	kàchí					tlah11	oxnard2020																																																								
144	algodón	kàchǐ					pied12	oxnard2020																																																								
144	algodón	kàjchǐ					flor12	oxnard2020																																																								
144	algodón	kàchì					mont12	oxnard2020																																																								
144	algodón	kàchǐ					mixt11	oxnard2020																																																								
145	fierro	kàà					tlah11	oxnard2020																																																								
145	fierro	kǎà					pied12	oxnard2020																																																								
145	fierro	kàa					flor12	oxnard2020																																																								
145	fierro	kà'a					mont12	oxnard2020																																																								
145	fierro	kàa					mixt11	oxnard2020																																																								
146	papel	tutu					tlah11	oxnard2020																																																								
146	papel	tujtû					pied12	oxnard2020																																																								
146	papel	tutu					flor12	oxnard2020																																																								
146	papel	tutì					mont12	oxnard2020																																																								
147	cal	kaka					tlah11	oxnard2020																																																								
147	cal	kajkâ					pied12	oxnard2020																																																								
147	cal	kajka					flor12	oxnard2020																																																								
147	cal	kakà					mont12	oxnard2020																																																								
147	cal	kakà					mixt11	oxnard2020																																																								
148	cera	yùmá					tlah11	oxnard2020																																																								
148	cera	ìmǎ					pied12	oxnard2020																																																								
148	cera	ìjmǎ					flor12	oxnard2020																																																								
148	cera	nìmà					mont12	oxnard2020																																																								
148	cera	ñùmǎ					mixt11	oxnard2020																																																								
149	lodo	ndà'ì					tlah11	oxnard2020																																																								
149	lodo	ntsia'yì					pied12	oxnard2020																																																								
149	lodo	ntsia'yì					flor12	oxnard2020																																																								
149	lodo	ndyàyì					mont12	oxnard2020																																																								
149	lodo	nchà'ì					mixt11	oxnard2020																																																								
150	espuma	ñùñùn					tlah11	oxnard2020																																																								
150	espuma	chìkìñù					pied12	oxnard2020																																																								
150	espuma	chìkìñù					flor12	oxnard2020																																																								
150	espuma	chi'ìñò					mont12	oxnard2020																																																								
150	espuma	tiñun					mixt11	oxnard2020																																																								
150	espuma	chiñùn					tlah11	oxnard2020																																																								
151	polvo	yáka					tlah11	oxnard2020																																																								
151	polvo	yájkǎ					pied12	oxnard2020																																																								
151	polvo	yakǎ					flor12	oxnard2020																																																								
151	polvo	yàká					mont12	oxnard2020																																																								
151	polvo	yǎka					mixt11	oxnard2020																																																								
152	rojo	kwá'a					tlah11	oxnard2020																																																								
152	rojo	kuá'a					pied12	oxnard2020																																																								
152	rojo	kuá'a					flor12	oxnard2020																																																								
152	rojo	kua'á					mont12	oxnard2020																																																								
152	rojo	kwaá					mixt11	oxnard2020																																																								
152	rojo	kwá'à 					mixt11	oxnard2020																																																								
153	verde	kwí'ǐ					tlah11	oxnard2020																																																								
153	verde	kuijǐ					pied12	oxnard2020																																																								
153	verde	kuijǐ					flor12	oxnard2020																																																								
153	verde	kuíì					mont12	oxnard2020																																																								
153	verde	kwíìí  (o) kwíǐ	kwíǐ				mixt11	oxnard2020																																																								
154	amarillo	kwáan					tlah11	oxnard2020																																																								
154	amarillo	kuáan					pied12	oxnard2020																																																								
154	amarillo	kuáan					flor12	oxnard2020																																																								
154	amarillo	kuaán					mont12	oxnard2020																																																								
154	amarillo	kwáan					mixt11	oxnard2020																																																								
155	negro	tùú					tlah11	oxnard2020																																																								
155	negro	tùjǔn					pied12	oxnard2020																																																								
155	negro	tòjǒn					flor12	oxnard2020																																																								
155	negro	tòón					mont12	oxnard2020																																																								
155	negro	nché'ì					mixt11	oxnard2020																																																								
155	negro	ndaá					tlah11	oxnard2020																																																								
155	negro	ntsiayì					pied12	oxnard2020																																																								
155	negro	nché'ì					mixt11	oxnard2020																																																								
156	blanco	yaa					tlah11	oxnard2020																																																								
156	blanco	yaa					pied12	oxnard2020																																																								
156	blanco	yaa					flor12	oxnard2020																																																								
156	blanco	yaa					mont12	oxnard2020																																																								
156	blanco	yaa					mixt11	oxnard2020																																																								
157	uno	iin					tlah11	oxnard2020																																																								
157	uno	iin					pied12	oxnard2020																																																								
157	uno	iin					flor12	oxnard2020																																																								
157	uno	iin					mont12	oxnard2020																																																								
157	uno	iin					mixt11	oxnard2020																																																								
158	dos	ùvì					tlah11	oxnard2020																																																								
158	dos	ìvì					pied12	oxnard2020																																																								
158	dos	ìvì					flor12	oxnard2020																																																								
158	dos	ìvì					mont12	oxnard2020																																																								
158	dos	ùvì					mixt11	oxnard2020																																																								
159	tres	ùnì					tlah11	oxnard2020																																																								
159	tres	ònì					pied12	oxnard2020																																																								
159	tres	ònì					flor12	oxnard2020																																																								
159	tres	ònì					mont12	oxnard2020																																																								
159	tres	ùnì					mixt11	oxnard2020																																																								
160	cuatro	kòmí					tlah11	oxnard2020																																																								
160	cuatro	kòmǐ					pied12	oxnard2020																																																								
160	cuatro	kòjmǐ					flor12	oxnard2020																																																								
160	cuatro	kòmì					mont12	oxnard2020																																																								
160	cuatro	kùmǐ					mixt11	oxnard2020																																																								
161	cinco	ù'ùn					tlah11	oxnard2020																																																								
161	cinco	ù'ùn					pied12	oxnard2020																																																								
161	cinco	ù'ùn					flor12	oxnard2020																																																								
161	cinco	ò'òn					mont12	oxnard2020																																																								
161	cinco	ù'ùn					mixt11	oxnard2020																																																								
162	seis	ìñù					tlah11	oxnard2020																																																								
162	seis	ìñù					pied12	oxnard2020																																																								
162	seis	ìñù					flor12	oxnard2020																																																								
162	seis	ìñò					mont12	oxnard2020																																																								
162	seis	ìñù					mixt11	oxnard2020																																																								
163	siete	ùxà					tlah11	oxnard2020																																																								
163	siete	ùxà					pied12	oxnard2020																																																								
163	siete	ùxà					flor12	oxnard2020																																																								
163	siete	ùsà					mont12	oxnard2020																																																								
163	siete	ùtsà					mixt11	oxnard2020																																																								
164	ocho	ùnà					tlah11	oxnard2020																																																								
164	ocho	ònà					pied12	oxnard2020																																																								
164	ocho	ònà					flor12	oxnard2020																																																								
164	ocho	ònà					mont12	oxnard2020																																																								
164	ocho	ùnà					mixt11	oxnard2020																																																								
165	nueve	iìn					tlah11	oxnard2020																																																								
165	nueve	ììn					pied12	oxnard2020																																																								
165	nueve	ììn					flor12	oxnard2020																																																								
165	nueve	ììn					mont12	oxnard2020																																																								
165	nueve	ììn					mixt11	oxnard2020																																																								
166	diez	uxì					tlah11	oxnard2020																																																								
166	diez	ùxì					pied12	oxnard2020																																																								
166	diez	ùxì					flor12	oxnard2020																																																								
166	diez	ùsì					mont12	oxnard2020																																																								
166	diez	ùtsì					mixt11	oxnard2020																																																								
167	quince	xa'ùn					tlah11	oxnard2020																																																								
167	quince	xa'ùn					pied12	oxnard2020																																																								
167	quince	xa'ùn					flor12	oxnard2020																																																								
167	quince	sà'òn					mont12	oxnard2020																																																								
167	quince	tsà'ùn					mixt11	oxnard2020																																																								
168	veinte	oko					tlah11	oxnard2020																																																								
168	veinte	òjkò					pied12	oxnard2020																																																								
168	veinte	òkò					flor12	oxnard2020																																																								
168	veinte	òkò					mont12	oxnard2020																																																								
169	pobre	ndá'vi					tlah11	oxnard2020																																																								
169	pobre	ntá'vi					pied12	oxnard2020																																																								
169	pobre	ntá'vi					flor12	oxnard2020																																																								
169	pobre	ndaví					mont12	oxnard2020																																																								
169	pobre	ndávì					mixt11	oxnard2020																																																								
170	rico 	kwíká					tlah11	oxnard2020																																																								
170	rico 	kuíjka					pied12	oxnard2020																																																								
170	rico 	kuíka					flor12	oxnard2020																																																								
170	rico 	kuíká					mont12	oxnard2020																																																								
170	rico 	kwíka					mixt11	oxnard2020																																																								
171	frío	vìxin					tlah11	oxnard2020																																																								
171	frío	vìxin					pied12	oxnard2020																																																								
171	frío	vìxin					flor12	oxnard2020																																																								
171	frío	vìsi					mont12	oxnard2020																																																								
171	frío	vìtsi					mixt11	oxnard2020																																																								
172	caliente	i'ní					tlah11	oxnard2020																																																								
172	caliente	i'ní					pied12	oxnard2020																																																								
172	caliente	i'ní					flor12	oxnard2020																																																								
172	caliente	iní					mont12	oxnard2020																																																								
172	caliente	i'ní					mixt11	oxnard2020																																																								
173	grande.SG	ká'nu					tlah11	oxnard2020																																																								
173	grande.SG	ká'nu					pied12	oxnard2020																																																								
173	grande.SG	ka'nu					flor12	oxnard2020																																																								
173	grande.SG	káno					mont12	oxnard2020																																																								
173	grande.SG	ká'nu					mixt11	oxnard2020																																																								
175	pequeño.SG	lo'o					tlah11	oxnard2020																																																								
175	pequeño.SG	lo'o					pied12	oxnard2020																																																								
175	pequeño.SG	lo'o					flor12	oxnard2020																																																								
175	pequeño.SG	ló'ò					mont12	oxnard2020																																																								
175	pequeño.SG	kwáchi					mixt11	oxnard2020																																																								
176	pequeño.PL	válí					tlah11	oxnard2020																																																								
176	pequeño.PL	lo'o					flor12	oxnard2020																																																								
176	pequeño.PL	loò					mont12	oxnard2020																																																								
176	pequeño.PL	kwáchi					mixt11	oxnard2020																																																								
176	pequeño (en pedazos?)	sava vali					tlah11	oxnard2020																																																								
176	pequeño (en pedazos?)	litsín					flor12	oxnard2020																																																								
176	pequeño (en pedazos?)	kwáchi					mixt11	oxnard2020																																																								
177	largo.SG	kâni					tlah11	oxnard2020																																																								
177	largo.SG	kajnǐ					pied12	oxnard2020																																																								
177	largo.SG	kajnǐ					flor12	oxnard2020																																																								
177	largo.SG	kánìì					mont12	oxnard2020																																																								
177	largo.SG	kanǐ					mixt11	oxnard2020																																																								
179	bueno	và'a					tlah11	oxnard2020																																																								
179	bueno	và'a					pied12	oxnard2020																																																								
179	bueno	và'a					flor12	oxnard2020																																																								
179	bueno	và'a					mont12	oxnard2020																																																								
179	bueno	và'a					mixt11	oxnard2020																																																								
180	dulce	vìxì					tlah11	oxnard2020																																																								
180	dulce	vìxì					pied12	oxnard2020																																																								
180	dulce	vìxì					flor12	oxnard2020																																																								
180	dulce	vìxì					mont12	oxnard2020																																																								
180	dulce	vìxì					mixt11	oxnard2020																																																								
181	salado	u'và					tlah11	oxnard2020																																																								
181	salado	ò'và					pied12	oxnard2020																																																								
181	salado	ò'vâ					flor12	oxnard2020																																																								
181	salado	ìvà					mont12	oxnard2020																																																								
181	salado	ù'và					mixt11	oxnard2020																																																								
182	amargo	ùvà					tlah11	oxnard2020																																																								
182	amargo	òvà					pied12	oxnard2020																																																								
182	amargo	òvà					flor12	oxnard2020																																																								
182	amargo	ìvà					mont12	oxnard2020																																																								
182	amargo	ùvà					mixt11	oxnard2020																																																								
182	amargo	ajtu					pied12	oxnard2020																																																								
182	amargo	òvà					flor12	oxnard2020																																																								
183	sabroso	yàsí					tlah11	oxnard2020																																																								
183	sabroso	àsǐn					pied12	oxnard2020																																																								
183	sabroso	àsǐn					flor12	oxnard2020																																																								
183	sabroso	ànjìn					mont12	oxnard2020																																																								
183	sabroso	àsǐ					mixt11	oxnard2020																																																								
184	ancho	ndìkà					tlah11	oxnard2020																																																								
184	ancho	ntsíjkà					pied12	oxnard2020																																																								
184	ancho	ntsíjkà					flor12	oxnard2020																																																								
184	ancho	ndika					mont12	oxnard2020																																																								
185	nuevo	xàá					tlah11	oxnard2020																																																								
185	nuevo	xàá					pied12	oxnard2020																																																								
185	nuevo	xàá					flor12	oxnard2020																																																								
185	nuevo	sàá					mont12	oxnard2020																																																								
185	nuevo	tsaâ		MAM			mixt11	oxnard2020																																																								
186	flojo	xúxan					tlah11	oxnard2020																																																								
186	flojo	xúxan					pied12	oxnard2020																																																								
186	flojo	xúxan					flor12	oxnard2020																																																								
186	flojo	júsá					mont12	oxnard2020																																																								
186	flojo	kukuxà	ku-kuxà				mixt11	oxnard2020																																																								
187	feo	kini					tlah11	oxnard2020																																																								
187	feo	kini					pied12	oxnard2020																																																								
187	feo	kini					flor12	oxnard2020																																																								
187	feo	kini					mont12	oxnard2020																																																								
187	feo	kini					mixt11	oxnard2020																																																								
188	celoso	kwiñu					tlah11	oxnard2020																																																								
188	celoso	kuíñun					pied12	oxnard2020																																																								
188	celoso	kuíñû					flor12	oxnard2020																																																								
189	cerca, próximo	yachi					tlah11	oxnard2020																																																								
189	cerca, próximo	yatsin					pied12	oxnard2020																																																								
189	cerca, próximo	yajtsin					flor12	oxnard2020																																																								
189	cerca, próximo	yati					mont12	oxnard2020																																																								
189	cerca, próximo	yachi					mixt11	oxnard2020																																																								
190	lejos	xíka					tlah11	oxnard2020																																																								
190	lejos	xìka					pied12	oxnard2020																																																								
190	lejos	xíka					flor12	oxnard2020																																																								
191	pesado	vèe					tlah11	oxnard2020																																																								
191	pesado	vèje					pied12	oxnard2020																																																								
191	pesado	vèje					flor12	oxnard2020																																																								
191	pesado	vè'e					mont12	oxnard2020																																																								
191	pesado	vèe					mixt11	oxnard2020																																																								
192	crudo	ì'i					tlah11	oxnard2020																																																								
192	crudo	í'i					pied12	oxnard2020																																																								
192	crudo	í'i					flor12	oxnard2020																																																								
192	crudo	yíí					mont12	oxnard2020																																																								
193	liso	kaní					tlah11	oxnard2020																																																								
193	liso	kaní					pied12	oxnard2020																																																								
193	liso	kaní					flor12	oxnard2020																																																								
193	liso	vilá					mont12	oxnard2020																																																								
193	liso	ndiìí					mixt11	oxnard2020																																																								
194	despacio	kwe					tlah11	oxnard2020																																																								
194	despacio	kuée					pied12	oxnard2020																																																								
194	despacio	kuée					flor12	oxnard2020																																																								
194	despacio	kueé					mont12	oxnard2020																																																								
194	despacio	kwée					mixt11	oxnard2020																																																								
194	despacio	kuee					tlah11	oxnard2020																																																								
194	despacio	yàà					pied12	oxnard2020																																																								
194	despacio	kuée					flor12	oxnard2020																																																								
195	ayer	kùni					tlah11	oxnard2020																																																								
195	ayer	kojni					pied12	oxnard2020																																																								
195	ayer	koni					flor12	oxnard2020																																																								
195	ayer	koni					mont12	oxnard2020																																																								
195	ayer	kuni					mixt11	oxnard2020																																																								
196	año	kwiyà					tlah11	oxnard2020																																																								
196	año	kuiyà					pied12	oxnard2020																																																								
196	año	kuìyà					flor12	oxnard2020																																																								
196	año	kuìyà					mont12	oxnard2020																																																								
196	año	kwìyà					mixt11	oxnard2020																																																								
197	ahora, hoy	viti					tlah11	oxnard2020																																																								
197	ahora, hoy	vitsin					pied12	oxnard2020																																																								
197	ahora, hoy	vitsin					flor12	oxnard2020																																																								
197	ahora, hoy	viti					mont12	oxnard2020																																																								
197	ahora, hoy	vichi					mixt11	oxnard2020																																																								
198	noche	ñuûn					tlah11	oxnard2020																																																								
198	noche	ñǔu					pied12	oxnard2020																																																								
198	noche	ñǔu					flor12	oxnard2020																																																								
198	noche	ñoó					mont12	oxnard2020																																																								
198	noche	tsi kwaǎ					mixt11	oxnard2020																																																								
200	día, fecha	kìví					tlah11	oxnard2020																																																								
200	día, fecha	kìjǐ					pied12	oxnard2020																																																								
200	día, fecha	kìjǐ					flor12	oxnard2020																																																								
200	día, fecha	kìvì					mont12	oxnard2020																																																								
200	día, fecha	kìí					mixt11	oxnard2020																																																								
201	de día	nduví					tlah11	oxnard2020																																																								
201	de día	ntiví					pied12	oxnard2020																																																								
201	de día	ntiví					flor12	oxnard2020																																																								
201	de día	ndiví					mont12	oxnard2020																																																								
201	de día	nduú					mixt11	oxnard2020																																																								
202	mitad	ña'ñu					tlah11	oxnard2020																																																								
202	mitad	mà'ñú					pied12	oxnard2020																																																								
202	mitad	mà'ñú					flor12	oxnard2020																																																								
202	mitad	java					mont12	oxnard2020																																																								
202	mitad	mǎ'in					mixt11	oxnard2020																																																								
203	dinero	xù'ún					tlah11	oxnard2020																																																								
203	dinero	xù'ún					pied12	oxnard2020																																																								
203	dinero	xù'ún					flor12	oxnard2020																																																								
203	dinero	xò'ón					mont12	oxnard2020																																																								
203	dinero	xǔ'un					mixt11	oxnard2020																																																								
204	trabajo	chiñu					tlah11	oxnard2020																																																								
204	trabajo	chiñu					pied12	oxnard2020																																																								
204	trabajo	chiñu					flor12	oxnard2020																																																								
204	trabajo	chiño					mont12	oxnard2020																																																								
204	trabajo	chuun					mixt11	oxnard2020																																																								
204	trabajo	chuun					pied12	oxnard2020																																																								
204	trabajo	chuun					flor12	oxnard2020																																																								
205	palabra	tù'un					tlah11	oxnard2020																																																								
205	palabra	tù'un					pied12	oxnard2020																																																								
205	palabra	tò'on					flor12	oxnard2020																																																								
205	palabra	tò'on					mont12	oxnard2020																																																								
205	palabra	tù'un					mixt11	oxnard2020																																																								
206	culpa	kwàchi					tlah11	oxnard2020																																																								
206	culpa	kuachi					pied12	oxnard2020																																																								
206	culpa	kuàjchi					flor12	oxnard2020																																																								
206	culpa	kuàchi					mont12	oxnard2020																																																								
206	culpa	kwàchi					mixt11	oxnard2020																																																								
207	sueño	xàni					tlah11	oxnard2020																																																								
207	sueño	xànì					pied12	oxnard2020																																																								
207	sueño	xànì					flor12	oxnard2020																																																								
209	canción	yaa					tlah11	oxnard2020																																																								
209	canción	yaà					pied12	oxnard2020																																																								
209	canción	yaà					flor12	oxnard2020																																																								
