IDlist,GLOSS_EL,GLOSS_E,GLOSS_SL,GLOSS_S,VALUE,DOCULECT,IDjoss
6,son,child,NA,hijo,*saʔyi,P-Mixtec,110
6,son,child,NA,hijo,seʔe,Numí,110
6,son,child,NA,hijo,seʔe,Achi,110
6,son,child,NA,hijo,seʔe,Yuca,110
6,son,child,NA,hijo,seʔe,Peña,110
6,son,child,NA,hijo,daʔi,Tata,110
6,son,child,NA,hijo,deʔe,Teit,110
6,son,child,NA,hijo,sēʔe,Moli,110
6,son,child,NA,hijo,seʔe,Sinc,110
6,son,child,NA,hijo,šeʔe,Sinc,110
6,son,child,NA,hijo,saʔa,Tlac,110
6,son,child,NA,hijo,seʔe,Ndi,110
6,son,child,NA,hijo,seʔē,Oco,110
6,son,child,NA,hijo,šiʔa,Prog,110
6,son,child,NA,hijo,sèʔyā,Yuci,110
6,son,child,NA,hijo,sèʔya,Nuyo,110
6,son,child,NA,hijo,sèʔē,Atat,110
6,son,child,NA,hijo,sēʔe,Mig,110
6,son,child,NA,hijo,seʔe,Chal,110
6,son,child,NA,hijo,seʔe,Verd,110
6,son,child,NA,hijo,seʔe,Yoso,110
6,son,child,NA,hijo,seʔe,Itun,110
6,son,child,NA,hijo,seʔe,Yolt,110
6,son,child,NA,hijo,daʔa,Yutn,110
6,son,child,NA,hijo,daʔža,Sind,110
6,son,child,NA,hijo,daʔža,Pied,110
6,son,child,NA,hijo,daʔa,Huit,110
6,son,child,NA,hijo,daʔža,Tlaz,110
6,son,child,NA,hijo,seʔe,Zac,110
6,son,child,NA,hijo,seʔe,Sayu,110
6,son,child,NA,hijo,seʔe,Tept,110
6,son,child,NA,hijo,seʔe,Atoy,110
6,son,child,NA,hijo,seʔe,Jicy,110
6,son,child,NA,hijo,seʔe,Jict,110
6,son,child,NA,hijo,seʔe,PinN,110
6,son,child,NA,hijo,seʔe,PinL,110
6,son,child,NA,hijo,seʔe,Colo,110
6,son,child,NA,hijo,seʔe,Nuti,110
6,son,child,NA,hijo,seʔe,Ixty,110
6,son,child,NA,hijo,seʔe,Cris,110
6,son,child,NA,hijo,seʔe,Lor,110
6,son,child,NA,hijo,seʔe,Mech,110
6,son,child,NA,hijo,seʔe,Huaz,110
6,son,child,NA,hijo,seʔe,Jam,110
6,son,child,NA,hijo,seʔe,Chay,110
6,son,child,NA,hijo,seʔe,ChayC,110
6,son,child,NA,hijo,θeʔe,ChayD,110
6,son,child,NA,hijo,seʔe,Tut,110
6,son,child,NA,hijo,seʔe,Acat,110
6,son,child,NA,hijo,daʔya,Tepo,110
6,son,child,NA,hijo,daʔa,Tida,110
6,son,child,NA,hijo,θaʔya,Til,110
6,son,child,NA,hijo,daʔya,Diux,110
6,son,child,NA,hijo,daʔa,Nuxi,110
6,son,child,NA,hijo,daʔža,Nuxa,110
6,son,child,NA,hijo,daʔža,TamJ,110
6,son,child,NA,hijo,daʔža,Yuta,110
6,son,child,NA,hijo,déʔè,Peño,110
6,son,child,NA,hijo,daʔža,Este,110
6,son,child,NA,hijo,deʔe,Cui,110
6,son,child,NA,hijo,daʔa,Jalt,110
6,son,child,NA,hijo,daʔa,Adeq,110
6,son,child,NA,hijo,daʔa,Cant,110
6,son,child,NA,hijo,daʔa,Soy,110
6,son,child,NA,hijo,daʔa,Chic,110
6,son,child,NA,hijo,daʔa,Ixtl,110
6,son,child,NA,hijo,daʔa,Apas,110
6,son,child,NA,hijo,daʔa,Apoa,110
6,son,child,NA,hijo,saʔa,Ndua,110
6,son,child,NA,hijo,daʔa,Ndua,110
6,son,child,NA,hijo,daʔa,Joco,110
6,son,child,NA,hijo,iʔya,Cuya,110
6,son,child,NA,hijo,iʔža,Cuau,110
6,son,child,NA,hijo,iʔi,Coat,110
6,son,child,NA,hijo,haʔya,Mont,110
6,son,child,NA,hijo,haʔži,Nuch,110
6,son,child,NA,hijo,haʔyi,Aten,110
6,son,child,NA,hijo,deʔi-(of-male),Yucq,110
6,son,child,NA,hijo,seʔe-(of-female),Yucq,110
6,son,child,NA,hijo,hèʔē,Yucñ,110
6,son,child,NA,hijo,dèʔe,Guad,110
6,son,child,NA,hijo,deʔi,Flor,110
6,son,child,NA,hijo,deʔe,Amat,110
6,son,child,NA,hijo,deʔe,Zap,110
6,son,child,NA,hijo,dee,Cac,110
6,son,child,NA,hijo,seʔe,Ndo,110
6,son,child,NA,hijo,deʔi,Ixtp,110
6,son,child,NA,hijo,dee,Ixtp,110
6,son,child,NA,hijo,dee,Mic,110
6,son,child,NA,hijo,deʔe,Tepj,110
6,son,child,NA,hijo,deʔe,Cos,110
6,son,child,NA,hijo,deʔe,Chaz,110
6,son,child,NA,hijo,deʔe,Tot,110
6,son,child,NA,hijo,deʔe,Ton,110
6,son,child,NA,hijo,deʔe,Jer,110
6,son,child,NA,hijo,dèʔē,Xay,110
6,son,child,NA,hijo,deʔe,Tlal,110
6,son,child,NA,hijo,deʔe,Chig,110
6,son,child,NA,hijo,iʔa,Chig,110
6,son,child,NA,hijo,sʸēʔɛ→siʔɛ,Ayut,110
6,son,child,NA,hijo,seʔe,Yolx,110
6,son,child,NA,hijo,saʔya,Alac,110
6,son,child,NA,hijo,séʔē,Metl,110
6,son,child,NA,hijo,sèʔe,Coi,110
6,son,child,NA,hijo,seʔe,Per,110
6,son,child,NA,hijo,sèʔe,Cuat,110
6,son,child,NA,hijo,seʔe,Cah,110
6,son,child,NA,hijo,seʔe,Alco,110
6,son,child,NA,hijo,seʔe,Cruz,110
6,son,child,NA,hijo,seʔe,Durz,110
6,son,child,NA,hijo,seʔe,Teco,110
6,son,child,NA,hijo,seʔe,Juxt,110
6,son,child,NA,hijo,seʔe,ChaP,110
6,son,child,NA,hijo,sɨʔɨ,ChaP,110
6,son,child,NA,hijo,sèʔē,Yuco,110
6,son,child,NA,hijo,seʔe,Mix,110
6,son,child,NA,hijo,siʔi,Tejc,110
6,son,child,NA,hijo,seʔe,Tejc,110
6,son,child,NA,hijo,seʔe,Rey,110
6,son,child,NA,hijo,haʔži,SilP,110
6,son,child,NA,hijo,haʔži,IxpN,110
6,son,child,NA,hijo,θaʔži,SilM,110
6,son,child,NA,hijo,θeʔi,TamS,110
6,son,child,NA,hijo,θeʔe,Ahue,110
6,son,child,NA,hijo,heʔe,Mor,110
9,NA,man's brother,NA,hermano de h.,*yeni,P-Mixtec,25
9,NA,man's brother,NA,hermano de h.,ỹãnĩ,Numí,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Achi,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Yuca,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Peña,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tata,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Teit,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Moli,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Sinc,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tlac,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Ndi,25
9,NA,man's brother,NA,hermano de h.,kʷaʔni,Ndac,25
9,NA,man's brother,NA,hermano de h.,ñā̡nì̡,Oco,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Prog,25
9,NA,man's brother,NA,hermano de h.,ñà̡nī̡,Yuci,25
9,NA,man's brother,NA,hermano de h.,ñā̡nī̡,Nuyo,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Atat,25
9,NA,man's brother,NA,hermano de h.,ñãnī̡,Mig,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Chal,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Verd,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Yoso,25
9,NA,man's brother,NA,hermano de h.,yẽnĩ,Itun,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Yolt,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Sind,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Pied,25
9,NA,man's brother,NA,hermano de h.,ỹãnĩ,Huit,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Huit,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tlaz,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Zac,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Sayu,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tept,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,Atoy,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,Jicy,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,Jict,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,PinN,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,PinL,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Colo,25
9,NA,man's brother,NA,hermano de h.,ñãñĩ,Ixty,25
9,NA,man's brother,NA,hermano de h.,yãñũ,Cris,25
9,NA,man's brother,NA,hermano de h.,žãñũ,Cris,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Lor,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Mech,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Huaz,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Jam,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,Chay,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,ChayC,25
9,NA,man's brother,NA,hermano de h.,yãñĩ,ChayD,25
9,NA,man's brother,NA,hermano de h.,ñãñĩ,Tut,25
9,NA,man's brother,NA,hermano de h.,ñãñĩ,Acat,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tepo,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Tida,25
9,NA,man's brother,NA,hermano de h.,ỹãnĩ,Til,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Til,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Nuxi,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Nuxa,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,TamJ,25
9,NA,man's brother,NA,hermano de h.,ñã̄nĩ̄,Peño,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Este,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Cui,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Adeq,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Cant,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Lobo,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Soy,25
9,NA,man's brother,NA,hermano de h.,šãnĩ(-nĩ),Chic,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Ixtl,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Apas,25
9,NA,man's brother,NA,hermano de h.,šãnĩ,Apoa,25
9,NA,man's brother,NA,hermano de h.,ⁿdi-yãnĩ,Apoa,25
9,NA,man's brother,NA,hermano de h.,šãnĩ,Ndua,25
9,NA,man's brother,NA,hermano de h.,šãnĩ-da,Joco,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,Cuya,25
9,NA,man's brother,NA,hermano de h.,žãnĩ,Cuau,25
9,NA,man's brother,NA,hermano de h.,e͂nĩ,Coat,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Nuch,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Aten,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Yucq,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Yucñ,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Guad,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Flor,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Amat,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Zap,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Cac,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Ndo,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Ixtp,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Mic,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Tepj,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Cos,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Chaz,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Tot,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Ton,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Jer,25
9,NA,man's brother,NA,hermano de h.,ñã̄nī̡,Xay,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Tlal,25
9,NA,man's brother,NA,hermano de h.,ñãni̡,Chig,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Ayut,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Yolx,25
9,NA,man's brother,NA,hermano de h.,yãnĩ,Alac,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Alac,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Coi,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Per,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Cuat,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Cah,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Alco,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Cruz,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Durz,25
9,NA,man's brother,NA,hermano de h.,ñã̄ñĩ̄(-ĩ̄),Teco,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Juxt,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,ChaP,25
9,NA,man's brother,NA,hermano de h.,žã̄nĩ̀,Yuco,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Mix,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Rey,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,TlaM,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,SilP,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,SilM,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,TamS,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Ahue,25
9,NA,man's brother,NA,hermano de h.,ñãnĩ,Mor,25
13,man,man,hombre,hombre,*teye,P-Mixtec,52
13,man,man,hombre,hombre,te-žii,Numí,52
13,man,man,hombre,hombre,te-žii,Achi,52
13,man,man,hombre,hombre,tee,Yuca,52
13,man,man,hombre,hombre,tee,Peña,52
13,man,man,hombre,hombre,tee,Tata,52
13,man,man,hombre,hombre,te-šii,Teit,52
13,man,man,hombre,hombre,tēe,Moli,52
13,man,man,hombre,hombre,tee,Sinc,52
13,man,man,hombre,hombre,tee,Tlac,52
13,man,man,hombre,hombre,tee,Ndi,52
13,man,man,hombre,hombre,tee,Ndac,52
13,man,man,hombre,hombre,tèē,Oco,52
13,man,man,hombre,hombre,tee,Prog,52
13,man,man,hombre,hombre,tèē,Yuci,52
13,man,man,hombre,hombre,tèē,Nuyo,52
13,man,man,hombre,hombre,tēe,Atat,52
13,man,man,hombre,hombre,čāa,Mig,52
13,man,man,hombre,hombre,čaa,Chal,52
13,man,man,hombre,hombre,tee,Verd,52
13,man,man,hombre,hombre,čaa,Yoso,52
13,man,man,hombre,hombre,tee,Itun,52
13,man,man,hombre,hombre,tíaa,Yolt,52
13,man,man,hombre,hombre,tee,Yutn,52
13,man,man,hombre,hombre,tee,Sind,52
13,man,man,hombre,hombre,tee,Pied,52
13,man,man,hombre,hombre,tee,Huit,52
13,man,man,hombre,hombre,tee,Tlaz,52
13,man,man,hombre,hombre,ra-iiʔ／raa,Zac,52
13,man,man,hombre,hombre,raa,Sayu,52
13,man,man,hombre,hombre,rai,Tept,52
13,man,man,hombre,hombre,rai,Atoy,52
13,man,man,hombre,hombre,rai,Jicy,52
13,man,man,hombre,hombre,rai,Jict,52
13,man,man,hombre,hombre,rai,PinN,52
13,man,man,hombre,hombre,ra-yɨɨ,PinL,52
13,man,man,hombre,hombre,ra-yɨɨ,Colo,52
13,man,man,hombre,hombre,ra-yɨɨ,Nuti,52
13,man,man,hombre,hombre,ra-yɨɨ,Ixty,52
13,man,man,hombre,hombre,ra-yɨɨ,Cris,52
13,man,man,hombre,hombre,ra-yɨɨ,Lor,52
13,man,man,hombre,hombre,ra-yɨɨ,Mech,52
13,man,man,hombre,hombre,ra-yɨɨ,Huaz,52
13,man,man,hombre,hombre,ra-yɨɨ,Jam,52
13,man,man,hombre,hombre,ra-yɨɨ,Chay,52
13,man,man,hombre,hombre,ra-yee,ChayC,52
13,man,man,hombre,hombre,ra-yɨɨ,ChayD,52
13,man,man,hombre,hombre,ra-yɨɨ,Tut,52
13,man,man,hombre,hombre,ra-yɨɨ,Acat,52
13,man,man,hombre,hombre,yee,Tepo,52
13,man,man,hombre,hombre,tai,Tepo,52
13,man,man,hombre,hombre,čee,Tida,52
13,man,man,hombre,hombre,se-žɨɨ,Til,52
13,man,man,hombre,hombre,se-yɨɨ,Diux,52
13,man,man,hombre,hombre,tee,Nuxi,52
13,man,man,hombre,hombre,tee,Nuxa,52
13,man,man,hombre,hombre,taa,Nuxa,52
13,man,man,hombre,hombre,tee,TamJ,52
13,man,man,hombre,hombre,tee,Yuta,52
13,man,man,hombre,hombre,téè,Peño,52
13,man,man,hombre,hombre,tee,Este,52
13,man,man,hombre,hombre,ȼee,Cui,52
13,man,man,hombre,hombre,ȼee,Soso,52
13,man,man,hombre,hombre,sa-žɨɨ,Jalt,52
13,man,man,hombre,hombre,se-žɨɨ,Jalt,52
13,man,man,hombre,hombre,ȼee,Adeq,52
13,man,man,hombre,hombre,ȼee,Cant,52
13,man,man,hombre,hombre,see,Cant,52
13,man,man,hombre,hombre,čee,Lobo,52
13,man,man,hombre,hombre,čii-žɨɨ,Lobo,52
13,man,man,hombre,hombre,xa-žee,Soy,52
13,man,man,hombre,hombre,či-žee,Soy,52
13,man,man,hombre,hombre,tʸee,Chic,52
13,man,man,hombre,hombre,tʸee,Ixtl,52
13,man,man,hombre,hombre,čee,Apas,52
13,man,man,hombre,hombre,tʸee,Apas,52
13,man,man,hombre,hombre,čee,Apoa,52
13,man,man,hombre,hombre,čie,Ndua,52
13,man,man,hombre,hombre,tʸie,Ndua,52
13,man,man,hombre,hombre,ȼie,Joco,52
13,man,man,hombre,hombre,ȼʸee,Joco,52
13,man,man,hombre,hombre,tii,Cuya,52
13,man,man,hombre,hombre,tii,Cuau,52
13,man,man,hombre,hombre,ña-tii,Coat,52
13,man,man,hombre,hombre,taa,Mont,52
13,man,man,hombre,hombre,tʸàā,Nuch,52
13,man,man,hombre,hombre,tʸaa,Aten,52
13,man,man,hombre,hombre,taa,Yucq,52
13,man,man,hombre,hombre,taa,Yucñ,52
13,man,man,hombre,hombre,ȼ̣ʸàa,Guad,52
13,man,man,hombre,hombre,čaa,Flor,52
13,man,man,hombre,hombre,ta-čaa,Amat,52
13,man,man,hombre,hombre,te-ii,Zap,52
13,man,man,hombre,hombre,te-ʔii,Cac,52
13,man,man,hombre,hombre,tee,Ndo,52
13,man,man,hombre,hombre,tee,Ixtp,52
13,man,man,hombre,hombre,tʸaa,Ixtp,52
13,man,man,hombre,hombre,tʸaa,Mic,52
13,man,man,hombre,hombre,tʸaa,Tepj,52
13,man,man,hombre,hombre,tʸaa,Cos,52
13,man,man,hombre,hombre,tʸaa,Chaz,52
13,man,man,hombre,hombre,tʸaa,Tot,52
13,man,man,hombre,hombre,tʸaa,Ton,52
13,man,man,hombre,hombre,tʸaa,Jer,52
13,man,man,hombre,hombre,tʸàā,Xay,52
13,man,man,hombre,hombre,tee,Tlal,52
13,man,man,hombre,hombre,ti-ii,Chig,52
13,man,man,hombre,hombre,tʸāa,Ayut,52
13,man,man,hombre,hombre,taa,Yolx,52
13,man,man,hombre,hombre,taa,Alac,52
13,man,man,hombre,hombre,tʸaa,Metl,52
13,man,man,hombre,hombre,tʸàa,Coi,52
13,man,man,hombre,hombre,ȼʸàxá,Per,52
13,man,man,hombre,hombre,taa,Cuat,52
13,man,man,hombre,hombre,taa,Cah,52
13,man,man,hombre,hombre,taa,Alco,52
13,man,man,hombre,hombre,taa,Cruz,52
13,man,man,hombre,hombre,čàā,Durz,52
13,man,man,hombre,hombre,čàá,Teco,52
13,man,man,hombre,hombre,tʸaa,Juxt,52
13,man,man,hombre,hombre,tʸaa,ChaP,52
13,man,man,hombre,hombre,tàā,Yuco,52
13,man,man,hombre,hombre,tʸaa,Mix,52
13,man,man,hombre,hombre,ñã-čaa,Tejc,52
13,man,man,hombre,hombre,čàá,Rey,52
13,man,man,hombre,hombre,ȼaa,TlaM,52
13,man,man,hombre,hombre,(ta)taa,SilP,52
13,man,man,hombre,hombre,čaa,IxpN,52
13,man,man,hombre,hombre,taa,SilM,52
13,man,man,hombre,hombre,tàā,TamS,52
13,man,man,hombre,hombre,tàā,Ahue,52
13,man,man,hombre,hombre,taa,Mor,52
15,"owner, boss",owner,NA,dueño,*xi-toʔo,P-Mixtec,63
15,"owner, boss",owner,NA,dueño,lamo,Numí,63
15,"owner, boss",owner,NA,dueño,mãã-ⁿdi,Achi,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Yuca,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Teit,63
15,"owner, boss",owner,NA,dueño,xi-tóʔo,Moli,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Tlac,63
15,"owner, boss",owner,NA,dueño,xè-tōʔò,Oco,63
15,"owner, boss",owner,NA,dueño,ʔì-tōʔō,Yuci,63
15,"owner, boss",owner,NA,dueño,nā̡-ⁿdí̡í̡-ñú̡ù̡-vā,Nuyo,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Atat,63
15,"owner, boss",owner,NA,dueño,xi-toʔō,Mig,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Chal,63
15,"owner, boss",owner,NA,dueño,i-toʔo,Verd,63
15,"owner, boss",owner,NA,dueño,xi-toʔo,Yoso,63
15,"owner, boss",owner,NA,dueño,yi-toʔo,Itun,63
15,"owner, boss",owner,NA,dueño,ši-toʔo,Yolt,63
15,"owner, boss",owner,NA,dueño,i-toʔo,Sind,63
15,"owner, boss",owner,NA,dueño,i-toʔo,Pied,63
15,"owner, boss",owner,NA,dueño,i-toʔo,Huit,63
15,"owner, boss",owner,NA,dueño,ši-toʔo,Tlaz,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Zac,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Sayu,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Tept,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Atoy,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Jicy,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Jict,63
15,"owner, boss",owner,NA,dueño,či-toʔo,PinN,63
15,"owner, boss",owner,NA,dueño,či-toʔo,PinL,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Colo,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Ixty,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Lor,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Mech,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Huaz,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Jam,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Chay,63
15,"owner, boss",owner,NA,dueño,si-toʔo,ChayC,63
15,"owner, boss",owner,NA,dueño,si-toʔo,ChayD,63
15,"owner, boss",owner,NA,dueño,ča-čii,Tut,63
15,"owner, boss",owner,NA,dueño,či-toʔo,Tut,63
15,"owner, boss",owner,NA,dueño,čii-stoʔo,Acat,63
15,"owner, boss",owner,NA,dueño,stoʔo,Tepo,63
15,"owner, boss",owner,NA,dueño,stoʔo,Tida,63
15,"owner, boss",owner,NA,dueño,stoʔo,Til,63
15,"owner, boss",owner,NA,dueño,a-stoʔo,Nuxi,63
15,"owner, boss",owner,NA,dueño,a-stoʔo,Nuxa,63
15,"owner, boss",owner,NA,dueño,stoʔo,TamJ,63
15,"owner, boss",owner,NA,dueño,ší-tóʔó,Peño,63
15,"owner, boss",owner,NA,dueño,ši-toʔo,Este,63
15,"owner, boss",owner,NA,dueño,toʔo,Chic,63
15,"owner, boss",owner,NA,dueño,es-toʔo,Ixtl,63
15,"owner, boss",owner,NA,dueño,(s)toʔo,Apas,63
15,"owner, boss",owner,NA,dueño,toʔo,Apoa,63
15,"owner, boss",owner,NA,dueño,stoʔo,Joco,63
15,"owner, boss",owner,NA,dueño,toʔo,Cuya,63
15,"owner, boss",owner,NA,dueño,ži-toʔo,Cuau,63
15,"owner, boss",owner,NA,dueño,tθoʔo,Coat,63
15,"owner, boss",owner,NA,dueño,ši-toʔo,Nuch,63
15,"owner, boss",owner,NA,dueño,stoʔo,Aten,63
15,"owner, boss",owner,NA,dueño,ʔes-toʔo,Yucñ,63
15,"owner, boss",owner,NA,dueño,stoʔo,Guad,63
15,"owner, boss",owner,NA,dueño,stoʔo,Zap,63
15,"owner, boss",owner,NA,dueño,is-tua(ʔa),Cac,63
15,"owner, boss",owner,NA,dueño,nãʔã,Cac,63
15,"owner, boss",owner,NA,dueño,stoʔo,Tepj,63
15,"owner, boss",owner,NA,dueño,stoʔo,Cos,63
15,"owner, boss",owner,NA,dueño,ñãʔã,Chaz,63
15,"owner, boss",owner,NA,dueño,stoʔo,Ton,63
15,"owner, boss",owner,NA,dueño,stōʔō,Xay,63
15,"owner, boss",owner,NA,dueño,tee-deʔe-ši,Tlal,63
15,"owner, boss",owner,NA,dueño,štoʔo,Chig,63
15,"owner, boss",owner,NA,dueño,te-šĩ̄ĩʔ-ñãʔã,Ayut,63
15,"owner, boss",owner,NA,dueño,is-toʔo,Yolx,63
15,"owner, boss",owner,NA,dueño,šito,Alac,63
15,"owner, boss",owner,NA,dueño,mãʔnã,Coi,63
15,"owner, boss",owner,NA,dueño,stoʔo,Per,63
15,"owner, boss",owner,NA,dueño,štoʔo,Cuat,63
15,"owner, boss",owner,NA,dueño,taši-ñãʔã,Cah,63
15,"owner, boss",owner,NA,dueño,iš-toʔo,Alco,63
15,"owner, boss",owner,NA,dueño,štoʔo,Cruz,63
15,"owner, boss",owner,NA,dueño,ʔes-toʔo,Durz,63
15,"owner, boss",owner,NA,dueño,ʔes-toʔo,Teco,63
15,"owner, boss",owner,NA,dueño,stoʔo,Juxt,63
15,"owner, boss",owner,NA,dueño,ʔīš-tōʔò-nã̀,Yuco,63
15,"owner, boss",owner,NA,dueño,stoʔo,Mix,63
15,"owner, boss",owner,NA,dueño,štoʔo,Rey,63
15,"owner, boss",owner,NA,dueño,stoʔo,IxpN,63
15,"owner, boss",owner,NA,dueño,ši-toʔo,SilM,63
15,"owner, boss",owner,NA,dueño,ʔis-toʔo,TamS,63
15,"owner, boss",owner,NA,dueño,stoʔo,Ahue,63
15,"owner, boss",owner,NA,dueño,ᵐbaʔa,Mor,63
16,priest,priest,sacerdote,sacerdote,*sutu,P-Mixtec,182
16,priest,priest,sacerdote,sacerdote,sutu,Numí,182
16,priest,priest,sacerdote,sacerdote,sutu,Achi,182
16,priest,priest,sacerdote,sacerdote,sutu,Yuca,182
16,priest,priest,sacerdote,sacerdote,dutu,Teit,182
16,priest,priest,sacerdote,sacerdote,sūtū,Moli,182
16,priest,priest,sacerdote,sacerdote,sutu,Tlac,182
16,priest,priest,sacerdote,sacerdote,sùtù,Oco,182
16,priest,priest,sacerdote,sacerdote,sūtū,Yuci,182
16,priest,priest,sacerdote,sacerdote,sūtù,Nuyo,182
16,priest,priest,sacerdote,sacerdote,sūtù,Atat,182
16,priest,priest,sacerdote,sacerdote,sutū,Mig,182
