IDlist,GLOSS_EL,GLOSS_E,GLOSS_SL,GLOSS_S,VALUE,DOCULECT,IDjoss
100,squash,squash,calabaza,calabaza,žiki,Aten,44
100,squash,squash,calabaza,calabaza,žiki,Yucq,44
100,squash,squash,calabaza,calabaza,žiki,Yucñ,44
100,squash,squash,calabaza,calabaza,yiki,Guad,44
100,squash,squash,calabaza,calabaza,žiki,Flor,44
100,squash,squash,calabaza,calabaza,iki,Amat,44
100,squash,squash,calabaza,calabaza,iki̡,Zap,44
100,squash,squash,calabaza,calabaza,iki̡,Cac,44
100,squash,squash,calabaza,calabaza,žɨku̡,Ndo,44
100,squash,squash,calabaza,calabaza,iki,Ixtp,44
100,squash,squash,calabaza,calabaza,iki,Mic,44
100,squash,squash,calabaza,calabaza,iki,Tepj,44
100,squash,squash,calabaza,calabaza,iki̡,Cos,44
100,squash,squash,calabaza,calabaza,iki̡,Chaz,44
100,squash,squash,calabaza,calabaza,iki̡,Tot,44
100,squash,squash,calabaza,calabaza,iki̡,Ton,44
100,squash,squash,calabaza,calabaza,iki̡,Jer,44
100,squash,squash,calabaza,calabaza,īkì̡,Xay,44
100,squash,squash,calabaza,calabaza,iki̡,Tlal,44
100,squash,squash,calabaza,calabaza,ikᵑ,Chig,44
100,squash,squash,calabaza,calabaza,ikĩʔ,Ayut,44
100,squash,squash,calabaza,calabaza,ikĩ,Yolx,44
100,squash,squash,calabaza,calabaza,yikì,Alac,44
100,squash,squash,calabaza,calabaza,īkĩ́,Coi,44
100,squash,squash,calabaza,calabaza,ʔikĩ̀,Per,44
100,squash,squash,calabaza,calabaza,yikĩ,Cah,44
100,squash,squash,calabaza,calabaza,ikĩ,Alco,44
100,squash,squash,calabaza,calabaza,ikĩ,Cruz,44
100,squash,squash,calabaza,calabaza,žīkĩ̀,Durz,44
100,squash,squash,calabaza,calabaza,ž̯íkì,Teco,44
100,squash,squash,calabaza,calabaza,žiki,Juxt,44
100,squash,squash,calabaza,calabaza,žiki,ChaP,44
100,squash,squash,calabaza,calabaza,ʔīkĩ́-(ʔĩ́ñṹ),Yuco,44
100,squash,squash,calabaza,calabaza,iki,Mix,44
100,squash,squash,calabaza,calabaza,iki,Tejc,44
100,squash,squash,calabaza,calabaza,žīkì,Rey,44
100,squash,squash,calabaza,calabaza,žiki,TlaM,44
100,squash,squash,calabaza,calabaza,žikĩ,SilP,44
100,squash,squash,calabaza,calabaza,žiki,IxpN,44
100,squash,squash,calabaza,calabaza,yiki,SilM,44
100,squash,squash,calabaza,calabaza,žiki,SilM,44
100,squash,squash,calabaza,calabaza,žīkǐ,TamS,44
100,squash,squash,calabaza,calabaza,žiki,Ahue,44
100,squash,squash,calabaza,calabaza,žikĩ,Mor,44
102,sugar cane,cane,NA,caña,*ⁿdooʔ,P-Mixtec,93
102,sugar cane,cane,NA,caña,ⁿdoo,Numí,93
102,sugar cane,cane,NA,caña,ⁿdoo,Achi,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yuca,93
102,sugar cane,cane,NA,caña,ⁿdoo,Peña,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tata,93
102,sugar cane,cane,NA,caña,ⁿdoo,Teit,93
102,sugar cane,cane,NA,caña,ⁿdoo,Moli,93
102,sugar cane,cane,NA,caña,ⁿdoo,Sinc,93
102,sugar cane,cane,NA,caña,ⁿdóō,Tlac,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ndi,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ndac,93
102,sugar cane,cane,NA,caña,nᵗòò,Oco,93
102,sugar cane,cane,NA,caña,ⁿdoo,Prog,93
102,sugar cane,cane,NA,caña,nò̡ò̡,Yuci,93
102,sugar cane,cane,NA,caña,nò̡ò̡,Nuyo,93
102,sugar cane,cane,NA,caña,ⁿdoō,Atat,93
102,sugar cane,cane,NA,caña,ⁿdoō-stila,Mig,93
102,sugar cane,cane,NA,caña,ⁿdoo,Chal,93
102,sugar cane,cane,NA,caña,ⁿdoo,Verd,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yoso,93
102,sugar cane,cane,NA,caña,ⁿdoo,Itun,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yolt,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yutn,93
102,sugar cane,cane,NA,caña,ⁿdoo,Sind,93
102,sugar cane,cane,NA,caña,ⁿdoo,Pied,93
102,sugar cane,cane,NA,caña,ⁿdoo,Huit,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tlaz,93
102,sugar cane,cane,NA,caña,ⁿdooʔ,Zac,93
102,sugar cane,cane,NA,caña,ⁿdoo,Sayu,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tept,93
102,sugar cane,cane,NA,caña,ⁿdoo,Atoy,93
102,sugar cane,cane,NA,caña,ⁿdoo,Jicy,93
102,sugar cane,cane,NA,caña,ⁿdoo,Jict,93
102,sugar cane,cane,NA,caña,ⁿdoo,PinN,93
102,sugar cane,cane,NA,caña,ⁿdoo,PinL,93
102,sugar cane,cane,NA,caña,ⁿdoo,Colo,93
102,sugar cane,cane,NA,caña,ⁿdoo,Nuti,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ixty,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cris,93
102,sugar cane,cane,NA,caña,ⁿdoo,Lor,93
102,sugar cane,cane,NA,caña,ⁿdoo,Mech,93
102,sugar cane,cane,NA,caña,ⁿdoo,Huaz,93
102,sugar cane,cane,NA,caña,ⁿdoo,Jam,93
102,sugar cane,cane,NA,caña,ⁿdoo,Chay,93
102,sugar cane,cane,NA,caña,ⁿdòò,ChayC,93
102,sugar cane,cane,NA,caña,ⁿdoo,ChayD,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tut,93
102,sugar cane,cane,NA,caña,ⁿdoo,Acat,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tepo,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tida,93
102,sugar cane,cane,NA,caña,ⁿdoo,Til,93
102,sugar cane,cane,NA,caña,ⁿdoo,Diux,93
102,sugar cane,cane,NA,caña,ⁿdoo,Nuxi,93
102,sugar cane,cane,NA,caña,ⁿdoo,Nuxa,93
102,sugar cane,cane,NA,caña,ⁿdoo,TamJ,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yuta,93
102,sugar cane,cane,NA,caña,ⁿdóó,Peño,93
102,sugar cane,cane,NA,caña,ⁿdoo,Este,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cui,93
102,sugar cane,cane,NA,caña,ⁿdoo,Jalt,93
102,sugar cane,cane,NA,caña,ⁿdoo,Adeq,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cant,93
102,sugar cane,cane,NA,caña,ⁿdoo,Soy,93
102,sugar cane,cane,NA,caña,ⁿr̃oo,Chic,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ixtl,93
102,sugar cane,cane,NA,caña,ⁿdoo,Apas,93
102,sugar cane,cane,NA,caña,ⁿdoo,Apoa,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ndua,93
102,sugar cane,cane,NA,caña,ⁿdoo,Joco,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cuya,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cuau,93
102,sugar cane,cane,NA,caña,ⁿdoo,Coat,93
102,sugar cane,cane,NA,caña,ⁿdoo,Mont,93
102,sugar cane,cane,NA,caña,ⁿdōò,Nuch,93
102,sugar cane,cane,NA,caña,ⁿdòò,Aten,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yucq,93
102,sugar cane,cane,NA,caña,ⁿdòò,Yucñ,93
102,sugar cane,cane,NA,caña,ⁿdòò,Guad,93
102,sugar cane,cane,NA,caña,ⁿdoo,Flor,93
102,sugar cane,cane,NA,caña,ⁿdoo,Amat,93
102,sugar cane,cane,NA,caña,ⁿdoo,Zap,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cac,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ndo,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ixtp,93
102,sugar cane,cane,NA,caña,ⁿdoo,Mic,93
102,sugar cane,cane,NA,caña,ⁿdòò,Tepj,93
102,sugar cane,cane,NA,caña,ⁿdoo,Cos,93
102,sugar cane,cane,NA,caña,ⁿdoo,Chaz,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tot,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ton,93
102,sugar cane,cane,NA,caña,ⁿdoo,Jer,93
102,sugar cane,cane,NA,caña,ⁿdòò,Xay,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tlal,93
102,sugar cane,cane,NA,caña,ⁿdoo,Chig,93
102,sugar cane,cane,NA,caña,ⁿdooʔ,Ayut,93
102,sugar cane,cane,NA,caña,ⁿdoo,Yolx,93
102,sugar cane,cane,NA,caña,ⁿdoo,Alac,93
102,sugar cane,cane,NA,caña,ⁿdòó,Coi,93
102,sugar cane,cane,NA,caña,ⁿdò0ò,Per,93
102,sugar cane,cane,NA,caña,ⁿdòò,Cuat,93
102,sugar cane,cane,NA,caña,ⁿdòò,Cah,93
102,sugar cane,cane,NA,caña,ⁿdoo,Alco,93
102,sugar cane,cane,NA,caña,ⁿdòò,Cruz,93
102,sugar cane,cane,NA,caña,ⁿdoo,Durz,93
102,sugar cane,cane,NA,caña,ⁿdoo,Teco,93
102,sugar cane,cane,NA,caña,ⁿdoo,Juxt,93
102,sugar cane,cane,NA,caña,ⁿdoo,ChaP,93
102,sugar cane,cane,NA,caña,ⁿdòó,Yuco,93
102,sugar cane,cane,NA,caña,ⁿdoo,Mix,93
102,sugar cane,cane,NA,caña,ⁿdoo,Tejc,93
102,sugar cane,cane,NA,caña,ⁿdòò,Rey,93
102,sugar cane,cane,NA,caña,ⁿdoo,SilP,93
102,sugar cane,cane,NA,caña,ⁿdòò,IxpN,93
102,sugar cane,cane,NA,caña,ⁿdoo,SilM,93
102,sugar cane,cane,NA,caña,ⁿdòō,TamS,93
102,sugar cane,cane,NA,caña,ⁿdoo,Ahue,93
102,sugar cane,cane,NA,caña,ⁿdoo,Mor,93
103,honey,honey,miel,miel,*ⁿdusi,P-Mixtec,96
103,honey,honey,miel,miel,ⁿduši,Numí,96
103,honey,honey,miel,miel,ⁿduši,Achi,96
103,honey,honey,miel,miel,ⁿduši,Yuca,96
103,honey,honey,miel,miel,ⁿduši,Peña,96
103,honey,honey,miel,miel,ⁿdudi,Tata,96
103,honey,honey,miel,miel,ⁿdudi,Teit,96
103,honey,honey,miel,miel,ⁿduši-ñũñũ,Moli,96
103,honey,honey,miel,miel,ⁿduši,Sinc,96
103,honey,honey,miel,miel,ⁿduši,Tlac,96
103,honey,honey,miel,miel,ⁿduši,Ndi,96
103,honey,honey,miel,miel,ⁿduši,Ndac,96
103,honey,honey,miel,miel,ntùšī,Oco,96
103,honey,honey,miel,miel,nũši,Prog,96
103,honey,honey,miel,miel,nù̡šī,Yuci,96
103,honey,honey,miel,miel,nù̡šī,Nuyo,96
103,honey,honey,miel,miel,ⁿdūši,Atat,96
103,honey,honey,miel,miel,ⁿdūši,Mig,96
103,honey,honey,miel,miel,ⁿduʂ̌i,Chal,96
103,honey,honey,miel,miel,ⁿduši,Verd,96
103,honey,honey,miel,miel,ⁿduʂ̌i,Yoso,96
103,honey,honey,miel,miel,ⁿduʂ̌i,Itun,96
103,honey,honey,miel,miel,ⁿduši,Yolt,96
103,honey,honey,miel,miel,ⁿdudi,Yutn,96
103,honey,honey,miel,miel,ⁿdudi,Sind,96
103,honey,honey,miel,miel,ⁿdudi,Pied,96
103,honey,honey,miel,miel,ⁿdudi,Huit,96
103,honey,honey,miel,miel,ⁿdudi,Tlaz,96
103,honey,honey,miel,miel,ⁿduši,Zac,96
103,honey,honey,miel,miel,ⁿduši,Sayu,96
103,honey,honey,miel,miel,ⁿduši,Tept,96
103,honey,honey,miel,miel,ⁿduši,Atoy,96
103,honey,honey,miel,miel,ⁿduši,Jicy,96
103,honey,honey,miel,miel,ⁿduši,Jict,96
103,honey,honey,miel,miel,ñũñũ,PinN,96
103,honey,honey,miel,miel,ñũñũ,PinL,96
103,honey,honey,miel,miel,ⁿduši,PinL,96
103,honey,honey,miel,miel,ⁿduši,Colo,96
103,honey,honey,miel,miel,ⁿduši,Nuti,96
103,honey,honey,miel,miel,ⁿduši,Ixty,96
103,honey,honey,miel,miel,ⁿduši,Cris,96
103,honey,honey,miel,miel,ⁿduši,Lor,96
103,honey,honey,miel,miel,ñũñũ,Mech,96
103,honey,honey,miel,miel,ⁿduši,Mech,96
103,honey,honey,miel,miel,ⁿdutʸa-ñũñũ,Huaz,96
103,honey,honey,miel,miel,tʸa-ñũñũ,Jam,96
103,honey,honey,miel,miel,ⁿdušu,Jam,96
103,honey,honey,miel,miel,ⁿduši,Chay,96
103,honey,honey,miel,miel,čiʔi-ñũũ,ChayC,96
103,honey,honey,miel,miel,ñũñũ,ChayC,96
103,honey,honey,miel,miel,tʸaʔiñũ,ChayD,96
103,honey,honey,miel,miel,ⁿduši,ChayD,96
103,honey,honey,miel,miel,ñũñũ,Tut,96
103,honey,honey,miel,miel,ñũñũ,Acat,96
103,honey,honey,miel,miel,ⁿdudi,Tepo,96
103,honey,honey,miel,miel,ⁿdudi,Tida,96
103,honey,honey,miel,miel,ⁿdudi,Til,96
103,honey,honey,miel,miel,ⁿdudi,Diux,96
103,honey,honey,miel,miel,ⁿǰudi,Nuxi,96
103,honey,honey,miel,miel,ⁿdʸudi,Nuxi,96
103,honey,honey,miel,miel,ⁿdʸudi,Nuxa,96
103,honey,honey,miel,miel,ⁿdudi,TamJ,96
103,honey,honey,miel,miel,ⁿdudi,Yuta,96
103,honey,honey,miel,miel,ⁿdūdī,Peño,96
103,honey,honey,miel,miel,ⁿdudi,Este,96
103,honey,honey,miel,miel,ⁿdudi,Cui,96
103,honey,honey,miel,miel,ⁿdudi,Jalt,96
103,honey,honey,miel,miel,ⁿdudi,Adeq,96
103,honey,honey,miel,miel,ⁿdudi,Cant,96
103,honey,honey,miel,miel,ⁿdudi,Lobo,96
103,honey,honey,miel,miel,ⁿdudi,Ynam,96
103,honey,honey,miel,miel,ⁿdudi,Soy,96
103,honey,honey,miel,miel,ⁿr̃udi,Chic,96
103,honey,honey,miel,miel,ⁿdudi,Ixtl,96
103,honey,honey,miel,miel,ⁿdudi,Apas,96
103,honey,honey,miel,miel,ⁿdudi,Apoa,96
103,honey,honey,miel,miel,ⁿdudi,Ndua,96
103,honey,honey,miel,miel,ⁿdudi,Joco,96
103,honey,honey,miel,miel,ⁿdudi,Cuya,96
103,honey,honey,miel,miel,ⁿdudi,Cuau,96
103,honey,honey,miel,miel,ⁿdudi,Coat,96
103,honey,honey,miel,miel,ñu̡ñu̡,Mont,96
103,honey,honey,miel,miel,ñu̡ñu̡,Nuch,96
103,honey,honey,miel,miel,ñu̡ñu̡,Aten,96
103,honey,honey,miel,miel,ⁿduhi,Yucq,96
103,honey,honey,miel,miel,ñu̡ñu̡,Yucñ,96
103,honey,honey,miel,miel,ñu̡ñu̡,Guad,96
103,honey,honey,miel,miel,ñu̡ñu̡,Flor,96
103,honey,honey,miel,miel,ñu̡ñu̡,Amat,96
103,honey,honey,miel,miel,ñu̡ñu̡,Zap,96
103,honey,honey,miel,miel,ⁿdʸudi,Zap,96
103,honey,honey,miel,miel,ⁿduši,Ndo,96
103,honey,honey,miel,miel,ñu̡ñi̡,Ixtp,96
103,honey,honey,miel,miel,ñu̡ñu̡,Mic,96
103,honey,honey,miel,miel,ñu̡ñu̡,Tepj,96
103,honey,honey,miel,miel,ⁿdudi,Tepj,96
103,honey,honey,miel,miel,ⁿdudi,Cos,96
103,honey,honey,miel,miel,ⁿdudi,Chaz,96
103,honey,honey,miel,miel,ⁿdudi,Tot,96
103,honey,honey,miel,miel,ⁿdudi,Ton,96
103,honey,honey,miel,miel,ñu̡ñu̡,Ton,96
103,honey,honey,miel,miel,ⁿdudi,Jer,96
103,honey,honey,miel,miel,ñù̡ñù̡,Xay,96
103,honey,honey,miel,miel,bidi,Tlal,96
103,honey,honey,miel,miel,ⁿdudi,Chig,96
103,honey,honey,miel,miel,ñũñũʔ,Ayut,96
103,honey,honey,miel,miel,ñũñũ,Yolx,96
103,honey,honey,miel,miel,ⁿduši,Yolx,96
103,honey,honey,miel,miel,ñõ̀ñũ̀,Alac,96
103,honey,honey,miel,miel,ñũñũ,Coi,96
103,honey,honey,miel,miel,ñũUñũ,Per,96
103,honey,honey,miel,miel,ñũñũ,Cuat,96
103,honey,honey,miel,miel,ñõñõ,Cah,96
103,honey,honey,miel,miel,ñũñũ,Alco,96
103,honey,honey,miel,miel,ñõñõ,Cruz,96
103,honey,honey,miel,miel,ⁿduši,Durz,96
103,honey,honey,miel,miel,ⁿdūší,Teco,96
103,honey,honey,miel,miel,ⁿduši,Juxt,96
103,honey,honey,miel,miel,ⁿduši,ChaP,96
103,honey,honey,miel,miel,ⁿdūšì,Yuco,96
103,honey,honey,miel,miel,ⁿduši,Mix,96
103,honey,honey,miel,miel,ⁿduši,Tejc,96
103,honey,honey,miel,miel,ⁿdušu,Rey,96
103,honey,honey,miel,miel,ⁿdüši,TlaM,96
103,honey,honey,miel,miel,ñũñĩ,SilP,96
103,honey,honey,miel,miel,ñũñũ,IxpN,96
103,honey,honey,miel,miel,ñũñũ,SilM,96
103,honey,honey,miel,miel,ñũñũ,TamS,96
103,honey,honey,miel,miel,ñũñũ,Ahue,96
103,honey,honey,miel,miel,ñũñũ,Mor,96
104,NA,lard,NA,manteca,*seʔẽ,P-Mixtec,13
104,NA,lard,NA,manteca,šẽʔẽ,Numí,13
104,NA,lard,NA,manteca,šẽʔẽ,Achi,13
104,NA,lard,NA,manteca,ʂ̌ẽʔẽ,Yuca,13
104,NA,lard,NA,manteca,šẽʔẽ,Peña,13
104,NA,lard,NA,manteca,dẽʔẽ,Tata,13
104,NA,lard,NA,manteca,dẽʔẽ,Teit,13
104,NA,lard,NA,manteca,šãʔã,Moli,13
104,NA,lard,NA,manteca,šẽʔẽ,Sinc,13
104,NA,lard,NA,manteca,šè̡ʔē̡,Tlac,13
104,NA,lard,NA,manteca,šè̡ʔē̡,Ndi,13
104,NA,lard,NA,manteca,šẽʔẽ,Ndac,13
104,NA,lard,NA,manteca,šè̡ʔē̡,Oco,13
104,NA,lard,NA,manteca,šẽʔẽ,Prog,13
104,NA,lard,NA,manteca,šè̡ʔē̡,Yuci,13
104,NA,lard,NA,manteca,šè̡ʔē̡,Nuyo,13
104,NA,lard,NA,manteca,šẽʔẽ,Atat,13
104,NA,lard,NA,manteca,šā̃ʔã,Mig,13
104,NA,lard,NA,manteca,ʂ̌ãʔã,Chal,13
104,NA,lard,NA,manteca,šẽʔẽ,Verd,13
104,NA,lard,NA,manteca,šãʔã,Yoso,13
104,NA,lard,NA,manteca,šẽʔẽ,Itun,13
104,NA,lard,NA,manteca,šãʔã,Yolt,13
104,NA,lard,NA,manteca,dẽʔẽ,Yutn,13
104,NA,lard,NA,manteca,dẽʔẽ,Sind,13
104,NA,lard,NA,manteca,dẽʔẽ,Pied,13
104,NA,lard,NA,manteca,dẽʔẽ,Huit,13
104,NA,lard,NA,manteca,dẽʔẽ,Tlaz,13
104,NA,lard,NA,manteca,*seʔe͂,P-Mixtec,13
104,NA,lard,NA,manteca,šãʔã,Zac,13
104,NA,lard,NA,manteca,šãʔã,Sayu,13
104,NA,lard,NA,manteca,šãʔã,Tept,13
104,NA,lard,NA,manteca,šãʔã,Atoy,13
104,NA,lard,NA,manteca,šãʔã,Jicy,13
104,NA,lard,NA,manteca,šãʔã,Jict,13
104,NA,lard,NA,manteca,šãʔã,PinN,13
104,NA,lard,NA,manteca,šãʔã,PinL,13
104,NA,lard,NA,manteca,šãʔã,Colo,13
104,NA,lard,NA,manteca,šãʔã,Nuti,13
104,NA,lard,NA,manteca,šãʔã,Ixty,13
104,NA,lard,NA,manteca,čãʔã,Cris,13
104,NA,lard,NA,manteca,šãʔã,Lor,13
104,NA,lard,NA,manteca,šãʔã,Mech,13
104,NA,lard,NA,manteca,šãʔã,Huaz,13
104,NA,lard,NA,manteca,šãʔã,Jam,13
104,NA,lard,NA,manteca,šãʔã,Chay,13
104,NA,lard,NA,manteca,šãʔã,ChayC,13
104,NA,lard,NA,manteca,šãʔã,ChayD,13
104,NA,lard,NA,manteca,šãʔã,Tut,13
104,NA,lard,NA,manteca,šãʔã,Acat,13
104,NA,lard,NA,manteca,dãʔã,Tepo,13
104,NA,lard,NA,manteca,de͂ʔe͂,Tida,13
104,NA,lard,NA,manteca,de͂ʔe͂,Til,13
104,NA,lard,NA,manteca,de͂ʔe͂,Diux,13
104,NA,lard,NA,manteca,de͂ʔe͂,Nuxi,13
104,NA,lard,NA,manteca,de͂ʔe͂,Nuxa,13
104,NA,lard,NA,manteca,de͂ʔe͂,TamJ,13
104,NA,lard,NA,manteca,de͂ʔe͂,Yuta,13
104,NA,lard,NA,manteca,de͂́ʔe͂́,Peño,13
104,NA,lard,NA,manteca,de͂ʔe͂,Este,13
104,NA,lard,NA,manteca,dãʔã,Cui,13
104,NA,lard,NA,manteca,dãʔã,Soso,13
104,NA,lard,NA,manteca,dãʔã,Jalt,13
104,NA,lard,NA,manteca,dãʔã,Adeq,13
104,NA,lard,NA,manteca,dãʔã,Cant,13
104,NA,lard,NA,manteca,dãʔã,Lobo,13
104,NA,lard,NA,manteca,dãʔã,Soy,13
104,NA,lard,NA,manteca,dãʔã,Chic,13
104,NA,lard,NA,manteca,dãʔã,Ixtl,13
104,NA,lard,NA,manteca,dãʔã,Apas,13
104,NA,lard,NA,manteca,dãʔã,Apoa,13
104,NA,lard,NA,manteca,dãʔã,Ndua,13
104,NA,lard,NA,manteca,dãʔã,Joco,13
104,NA,lard,NA,manteca,de͂ʔe͂,Cuya,13
104,NA,lard,NA,manteca,de͂ʔe͂,Cuau,13
104,NA,lard,NA,manteca,de͂ʔe͂,Coat,13
104,NA,lard,NA,manteca,šãʔã,Mont,13
104,NA,lard,NA,manteca,šãʔã,Nuch,13
104,NA,lard,NA,manteca,šãʔã,Aten,13
104,NA,lard,NA,manteca,šãʔã,Yucq,13
104,NA,lard,NA,manteca,hãʔã,Yucñ,13
104,NA,lard,NA,manteca,šãʔã,Guad,13
104,NA,lard,NA,manteca,šãʔã,Flor,13
104,NA,lard,NA,manteca,dãʔã,Amat,13
104,NA,lard,NA,manteca,dãʔã,Zap,13
104,NA,lard,NA,manteca,de͂ʔe͂,Cac,13
104,NA,lard,NA,manteca,še͂ʔe͂,Ndo,13
104,NA,lard,NA,manteca,dãã,Ixtp,13
104,NA,lard,NA,manteca,dãã,Mic,13
104,NA,lard,NA,manteca,dãʔã,Tepj,13
104,NA,lard,NA,manteca,dãʔã,Cos,13
104,NA,lard,NA,manteca,dãʔã,Chaz,13
104,NA,lard,NA,manteca,dãʔã,Tot,13
104,NA,lard,NA,manteca,dãʔã,Ton,13
104,NA,lard,NA,manteca,dãʔã,Jer,13
104,NA,lard,NA,manteca,dã̀ʔã̀,Xay,13
104,NA,lard,NA,manteca,dãʔã,Tlal,13
104,NA,lard,NA,manteca,dãʔã-(grasa),Chig,13
104,NA,lard,NA,manteca,*seʔẽ,P-Mixtec,13
104,NA,lard,NA,manteca,šãʔã,Ayut,13
104,NA,lard,NA,manteca,šãʔã,Yolx,13
104,NA,lard,NA,manteca,sã̀ʔã̀,Alac,13
104,NA,lard,NA,manteca,šã̀ʔã̀,Coi,13
104,NA,lard,NA,manteca,šã̀ʔã́,Per,13
104,NA,lard,NA,manteca,šãʔã,Cuat,13
104,NA,lard,NA,manteca,sãʔã,Cah,13
104,NA,lard,NA,manteca,šãʔã,Alco,13
104,NA,lard,NA,manteca,šãʔã,Cruz,13
104,NA,lard,NA,manteca,šãʔã,Durz,13
104,NA,lard,NA,manteca,šãʔã,Teco,13
104,NA,lard,NA,manteca,šãʔã,Juxt,13
104,NA,lard,NA,manteca,šãʔã,ChaP,13
104,NA,lard,NA,manteca,šãʔã,Yuco,13
104,NA,lard,NA,manteca,šãʔã,Mix,13
104,NA,lard,NA,manteca,šãʔã,Tejc,13
104,NA,lard,NA,manteca,šãʔã,Rey,13
104,NA,lard,NA,manteca,šã̀ʔã̀,TlaM,13
104,NA,lard,NA,manteca,hãʔã,SilP,13
104,NA,lard,NA,manteca,šãʔã,IxpN,13
104,NA,lard,NA,manteca,θãʔã,SilM,13
104,NA,lard,NA,manteca,θãʔã,TamS,13
104,NA,lard,NA,manteca,θã̀ʔã̀,Ahue,13
104,NA,lard,NA,manteca,sãʔã,Mor,13
105,NA,egg,"blanquillo, huevo",blanquillo,*ⁿdɨwɨʔ,P-Mixtec,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Numí,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Achi,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdiwi,Yuca,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Peña,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨu,Tata,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdiwi,Teit,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Moli,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Sinc,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdzibi,Tlac,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Ndi,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Ndac,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdìbì,Oco,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Prog,37
105,NA,egg,"blanquillo, huevo",blanquillo,nì̡wɨ,Yuci,37
105,NA,egg,"blanquillo, huevo",blanquillo,nì̡wɨ,Nuyo,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨbɨ̄,Atat,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨbɨ̄,Mig,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨu,Chal,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Verd,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Yoso,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Itun,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨbɨ,Yolt,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Yutn,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Sind,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Pied,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Huit,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,Tlaz,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Zac,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdiwi,Sayu,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdiwi,Tept,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdiwi,Atoy,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Jicy,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,Jict,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdibi,PinN,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨwɨ,PinL,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨbɨ,Colo,37
105,NA,egg,"blanquillo, huevo",blanquillo,ⁿdɨbɨ,Nuti,37
