IDlist,GLOSS,VALUE,DOCULECT,IDjoss,CODEjoss
103,miel,ⁿduđi,jate11,96,jalt
103,miel,ⁿduši,jica11,96,jict
103,miel,ⁿduši,jica12,96,jicy
103,miel,ⁿduđi,joco11,96,joco
103,miel,ⁿduši,juxt11,96,juxt
103,miel,ⁿduši,lore11,96,lor
103,miel,ñu̧ñu̧,mech11,96,mech
103,miel,ⁿduši,mech11,96,mech
103,miel,ñu̧ñu̧,mica11,96,mic
103,miel,ⁿduši,mixt11,96,mix
103,miel,ⁿduši-ņu̧ņu̧,moli11,96,moli
103,miel,ñu̧ñu̧,mont12,96,mont
103,miel,ⁿduši,mont13,96,verd
103,miel,ⁿduđi,mont14,96,lobo
103,miel,ñu̧ñu̧,more11,96,mor
103,miel,ⁿduđi,ndua11,96,ndua
103,miel,ñu̧ñu̧,nuch11,96,nuch
103,miel,ⁿduši,nund11,96,ndac
103,miel,ⁿduši,nund12,96,ndi
103,miel,ⁿduši,nund13,96,ndo
103,miel,ⁿduši,nuti11,96,nuti
103,miel,ⁿdʸuđi,nuxa11,96,nuxa
103,miel,ⁿǰuđi,nuxi11,96,nuxi
103,miel,ⁿdʸuđi,nuxi11,96,nuxi
103,miel,nù̧šī,nuyo11,96,nuyo
103,miel,ntùšī,ocot11,96,oco
103,miel,ⁿduši,pena12,96,peña
103,miel,ⁿdu̧đi̧,peno11,96,peño
103,miel,ⁿduđi,pied11,96,pied
103,miel,ñu̧ñu̧,pino11,96,pinn
103,miel,ñu̧ñu̧,pino12,96,pinl
103,miel,ⁿduši,pino12,96,pinl
103,miel,nu̧ši,prog11,96,prog
103,miel,ñu̧ñi̧,prog12,96,silp
103,miel,ⁿdusi,prom01,96,p-mixtec
103,miel,ⁿdušu,reye11,96,rey
103,miel,ⁿduši,sayu11,96,sayu
103,miel,ⁿduđi,sind11,96,sind
103,miel,ⁿduši,sini11,96,sinc
103,miel,ⁿduđi,soya11,96,soy
103,miel,ⁿduđi,tama11,96,tamj
103,miel,ñu̧ñu̧,tama12,96,tams
103,miel,ⁿduđi,tata11,96,tata
103,miel,ⁿdūší,teco11,96,teco
103,miel,ⁿduđi,teit11,96,teit
103,miel,ⁿduši,tejo11,96,tejc
103,miel,ñu̧ñu̧,tepe11,96,tepj
103,miel,ⁿduđi,tepe11,96,tepj
103,miel,ⁿduši,tepe12,96,tept
103,miel,ⁿduđi,tepo11,96,tepo
103,miel,ⁿduđi,tida11,96,tida
103,miel,ⁿduđi,tila11,96,til
103,miel,ⁿduši,tlac11,96,tlac
103,miel,ⁿdüši,tlac12,96,tlam
103,miel,ƀiđi,tlal11,96,tlal
103,miel,ⁿduđi,tlaz11,96,tlaz
103,miel,ⁿduđi,tona11,96,ton
103,miel,ñu̧ñu̧,tona11,96,ton
103,miel,ⁿduđi,toto12,96,tot
103,miel,ñu̧ñu̧,tutu11,96,tut
103,miel,ⁿduđi,xaya11,96,jer
103,miel,ñù̧ñù̧,xaya12,96,xay
103,miel,ⁿduši,yolo11,96,yolt
103,miel,ñu̧ñu̧,yolo12,96,yolx
103,miel,ⁿduši,yolo12,96,yolx
103,miel,ⁿduṣ̌i,yoso11,96,yoso
103,miel,ⁿduši,yucu11,96,yuca
103,miel,nù̧šī,yucu12,96,yuci
103,miel,ñu̧ñu̧,yucu13,96,yucñ
103,miel,ⁿduđi,yucu14,96,ynam
103,miel,ⁿdūšì,yucu15,96,yuco
103,miel,ⁿduhi,yucu16,96,yucq
103,miel,ⁿduđi,yuta11,96,yutn
103,miel,ⁿduđi,yuta12,96,yuta
103,miel,ⁿduši,zaca11,96,zac
103,miel,ñu̧ñu̧,zapo11,96,zap
103,miel,ⁿdʸuđi,zapo11,96,zap
105,"blanquillo, huevo",ⁿdɨwɨ,acat11,37,acat
105,"blanquillo, huevo",ⁿdiƀi,achi11,37,achi
105,"blanquillo, huevo",ⁿdeƀe,adeq11,37,adeq
105,"blanquillo, huevo",ⁿdiƀi,ahue11,37,ahue
105,"blanquillo, huevo",ⁿdìƀì,alac11,37,alac
105,"blanquillo, huevo",ⁿdiwi,alco11,37,alco
105,"blanquillo, huevo",ⁿyiƀi,amat11,37,amat
105,"blanquillo, huevo",ⁿdiwi,apas11,37,apas
105,"blanquillo, huevo",ⁿdiƀi,apoa11,37,apoa
105,"blanquillo, huevo",ⁿdɨƀɨ̄,atat11,37,atat
105,"blanquillo, huevo",ⁿdìƀì,aten11,37,aten
105,"blanquillo, huevo",ⁿdiwi,atoy11,37,atoy
105,"blanquillo, huevo",ⁿdiwiʔ,ayut11,37,ayut
105,"blanquillo, huevo",ⁿdiwi,brav11,37,cruz
105,"blanquillo, huevo",ⁿdiƀi,caca11,37,cac
105,"blanquillo, huevo",ⁿdiwi,cahu11,37,cah
105,"blanquillo, huevo",ⁿdɨu,chal11,37,chal
105,"blanquillo, huevo",ⁿdɨwɨ,chay11,37,chay
105,"blanquillo, huevo",ⁿdiƀi,chay12,37,chap
105,"blanquillo, huevo",ⁿsiwi,chaz11,37,chaz
105,"blanquillo, huevo",ⁿdiwi,chic11,37,chic
105,"blanquillo, huevo",ⁿsiwi,chig11,37,chig
105,"blanquillo, huevo",ⁿdɨƀɨ,coat11,37,coat
105,"blanquillo, huevo",ⁿdìƀí,coic11,37,coi
105,"blanquillo, huevo",ⁿdɨƀɨ,colo11,37,colo
105,"blanquillo, huevo",ⁿsiwi,coso11,37,cos
105,"blanquillo, huevo",ⁿdɨƀɨ,coxc11,37,cant
105,"blanquillo, huevo",ⁿdɨwɨ,cris11,37,cris
105,"blanquillo, huevo",ⁿdiwi,cuat11,37,cuat
105,"blanquillo, huevo",ⁿdɨwi,cuau11,37,cuau
105,"blanquillo, huevo",ⁿdɨwɨ,cuil11,37,cui
105,"blanquillo, huevo",ⁿdɨwɨ,cuya11,37,cuya
105,"blanquillo, huevo",ⁿdɨu,diux11,37,diux
105,"blanquillo, huevo",ⁿčiƀi,dura11,37,durz
105,"blanquillo, huevo",ⁿdiƀi,esta11,37,silm
105,"blanquillo, huevo",ⁿdɨwɨ,este11,37,este
105,"blanquillo, huevo",ⁿdiƀi,flor11,37,flor
105,"blanquillo, huevo",ⁿdɨƀɨ̄,gran11,37,mig
105,"blanquillo, huevo",ⁿdzìƀì,guad11,37,guad
105,"blanquillo, huevo",ⁿdɨwɨ,huaz11,37,huaz
105,"blanquillo, huevo",ⁿdɨwɨ,huit11,37,huit
105,"blanquillo, huevo",ⁿdɨwɨ,itun11,37,itun
105,"blanquillo, huevo",ⁿdìƀì,ixpa11,37,ixpn
105,"blanquillo, huevo",ⁿdɨƀɨ,ixta11,37,ixty
105,"blanquillo, huevo",ⁿdii,ixta12,37,ixtl
105,"blanquillo, huevo",ⁿsiƀi,ixta13,37,ixtp
105,"blanquillo, huevo",ⁿdɨƀɨ,jami11,37,jam
105,"blanquillo, huevo",ⁿdeƀe,jate11,37,jalt
105,"blanquillo, huevo",ⁿdiƀi,jica11,37,jict
105,"blanquillo, huevo",ⁿdiƀi,jica12,37,jicy
105,"blanquillo, huevo",ⁿdiwi,joco11,37,joco
105,"blanquillo, huevo",ⁿdʸiƀi,juxt11,37,juxt
105,"blanquillo, huevo",ⁿdɨwɨ,lore11,37,lor
105,"blanquillo, huevo",ⁿdɨwɨ,mech11,37,mech
105,"blanquillo, huevo",ⁿdìƀì,metl11,37,metl
105,"blanquillo, huevo",ⁿsiƀi,mica11,37,mic
105,"blanquillo, huevo",ⁿdiƀi,mixt11,37,mix
105,"blanquillo, huevo",ⁿdiƀi,moli11,37,moli
105,"blanquillo, huevo",ⁿdiƀi,mont12,37,mont
105,"blanquillo, huevo",ⁿdɨwɨ,mont13,37,verd
105,"blanquillo, huevo",ⁿdɨƀɨ,mont14,37,lobo
105,"blanquillo, huevo",ⁿdiƀi,more11,37,mor
105,"blanquillo, huevo",ⁿdiƀi,ndua11,37,ndua
105,"blanquillo, huevo",ⁿdìƀì,nuch11,37,nuch
105,"blanquillo, huevo",ⁿdiƀi,nund11,37,ndac
105,"blanquillo, huevo",ⁿdiƀi,nund12,37,ndi
105,"blanquillo, huevo",ⁿdiƀi,nund13,37,ndo
105,"blanquillo, huevo",ⁿdɨƀɨ,nuti11,37,nuti
105,"blanquillo, huevo",ⁿdiwi,nuxa11,37,nuxa
105,"blanquillo, huevo",ⁿd̩iƀi,nuxi11,37,nuxi
105,"blanquillo, huevo",nì̧wɨ,nuyo11,37,nuyo
105,"blanquillo, huevo",ⁿdìƀì,ocot11,37,oco
105,"blanquillo, huevo",ⁿdiƀi,pena12,37,peña
105,"blanquillo, huevo",ⁿdɨ́ú,peno11,37,peño
105,"blanquillo, huevo",ⁿdɨwɨ,pied11,37,pied
105,"blanquillo, huevo",ⁿdiƀi,pino11,37,pinn
105,"blanquillo, huevo",ⁿdɨwɨ,pino12,37,pinl
105,"blanquillo, huevo",ⁿdiƀi,prog11,37,prog
105,"blanquillo, huevo",ⁿdiƀi,prog12,37,silp
105,"blanquillo, huevo",ⁿdɨwɨʔ,prom01,37,p-mixtec
105,"blanquillo, huevo",ⁿdɨwɨ,prom01,37,p-mixtec
105,"blanquillo, huevo",ⁿčui,reye11,37,rey
105,"blanquillo, huevo",ⁿdiwi,sayu11,37,sayu
105,"blanquillo, huevo",ⁿdɨwɨ,sind11,37,sind
105,"blanquillo, huevo",ⁿdiƀi,sini11,37,sinc
105,"blanquillo, huevo",ⁿdiwi,soso11,37,soso
105,"blanquillo, huevo",ⁿdewe,soya11,37,soy
105,"blanquillo, huevo",ⁿdɨwɨ,tama11,37,tamj
105,"blanquillo, huevo",ⁿdiƀi,tama12,37,tams
105,"blanquillo, huevo",ⁿdɨu,tata11,37,tata
105,"blanquillo, huevo",ⁿǰìƀì,teco11,37,teco
105,"blanquillo, huevo",ⁿdiwi,teit11,37,teit
105,"blanquillo, huevo",ⁿdiƀi,tejo11,37,tejc
105,"blanquillo, huevo",ⁿsiwi,tepe11,37,tepj
105,"blanquillo, huevo",ⁿdiwi,tepe12,37,tept
105,"blanquillo, huevo",ⁿdewi,tepo11,37,tepo
105,"blanquillo, huevo",ⁿdiwi,tida11,37,tida
105,"blanquillo, huevo",ⁿdɨu,tila11,37,til
105,"blanquillo, huevo",ⁿdziƀi,tlac11,37,tlac
105,"blanquillo, huevo",ⁿziƀi,tlal11,37,tlal
105,"blanquillo, huevo",ⁿǰiƀi,tlal11,37,tlal
105,"blanquillo, huevo",ⁿdɨwɨ,tlaz11,37,tlaz
105,"blanquillo, huevo",ⁿsiwi,tona11,37,ton
105,"blanquillo, huevo",ⁿyiƀi,toto12,37,tot
105,"blanquillo, huevo",ⁿdɨwɨ,tutu11,37,tut
105,"blanquillo, huevo",ⁿsiƀi,xaya11,37,jer
105,"blanquillo, huevo",ⁿsīƀī,xaya12,37,xay
105,"blanquillo, huevo",ⁿdɨƀɨ,yolo11,37,yolt
105,"blanquillo, huevo",ⁿdiwi,yolo12,37,yolx
105,"blanquillo, huevo",ⁿdɨwɨ,yoso11,37,yoso
105,"blanquillo, huevo",ⁿdiwi,yucu11,37,yuca
105,"blanquillo, huevo",nì̧wɨ,yucu12,37,yuci
105,"blanquillo, huevo",ⁿdìƀì,yucu13,37,yucñ
105,"blanquillo, huevo",ⁿdìƀí,yucu15,37,yuco
105,"blanquillo, huevo",ⁿdiƀi,yucu16,37,yucq
105,"blanquillo, huevo",ⁿdɨwɨ,yuta11,37,yutn
105,"blanquillo, huevo",ⁿdɨƀɨ,yuta12,37,yuta
105,"blanquillo, huevo",ⁿdiƀi,zaca11,37,zac
105,"blanquillo, huevo",ⁿsiwi,zapo11,37,zap
106,jitomate,tɨ-na̧na̧,acat11,90,acat
106,jitomate,ti-na̧na̧,achi11,90,achi
106,jitomate,tì-na̧na̧-kʷaʔá,ahue11,90,ahue
106,jitomate,ti-na̧na̧,alac11,90,alac
106,jitomate,ti-na̧na̧-(ⁿdèè),alco11,90,alco
106,jitomate,ti-na̧na̧,apas11,90,apas
106,jitomate,ti-na̧na̧,apoa11,90,apoa
106,jitomate,tɨ-na̧na̧,atat11,90,atat
106,jitomate,ti-na̧na̧-na̧ʔna̧,aten11,90,aten
106,jitomate,ti-na̧na̧,atoy11,90,atoy
106,jitomate,ti-na̧na̧ʔ,ayut11,90,ayut
106,jitomate,ti-na̧na̧,brav11,90,cruz
106,jitomate,ti-na̧na̧-(na̧ʔnu̧),caca11,90,cac
106,jitomate,ti-na̧na̧-kʷaʔa,cahu11,90,cah
106,jitomate,tɨ-na̧na̧,chal11,90,chal
106,jitomate,tɨ-na̧na̧,chay11,90,chay
106,jitomate,ȼi-na̧na̧,chaz11,90,chaz
106,jitomate,ti-na̧na̧,chic11,90,chic
106,jitomate,ȼi-na̧na̧,chig11,90,chig
106,jitomate,la̧na̧,coat11,90,coat
106,jitomate,tra̧na̧,coat11,90,coat
106,jitomate,tì-na̧na̧,coic11,90,coi
106,jitomate,tɨ-na̧na̧,colo11,90,colo
106,jitomate,si-na̧na̧,coso11,90,cos
106,jitomate,ti-na̧na̧-ča̧ᵑgi,cuat11,90,cuat
106,jitomate,tra̧na̧,cuau11,90,cuau
106,jitomate,tra̧na̧,cuya11,90,cuya
106,jitomate,či-na̧na̧,dura11,90,durz
106,jitomate,ti-na̧na̧,esta11,90,silm
106,jitomate,tɨ-na̧na̧,este11,90,este
106,jitomate,tɨ̄-na̧na̧-kʷáʔá,gran11,90,mig
106,jitomate,ȼi-na̧na̧-na̧ʔnu̧,guad11,90,guad
106,jitomate,tɨ-na̧na̧,huaz11,90,huaz
106,jitomate,ti-na̧na̧,huit11,90,huit
106,jitomate,tɨ-na̧na̧,itun11,90,itun
106,jitomate,či-na̧na-̧(ⁿčaʔža),ixpa11,90,ixpn
106,jitomate,tɨ-na̧na̧,ixta11,90,ixty
106,jitomate,ti-na̧na̧,ixta12,90,ixtl
106,jitomate,tɨ-na̧na̧,jami11,90,jam
106,jitomate,ti-na̧na̧,jica11,90,jict
106,jitomate,ti-na̧na̧,jica12,90,jicy
106,jitomate,ti-na̧na̧,joco11,90,joco
106,jitomate,tʸi-na̧na̧,juxt11,90,juxt
106,jitomate,tɨ-na̧na̧,lore11,90,lor
106,jitomate,tɨ-na̧na̧,mech11,90,mech
106,jitomate,ti-na̧na̧,mixt11,90,mix
106,jitomate,ti-na̧na̧,moli11,90,moli
106,jitomate,tɨ-na̧na̧,mont13,90,verd
106,jitomate,ti-na̧na̧-kʷaʔa,more11,90,mor
106,jitomate,tì-na̧na̧-na̧ʔnu̧,nuch11,90,nuch
106,jitomate,či-na̧na̧,nuxa11,90,nuxa
106,jitomate,či-na̧na̧,nuxi11,90,nuxi
106,jitomate,tì-nā̧nā̧,nuyo11,90,nuyo
106,jitomate,tì-nà̧nā̧,ocot11,90,oco
106,jitomate,tɨ́-nà̧nà̧,peno11,90,peño
106,jitomate,tɨ-đa̧na̧,pied11,90,pied
106,jitomate,ti-na̧na̧,pino11,90,pinn
106,jitomate,tɨ-na̧na̧,pino12,90,pinl
106,jitomate,tɨ-lanaʔ,prom01,90,p-mixtec
106,jitomate,či-na̧na̧-ⁿčiʔe,reye11,90,rey
106,jitomate,ti-na̧na̧,sayu11,90,sayu
106,jitomate,tɨ-đa̧na̧,sind11,90,sind
106,jitomate,ti-loo,soso11,90,soso
106,jitomate,ti-na̧na̧,soya11,90,soy
106,jitomate,tɨ-na̧na̧-(kʷeʔe),tama11,90,tamj
106,jitomate,ti-na̧na̧-na̧ʔnu̧,tama12,90,tams
106,jitomate,či-na̧na̧,teco11,90,teco
106,jitomate,ti-na̧na̧,teit11,90,teit
106,jitomate,si-na̧na̧,tepe11,90,tepj
106,jitomate,ti-na̧na̧,tepe12,90,tept
106,jitomate,ti-na̧na̧,tida11,90,tida
106,jitomate,tna̧na̧,tila11,90,til
106,jitomate,ȼi-na̧na̧,tlac11,90,tlac
106,jitomate,tɨ-na̧na̧,tlaz11,90,tlaz
106,jitomate,si-na̧na̧,tona11,90,ton
106,jitomate,tɨ-na̧na̧,tutu11,90,tut
106,jitomate,sì-nà̧nà̧,xaya12,90,xay
106,jitomate,tɨ-na̧na̧,yolo11,90,yolt
106,jitomate,ti-na̧na̧,yolo12,90,yolx
106,jitomate,tɨ-na̧na̧,yoso11,90,yoso
106,jitomate,ti-na̧na̧,yucu11,90,yuca
106,jitomate,tì-nā̧nā̧,yucu12,90,yuci
106,jitomate,ti-na̧na̧-kʷaʔa,yucu13,90,yucñ
106,jitomate,ti-na̧na̧,yucu14,90,ynam
106,jitomate,tì-nā̧ná̧-ⁿdáʔyá,yucu15,90,yuco
106,jitomate,ti-na̧na̧ʔ,zaca11,90,zac
106,jitomate,ȼi-na̧na̧,zapo11,90,zap
110,nopal,mi̧ʔⁿǰa,acat11,118,acat
110,nopal,ƀi̧ʔⁿde,achi11,118,achi
110,nopal,tù-ƀi̧ʔⁿda,ahue11,118,ahue
110,nopal,wi̧ʔⁿda,alco11,118,alco
110,nopal,mi̧ʔⁿza,apas11,118,apas
110,nopal,mi̧ʔⁿȼa,apoa11,118,apoa
110,nopal,ƀi̧ʔⁿde,atat11,118,atat
110,nopal,tu-ƀi̧ʔⁿdá,aten11,118,aten
110,nopal,wi̧ʔⁿda,atoy11,118,atoy
110,nopal,vī̧ʔⁿdʸa,ayut11,118,ayut
110,nopal,wi̧ʔⁿda,brav11,118,cruz
110,nopal,(to)-ƀȩʔⁿde,caca11,118,cac
110,nopal,tno̧-wi̧ʔⁿda,cahu11,118,cah
110,nopal,ƀi̧ʔņa̧,chal11,118,chal
110,nopal,mi̧ʔⁿdʸa,chay11,118,chay
110,nopal,wi̧ʔⁿdʸa,chaz11,118,chaz
110,nopal,mi̧ʔⁿza,chic11,118,chic
110,nopal,tnu̧-wȩʔⁿde,chig11,118,chig
110,nopal,mi̧ʔⁿde,coat11,118,coat
110,nopal,ƀi̧ʔⁿdia,coic11,118,coi
110,nopal,ƀi̧ʔⁿda,colo11,118,colo
110,nopal,wi̧ʔⁿdʸa,coso11,118,cos
110,nopal,wi̧ʔⁿda,cuat11,118,cuat
110,nopal,mi̧ʔⁿde,cuau11,118,cuau
110,nopal,wi̧ʔⁿza,cuil11,118,cui
110,nopal,mi̧ʔⁿde,cuya11,118,cuya
110,nopal,tu̧-ƀi̧ʔⁿča,dura11,118,durz
110,nopal,ƀi̧ʔⁿda,esta11,118,silm
110,nopal,wi̧ʔⁿde,este11,118,este
110,nopal,ƀi̧ʔⁿǰā,gran11,118,mig
110,nopal,tu-ƀi̧ʔⁿdza,guad11,118,guad
110,nopal,wi̧ʔⁿdʸa,huaz11,118,huaz
110,nopal,nu̧-wi̧ʔⁿde,huit11,118,huit
110,nopal,mi̧ʔⁿde,itun11,118,itun
110,nopal,ƀi̧ʔⁿdʸa,ixpa11,118,ixpn
110,nopal,ƀi̧ʔⁿdʸa,ixta11,118,ixty
110,nopal,mi̧ʔⁿza,ixta12,118,ixtl
110,nopal,ƀi̧ʔⁿdʸa,jami11,118,jam
110,nopal,ƀi̧ʔⁿda,jica11,118,jict
110,nopal,ƀi̧ʔⁿda,jica12,118,jicy
110,nopal,mi̧ʔⁿza,joco11,118,joco
110,nopal,ƀi̧ʔⁿdʸa,juxt11,118,juxt
110,nopal,wi̧ʔⁿdʸa,lore11,118,lor
110,nopal,wi̧ʔⁿdʸa,mech11,118,mech
110,nopal,mi̧ʔⁿdʸa,mixt11,118,mix
110,nopal,ƀi̧ʔⁿde,moli11,118,moli
110,nopal,ƀi̧ʔⁿde,mont13,118,verd
110,nopal,ƀi̧ʔⁿda,more11,118,mor
110,nopal,tò-ƀi̧ʔⁿdʸa,nuch11,118,nuch
110,nopal,wi̧ʔⁿde,nuxa11,118,nuxa
110,nopal,ƀi̧ʔⁿde,nuxi11,118,nuxi
110,nopal,mī̧ʔnȩ̀,nuyo11,118,nuyo
110,nopal,mi̧ʔⁿde,ocot11,118,oco
110,nopal,ƀí̧ʔⁿdé,peno11,118,peño
110,nopal,nu̧-wi̧ʔⁿde,pied11,118,pied
110,nopal,ƀi̧ʔⁿda,pino11,118,pinn
110,nopal,ƀi̧ʔⁿda,pino12,118,pinl
110,nopal,wiʔⁿdeʔ,prom01,118,p-mixtec
110,nopal,ƀi̧ʔⁿča,reye11,118,rey
110,nopal,wi̧ʔⁿda,sayu11,118,sayu
110,nopal,wi̧ʔⁿde,sind11,118,sind
110,nopal,wi̧ʔⁿza,soya11,118,soy
110,nopal,ƀiʔⁿza,soya11,118,soy
110,nopal,wi̧ʔⁿde,tama11,118,tamj
110,nopal,to-ƀi̧ʔⁿda,tama12,118,tams
110,nopal,tu̧-ƀi̧ʔⁿča,teco11,118,teco
110,nopal,wi̧ʔⁿde,teit11,118,teit
110,nopal,wi̧ʔⁿdʸa,tepe11,118,tepj
110,nopal,wi̧ʔⁿda,tepe12,118,tept
110,nopal,wi̧ʔⁿda,tepo11,118,tepo
110,nopal,wi̧ʔⁿde,tida11,118,tida
110,nopal,ƀiʔⁿde,tila11,118,til
110,nopal,ƀi̧ʔⁿda,tlac11,118,tlac
110,nopal,wi̧ʔⁿde,tlaz11,118,tlaz
110,nopal,wi̧ʔⁿdʸa,tona11,118,ton
110,nopal,mi̧ʔⁿdʸa,tutu11,118,tut
110,nopal,ƀìʔⁿdʸà,xaya12,118,xay
110,nopal,ƀīʔⁿdʸa,yolo11,118,yolt
110,nopal,wi̧ʔⁿda,yolo12,118,yolx
110,nopal,ƀi̧ʔⁿǰa,yoso11,118,yoso
110,nopal,wi̧ʔⁿde,yucu11,118,yuca
110,nopal,mī̧ʔnȩ̄,yucu12,118,yuci
110,nopal,ƀi̧ʔⁿda,yucu13,118,yucñ
110,nopal,mà̧ʔⁿdé,yucu15,118,yuco
110,nopal,ƀi̧ʔⁿdaʔ,zaca11,118,zac
110,nopal,wi̧ʔⁿde,zapo11,118,zap
111,mamey,ⁿǰika-kʷaʔa,acat11,165,acat
111,mamey,ⁿdoko-kʷaʔa,ahue11,165,ahue
111,mamey,ⁿdika-kʷaʔa,alco11,165,alco
111,mamey,ⁿǰika,apas11,165,apas
111,mamey,mamey,apoa11,165,apoa
111,mamey,ⁿdika-kʷéʔé,atat11,165,atat
111,mamey,ⁿdika-saʔa,aten11,165,aten
111,mamey,ⁿdika-čaʔa,atoy11,165,atoy
111,mamey,ⁿdīʰkāʔ,ayut11,165,ayut
111,mamey,ⁿdika,brav11,165,cruz
111,mamey,čika-saʔa,caca11,165,cac
111,mamey,ⁿdika,cahu11,165,cah
111,mamey,mamey,chal11,165,chal
111,mamey,ⁿdʸika,chay11,165,chay
111,mamey,ⁿǰika,chaz11,165,chaz
111,mamey,ⁿdoko,chig11,165,chig
111,mamey,ⁿǰika,chig11,165,chig
111,mamey,ⁿdika-kʷeʔe,coat11,165,coat
111,mamey,ⁿdika-kʷaʔa,coic11,165,coi
111,mamey,ⁿdʸika,colo11,165,colo
111,mamey,ⁿǰika,coso11,165,cos
111,mamey,ⁿdika,cuat11,165,cuat
111,mamey,ⁿdika-kʷeʔe,cuau11,165,cuau
111,mamey,ⁿǰika,cuil11,165,cui
111,mamey,ⁿdika-kʷeʔe,cuya11,165,cuya
111,mamey,ⁿčika,dura11,165,durz
111,mamey,mamey,esta11,165,silm
111,mamey,ⁿǰika,este11,165,este
111,mamey,ⁿdika-xáʔā,gran11,165,mig
111,mamey,ⁿdoko-kʷaʔa,guad11,165,guad
111,mamey,ⁿdʸika-na̧ʔna̧,huaz11,165,huaz
111,mamey,ⁿdika,huit11,165,huit
111,mamey,ⁿdika-yeʔe,itun11,165,itun
111,mamey,ⁿdiká-sàʔà,ixpa11,165,ixpn
111,mamey,ⁿdʸika,ixta11,165,ixty
111,mamey,ⁿǰika,ixta12,165,ixtl
111,mamey,ⁿdʸika,jami11,165,jam
111,mamey,ⁿdika-čaʔa,jica12,165,jicy
111,mamey,ⁿǰika-kʷaʔa,joco11,165,joco
111,mamey,ⁿdika-sʸaʔa,juxt11,165,juxt
111,mamey,ⁿdʸika,lore11,165,lor
111,mamey,ⁿdʸika,mech11,165,mech
111,mamey,ⁿdʸika-čaʔa,mixt11,165,mix
111,mamey,ⁿdika-xeʔe,mont13,165,verd
111,mamey,ⁿdoko-kʷaʔa,more11,165,mor
111,mamey,ⁿdoxo-kʷaʔa,nuch11,165,nuch
111,mamey,ⁿǰika,nuxa11,165,nuxa
111,mamey,ⁿǰika,nuxi11,165,nuxi
111,mamey,nī̧kā-xéʔé,nuyo11,165,nuyo
111,mamey,ntīkā-xéʔè,ocot11,165,oco
111,mamey,ⁿǰìkà,peno11,165,peño
111,mamey,ⁿǰika,pied11,165,pied
111,mamey,ⁿdika-kʷaʔa,pino11,165,pinn
111,mamey,ⁿdika-čaʔa,pino12,165,pinl
111,mamey,ⁿdikaʔ,prom01,165,p-mixtec
111,mamey,ⁿčīká-ⁿdùù,reye11,165,rey
111,mamey,ⁿdʸika-čaʔa,sayu11,165,sayu
111,mamey,ⁿǰika-ⁿdaa,sind11,165,sind
111,mamey,ⁿdika-(ⁿdažɨ),tama11,165,tamj
111,mamey,ⁿdoko-kʷaʔa,tama12,165,tams
111,mamey,ⁿčika,teco11,165,teco
111,mamey,ⁿdika,teit11,165,teit
111,mamey,ⁿčika,tepe11,165,tepj
111,mamey,ⁿdika-čaʔa,tepe12,165,tept
111,mamey,te-ⁿdika,tepo11,165,tepo
111,mamey,ⁿǰika,tida11,165,tida
111,mamey,ⁿdika,tila11,165,til
111,mamey,ⁿǰika,tlaz11,165,tlaz
111,mamey,ⁿǰika,tona11,165,ton
111,mamey,titʸi,tutu11,165,tut
111,mamey,ⁿčika,xaya12,165,xay
111,mamey,ⁿdika,yolo12,165,yolx
111,mamey,ⁿdika-xaʔa,yoso11,165,yoso
111,mamey,ⁿdika-ⁿdaži,yucu11,165,yuca
111,mamey,nī̧kā-xʸéʔé,yucu12,165,yuci
111,mamey,ⁿdoko-saʔa,yucu13,165,yucñ
111,mamey,ⁿdīká-sʸāʔà,yucu15,165,yuco
111,mamey,ⁿdika-čaʔa,zaca11,165,zac
111,mamey,ⁿdika kʷaʔa,zaca11,165,zac
111,mamey,ⁿǰika,zapo11,165,zap
114,carne,ko̧ño̧,acat11,30,acat
114,carne,ku̧ņu̧,achi11,30,achi
114,carne,ku̧ñu̧,adeq11,30,adeq
114,carne,ku̧ñu̧,ahue11,30,ahue
114,carne,kò̧ño̧,alac11,30,alac
114,carne,kù̧ño̧,alac11,30,alac
114,carne,kò̧ñu,alac11,30,alac
114,carne,kù̧ñu̧,alac11,30,alac
114,carne,ku̧ñu̧,alco11,30,alco
114,carne,ku̧ñu̧,amat11,30,amat
114,carne,ku̧ñu̧,apas11,30,apas
114,carne,ku̧ỹu̧,apas11,30,apas
114,carne,ko̧ño̧,apas11,30,apas
114,carne,ko̧ỹo̧,apoa11,30,apoa
114,carne,kū̧ņu̧,atat11,30,atat
114,carne,ko̧i̧,aten11,30,aten
114,carne,sa̧ʔa̧,atoy11,30,atoy
114,carne,ko̧ño̧,atoy11,30,atoy
114,carne,ku̧ñu,ayut11,30,ayut
114,carne,ko̧ño̧,brav11,30,cruz
114,carne,ko̧ño̧,caca11,30,cac
114,carne,ko̧ño̧,cahu11,30,cah
114,carne,ku̧ņu̧,chal11,30,chal
114,carne,ko̧ño̧,chay11,30,chay
114,carne,ku̧ñu̧,chay12,30,chap
114,carne,ku̧ñu̧,chaz11,30,chaz
114,carne,ko̧ỹo̧,chic11,30,chic
114,carne,ku̧ñu̧,chig11,30,chig
114,carne,ku̧ñu̧,coat11,30,coat
114,carne,ku̧ñu,coic11,30,coi
114,carne,ku̧ñu̧,colo11,30,colo
114,carne,ku̧nu̧,coso11,30,cos
114,carne,ku̧ñu̧,coxc11,30,cant
114,carne,ko̧ño̧,cris11,30,cris
