IDlist,GLOSS,VALUE,DOCULECT,IDjoss,CODEjoss
35,hinchazón,ⁿdaa,pino11,143,pinn
35,hinchazón,kʷi̧ñu̧,pino12,143,pinl
35,hinchazón,kʷi̧ñu̧,prog12,143,silp
35,hinchazón,kʷɨyɨ̧,prom01,143,p-mixtec
35,hinchazón,kʷɨyɨ͂,prom01,143,p-mixtec
35,hinchazón,kʷi̧ñu̧,sayu11,143,sayu
35,hinchazón,kʷi̧o̧,sind11,143,sind
35,hinchazón,kʷi̧ño̧,soya11,143,soy
35,hinchazón,xʷi̧ỹu̧,tama11,143,tamj
35,hinchazón,kà-kʷi̧ñu̧,tama12,143,tams
35,hinchazón,kʷi̧ñu̧,teco11,143,teco
35,hinchazón,kʷi̧ņu̧,teit11,143,teit
35,hinchazón,kʷi̧ñu̧,tepe11,143,tepj
35,hinchazón,ni̧-nȩi̧,tepe11,143,tepj
35,hinchazón,kʷi̧ñu̧,tepe12,143,tept
35,hinchazón,te-kʷeye,tepo11,143,tepo
35,hinchazón,kʷi̧u̧,tida11,143,tida
35,hinchazón,kʷi̧ña̧,tila11,143,til
35,hinchazón,kʷȩņo̧,tlac11,143,tlac
35,hinchazón,ña̧ñu̧,tlac12,143,tlam
35,hinchazón,kʷi̧ņɨ̧,tlaz11,143,tlaz
35,hinchazón,kʷi̧u̧,tona11,143,ton
35,hinchazón,kʷi̧ño̧,tutu11,143,tut
35,hinchazón,kʷì̧ū̧,xaya12,143,xay
35,hinchazón,kʷɨ̧ņɨ̧,yolo11,143,yolt
35,hinchazón,kʷi̧ñu̧,yolo12,143,yolx
35,hinchazón,kʷɨ̧ņɨ̧,yoso11,143,yoso
35,hinchazón,we-nȩņu̧,yucu11,143,yuca
35,hinchazón,kʷī̧nɨ̧̄,yucu12,143,yuci
35,hinchazón,nȩȩ,yucu13,143,yucñ
35,hinchazón,kʷī̧ñū̧,yucu15,143,yuco
35,hinchazón,kʷi̧ñu̧,zaca11,143,zac
35,hinchazón,nȩñu̧,zapo11,143,zap
36,grano,ⁿdɨʔyɨ,acat11,144,acat
36,grano,ti-u̧ʔu̧,adeq11,144,adeq
36,grano,ⁿdiʔi,ahue11,144,ahue
36,grano,ⁿdiʔi,alac11,144,alac
36,grano,ⁿdiʔi,alco11,144,alco
36,grano,ⁿǰiʔi,amat11,144,amat
36,grano,ⁿdiʔi,apas11,144,apas
36,viruela,ⁿdiʔi,apoa11,144,apoa
36,grano,ⁿdɨ̄ʔyɨ,atat11,144,atat
36,grano,ⁿdiʔi,aten11,144,aten
36,grano,ⁿdiʔi,atoy11,144,atoy
36,grano,ⁿdiʔi,ayut11,144,ayut
36,grano,ⁿdiʔi,brav11,144,cruz
36,grano,ⁿdii,caca11,144,cac
36,grano,ⁿdiʔi,cahu11,144,cah
36,grano,ⁿdɨʔži,chal11,144,chal
36,grano,ⁿdɨʔyɨ,chay11,144,chay
36,grano,ⁿdiʔi,chay12,144,chap
36,grano,ii-(?),chaz11,144,chaz
36,grano,ⁿr̃iʔi,chic11,144,chic
36,grano,yu-čiṣ̌i,chig11,144,chig
36,grano,ⁿdɨšɨ,coat11,144,coat
36,grano,ⁿdìʔī,coic11,144,coi
36,grano,ⁿdɨʔyɨ,colo11,144,colo
36,grano,ⁿsiʔi,coso11,144,cos
36,grano,ti-u̧ʔu̧,coxc11,144,cant
36,grano,ⁿdɨʔyɨ,cris11,144,cris
36,grano,ⁿdiʔi,cuat11,144,cuat
36,grano,ⁿdɨʔžɨ,cuau11,144,cuau
36,grano,ⁿdiʔi,cuil11,144,cui
36,grano,ⁿdɨʔyɨ,cuya11,144,cuya
36,grano,ⁿdɨʔyɨ,diux11,144,diux
36,grano,ⁿčiʔi,dura11,144,durz
36,grano,ⁿdiʔi,esta11,144,silm
36,grano,ⁿdɨʔžɨ,este11,144,este
36,grano,ⁿǰiʔi,flor11,144,flor
36,grano,ⁿdɨʔži,gran11,144,mig
36,grano,ⁿdziʔi,guad11,144,guad
36,grano,ⁿdɨʔyɨ,huaz11,144,huaz
36,grano,ⁿdɨʔžɨ,huit11,144,huit
36,grano,ⁿdɨʔyɨ,itun11,144,itun
36,grano,ⁿčiʔi,ixpa11,144,ixpn
36,grano,ⁿdɨʔyɨ,ixta11,144,ixty
36,grano,ⁿdiʔi,ixta12,144,ixtl
36,grano,ⁿǰiʔi,ixta13,144,ixtp
36,grano,ⁿdɨʔyɨ,jami11,144,jam
36,grano,ti-u̧ʔu̧,jate11,144,jalt
36,grano,ⁿdiʔi,jica11,144,jict
36,grano,ⁿdiʔi,jica12,144,jicy
36,grano,ⁿdʸiʔi,juxt11,144,juxt
36,grano,ⁿdɨʔyɨ,lore11,144,lor
36,grano,ⁿdɨʔyɨ,mech11,144,mech
36,grano,ⁿtii,mica11,144,mic
36,grano,ⁿdiʔi,mixt11,144,mix
36,grano,ⁿdiʔži,moli11,144,moli
36,grano,ⁿdiʔi,mont12,144,mont
36,grano,ⁿdɨyɨ,mont13,144,verd
36,grano,či-u̧ʔu̧,mont14,144,lobo
36,grano,ⁿdiʔi,more11,144,mor
36,grano,co̧ʔo̧,ndua11,144,ndua
36,grano,ⁿdiʔi,nuch11,144,nuch
36,grano,ⁿdiʔyi,nund11,144,ndac
36,grano,ⁿdiʔi,nund12,144,ndi
36,grano,ⁿǰiʔi,nund13,144,ndo
36,grano,ⁿdɨkɨ,nuti11,144,nuti
36,grano,ⁿdiʔi,nuxa11,144,nuxa
36,grano,ⁿdiʔi,nuxi11,144,nuxi
36,grano,nì̧ʔyɨ,nuyo11,144,nuyo
36,grano,ⁿtìʔžī,ocot11,144,oco
36,grano,ⁿdiʔi,pena12,144,peña
36,grano,ⁿdɨ́ʔžɨ̀,peno11,144,peño
36,grano,ⁿdɨʔžɨ,pied11,144,pied
36,grano,ⁿdiʔi,pino11,144,pinn
36,grano,ⁿdɨʔyɨ,pino12,144,pinl
36,grano,ni̧ʔi̧,prog11,144,prog
36,grano,ⁿdiʔi,prog12,144,silp
36,grano,ⁿdɨʔyɨ,prom01,144,p-mixtec
36,grano,ⁿčìʔī,reye11,144,rey
36,grano,ⁿdiʔi,sayu11,144,sayu
36,grano,ⁿdɨʔžɨ,sind11,144,sind
36,grano,ⁿdiʔi,sini11,144,sinc
36,grano,tʸu̧-ⁿdeʔye,soya11,144,soy
36,grano,ⁿdɨʔžɨ,tama11,144,tamj
36,grano,ⁿdiʔi,tama12,144,tams
36,grano,ⁿdɨʔyɨ,tata11,144,tata
36,grano,ⁿǰīʔí,teco11,144,teco
36,grano,ⁿdiʔi,teit11,144,teit
36,grano,ⁿdiʔ,tejo11,144,tejc
36,grano,ⁿsiʔi,tepe11,144,tepj
36,grano,ⁿdiʔi,tepe12,144,tept
36,grano,ⁿdeke,tepo11,144,tepo
36,grano,ⁿdiʔi,tida11,144,tida
36,grano,ⁿdɨʔyɨ,tila11,144,til
36,grano,ⁿdiʔiži,tlac11,144,tlac
36,grano,ⁿǰiʔi,tlal11,144,tlal
36,grano,ⁿdɨʔžɨ,tlaz11,144,tlaz
36,grano,ⁿsiʔi,tona11,144,ton
36,grano,ⁿsiʔi,toto12,144,tot
36,grano,ⁿdɨʔyɨ,tutu11,144,tut
36,grano,ⁿsiʔi,xaya11,144,jer
36,grano,ⁿsìʔī,xaya12,144,xay
36,grano,ⁿdɨʔɨžɨ,yolo11,144,yolt
36,grano,ⁿdiʔi,yolo12,144,yolx
36,grano,ⁿdɨʔži,yoso11,144,yoso
36,grano,ⁿdiʔži,yucu11,144,yuca
36,grano,nì̧ʔžɨ̄,yucu12,144,yuci
36,grano,ⁿdiʔi,yucu13,144,yucñ
36,grano,ⁿdìʔī,yucu15,144,yuco
36,grano,ⁿdiʔi,yucu16,144,yucq
36,grano,ⁿdɨʔžɨ,yuta11,144,yutn
36,grano,ⁿdɨʔžɨ,yuta12,144,yuta
36,grano,ⁿdiʔi,zaca11,144,zac
36,grano,ⁿsiʔi,zapo11,144,zap
37,pus,ⁿdakʷa,acat11,76,acat
37,moco,lakʷa,achi11,76,achi
37,pus,ⁿdakʷa,adeq11,76,adeq
37,pus,ⁿdakʷa,ahue11,76,ahue
37,pus,lakʷa,alco11,76,alco
37,pus,ⁿdakʷa,amat11,76,amat
37,pus,ⁿdakʷa,apas11,76,apas
37,pus,ⁿdakʷa,apoa11,76,apoa
37,pus,lakʷa,atat11,76,atat
37,pus,ⁿdakʷa,aten11,76,aten
37,pus,lakʷa,atoy11,76,atoy
37,pus,ⁿdakʷāʔ,ayut11,76,ayut
37,pus,lakʷa-ñe͂-na̧ʔa̧,brav11,76,cruz
37,pus,ⁿdakʷa,caca11,76,cac
37,pus,lakʷa,cahu11,76,cah
37,pus,lakʷa,chal11,76,chal
37,pus,ⁿdakʷa,chay11,76,chay
37,pus,na̧-teʔi,chay12,76,chap
37,pus,ⁿdakʷa,chaz11,76,chaz
37,pus,ⁿřakʷa,chic11,76,chic
37,pus,ⁿdakʷa,chig11,76,chig
37,pus,ⁿdakʷa,coat11,76,coat
37,pus,ⁿdākʷà,coic11,76,coi
37,pus,ⁿdakʷa,colo11,76,colo
37,pus,ⁿdakʷa,coso11,76,cos
37,pus,ⁿdakʷa,coxc11,76,cant
37,pus,lakʷa,cris11,76,cris
37,pus,lakʷa,cuat11,76,cuat
37,pus,ⁿdakʷa,cuau11,76,cuau
37,pus,ⁿdakʷa,cuil11,76,cui
37,pus,ⁿdakʷa,cuya11,76,cuya
37,pus,ⁿdakʷa,diux11,76,diux
37,pus,ⁿdakʷa,dura11,76,durz
37,pus,ⁿdakʷa-ta-ɴ͂a̧ʔa̧,esta11,76,silm
37,pus,ta-kʷjʔna̧,esta11,76,silm
37,pus,ⁿdakʷa,este11,76,este
37,pus,si-pushu̧,flor11,76,flor
37,pus,lakʷa,gran11,76,mig
37,pus,ⁿdako,guad11,76,guad
37,pus,ⁿdak-a,huaz11,76,huaz
37,pus,ⁿdakʷa,huit11,76,huit
37,pus,lakʷa,itun11,76,itun
37,pus,ⁿdākʷà,ixpa11,76,ixpn
37,pus,lakʷa,ixta11,76,ixty
37,pus,ⁿdakʷa,ixta12,76,ixtl
37,pus,ⁿdakʷa,ixta13,76,ixtp
37,pus,ⁿdakʷa,jami11,76,jam
37,pus,ⁿdakʷa,jate11,76,jalt
37,pus,ⁿdakʷa,jica11,76,jict
37,pus,ⁿdakʷa,jica12,76,jicy
37,pus,ⁿdakʷa,joco11,76,joco
37,pus,ⁿdakʷa-tʸi-ma̧ʔa̧,juxt11,76,juxt
37,pus,kjʔna̧,juxt11,76,juxt
37,pus,ⁿdakʷa,lore11,76,lor
37,pus,ⁿdakʷa,mech11,76,mech
37,pus,ⁿdakʷa,mica11,76,mic
37,pus,ⁿdakʷa,mixt11,76,mix
37,pus,lakʷa,moli11,76,moli
37,pus,ⁿdakʷa,mont12,76,mont
37,pus,ⁿdakʷa,mont13,76,verd
37,pus,ⁿdakʷa,more11,76,mor
37,pus,ⁿdakʷa,ndua11,76,ndua
37,pus,ⁿdako,nuch11,76,nuch
37,pus,ⁿdakʷa,nund11,76,ndac
37,pus,ⁿdakʷa,nund12,76,ndi
37,pus,ⁿdakʷa,nund13,76,ndo
37,pus,ⁿdakʷa,nuti11,76,nuti
37,pus,ⁿdakʷa,nuxa11,76,nuxa
37,pus,ⁿdakʷa,nuxi11,76,nuxi
37,pus,nā̧kʷā,nuyo11,76,nuyo
37,pus,ntakʷa,ocot11,76,oco
37,pus,ⁿdakʷa,pena12,76,peña
37,pus,ⁿdàkʷà,peno11,76,peño
37,pus,ⁿdakʷa,pied11,76,pied
37,pus,ⁿdakʷa,pino11,76,pinn
37,pus,ⁿdakʷa,pino12,76,pinl
37,pus,ⁿdiʔi,prog11,76,prog
37,pus,ⁿdako,prog12,76,silp
37,pus,lakʷa,prom01,76,p-mixtec
37,pus,lakʷaʔ,prom01,76,p-mixtec
37,pus,ⁿdākʷà,reye11,76,rey
37,pus,ⁿdakʷa,sayu11,76,sayu
37,pus,ⁿdakʷa,soya11,76,soy
37,pus,ⁿdakʷa,tama11,76,tamj
37,pus,ⁿdako,tama12,76,tams
37,pus,ⁿdakʷa,tata11,76,tata
37,pus,ⁿdakʷa,teco11,76,teco
37,pus,ⁿdakʷa,teit11,76,teit
37,pus,ⁿdākʷa,tejo11,76,tejc
37,pus,ⁿdakʷa,tepe11,76,tepj
37,pus,ⁿdakʷa,tepe12,76,tept
37,pus,ⁿdakʷa,tepo11,76,tepo
37,pus,ⁿdakʷa,tida11,76,tida
37,pus,ⁿdakʷa,tila11,76,til
37,pus,ⁿdakʷa,tlac11,76,tlac
37,pus,ⁿdakʷa,tlal11,76,tlal
37,pus,ⁿdakʷa,tlaz11,76,tlaz
37,pus,ⁿdakʷa,tona11,76,ton
37,pus,ⁿdakʷa,toto12,76,tot
37,pus,ⁿdakʷa,tutu11,76,tut
37,pus,ⁿdakʷa,xaya11,76,jer
37,pus,ⁿdākʷà,xaya12,76,xay
37,pus,lakʷa,yolo11,76,yolt
37,pus,ⁿdakʷa,yolo12,76,yolx
37,pus,lakʷa,yoso11,76,yoso
37,pus,ⁿdakʷa,yucu11,76,yuca
37,pus,nā̧kʷā,yucu12,76,yuci
37,pus,ⁿdako,yucu13,76,yucñ
37,pus,lākʷá,yucu15,76,yuco
37,pus,ⁿdaku,yucu16,76,yucq
37,pus,ⁿdakʷa,yuta11,76,yutn
37,pus,ⁿdakʷa,yuta12,76,yuta
37,pus,lakʷaʔ,zaca11,76,zac
37,pus,ⁿdakʷa,zapo11,76,zap
38,orina,ča-šaša,acat11,150,acat
38,orina,ⁿduȼa-đađa,apas11,150,apas
38,orina,ⁿduȼa-tata,apoa11,150,apoa
38,orina,ⁿduta-čaša,atoy11,150,atoy
38,orina,tʸaša,ayut11,150,ayut
38,orina,te-đeđe,caca11,150,cac
38,orina,ti-ṣ̌eṣ̌e,chal11,150,chal
38,orina,čaša,chay11,150,chay
38,orina,te-đađa,chaz11,150,chaz
38,orina,(đači)đađa,chic11,150,chic
38,orina,te-đođo,chig11,150,chig
38,orina,tete,coat11,150,coat
38,orina,tʸatʸa-čaša,colo11,150,colo
38,orina,laša,colo11,150,colo
38,orina,te-đađa,coso11,150,cos
38,orina,tete,cuau11,150,cuau
38,orina,ⁿdute-đeđe,cuau11,150,cuau
38,orina,ⁿdute-đeđe,cuya11,150,cuya
38,orina,lala,esta11,150,silm
38,orina,lele,este11,150,este
38,orina,tɨ-šeše,gran11,150,mig
38,orina,tʸatʸa,huaz11,150,huaz
38,orina,čaša,huaz11,150,huaz
38,orina,đa-čii,huit11,150,huit
38,orina,đeđe,huit11,150,huit
38,orina,te-šeše,itun11,150,itun
38,orina,ⁿdutʸa-yuʔu,ixta11,150,ixty
38,orina,šaša,ixta11,150,ixty
38,orina,ⁿduȼa-đađa,ixta12,150,ixtl
38,orina,čaša,jami11,150,jam
38,orina,čaša,jica11,150,jict
38,orina,čaša-(tata),jica12,150,jicy
38,orina,đađa,joco11,150,joco
38,orina,lala,juxt11,150,juxt
38,orina,tʸatʸa,lore11,150,lor
38,orina,tʸatʸa,mech11,150,mech
38,orina,čaša,mech11,150,mech
38,orina,tʸatʸa-šaša,mixt11,150,mix
38,orina,tete,mont13,150,verd
38,orina,ⁿdaa-čii,nuxa11,150,nuxa
38,orina,lȩlȩ,peno11,150,peño
38,orina,te-đeđe,pied11,150,pied
38,orina,čaša,pino11,150,pinn
38,orina,tata,pino11,150,pinn
38,orina,(tata)-čaša,pino12,150,pinl
38,orina,lele,prom01,150,p-mixtec
38,orina,takʷii,sayu11,150,sayu
38,orina,te-đeđe,sind11,150,sind
38,orina,(đači)đađa,soya11,150,soy
38,orina,đeđe,tama11,150,tamj
38,orina,đeđe,teit11,150,teit
38,orina,te-đađa,tepe11,150,tepj
38,orina,čaša,tepe12,150,tept
38,orina,ⁿdute-đađa,tepo11,150,tepo
38,orina,đeđe,tida11,150,tida
38,orina,ⁿdute-đeđe,tila11,150,til
38,orina,lele,tlaz11,150,tlaz
38,orina,te-đađa,tona11,150,ton
38,orina,šaša,tutu11,150,tut
38,orina,čii=verde,xaya12,150,xay
38,orina,ti-ṣ̌eṣ̌e,yoso11,150,yoso
38,orina,čii,yucu11,150,yuca
38,orina,tata,zaca11,150,zac
38,orina,te-đeđe,zapo11,150,zap
40,huarache,ⁿdisa̧,acat11,125,acat
40,huarache,ⁿdixa̧,achi11,125,achi
40,huarache,ⁿčisa,adeq11,125,adeq
40,huarache,ⁿdìšá,ahue11,125,ahue
40,huarache,ⁿduša̧,alac11,125,alac
40,huarache,ⁿduša̧,alco11,125,alco
40,huarache,ⁿǰisa,amat11,125,amat
40,huarache,ⁿǰisa,apas11,125,apas
40,huarache,ⁿžisa,apoa11,125,apoa
40,huarache,ⁿdixȩ̄,atat11,125,atat
40,huarache,ⁿdusa,aten11,125,aten
40,huarache,ⁿdiča̧ʔ,atoy11,125,atoy
40,huarache,ⁿdīša̧,ayut11,125,ayut
40,huarache,ⁿduša̧,brav11,125,cruz
40,huarache,ⁿdisa̧,caca11,125,cac
40,huarache,ⁿduša̧,cahu11,125,cah
40,huarache,ⁿdixa,chal11,125,chal
40,huarache,ⁿdiča,chay11,125,chay
40,huarache,ⁿdiša,chay12,125,chap
40,huarache,ⁿdisa,chaz11,125,chaz
40,huarache,ⁿǰisa,chic11,125,chic
40,huarache,ⁿǰaa,chig11,125,chig
40,huarache,ⁿdišȩ,coat11,125,coat
40,huarache,ⁿdìšà̧,coic11,125,coi
40,huarache,ⁿdʸiča̧,colo11,125,colo
40,huarache,ⁿdisa̧,coso11,125,cos
40,huarache,ⁿčisa,coxc11,125,cant
40,huarache,ⁿdišča̧,cris11,125,cris
40,huarache,ⁿduša̧,cuat11,125,cuat
40,huarache,ⁿdi̧Nñȩ,cuau11,125,cuau
40,huarache,ⁿdísa̧,cuil11,125,cui
40,huarache,ⁿdi̧ñȩ,cuya11,125,cuya
40,huarache,ⁿdiša,diux11,125,diux
40,huarache,ⁿčiša̧,dura11,125,durz
40,huarache,ⁿdüsa,esta11,125,silm
40,huarache,čau,este11,125,este
40,huarache,ⁿdisa,flor11,125,flor
40,huarache,ⁿdixā̧,gran11,125,mig
40,huarache,ⁿdisa,guad11,125,guad
40,huarache,ⁿdiča̧,huaz11,125,huaz
40,huarache,čiwi,huit11,125,huit
40,huarache,ⁿdixʸȩ,itun11,125,itun
40,huarache,ⁿdùsà,ixpa11,125,ixpn
40,huarache,ⁿdiča̧ʔ,ixta11,125,ixty
40,huarache,ⁿǰisa,ixta12,125,ixtl
40,huarache,ⁿdisa,ixta13,125,ixtp
40,huarache,ⁿdiča̧,jami11,125,jam
40,huarache,ⁿǰisa,jate11,125,jalt
40,huarache,ⁿdiča̧ʔ,jica11,125,jict
40,huarache,ⁿdiča̧ʔ,jica12,125,jicy
40,huarache,ⁿǰisa,joco11,125,joco
40,huarache,ⁿdiṣa,juxt11,125,juxt
40,huarache,ⁿdʸiča̧,lore11,125,lor
40,huarache,ⁿdiča̧,mech11,125,mech
40,huarache,ⁿdisa,mica11,125,mic
40,huarache,ⁿdʸiča,mixt11,125,mix
40,huarache,ⁿdixa̧,moli11,125,moli
40,huarache,ⁿdisa,mont12,125,mont
40,huarache,ⁿdixi̧,mont13,125,verd
40,huarache,ⁿdüša,more11,125,mor
40,huarache,ⁿčisa,ndua11,125,ndua
40,huarache,ⁿǰisa,ndua11,125,ndua
40,huarache,ⁿdisa,nuch11,125,nuch
40,huarache,ⁿdixa̧,nund12,125,ndi
40,huarache,ⁿdixa̧,nund13,125,ndo
40,huarache,ⁿdʸiča,nuti11,125,nuti
40,huarache,ⁿǰišȩ,nuxa11,125,nuxa
40,huarache,ⁿǰiše,nuxi11,125,nuxi
40,huarache,ⁿd̩iša,nuxi11,125,nuxi
40,huarache,nì̧xʸà̧,nuyo11,125,nuyo
40,huarache,nì̧xà̧,ocot11,125,oco
40,huarache,ⁿdixa,pena12,125,peña
40,huarache,ⁿdísá,peno11,125,peño
40,herradura,čàu̧,peno11,125,peño
40,huarache,ⁿǰi̧ņȩ,pied11,125,pied
40,huarache,ⁿdiča,pino11,125,pinn
40,huarache,ⁿdiča̧ʔ,pino12,125,pinl
40,huarache,ni̧xʸa̧,prog11,125,prog
40,huarache,ⁿdusa,prog12,125,silp
40,huarache,ⁿdixȩʔ,prom01,125,p-mixtec
40,huarache,ⁿdixe͂ʔ,prom01,125,p-mixtec
40,huarache,ⁿčiša,reye11,125,rey
40,huarache,ⁿdiča̧ʔ,sayu11,125,sayu
40,huarache,ⁿǰi̧i̧ᵑ,sind11,125,sind
40,huarache,ⁿdixa̧-i̧,sini11,125,sinc
40,huarache,ⁿǰisa̧,soya11,125,soy
40,huarache,ⁿdiše,tama11,125,tamj
40,huarache,ⁿduša,tama12,125,tams
40,huarache,ⁿdiʔxi̧,tata11,125,tata
40,huarache,ⁿčiša,teco11,125,teco
40,huarache,ⁿdiNņa̧,teit11,125,teit
40,huarache,ⁿdiča,tejo11,125,tejc
40,huarache,ⁿdiȼa,tejo11,125,tejc
40,huarache,ⁿdisa̧,tepe11,125,tepj
40,huarache,ⁿdiča̧ʔ,tepe12,125,tept
40,huarache,ⁿdisa̧,tepo11,125,tepo
40,huarache,ⁿǰisa̧,tida11,125,tida
40,huarache,ⁿdiṣ̌a̧,tila11,125,til
40,huarache,ⁿdixa̧,tlac11,125,tlac
40,huarache,ⁿčaa,tlal11,125,tlal
40,huarache,čua,tlaz11,125,tlaz
40,huarache,ⁿdisa̧,tona11,125,ton
40,huarache,ⁿdisa̧,toto12,125,tot
40,huarache,ⁿdiča̧,tutu11,125,tut
40,huarache,ⁿdisa̧,xaya11,125,jer
40,huarache,ⁿdìsà̧,xaya12,125,xay
40,huarache,ⁿdiša,yolo11,125,yolt
40,huarache,ⁿdisa,yolo12,125,yolx
40,huarache,ⁿdiNņa̧,yoso11,125,yoso
40,huarache,ⁿdixa̧,yucu11,125,yuca
40,huarache,nì̧xʸà̧,yucu12,125,yuci
40,huarache,ⁿdìsà,yucu13,125,yucñ
40,huarache,ʔí-ⁿdìsʸá̧,yucu15,125,yuco
40,huarache,ⁿdisa,yucu16,125,yucq
40,huarache,ⁿǰi̧i̧ᵑ,yuta11,125,yutn
40,huarache,čau,yuta12,125,yuta
40,huarache,ⁿdiča̧ʔ,zaca11,125,zac
40,huarache,ⁿsʸisa̧,zapo11,125,zap
40,huarache,ⁿdʸisa̧,zapo11,125,zap
41,"calzón, pantalón",kutu-saʔa,acat11,181,acat
41,"calzón, pantalón",šati,ahue11,181,ahue
41,"calzón, pantalón",šatu,alco11,181,alco
41,"calzón, pantalón",đo̧ʔno̧-kʷiši̧,apoa11,181,apoa
41,"calzón, pantalón",sati,aten11,181,aten
41,"calzón, pantalón",čatu,atoy11,181,atoy
41,"calzón, pantalón",šaʰtu,ayut11,181,ayut
41,"calzón, pantalón",šatu,brav11,181,cruz
41,"calzón, pantalón",sati,caca11,181,cac
41,"calzón, pantalón",šati,cahu11,181,cah
41,"calzón, pantalón",kalso̧ni̧,chal11,181,chal
41,"calzón, pantalón",čoto-čaʔa,chay11,181,chay
41,"calzón, pantalón",satu,chaz11,181,chaz
41,"calzón, pantalón",đo̧ʔno̧ kʷiši,chic11,181,chic
41,"calzón, pantalón",ṣ̌ata,chig11,181,chig
41,"calzón, pantalón",šatu,coic11,181,coi
41,"calzón, pantalón",ti-čaʔa,colo11,181,colo
41,"calzón, pantalón",satu,coso11,181,cos
41,"calzón, pantalón",šati,cuat11,181,cuat
41,"calzón, pantalón",đɨʔɨ,cuau11,181,cuau
41,"calzón, pantalón",ti̧ʔi̧,cuya11,181,cuya
41,"calzón, pantalón",šati,dura11,181,durz
41,"calzón, pantalón",sati,esta11,181,silm
41,"calzón, pantalón",saȼi,guad11,181,guad
41,"calzón, pantalón",kutu-čaʔa,huaz11,181,huaz
41,"calzón, pantalón",kasu̧ni̧,huit11,181,huit
41,"calzón, pantalón",so̧no̧-kaʔa,itun11,181,itun
41,"calzón, pantalón",sači,ixpa11,181,ixpn
41,"calzón, pantalón",čatu,ixta11,181,ixty
41,"calzón, pantalón",satu,ixta12,181,ixtl
41,"calzón, pantalón",kutu-čaʔa,jami11,181,jam
41,"calzón, pantalón",čatu,jica11,181,jict
41,"calzón, pantalón",čatu,jica12,181,jicy
41,"calzón, pantalón",satu,juxt11,181,juxt
41,"calzón, pantalón",ti-čaʔa,lore11,181,lor
41,"calzón, pantalón",ti-čaʔa,mech11,181,mech
41,"calzón, pantalón",čatu,mixt11,181,mix
41,"calzón, pantalón",su̧nu̧-ka,mont13,181,verd
41,"calzón, pantalón",kalso̧ni̧,mont14,181,lobo
41,"calzón, pantalón",šati,more11,181,mor
41,"calzón, pantalón",sati,nuch11,181,nuch
41,"calzón, pantalón",šetʸu,nuxa11,181,nuxa
41,"calzón, pantalón",šetʸu,nuxi11,181,nuxi
41,"calzón, pantalón",žātū,nuyo11,181,nuyo
41,"calzón, pantalón",xātù,ocot11,181,oco
41,"calzón, pantalón",kàrsòni̧,peno11,181,peño
41,"calzón, pantalón",žetu,pied11,181,pied
41,"calzón, pantalón",čatu,pino11,181,pinn
41,"calzón, pantalón",čatu,pino12,181,pinl
41,"calzón, pantalón",xetu,prom01,181,p-mixtec
41,"calzón, pantalón",šatu,reye11,181,rey
41,"calzón, pantalón",čatu,sayu11,181,sayu
41,"calzón, pantalón",žetu,sind11,181,sind
41,"calzón, pantalón",kalso̧ni̧,soya11,181,soy
41,"calzón, pantalón",žatu,tama11,181,tamj
41,"calzón, pantalón",šati,tama12,181,tams
41,"calzón, pantalón",šati,teco11,181,teco
41,"calzón, pantalón",ṣ̌etu,teit11,181,teit
41,"calzón, pantalón",satu,tepe11,181,tepj
41,"calzón, pantalón",čatu,tepe12,181,tept
41,"calzón, pantalón",satu,tepo11,181,tepo
41,"calzón, pantalón",satu,tida11,181,tida
41,"calzón, pantalón",ṣ̌atu,tila11,181,til
41,"calzón, pantalón",itNi̧,tlac11,181,tlac
41,"calzón, pantalón",sʸatü,tlac12,181,tlam
41,"calzón, pantalón",satu-ma̧a̧,tlal11,181,tlal
41,"calzón, pantalón",satu,tona11,181,ton
41,"calzón, pantalón",kʸutu-čaʔa,tutu11,181,tut
41,"calzón, pantalón",sātū,xaya12,181,xay
41,"calzón, pantalón",satu,yolo12,181,yolx
41,"calzón, pantalón",kalso̧n,yoso11,181,yoso
41,"calzón, pantalón",xatu,yucu11,181,yuca
41,"calzón, pantalón",yàtù,yucu12,181,yuci
41,"calzón, pantalón",sati,yucu13,181,yucñ
41,"calzón, pantalón",čātù,yucu15,181,yuco
41,"calzón, pantalón",čatu,zaca11,181,zac
41,"calzón, pantalón",satʸu,zapo11,181,zap
42,huipil,šiku̧,acat11,48,acat
42,camisa,su̧ʔnu̧,achi11,48,achi
42,huipil,šiku̧,alco11,48,alco
42,huipil,đu̧ʔnu̧,apas11,48,apas
42,huipil,đo̧ʔno̧,apoa11,48,apoa
42,huipil,kamisa,atat11,48,atat
42,huipil,šiku,atoy11,48,atoy
42,huipil,šīʰku̧,ayut11,48,ayut
42,huipil,šiko̧,brav11,48,cruz
42,huipil,đo̧no̧,caca11,48,cac
42,huipil,siko̧,cahu11,48,cah
42,huipil,čii,chal11,48,chal
42,huipil,su ⁿduʔu,chay11,48,chay
42,huipil,đo̧ʔno̧,chic11,48,chic
42,huipil,kutuu,chig11,48,chig
42,huipil,đu̧ʔnu̧,coat11,48,coat
42,huipil,šìku̧,coic11,48,coi
42,huipil,šiku̧,colo11,48,colo
42,huipil,điku̧,coso11,48,cos
42,huipil,šiku̧,cuat11,48,cuat
42,huipil,šiko̧,cuat11,48,cuat
42,huipil,điʰku̧,cuau11,48,cuau
