IDlist,GLOSS,VALUE,FORM,ID,NOTES,DOCULECT,SOURCE
93,rastrojo,ñàmà,,3404,,mont12,josserand1983mixtec
93,rastrojo,tiàmá,,3405,,mixt11,josserand1983mixtec
94,surco,chìchi,,3406,,tlah11,josserand1983mixtec
94,surco,í'tsin,,3407,,pied12,josserand1983mixtec
94,surco,chìchi,,3408,,flor12,josserand1983mixtec
94,surco,chìchi,,3409,,mont12,josserand1983mixtec
94,surco,chìchi,,3410,,mixt11,josserand1983mixtec
94,surco,,,3411,,tlah11,josserand1983mixtec
94,surco,,,3412,,pied12,josserand1983mixtec
94,surco,,,3413,,flor12,josserand1983mixtec
94,surco,yikò,,3414,,mont12,josserand1983mixtec
95,espiga de milpa (215? GRB),yokó itu,,3415,,tlah11,josserand1983mixtec
95,espiga de milpa (215? GRB),yojkǒ,,3416,,pied12,josserand1983mixtec
95,espiga de milpa (215? GRB),yojkǒ,,3417,,flor12,josserand1983mixtec
95,espiga de milpa (215? GRB),,,3418,,mont12,josserand1983mixtec
96,frijol,nduchí,,3419,,tlah11,josserand1983mixtec
96,frijol,ntuchǐ,,3420,,pied12,josserand1983mixtec
96,frijol,ntujchǐ,,3421,,flor12,josserand1983mixtec
96,frijol,nduchì,,3422,,mont12,josserand1983mixtec
96,frijol,nduchǐ,,3423,,mixt11,josserand1983mixtec
97,ejote,ndìchi,,3424,,tlah11,josserand1983mixtec
97,ejote,nchìchî,,3425,,pied12,josserand1983mixtec
97,ejote,nchǐchî,,3426,,flor12,josserand1983mixtec
97,ejote,ndìchi,,3427,,mont12,josserand1983mixtec
97,ejote,nchichî,,3428,,mixt11,josserand1983mixtec
98,chile,ya'á,,3429,,tlah11,josserand1983mixtec
98,chile,ya'ǎ,,3430,,pied12,josserand1983mixtec
98,chile,ya'ǎ,,3431,,flor12,josserand1983mixtec
98,chile,yá'à,,3432,,mont12,josserand1983mixtec
98,chile,ya'á,,3433,,mixt11,josserand1983mixtec
99,sal,ìín,,3434,,tlah11,josserand1983mixtec
99,sal,ìjǐn,,3435,,pied12,josserand1983mixtec
99,sal,ììn,,3436,,flor12,josserand1983mixtec
99,sal,nìì,,3437,,mont12,josserand1983mixtec
99,sal,ìǐn,,3438,,mixt11,josserand1983mixtec
100,calabaza,ikín,,3439,,tlah11,josserand1983mixtec
100,calabaza,ikǐn,,3440,,pied12,josserand1983mixtec
100,calabaza,ijkǐn,,3441,,flor12,josserand1983mixtec
100,calabaza,yikì,,3442,,mont12,josserand1983mixtec
100,calabaza,íki,,3443,,mixt11,josserand1983mixtec
100,calabaza,ikín,,3444,,tlah11,josserand1983mixtec
100,calabaza,kiá'mǐ,,3445,,pied12,josserand1983mixtec
100,calabaza,ikǐn,,3446,,flor12,josserand1983mixtec
100,calabaza,yikì,,3447,,mont12,josserand1983mixtec
100,calabaza,ikǐ,,3448,,mixt11,josserand1983mixtec
101,chayote,nañá,,3449,,tlah11,josserand1983mixtec
101,chayote,nañǎ,,3450,,pied12,josserand1983mixtec
101,chayote,najñǎ,,3451,,flor12,josserand1983mixtec
101,chayote,tináñà,,3452,,mont12,josserand1983mixtec
101,chayote,nañǎ,,3453,,mixt11,josserand1983mixtec
102,caña,ndòó,,3454,,tlah11,josserand1983mixtec
102,caña,ntòjǒ,,3455,,pied12,josserand1983mixtec
102,caña,ntojǒ,,3456,,flor12,josserand1983mixtec
102,caña,ndòò,,3457,,mont12,josserand1983mixtec
102,caña,ndòó,,3458,,mixt11,josserand1983mixtec
103,miel,ñùñú,,3459,,tlah11,josserand1983mixtec
103,miel,ntǔxi,,3460,,pied12,josserand1983mixtec
103,miel,ntǔxi,,3461,,flor12,josserand1983mixtec
103,miel,ñoñò,,3462,,mont12,josserand1983mixtec
103,miel,ndǔxì,,3463,,mixt11,josserand1983mixtec
104,manteca,xà'an,,3464,,tlah11,josserand1983mixtec
104,manteca,xǎ'ân,,3465,,pied12,josserand1983mixtec
104,manteca,xǎ'ân,,3466,,flor12,josserand1983mixtec
104,manteca,xà'án,,3467,,mont12,josserand1983mixtec
104,manteca,xǎ'àn,,3468,,mixt11,josserand1983mixtec
105,huevo,ndìví,,3469,,tlah11,josserand1983mixtec
105,huevo,ntsìvǐ,,3470,,pied12,josserand1983mixtec
105,huevo,ntsìjvǐ,,3471,,flor12,josserand1983mixtec
105,huevo,ndìvì,,3472,,mont12,josserand1983mixtec
105,huevo,ndìvǐ,,3473,,mixt11,josserand1983mixtec
106,tomate,tnàná,,3474,,tlah11,josserand1983mixtec
106,tomate,tsìnanǎ,,3475,,pied12,josserand1983mixtec
106,tomate,tsìnanǎ,,3476,,flor12,josserand1983mixtec
106,tomate,tìnanà,,3477,,mont12,josserand1983mixtec
106,tomate,tinǎna,,3478,,mixt11,josserand1983mixtec
107,camote,ndya'mí,,3479,,tlah11,josserand1983mixtec
107,camote,ña'mǐ,,3480,,pied12,josserand1983mixtec
107,camote,ña'mì,,3481,,flor12,josserand1983mixtec
107,camote,ñamìì,,3482,,mont12,josserand1983mixtec
107,camote,ña'mǐ,,3483,,mixt11,josserand1983mixtec
108,aguacate,tìchi,,3484,,tlah11,josserand1983mixtec
108,aguacate,chìjchí,,3485,,pied12,josserand1983mixtec
108,aguacate,chìjchí,,3486,,flor12,josserand1983mixtec
108,aguacate,tìchí,,3487,,mont12,josserand1983mixtec
108,aguacate,tǐchi,,3488,,mixt11,josserand1983mixtec
109,plátano,ndiká,,3489,,tlah11,josserand1983mixtec
109,plátano,ntsijkǎ,,3490,,pied12,josserand1983mixtec
109,plátano,ntsijkǎ,,3491,,flor12,josserand1983mixtec
109,plátano,ndikà,,3492,,mont12,josserand1983mixtec
109,plátano,nchikǎ,,3493,,mixt11,josserand1983mixtec
110,nopal,vì'tá,,3494,,tlah11,josserand1983mixtec
110,nopal,vi'ntsiǎ,,3495,,pied12,josserand1983mixtec
110,nopal,vi'ntsiǎ,,3496,,flor12,josserand1983mixtec
110,nopal,mindyà,,3497,,mont12,josserand1983mixtec
110,nopal,mì'nchǎ,,3498,,mixt11,josserand1983mixtec
111,mamey,ndiká kwá'a,,3499,,tlah11,josserand1983mixtec
111,mamey,ntsiká kuá'a,,3500,,pied12,josserand1983mixtec
111,mamey,ntsiká kuá'a,,3501,,flor12,josserand1983mixtec
111,mamey,ndokò kuaá,,3502,,mont12,josserand1983mixtec
111,mamey,,,3503,,mixt11,josserand1983mixtec
111,zapote,ndokó,,3504,,tlah11,josserand1983mixtec
111,zapote,ntòkǒ,,3505,,pied12,josserand1983mixtec
111,zapote,ntsìká kuá'a,,3506,,flor12,josserand1983mixtec
111,zapote,ndokò,,3507,,mont12,josserand1983mixtec
112,chirimoya,ndokó tyá'tàn,,3508,,tlah11,josserand1983mixtec
112,chirimoya,ntokǒ,,3509,,pied12,josserand1983mixtec
112,chirimoya,ntojkǒ,,3510,,flor12,josserand1983mixtec
112,chirimoya,,,3511,,mont12,josserand1983mixtec
113,hongo,xì'í,,3512,,tlah11,josserand1983mixtec
113,hongo,xi'ǐ,,3513,,pied12,josserand1983mixtec
113,hongo,xi'ǐ,,3514,,flor12,josserand1983mixtec
113,hongo,sì'ì,,3515,,mont12,josserand1983mixtec
113,hongo,tsì'ǐ,,3516,,mixt11,josserand1983mixtec
114,carne,kùñu,,3517,,tlah11,josserand1983mixtec
114,carne,koñû,,3518,,pied12,josserand1983mixtec
114,carne,koñô,,3519,,flor12,josserand1983mixtec
114,carne,kòño,,3520,,mont12,josserand1983mixtec
114,carne,kǔñù,,3521,,mixt11,josserand1983mixtec
115,comal,xìyó,,3522,,tlah11,josserand1983mixtec
115,comal,xìyǒ,,3523,,pied12,josserand1983mixtec
115,comal,xìjyǒ,,3524,,flor12,josserand1983mixtec
115,comal,,,3525,,mont12,josserand1983mixtec
115,comal,tsiòó,,3526,,mixt11,josserand1983mixtec
116,olla,kìsi,,3527,,tlah11,josserand1983mixtec
116,olla,kìsi,,3528,,pied12,josserand1983mixtec
116,olla,kìsi,,3529,,flor12,josserand1983mixtec
116,olla,kìji,,3530,,mont12,josserand1983mixtec
116,olla,kìsi,,3531,,mixt11,josserand1983mixtec
117,horno,xitùn,,3532,,tlah11,josserand1983mixtec
117,horno,xìtùn,,3533,,pied12,josserand1983mixtec
117,horno,,,3534,,flor12,josserand1983mixtec
117,horno,sìtò,,3535,,mont12,josserand1983mixtec
117,horno,tsìtù,,3536,,mixt11,josserand1983mixtec
118,"fuego, lumbre",ñu'ùn,,3537,,tlah11,josserand1983mixtec
118,"fuego, lumbre",ñu'ù,,3538,,pied12,josserand1983mixtec
118,"fuego, lumbre",ñu'ù,,3539,,flor12,josserand1983mixtec
118,"fuego, lumbre",ñoò,,3540,,mont12,josserand1983mixtec
118,"fuego, lumbre",ñu'ù,,3541,,mixt11,josserand1983mixtec
119,ceniza,yàá,,3542,,tlah11,josserand1983mixtec
119,ceniza,yàjǎ,,3543,,pied12,josserand1983mixtec
119,ceniza,yàjǎ,,3544,,flor12,josserand1983mixtec
119,ceniza,ya'à,,3545,,mont12,josserand1983mixtec
119,ceniza,yàá,,3546,,mixt11,josserand1983mixtec
120,carbón,tùún,,3547,,tlah11,josserand1983mixtec
120,carbón,tùún,,3548,,pied12,josserand1983mixtec
120,carbón,tòjǔn,,3549,,flor12,josserand1983mixtec
120,carbón,tò'òn,,3550,,mont12,josserand1983mixtec
120,carbón,tùǔn,,3551,,mixt11,josserand1983mixtec
120,carbón,tùún,,3552,,tlah11,josserand1983mixtec
120,carbón,tsìkàyì,,3553,,pied12,josserand1983mixtec
120,carbón,tùjun,,3554,,flor12,josserand1983mixtec
120,carbón,to'on,,3555,,mont12,josserand1983mixtec
121,humo,yu'mà,,3556,,tlah11,josserand1983mixtec
121,humo,i'màn,,3557,,pied12,josserand1983mixtec
121,humo,ì'mân,,3558,,flor12,josserand1983mixtec
121,humo,ñìmà,,3559,,mont12,josserand1983mixtec
121,humo,ñu'ma`,,3560,,mixt11,josserand1983mixtec
122,basura,xe'è,,3561,,tlah11,josserand1983mixtec
122,basura,xè'è,,3562,,pied12,josserand1983mixtec
122,basura,xè'è,,3563,,flor12,josserand1983mixtec
122,basura,sè'è,,3564,,mont12,josserand1983mixtec
122,basura,mǐ'in ,,3565,,mixt11,josserand1983mixtec
124,jícara,yaxín  te'é,,3566,,tlah11,josserand1983mixtec
124,jícara,yaxǐn tsié'é,,3567,,pied12,josserand1983mixtec
124,jícara,yaxǐn,,3568,,flor12,josserand1983mixtec
124,jícara,yasì,,3569,,mont12,josserand1983mixtec
124,jícara,yátsǐ,,3570,,mixt11,josserand1983mixtec
125,tenate,ndò'ó,,3571,,tlah11,josserand1983mixtec
125,tenate,ntò'ǒ,,3572,,pied12,josserand1983mixtec
125,tenate,ntò'ǒ,,3573,,flor12,josserand1983mixtec
125,tenate,ndò'ò,,3574,,mont12,josserand1983mixtec
125,tenate,ndoò tsítí,,3575,,mixt11,josserand1983mixtec
125,canasta,tòká,,3576,,tlah11,josserand1983mixtec
125,canasta,kanàsta,,3577,,pied12,josserand1983mixtec
125,canasta,tìká,,3578,,flor12,josserand1983mixtec
125,canasta,,,3579,,mont12,josserand1983mixtec
127,hilo,yù'và,,3580,,tlah11,josserand1983mixtec
127,hilo,yi'và,,3581,,pied12,josserand1983mixtec
127,hilo,yi'và,,3582,,flor12,josserand1983mixtec
127,hilo,yìvà,,3583,,mont12,josserand1983mixtec
127,hilo,yù'à,,3584,,mixt11,josserand1983mixtec
128,peine,kwikà,,3585,,tlah11,josserand1983mixtec
128,peine,kuijkà,,3586,,pied12,josserand1983mixtec
128,peine,kuikà,,3587,,flor12,josserand1983mixtec
128,peine,kuìkà,,3588,,mont12,josserand1983mixtec
128,peine,kwìkà,,3589,,mixt11,josserand1983mixtec
129,mecate,yo'ó,,3590,,tlah11,josserand1983mixtec
129,mecate,yo'ǒ,,3591,,pied12,josserand1983mixtec
129,mecate,yo'ǒ,,3592,,flor12,josserand1983mixtec
129,mecate,yo'ò,,3593,,mont12,josserand1983mixtec
129,mecate,yo'ó,,3594,,mixt11,josserand1983mixtec
130,agujero,yàvì,,3595,,tlah11,josserand1983mixtec
130,agujero,yavì,,3596,,pied12,josserand1983mixtec
130,agujero,yavì,,3597,,flor12,josserand1983mixtec
130,agujero,yavì,,3598,,mont12,josserand1983mixtec
130,agujero,yavì,,3599,,mixt11,josserand1983mixtec
131,red,yáti,,3600,,tlah11,josserand1983mixtec
131,red,yujñǔ,,3601,,pied12,josserand1983mixtec
131,red,,,3602,,flor12,josserand1983mixtec
131,red,tiyivá,,3603,,mont12,josserand1983mixtec
131,red,ñunǔ,,3604,,mixt11,josserand1983mixtec
132,jabón,nàma,,3605,,tlah11,josserand1983mixtec
132,jabón,nǎjma,,3606,,flor12,josserand1983mixtec
133,anillo,xé'é,,3607,,tlah11,josserand1983mixtec
134,luna,yóǒ,,3608,,tlah11,josserand1983mixtec
134,luna,yòjǒ,,3609,,pied12,josserand1983mixtec
134,luna,yòjǒ,,3610,,flor12,josserand1983mixtec
134,luna,yòò,,3611,,mont12,josserand1983mixtec
134,luna,yòó,,3612,,mixt11,josserand1983mixtec
135,nube,vìkó,,3613,,tlah11,josserand1983mixtec
135,nube,vìkǒ,,3614,,pied12,josserand1983mixtec
135,nube,vìjkǒ,,3615,,flor12,josserand1983mixtec
135,nube,vìkò,,3616,,mont12,josserand1983mixtec
135,nube,vìkǒ,,3617,,mixt11,josserand1983mixtec
136,relámpago,taxan sàví,,3618,,tlah11,josserand1983mixtec
136,relámpago,taxa,,3619,,pied12,josserand1983mixtec
136,relámpago,kááni sàjvǐ / taxa,,3620,,flor12,josserand1983mixtec
136,relámpago,,,3621,,mont12,josserand1983mixtec
136,relámpago,ntsá nduchǎ,,3622,,mixt11,josserand1983mixtec
136,rayo,kaxan,,3623,,tlah11,josserand1983mixtec
136,rayo,taxa,,3624,,pied12,josserand1983mixtec
136,rayo,taxa,,3625,,flor12,josserand1983mixtec
136,rayo,ndasa,,3626,,mont12,josserand1983mixtec
136,rayo,tatsa,,3627,,mixt11,josserand1983mixtec
137,agua,tìkwíi,,3628,,tlah11,josserand1983mixtec
137,agua,tsìkuǐi,,3629,,pied12,josserand1983mixtec
137,agua,tsìkuǐi,,3630,,flor12,josserand1983mixtec
137,agua,tikuií,,3631,,mont12,josserand1983mixtec
137,agua,chukwíi,,3632,,mixt11,josserand1983mixtec
138,lluvia,sàví,,3633,,tlah11,josserand1983mixtec
138,lluvia,sàvǐ,,3634,,pied12,josserand1983mixtec
138,lluvia,sàjvǐ,,3635,,flor12,josserand1983mixtec
138,lluvia,jàvì,,3636,,mont12,josserand1983mixtec
138,lluvia,sàvǐ,,3637,,mixt11,josserand1983mixtec
139,río,ìta,,3638,,tlah11,josserand1983mixtec
139,río,ìtsia,,3639,,pied12,josserand1983mixtec
139,río,ìjtsia,,3640,,flor12,josserand1983mixtec
139,río,yùtya,,3641,,mont12,josserand1983mixtec
139,río,yùcha,,3642,,mixt11,josserand1983mixtec
140,rocío,kaxin,,3643,,tlah11,josserand1983mixtec
140,rocío,yúyú,,3644,,pied12,josserand1983mixtec
140,rocío,yúyú es brisa / yìva cuando hace mucho frio como,,3645,,flor12,josserand1983mixtec
140,rocío,yúyú,,3646,,mont12,josserand1983mixtec
140,rocío,yúyú,,3647,,mixt11,josserand1983mixtec
141,cerro,ko'nto,,3648,,tlah11,josserand1983mixtec
141,cerro,ko'nto,,3649,,pied12,josserand1983mixtec
141,cerro,ko'nto,,3650,,flor12,josserand1983mixtec
141,cerro,yukù,,3651,,mont12,josserand1983mixtec
141,cerro,yùkǔ,,3652,,mixt11,josserand1983mixtec
142,llano,yosó,,3653,,tlah11,josserand1983mixtec
142,llano,yosǒ ,,3654,,pied12,josserand1983mixtec
142,llano,yosǒ ,,3655,,flor12,josserand1983mixtec
142,llano,yojò,,3656,,mont12,josserand1983mixtec
142,llano,yosǒ,,3657,,mixt11,josserand1983mixtec
143,piedra,yùú,,3658,,tlah11,josserand1983mixtec
143,piedra,yùjǔ,,3659,,pied12,josserand1983mixtec
143,piedra,yùjǔ,,3660,,flor12,josserand1983mixtec
143,piedra,yùù,,3661,,mont12,josserand1983mixtec
143,piedra,yùú,,3662,,mixt11,josserand1983mixtec
144,algodón,kàchí,,3663,,tlah11,josserand1983mixtec
144,algodón,kàchǐ,,3664,,pied12,josserand1983mixtec
144,algodón,kàjchǐ,,3665,,flor12,josserand1983mixtec
144,algodón,kàchì,,3666,,mont12,josserand1983mixtec
144,algodón,kàchǐ,,3667,,mixt11,josserand1983mixtec
145,fierro,kàà,,3668,,tlah11,josserand1983mixtec
145,fierro,kǎà,,3669,,pied12,josserand1983mixtec
145,fierro,kàa,,3670,,flor12,josserand1983mixtec
145,fierro,kà'a,,3671,,mont12,josserand1983mixtec
145,fierro,kàa,,3672,,mixt11,josserand1983mixtec
146,papel,tutu,,3673,,tlah11,josserand1983mixtec
146,papel,tujtû,,3674,,pied12,josserand1983mixtec
146,papel,tutu,,3675,,flor12,josserand1983mixtec
146,papel,tutì,,3676,,mont12,josserand1983mixtec
147,cal,kaka,,3677,,tlah11,josserand1983mixtec
147,cal,kajkâ,,3678,,pied12,josserand1983mixtec
147,cal,kajka,,3679,,flor12,josserand1983mixtec
147,cal,kakà,,3680,,mont12,josserand1983mixtec
147,cal,kakà,,3681,,mixt11,josserand1983mixtec
148,cera,yùmá,,3682,,tlah11,josserand1983mixtec
148,cera,ìmǎ,,3683,,pied12,josserand1983mixtec
148,cera,ìjmǎ,,3684,,flor12,josserand1983mixtec
148,cera,nìmà,,3685,,mont12,josserand1983mixtec
148,cera,ñùmǎ,,3686,,mixt11,josserand1983mixtec
149,lodo,ndà'ì,,3687,,tlah11,josserand1983mixtec
149,lodo,ntsia'yì,,3688,,pied12,josserand1983mixtec
149,lodo,ntsia'yì,,3689,,flor12,josserand1983mixtec
149,lodo,ndyàyì,,3690,,mont12,josserand1983mixtec
149,lodo,nchà'ì,,3691,,mixt11,josserand1983mixtec
150,espuma,ñùñùn,,3692,,tlah11,josserand1983mixtec
150,espuma,chìkìñù,,3693,,pied12,josserand1983mixtec
150,espuma,chìkìñù,,3694,,flor12,josserand1983mixtec
150,espuma,chi'ìñò,,3695,,mont12,josserand1983mixtec
150,espuma,tiñun`,,3696,,mixt11,josserand1983mixtec
150,espuma,chiñùn,,3697,,tlah11,josserand1983mixtec
150,espuma,,,3698,,pied12,josserand1983mixtec
150,espuma,,,3699,,mont12,josserand1983mixtec
150,espuma,,,3700,,mixt11,josserand1983mixtec
151,polvo,yáka,,3701,,tlah11,josserand1983mixtec
151,polvo,yájkǎ,,3702,,pied12,josserand1983mixtec
151,polvo,yakǎ,,3703,,flor12,josserand1983mixtec
151,polvo,yàká,,3704,,mont12,josserand1983mixtec
151,polvo,yǎka,,3705,,mixt11,josserand1983mixtec
152,rojo,kwá'a,,3706,,tlah11,josserand1983mixtec
152,rojo,kuá'a,,3707,,pied12,josserand1983mixtec
152,rojo,kuá'a,,3708,,flor12,josserand1983mixtec
152,rojo,kua'á,,3709,,mont12,josserand1983mixtec
152,rojo,kwaá o kwá'à ,,3710,,mixt11,josserand1983mixtec
153,verde,kwí'ǐ,,3711,,tlah11,josserand1983mixtec
153,verde,kuijǐ,,3712,,pied12,josserand1983mixtec
153,verde,kuijǐ,,3713,,flor12,josserand1983mixtec
153,verde,kuíì,,3714,,mont12,josserand1983mixtec
153,verde,kwíìí  (o) kwíǐ,,3715,,mixt11,josserand1983mixtec
154,amarillo,kwáan,,3716,,tlah11,josserand1983mixtec
154,amarillo,kuáan,,3717,,pied12,josserand1983mixtec
154,amarillo,kuáan,,3718,,flor12,josserand1983mixtec
154,amarillo,kuaán,,3719,,mont12,josserand1983mixtec
154,amarillo,kwáan,,3720,,mixt11,josserand1983mixtec
155,negro,ndáá/tùú,,3721,,tlah11,josserand1983mixtec
155,negro,tùjǔn,,3722,,pied12,josserand1983mixtec
155,negro,tòjǒn,,3723,,flor12,josserand1983mixtec
155,negro,tòón,,3724,,mont12,josserand1983mixtec
155,negro,nché'ì,,3725,,mixt11,josserand1983mixtec
155,negro,ndaá/tùú,,3726,,tlah11,josserand1983mixtec
155,negro,ntsiayì,,3727,,pied12,josserand1983mixtec
155,negro,,,3728,,flor12,josserand1983mixtec
155,negro,,,3729,,mont12,josserand1983mixtec
155,negro,nché'ì,,3730,,mixt11,josserand1983mixtec
156,blanco,yaa,,3731,,tlah11,josserand1983mixtec
156,blanco,yaa,,3732,,pied12,josserand1983mixtec
156,blanco,yaa,,3733,,flor12,josserand1983mixtec
156,blanco,yaa,,3734,,mont12,josserand1983mixtec
156,blanco,yaa,,3735,,mixt11,josserand1983mixtec
157,uno,iin,,3736,,tlah11,josserand1983mixtec
157,uno,iin,,3737,,pied12,josserand1983mixtec
157,uno,iin,,3738,,flor12,josserand1983mixtec
157,uno,iin,,3739,,mont12,josserand1983mixtec
157,uno,iin,,3740,,mixt11,josserand1983mixtec
158,dos,ùvì,,3741,,tlah11,josserand1983mixtec
158,dos,ìvì,,3742,,pied12,josserand1983mixtec
158,dos,ìvì,,3743,,flor12,josserand1983mixtec
158,dos,ìvì,,3744,,mont12,josserand1983mixtec
158,dos,ùvì,,3745,,mixt11,josserand1983mixtec
159,tres,ùnì,,3746,,tlah11,josserand1983mixtec
159,tres,ònì,,3747,,pied12,josserand1983mixtec
159,tres,ònì,,3748,,flor12,josserand1983mixtec
159,tres,ònì,,3749,,mont12,josserand1983mixtec
159,tres,ùnì,,3750,,mixt11,josserand1983mixtec
160,cuatro,kòmí,,3751,,tlah11,josserand1983mixtec
160,cuatro,kòmǐ,,3752,,pied12,josserand1983mixtec
160,cuatro,kòjmǐ,,3753,,flor12,josserand1983mixtec
160,cuatro,kòmì,,3754,,mont12,josserand1983mixtec
160,cuatro,kùmǐ,,3755,,mixt11,josserand1983mixtec
161,cinco,ù'ùn,,3756,,tlah11,josserand1983mixtec
161,cinco,ù'ùn,,3757,,pied12,josserand1983mixtec
161,cinco,ù'ùn,,3758,,flor12,josserand1983mixtec
161,cinco,ò'òn,,3759,,mont12,josserand1983mixtec
161,cinco,ù'ùn,,3760,,mixt11,josserand1983mixtec
162,seis,ìñù,,3761,,tlah11,josserand1983mixtec
162,seis,ìñù,,3762,,pied12,josserand1983mixtec
162,seis,ìñù,,3763,,flor12,josserand1983mixtec
162,seis,ìñò,,3764,,mont12,josserand1983mixtec
162,seis,ìñù,,3765,,mixt11,josserand1983mixtec
163,siete,ùxà,,3766,,tlah11,josserand1983mixtec
163,siete,ùxà,,3767,,pied12,josserand1983mixtec
163,siete,ùxà,,3768,,flor12,josserand1983mixtec
163,siete,ùsà,,3769,,mont12,josserand1983mixtec
163,siete,ùtsà,,3770,,mixt11,josserand1983mixtec
164,ocho,ùnà,,3771,,tlah11,josserand1983mixtec
164,ocho,ònà,,3772,,pied12,josserand1983mixtec
164,ocho,ònà,,3773,,flor12,josserand1983mixtec
164,ocho,ònà,,3774,,mont12,josserand1983mixtec
164,ocho,ùnà,,3775,,mixt11,josserand1983mixtec
165,nueve,iìn,,3776,,tlah11,josserand1983mixtec
165,nueve,ììn,,3777,,pied12,josserand1983mixtec
165,nueve,ììn,,3778,,flor12,josserand1983mixtec
165,nueve,ììn,,3779,,mont12,josserand1983mixtec
165,nueve,ììn,,3780,,mixt11,josserand1983mixtec
166,diez,uxì,,3781,,tlah11,josserand1983mixtec
166,diez,ùxì,,3782,,pied12,josserand1983mixtec
166,diez,ùxì,,3783,,flor12,josserand1983mixtec
166,diez,ùsì,,3784,,mont12,josserand1983mixtec
166,diez,ùtsì,,3785,,mixt11,josserand1983mixtec
167,quince,xa'ùn,,3786,,tlah11,josserand1983mixtec
167,quince,xa'ùn,,3787,,pied12,josserand1983mixtec
167,quince,xa'ùn,,3788,,flor12,josserand1983mixtec
167,quince,sà'òn,,3789,,mont12,josserand1983mixtec
167,quince,tsà'ùn,,3790,,mixt11,josserand1983mixtec
168,veinte,oko,,3791,,tlah11,josserand1983mixtec
168,veinte,òjkò,,3792,,pied12,josserand1983mixtec
168,veinte,òkò,,3793,,flor12,josserand1983mixtec
168,veinte,òkò,,3794,,mont12,josserand1983mixtec
169,pobre,ndá'vi,,3795,,tlah11,josserand1983mixtec
169,pobre,ntá'vi,,3796,,pied12,josserand1983mixtec
169,pobre,ntá'vi,,3797,,flor12,josserand1983mixtec
169,pobre,ndaví,,3798,,mont12,josserand1983mixtec
169,pobre,ndávì,,3799,,mixt11,josserand1983mixtec
170,rico ,kwíká,,3800,,tlah11,josserand1983mixtec
170,rico ,kuíjka,,3801,,pied12,josserand1983mixtec
170,rico ,kuíka,,3802,,flor12,josserand1983mixtec
170,rico ,kuíká,,3803,,mont12,josserand1983mixtec
170,rico ,kwíka,,3804,,mixt11,josserand1983mixtec
171,frío,vìxin,,3805,,tlah11,josserand1983mixtec
171,frío,vìxin,,3806,,pied12,josserand1983mixtec
171,frío,vìxin,,3807,,flor12,josserand1983mixtec
171,frío,vìsi,,3808,,mont12,josserand1983mixtec
171,frío,vìtsi,,3809,,mixt11,josserand1983mixtec
172,caliente,i'ní,,3810,,tlah11,josserand1983mixtec
172,caliente,i'ní,,3811,,pied12,josserand1983mixtec
172,caliente,i'ní,,3812,,flor12,josserand1983mixtec
172,caliente,iní,,3813,,mont12,josserand1983mixtec
172,caliente,i'ní,,3814,,mixt11,josserand1983mixtec
173,grande.SG,ká'nu,,3815,,tlah11,josserand1983mixtec
173,grande.SG,ká'nu,,3816,,pied12,josserand1983mixtec
173,grande.SG,ka'nu,,3817,,flor12,josserand1983mixtec
173,grande.SG,káno,,3818,,mont12,josserand1983mixtec
173,grande.SG,ká'nu,,3819,,mixt11,josserand1983mixtec
175,pequeño.SG,lo'o,,3820,,tlah11,josserand1983mixtec
175,pequeño.SG,lo'o,,3821,,pied12,josserand1983mixtec
175,pequeño.SG,lo'o,,3822,,flor12,josserand1983mixtec
175,pequeño.SG,ló'ò,,3823,,mont12,josserand1983mixtec
175,pequeño.SG,kwáchi,,3824,,mixt11,josserand1983mixtec
176,pequeño.PL,válí,,3825,,tlah11,josserand1983mixtec
176,pequeño.PL,,,3826,,pied12,josserand1983mixtec
176,pequeño.PL,lo'o,,3827,,flor12,josserand1983mixtec
176,pequeño.PL,loò,,3828,,mont12,josserand1983mixtec
176,pequeño.PL,kwáchi,,3829,,mixt11,josserand1983mixtec
176,pequeño (en pedazos?),sava vali,,3830,,tlah11,josserand1983mixtec
176,pequeño (en pedazos?),litsín,,3831,,flor12,josserand1983mixtec
176,pequeño (en pedazos?),kwáchi,,3832,,mixt11,josserand1983mixtec
177,largo.SG,kâni,,3833,,tlah11,josserand1983mixtec
177,largo.SG,kajnǐ,,3834,,pied12,josserand1983mixtec
177,largo.SG,kajnǐ,,3835,,flor12,josserand1983mixtec
177,largo.SG,kánìì,,3836,,mont12,josserand1983mixtec
177,largo.SG,kanǐ,,3837,,mixt11,josserand1983mixtec
179,bueno,và'a,,3838,,tlah11,josserand1983mixtec
179,bueno,và'a,,3839,,pied12,josserand1983mixtec
179,bueno,và'a,,3840,,flor12,josserand1983mixtec
179,bueno,và'a,,3841,,mont12,josserand1983mixtec
179,bueno,và'a,,3842,,mixt11,josserand1983mixtec
180,dulce,vìxì,,3843,,tlah11,josserand1983mixtec
180,dulce,vìxì,,3844,,pied12,josserand1983mixtec
180,dulce,vìxì,,3845,,flor12,josserand1983mixtec
180,dulce,vìxì,,3846,,mont12,josserand1983mixtec
180,dulce,vìxì,,3847,,mixt11,josserand1983mixtec
181,salado,u'và,,3848,,tlah11,josserand1983mixtec
181,salado,ò'và,,3849,,pied12,josserand1983mixtec
181,salado,ò'vâ,,3850,,flor12,josserand1983mixtec
181,salado,ìvà,,3851,,mont12,josserand1983mixtec
