"ID"	"DOCULECT"	"CONCEPT"	"GLOSS"	"VALUE"	"FORM"	"IDlist"	"CONCEPTICON_ID"	"LOAN"	"LOAN_SOURCE"	"SOURCE"	"FLOATTONE"	"VARIETY_CODE"
2510	"SanMartinDuraznosMixtec"	"WORKING OR WORK"	"trabajo"	"chuun"	"chuun"	204	1086	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
18915	"SanMartinDuraznosMixtec"	"WORKING OR WORK"	"trabajo"	"ču̧u̧"	"ču̧u̧"	204	1086	"NA"	"NA"	"josserand1983mixtec"	"NA"	"dura11"
2511	"SanMartinDuraznosMixtec"	"WORD"	"palabra"	"tù'un"	"tù'un"	205	1599	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
19040	"SanMartinDuraznosMixtec"	"WORD"	"palabra"	"tù̧ʔu̧"	"tù̧ʔu̧"	205	1599	"NA"	"NA"	"josserand1983mixtec"	"NA"	"dura11"
2512	"SanMartinDuraznosMixtec"	"BLAME"	"culpa"	"kuàchi"	"kuàchi"	206	381	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
19150	"SanMartinDuraznosMixtec"	"BLAME"	"culpa"	"kʷàči"	"kʷàči"	206	381	"NA"	"NA"	"josserand1983mixtec"	"NA"	"dura11"
2513	"SanMartinDuraznosMixtec"	"DREAM"	"sueño"	"mà'ná"	"mà'ná"	207	2455	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
2513	"SanMartinDuraznosMixtec"	"SLEEPY"	"sueño"	"mà'ná"	"mà'ná"	207	3620	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
2514	"SanMartinDuraznosMixtec"	"WHEN"	"cuándo"	"ñama"	"ñama"	208	1238	"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
19249	"SanMartinDuraznosMixtec"		"cuándo"	"ña̧ma̧"	"ña̧ma̧"	208		"NA"	"NA"	"josserand1983mixtec"	"NA"	"dura11"
2515	"SanMartinDuraznosMixtec"		"canción, música"	"yaa"	"yaa"	209		"NA"	"NA"	"hernandez2020san-martin"	"NA"	"dura11"
5364	"SanMartinEstadoMixtec"	"CHILD (DESCENDANT)"	"hijo/hija"	"θaʔži"	"θaʔži"	5	1801	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
5487	"SanMartinEstadoMixtec"	"BROTHER (OF MAN)"	"hermano de hombre"	"ña̧ni̧"	"ña̧ni̧"	9	559	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
5602	"SanMartinEstadoMixtec"	"MAN"	"hombre"	"taa"	"taa"	13	1554	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
5725	"SanMartinEstadoMixtec"	"OWNER"	"dueño"	"ši-toʔo"	"ši-toʔo"	15	1036	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
5813	"SanMartinEstadoMixtec"	"PRIEST"	"sacerdote"	"θütü"	"θütü"	16	852	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
5908	"SanMartinEstadoMixtec"	"BLOOD"	"sangre"	"ni̧i̧"	"ni̧i̧"	17	946	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6025	"SanMartinEstadoMixtec"	"TOOTH"	"diente"	"nu̧ʔu̧"	"nu̧ʔu̧"	22	1380	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6114	"SanMartinEstadoMixtec"	"MOUTH"	"boca"	"yuʔu"	"yuʔu"	23	674	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6216	"SanMartinEstadoMixtec"	"EAR"	"oreja"	"θoʔo"	"θoʔo"	24	1247	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6335	"SanMartinEstadoMixtec"	"NOSE"	"nariz"	"θiti̧"	"θiti̧"	25	1221	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6453	"SanMartinEstadoMixtec"	"NECK"	"cuello"	"θiku̧"	"θiku̧"	26	1333	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6568	"SanMartinEstadoMixtec"		"uña"	"či̧i̧"	"či̧i̧"	28		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6689	"SanMartinEstadoMixtec"		"tripas"	"šiti"	"šiti"	31		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6810	"SanMartinEstadoMixtec"	"FOOT"	"pie"	"saʔa"	"saʔa"	32	1301	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
6928	"SanMartinEstadoMixtec"	"DISEASE"	"enfermedad"	"kʷeʔe"	"kʷeʔe"	33	1986	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7041	"SanMartinEstadoMixtec"		"hinchazón"	"kʷi̧ñu̧"	"kʷi̧ñu̧"	35		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7143	"SanMartinEstadoMixtec"	"PIMPLE"	"grano"	"ⁿdiʔi"	"ⁿdiʔi"	36	1809	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7258	"SanMartinEstadoMixtec"	"PUS"	"pus"	"ⁿdakʷa-ta-Ña̧ʔa̧"	"ⁿdakʷa-ta-Ña̧ʔa̧"	37	1808	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7259	"SanMartinEstadoMixtec"	"PUS"	"pus"	"ta-kʷjʔna̧"	"ta-kʷjʔna̧"	37	1808	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7359	"SanMartinEstadoMixtec"	"URINE"	"orina"	"lala"	"lala"	38	1142	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7439	"SanMartinEstadoMixtec"	"SANDAL"	"huarache"	"ⁿdüsa"	"ⁿdüsa"	40		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7548	"SanMartinEstadoMixtec"		"calzón, pantalón"	"sati"	"sati"	41		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7628	"SanMartinEstadoMixtec"	"BLOUSE (WOVEN)"	"huipil"	"koto"	"koto"	42		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7711	"SanMartinEstadoMixtec"	"TOWN OR VILLAGE"	"pueblo"	"ño̧o̧"	"ño̧o̧"	43	3609	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7712	"SanMartinEstadoMixtec"	"TOWN OR VILLAGE"	"pueblo"	"ñu̧u̧"	"ñu̧u̧"	43	3609	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7830	"SanMartinEstadoMixtec"	"HOUSE"	"casa"	"ƀeʔe"	"ƀeʔe"	44	1252	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
7940	"SanMartinEstadoMixtec"		"horcón"	"θi̧ʔi̧"	"θi̧ʔi̧"	46		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8038	"SanMartinEstadoMixtec"	"MAT"	"petate"	"yiƀi"	"yiƀi"	47	195	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8039	"SanMartinEstadoMixtec"	"MAT"	"petate"	"žiƀi"	"žiƀi"	47	195	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8162	"SanMartinEstadoMixtec"		"cama"	"šito"	"šito"	48		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8278	"SanMartinEstadoMixtec"		"banquito"	"taži"	"taži"	49		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8402	"SanMartinEstadoMixtec"	"ANIMALANIMAL"	"animal"	"kiti"	"kiti"	50	619619	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8522	"SanMartinEstadoMixtec"		"pájaro"	"laa"	"laa"	51		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8633	"SanMartinEstadoMixtec"	"SNAKE"	"culebra"	"koo"	"koo"	53	730	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8730	"SanMartinEstadoMixtec"	"FROG"	"rana"	"laʔƀa"	"laʔƀa"	54	503	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8731	"SanMartinEstadoMixtec"	"FROG"	"rana"	"ⁿdi-koⁿdo"	"ⁿdi-koⁿdo"	54	503	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8863	"SanMartinEstadoMixtec"		"gavilán"	"ⁿdi-θi̧ʔa̧"	"ⁿdi-θi̧ʔa̧"	55		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8864	"SanMartinEstadoMixtec"		"gavilán"	"ña̧u̧"	"ña̧u̧"	55		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
8992	"SanMartinEstadoMixtec"		"alacrán"	"ti-i̧ʔma̧"	"ti-i̧ʔma̧"	56		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9079	"SanMartinEstadoMixtec"	"COCKROACH"	"cucaracha"	"ⁿdi-taʔyi"	"ⁿdi-taʔyi"	57	1575	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9179	"SanMartinEstadoMixtec"	"RAT"	"rata"	"ti-yoto"	"ti-yoto"	60	1490	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9180	"SanMartinEstadoMixtec"	"RAT"	"rata"	"ti̧i̧"	"ti̧i̧"	60	1490	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9318	"SanMartinEstadoMixtec"	"DEER"	"venado"	"üθü"	"üθü"	61	1936	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9436	"SanMartinEstadoMixtec"	"SQUIRREL"	"ardilla"	"ⁿdi-kʷa̧ñi̧"	"ⁿdi-kʷa̧ñi̧"	62	1628	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9558	"SanMartinEstadoMixtec"	"CAT"	"gato"	"(čito"	"čito"	69	1208	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9559	"SanMartinEstadoMixtec"	"CAT"	"gato"	"čitu)"	"čitu"	69	1208	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9682	"SanMartinEstadoMixtec"	"HORN (ANATOMY)"	"cuerno"	"ⁿdiki̧"	"ⁿdiki̧"	76	1393	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9798	"SanMartinEstadoMixtec"		"pluma"	"to̧mi̧"	"to̧mi̧"	77		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
9913	"SanMartinEstadoMixtec"	"WING"	"ala"	"ⁿdiši"	"ⁿdiši"	78	1257	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10010	"SanMartinEstadoMixtec"	"TAIL"	"cola"	"ⁿdoʔo"	"ⁿdoʔo"	79	1220	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10132	"SanMartinEstadoMixtec"		"árbol"	"yito̧"	"yito̧"	80		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10133	"SanMartinEstadoMixtec"		"árbol"	"žito̧"	"žito̧"	80		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10250	"SanMartinEstadoMixtec"	"HERB"	"hierba"	"yukü"	"yukü"	81		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10355	"SanMartinEstadoMixtec"	"MAGUEYMAGUEY"	"maguey"	"yaƀi"	"yaƀi"	84		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10476	"SanMartinEstadoMixtec"	"CORN"	"maíz"	"nu̧ni̧"	"nu̧ni̧"	87	506	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10600	"SanMartinEstadoMixtec"	"CORN FIELD"	"milpa"	"utü"	"utü"	88	449	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10716	"SanMartinEstadoMixtec"	"CORN DOUGH"	"masa"	"yusa"	"yusa"	91		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10840	"SanMartinEstadoMixtec"	"TORTILLATORTILLA"	"tortilla"	"θita"	"θita"	92		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
10956	"SanMartinEstadoMixtec"	"CORN STALK"	"rastrojo"	"ña̧ma̧"	"ña̧ma̧"	93		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11045	"SanMartinEstadoMixtec"		"surco"	"čiči"	"čiči"	94		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11133	"SanMartinEstadoMixtec"		"espiga"	"tiki-yoko"	"tiki-yoko"	95		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11231	"SanMartinEstadoMixtec"		"frijol(es)"	"ⁿdučü"	"ⁿdučü"	96		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11341	"SanMartinEstadoMixtec"		"ejote"	"ⁿdiči"	"ⁿdiči"	97		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11437	"SanMartinEstadoMixtec"	"SALT"	"sal"	"ñi̧i̧"	"ñi̧i̧"	99	1274	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11556	"SanMartinEstadoMixtec"	"PUMPKIN"	"calabaza"	"yiki"	"yiki"	100	864	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11557	"SanMartinEstadoMixtec"	"PUMPKIN"	"calabaza"	"žiki"	"žiki"	100	864	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11672	"SanMartinEstadoMixtec"	"SUGAR CANE"	"caña"	"ⁿdoo"	"ⁿdoo"	102	146	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11787	"SanMartinEstadoMixtec"	"HONEY"	"miel"	"ñu̧ñu̧"	"ñu̧ñu̧"	103	942	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
11914	"SanMartinEstadoMixtec"		"blanquillo, huevo"	"ⁿdiƀi"	"ⁿdiƀi"	105		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12029	"SanMartinEstadoMixtec"	"TOMATO"	"jitomate"	"ti-na̧na̧"	"ti-na̧na̧"	106	986	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12117	"SanMartinEstadoMixtec"	"PRICKLY PEAR CACTUS"	"nopal"	"ƀi̧ʔⁿda"	"ƀi̧ʔⁿda"	110		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12204	"SanMartinEstadoMixtec"	"MAMEYMAMEY"	"mamey"	"mamey"	"mamey"	111		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12299	"SanMartinEstadoMixtec"	"MEAT"	"carne"	"ko̧ño̧"	"ko̧ño̧"	114	2615	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12420	"SanMartinEstadoMixtec"	"GRIDDLE"	"comal"	"šoo"	"šoo"	115		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12538	"SanMartinEstadoMixtec"	"COOKING POT"	"olla"	"kiθi"	"kiθi"	116	3653	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12630	"SanMartinEstadoMixtec"	"BARBECUE"	"barbacoa"	"šito"	"šito"	117		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12741	"SanMartinEstadoMixtec"		"lumbre"	"ño̧ʔo̧"	"ño̧ʔo̧"	118		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12860	"SanMartinEstadoMixtec"	"SMOKE (EXHAUST)"	"humo"	"ñi̧ʔma̧"	"ñi̧ʔma̧"	121	778	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
12980	"SanMartinEstadoMixtec"	"GARBAGE"	"basura"	"(šeʔe)"	"šeʔe"	122	909	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13081	"SanMartinEstadoMixtec"	"GOURD BOWL"	"jícara"	"yaši̧"	"yaši̧"	124		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13203	"SanMartinEstadoMixtec"	"BOX OR CHEST"	"cajón"	"satu̧"	"satu̧"	126	1592	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13312	"SanMartinEstadoMixtec"		"hilo"	"yeʔƀa"	"yeʔƀa"	127		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13425	"SanMartinEstadoMixtec"	"COMB"	"peine"	"kʷika"	"kʷika"	128	1475	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13505	"SanMartinEstadoMixtec"		"agujero"	"yaƀi"	"yaƀi"	130		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13589	"SanMartinEstadoMixtec"	"NETRED"	"red"	"yo̧na̧"	"yo̧na̧"	131	2963156	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13714	"SanMartinEstadoMixtec"	"WATER"	"agua"	"ti-kʷii"	"ti-kʷii"	137	948	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13843	"SanMartinEstadoMixtec"	"RAIN (PRECIPITATION)"	"lluvia"	"θaƀi"	"θaƀi"	138	658	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
13964	"SanMartinEstadoMixtec"	"RIVER"	"río"	"yuta"	"yuta"	139	666	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14080	"SanMartinEstadoMixtec"		"rocío"	"kaši̧"	"kaši̧"	140		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14181	"SanMartinEstadoMixtec"		"cerro"	"yukü-(ñu̧ʔu̧)"	"yukü-ñu̧ʔu̧"	141		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14307	"SanMartinEstadoMixtec"		"llano"	"yoθo"	"yoθo"	142		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14435	"SanMartinEstadoMixtec"	"STONE OR ROCK"	"piedra"	"yüü"	"yüü"	143	857	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14556	"SanMartinEstadoMixtec"	"COTTON"	"algodón"	"kači"	"kači"	144	1850	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14661	"SanMartinEstadoMixtec"		"fierro"	"to̧ni̧"	"to̧ni̧"	145		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14756	"SanMartinEstadoMixtec"	"BEESWAX"	"cera"	"ñi̧ma̧"	"ñi̧ma̧"	148	1931	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
14883	"SanMartinEstadoMixtec"	"MUD"	"lodo"	"ⁿdaʔži"	"ⁿdaʔži"	149	640	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15000	"SanMartinEstadoMixtec"	"FOAM"	"espuma"	"či-ʔi̧ñu̧"	"či-ʔi̧ñu̧"	150	1768	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15122	"SanMartinEstadoMixtec"	"RED"	"rojo"	"kʷaʔa"	"kʷaʔa"	152	156	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15240	"SanMartinEstadoMixtec"	"YELLOW"	"amarillo"	"kʷa̧a̧"	"kʷa̧a̧"	154	1424	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15357	"SanMartinEstadoMixtec"	"TWO"	"dos"	"iƀi"	"iƀi"	158	1498	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15482	"SanMartinEstadoMixtec"	"THREE"	"tres"	"o̧ñi̧"	"o̧ñi̧"	159	492	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15483	"SanMartinEstadoMixtec"	"THREE"	"tres"	"u̧ni̧"	"u̧ni̧"	159	492	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15604	"SanMartinEstadoMixtec"	"FOUR"	"cuatro"	"ko̧mi̧"	"ko̧mi̧"	160	1500	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15729	"SanMartinEstadoMixtec"	"FIVE"	"cinco"	"u̧ʔu̧"	"u̧ʔu̧"	161	493	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15850	"SanMartinEstadoMixtec"	"SIX"	"seis"	"i̧ño̧"	"i̧ño̧"	162	1703	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
15969	"SanMartinEstadoMixtec"	"SEVEN"	"siete"	"usa"	"usa"	163	1704	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16089	"SanMartinEstadoMixtec"	"EIGHT"	"ocho"	"u̧na̧"	"u̧na̧"	164	1705	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16205	"SanMartinEstadoMixtec"	"TEN"	"diez"	"ušü"	"ušü"	166	1515	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16323	"SanMartinEstadoMixtec"	"FIFTEEN"	"quince"	"saʔu̧"	"saʔu̧"	167	1709	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16442	"SanMartinEstadoMixtec"	"POOR"	"pobre"	"ⁿdaʔƀi"	"ⁿdaʔƀi"	169	1674	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16560	"SanMartinEstadoMixtec"		"frío"	"ƀiši̧"	"ƀiši̧"	171		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16676	"SanMartinEstadoMixtec"	"HOT"	"caliente"	"i̧ʔni̧"	"i̧ʔni̧"	172	1286	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16775	"SanMartinEstadoMixtec"		"grande (sg.)"	"kaʔnu̧"	"kaʔnu̧"	173		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
16896	"SanMartinEstadoMixtec"		"chico"	"loʔo"	"loʔo"	175		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17021	"SanMartinEstadoMixtec"	"GOOD"	"bueno"	"ƀaʔa"	"ƀaʔa"	179	1035	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17118	"SanMartinEstadoMixtec"	"SWEET"	"dulce"	"ƀiθi"	"ƀiθi"	180	717	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17234	"SanMartinEstadoMixtec"	"SALTY"	"salado"	"oʔƀa"	"oʔƀa"	181	1091	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17325	"SanMartinEstadoMixtec"		"amargo"	"oƀa"	"oƀa"	182		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17412	"SanMartinEstadoMixtec"	"TASTY"	"sabroso"	"aθi"	"aθi"	183	1813	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17530	"SanMartinEstadoMixtec"		"floja"	"na̧-taya"	"na̧-taya"	186		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17531	"SanMartinEstadoMixtec"	"LAZY"	"flojo"	"θüsa"	"θüsa"	186	1564	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17681	"SanMartinEstadoMixtec"		"feo"	"kini̧-kaa"	"kini̧-kaa"	187		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17787	"SanMartinEstadoMixtec"		"está cerca"	"yati"	"yati"	189		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
17896	"SanMartinEstadoMixtec"	"HEAVY"	"pesado"	"ƀee"	"ƀee"	191	1210	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18011	"SanMartinEstadoMixtec"		"lisa, liso"	"ka̧ni̧"	"ka̧ni̧"	193		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18012	"SanMartinEstadoMixtec"		"lisa, liso"	"ⁿdiƀi"	"ⁿdiƀi"	193		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18130	"SanMartinEstadoMixtec"	"SLOW"	"despacio"	"kʷee"	"kʷee"	194	701	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18246	"SanMartinEstadoMixtec"	"YESTERDAY"	"ayer"	"kuni"	"kuni"	195	1174	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18363	"SanMartinEstadoMixtec"	"YEAR"	"año"	"kʷiya"	"kʷiya"	196	1226	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18479	"SanMartinEstadoMixtec"		"ahora"	"ƀitʸi"	"ƀitʸi"	197		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18573	"SanMartinEstadoMixtec"		"toda la noche"	"ñu̧u̧"	"ñu̧u̧"	199		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18673	"SanMartinEstadoMixtec"		"día"	"kiƀi"	"kiƀi"	200		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18798	"SanMartinEstadoMixtec"		"mitad"	"θaƀa"	"θaƀa"	202		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
18916	"SanMartinEstadoMixtec"	"WORKING OR WORK"	"trabajo"	"čo̧o̧"	"čo̧o̧"	204	1086	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
19041	"SanMartinEstadoMixtec"	"WORD"	"palabra"	"tu̧ʔu̧"	"tu̧ʔu̧"	205	1599	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
19151	"SanMartinEstadoMixtec"	"BLAME"	"culpa"	"kʷači"	"kʷači"	206	381	"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
19250	"SanMartinEstadoMixtec"		"cuándo"	"ⁿdaʔa̧-na̧"	"ⁿdaʔa̧-na̧"	208		"NA"	"NA"	"josserand1983mixtec"	"NA"	"esta11"
2674	"SanMartinItunyosoTriqui"	"MOTHER"	"madre"	"nnin³"	"nnin³"	1	1216	"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2675	"SanMartinItunyosoTriqui"		"mamá!"	"nnanj⁴³"	"nnanj⁴³"	2		"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2676	"SanMartinItunyosoTriqui"	"FATHER"	"padre"	"che³"	"che³"	3	1217	"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2677	"SanMartinItunyosoTriqui"		"papá!"	"ta³tah⁴"	"ta³tah⁴"	4		"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2678	"SanMartinItunyosoTriqui"	"CHILD (DESCENDANT)"	"hijo/hija"	"ta³hninj⁵"	"ta³hninj⁵"	5	1801	"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2679	"SanMartinItunyosoTriqui"	"SISTER (OF MAN)"	"hermana de hombre"	"chi³ka⁴hbi⁴³"	"chi³ka⁴hbi⁴³"	8		"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2680	"SanMartinItunyosoTriqui"	"CROSS-SEX SIBLING"	"hermana/hermano de otro genero"	"chi³ko³hoj³"	"chi³ko³hoj³"	8		"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2681	"SanMartinItunyosoTriqui"	"BROTHER (OF MAN)"	"hermano de hombre"	"cnanj⁵"	"cnanj⁵"	9	559	"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2682	"SanMartinItunyosoTriqui"	"SISTER (OF WOMAN)"	"hermana de mujer"	"chu²kwi³hi³²"	"chu²kwi³hi³²"	10		"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
2683	"SanMartinItunyosoTriqui"	"AUNT"	"tía"	"tu³hbih⁴"	"tu³hbih⁴"	11	1272	"NA"	"NA"	"ChristianDiCanio"	"NA"	"itun12"
