ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
4703	XochapaMixtec	MEDICINE	medicina	ta̠ta̠n	̠	34	1372			stark2013diccionario		xoch11
9368	SanFranciscoJaltepetongoMixtec	ANIMAL	animal	(-tɨ)	-tɨ	50	619			josserand1983mixtec		jate11
5379	SantaMariaPapaloCuicatec	SMALL (PLURAL)	pequeño.PL, chico.PL	'a²ya¹⁴	'a²ya¹⁴	176				anderson1983diccionario		papa11
5377	SantaMariaPapaloCuicatec	BIG (PLURAL)	grande.PL	'a³ta³	'a³ta³	174				anderson1983diccionario		papa11
1492	SanJuanCopalaTriqui	FATHER VOCATIVE	father!, dad!	'a³tax¹	'a³tax¹	4		yes	Spanish	hollenbach1992syntactic		copa11
5404	SantaMariaPapaloCuicatec	NIGHT TIME	de noche, noche	'an³	'an³	199				anderson1983diccionario		papa11
5381	SantaMariaPapaloCuicatec	LONG (PLURAL)	largo.PL	'e⁴nu⁴	'e⁴nu⁴	178				anderson1983diccionario		papa11
5298	SantaMariaPapaloCuicatec	CHILI PEPPER	chile	'i³ya³	'i³ya³	98	919			anderson1983diccionario		papa11
5375	SantaMariaPapaloCuicatec	HOT	caliente	'i⁴n'u⁴	'i⁴n'u⁴	172	1286			anderson1983diccionario		papa11
5215	SantaMariaPapaloCuicatec	OWNER	dueño	'i⁴yan⁴ chin² ye⁴'en⁴	'i⁴yan⁴-chin²-ye⁴'en⁴	15	1036			anderson1983diccionario		papa11
5331	SantaMariaPapaloCuicatec	ROPE	mecate, cuerda	'i⁴yu⁴	'i⁴yu⁴	129	1218			anderson1983diccionario		papa11
6075	SanAndresChicahuaxtlaTriqui	NINE	nueve	'ïn⁴	'ïn⁴	165	1483			good1978diccionario		chic12
1490	SanJuanCopalaTriqui	MOTHER VOCATIVE	mother!, mom!	'na³nii³	'na³nii³	2				hollenbach1992syntactic		copa11
6067	SanAndresChicahuaxtlaTriqui	ONE	uno	'ngo⁵³	'ngo⁵³	157	1493			good1978diccionario		chic12
5992	SanAndresChicahuaxtlaTriqui	CORN	maíz	'nï¹	'nï¹	87	506			good1978diccionario		chic12
6035	SanAndresChicahuaxtlaTriqui	THREAD	hilo	'uej³e	'uej³e	127	1161			good1978diccionario		chic12
6099	SanAndresChicahuaxtlaTriqui	RAW	crudo	'ui⁵³	'ui⁵³	192	1959			good1978diccionario		chic12
6749	SantoDomingoNuxaaMixtec	OWNER	dueño	a-stoʔo	a-stoʔo	15	1036			josserand1983mixtec		nuxa11
6750	SanAndresNuxinoMixtec	OWNER	dueño	a-stoʔo	a-stoʔo	15	1036			josserand1983mixtec		nuxi11
6098	SanAndresChicahuaxtlaTriqui	HEAVY	pesado	a'i⁴⁵	a'i⁴⁵	191	1210			good1978diccionario		chic12
6082	SanAndresChicahuaxtlaTriqui	HOT	caliente	a'man³	a'man³	172	1286			good1978diccionario		chic12
21176	SanAndresChicahuaxtlaTriqui	POOR	pobre	a²ko³	a²ko³	169	1674			hernandez-mendoza2020vocabulario		chic12
5360	SantaMariaPapaloCuicatec	ONE	uno	a²ma²	a²ma²	157	1493			anderson1983diccionario		papa11
5642	SantaMariaZacatepecMixtec	WHEN	cuándo	a²ma²	a²ma²	208	1238			swanton2020observaciones		zaca11
21151	SanAndresChicahuaxtlaTriqui	IRON	fierro	a³ɡa³ˀ	a³ɡa³ˀ	145	621			hernandez-mendoza2020vocabulario		chic12
21186	SanAndresChicahuaxtlaTriqui	BITTER	amargo	a³i¹ˀ	a³i¹ˀ	182	887			hernandez-mendoza2020vocabulario		chic12
21207	SanAndresChicahuaxtlaTriqui	BLAME	culpa	a³kɨ̃³ˀ	a³kɨ̃³ˀ	318	134			hernandez-mendoza2020vocabulario		chic12
21128	SanAndresChicahuaxtlaTriqui	GARBAGE	basura	a³ko¹	a³ko¹	122	909			hernandez-mendoza2020vocabulario		chic12
21178	SanAndresChicahuaxtlaTriqui	COLD	frío	a³ko³ʰ	a³ko³ʰ	171	1287			hernandez-mendoza2020vocabulario		chic12
373	SantaMariaYolotepecMixtec	WHEN	cuándo	a³ma³	a³ma³	208	1238			amith2020yoloxochitl		yolo11
5641	AlcozaucaGuerreroMixtec	WHEN	cuándo	a³ma³	a³ma³	208	1238			swanton2020observaciones		alco11
21185	SanAndresChicahuaxtlaTriqui	SALTY	salado	a³nĩ¹ˀ	a³nĩ¹ˀ	181	1091			hernandez-mendoza2020vocabulario		chic12
21042	SanAndresChicahuaxtlaTriqui	CLOTH OR CLOTHES	tela, ropa	a³tsi⁴ʰ	a³tsi⁴ʰ	39				hernandez-mendoza2020vocabulario		chic12
21130	SanAndresChicahuaxtlaTriqui	GOURD BOWL	jícara	a³ʈʂu³ˀ	a³ʈʂu³ˀ	124				hernandez-mendoza2020vocabulario		chic12
21140	SanAndresChicahuaxtlaTriqui	MOON	luna	a³wi³²	a³wi³²	134	1313			hernandez-mendoza2020vocabulario		chic12
21194	SanAndresChicahuaxtlaTriqui	HEAVY	pesado	a³ˀi¹	a³ˀi¹	191	1210			hernandez-mendoza2020vocabulario		chic12
18045	SantiagoIxtaltepecMixtec	SALTY	salado	aa	aa	181	1091			josserand1983mixtec		ixta12
18058	SantoDomingoNuxaaMixtec	SALTY	salado	aa	aa	181	1091			josserand1983mixtec		nuxa11
18059	SanAndresNuxinoMixtec	SALTY	salado	aa	aa	181	1091			josserand1983mixtec		nuxi11
18063	SanMiguelPiedrasMixtec	SALTY	salado	aa	aa	181	1091			josserand1983mixtec		pied11
6031	SanAndresChicahuaxtlaTriqui	GOURD BOWL	jícara	achru'⁴u	achru'⁴u	124				good1978diccionario		chic12
6079	SanAndresChicahuaxtlaTriqui	POOR	pobre	aco³	aco³	169	1674			good1978diccionario		chic12
6029	SanAndresChicahuaxtlaTriqui	GARBAGE	basura	aco⁵³	aco⁵³	122	909			good1978diccionario		chic12
18010	SantaMariaApazcoMixtec	SALTY	salado	ađa	ađa	181	1091			josserand1983mixtec		apas11
18022	SanMiguelChicahuaMixtec	SALTY	salado	ađa	ađa	181	1091			josserand1983mixtec		chic11
18024	ChigmecatitlanMixtec	NEUTRAL (TASTE)	neutral	ađa	ađa	181				josserand1983mixtec		chig11
18070	SanBartoloSoyaltepecMixtec	SALTY	salado	ađa	ađa	181	1091			josserand1983mixtec		soya11
20971	SanAndresYutatioMixtec	TASTY	sabroso	adi̠	adi̠	183	1813			williams2017diccionario		yuta13
18188	SantaMariaApazcoMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		apas11
18189	SantiagoApoalaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		apoa11
18195	SantiagoCacaloxtepecMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		caca11
18199	SantiagoChazumbaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		chaz11
18200	SanMiguelChicahuaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		chic11
18205	CosoltepecMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		coso11
18217	SantiagoIxtaltepecMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		ixta12
18221	SanPedroJocotipacMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		joco11
18232	SanAndresNuxinoMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		nuxi11
18236	SanMiguelPiedrasMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		pied11
18244	SanMateoSindihuiMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		sind11
18245	SanBartoloSoyaltepecMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		soya11
18247	SanJuanTamazolaMixtec	LUSH	frondoso	ađi	ađi	183				josserand1983mixtec		tama11
18250	SanJuanTeitaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		teit11
18251	TepejilloMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		tepe11
18254	SanPedroTidaaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		tida11
18255	SantiagoTilantongoMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		tila11
18258	SantaMariaTonahuixtlaMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		tona11
18269	ZapotitlanPalmasMixtec	TASTY	sabroso	ađi	ađi	183	1813			josserand1983mixtec		zapo11
18201	ChigmecatitlanMixtec	TASTY	sabroso	ađi̧	ađi̧	183	1813			josserand1983mixtec		chig11
18253	SanPedroySanPabloTeposcolulaMixtec	TASTY	sabroso	ađi̧	ađi̧	183	1813			josserand1983mixtec		tepo11
18260	XayacatlanBravoMixtec	TASTY	sabroso	àđì	àđì	183	1813			josserand1983mixtec		xaya12
18208	CuyamecalcoVillaZaragozaMixtec	TASTY	sabroso	ađɨ	ađɨ	183	1813			josserand1983mixtec		cuya11
18231	SantoDomingoNuxaaMixtec	TASTY	sabroso	ađɨ	ađɨ	183	1813			josserand1983mixtec		nuxa11
18207	SantaAnaCuauhtemocMixtec	TASTY	sabroso	ađɨ̧	ađɨ̧	183	1813			josserand1983mixtec		cuau11
1264	SanJuanDiuxiMixtec	TASTY	tasty, delicious	aðɨ̄	aðɨ̄	183	1813			kuiper1991syntactic		diux11
2014	SanPedroySanPabloTeposcolula1600Mixtec	TASTY	sabroso	adzi	adzi	183	1813			alvarado1593vocabulario		tepo01
1582	SanJuanCopalaTriqui	METAL	metal	agah³	agah³	145	2244			hollenbach1992syntactic		copa11
6043	SanAndresChicahuaxtlaTriqui	MOON	luna, mes	ahui⁴	ahui⁴	134	1313			good1978diccionario		chic12
6090	SanAndresChicahuaxtlaTriqui	BITTER	amargo	ai'⁴⁵	ai'⁴⁵	182	887			good1978diccionario		chic12
3824	PiedraAzulMixtec	BITTER	amargo	ajtu	ajtu	182	887			oxnard2020		pied12
880	AyutlalosLibresMixtec	WHEN	when	ama	ama	208	1238			hills1990syntactic		ayut11
4147	SanAgustinChayucoMixtec	WHEN	cuándo	ama	ama	208	1238			pensinger1974diccionario		chay11
4493	SantaMariaZacatepecMixtec	WHEN	cuándo	ama	ama	208	1238			towne2011gramatica		zaca11
4673	AlacatlatzalaMixtec	WHEN	cuándo	ama	ama	208	1238			zylstra2012gramatica		alac11
4843	XochapaMixtec	WHEN	cuándo	ama	ama	208	1238			stark2013diccionario		xoch11
5079	MagdalenaPenascoMixtec	WHEN	cuándo	ama	ama	208	1238			hollenbach2017diccionario	[A]	pena11
5530	SanJuanTepeuxila1900Mixtec	ONE	uno	ama	ama	157	1493			belmar1902el-cuicateco		tepe03
6334	ElJicaralMixtec	WHEN	cuándo	ama	ama	208	1238			Emily John-Martin		jica13
1004	SanJuanCoatzospamMixtec	WHEN	when	amá	amá	208	1238			small1990syntactic		coat11
493	SantiagoJamiltepecMixtec	WHEN	when	ámá	ámá	208	1238			johnson1988syntactic		jami11
4362	SanJuanColoradoMixtec	WHEN	cuándo	ámá	ámá	208	1238			stark1986diccionario		colo11
19981	AlacatlatzalaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		alac11
19982	AlcozaucaGuerreroMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		alco11
19984	SantaMariaApazcoMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		apas11
19986	SantiagoApoalaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		apoa11
19993	SantaCruzBravoMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		brav11
19995	CahuatacheMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		cahu11
20000	SanMiguelChicahuaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		chic11
20001	ChigmecatitlanMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		chig11
20002	SanJuanCoatzospamMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		coat11
20008	CuatzoquitengoMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		cuat11
20009	SantaAnaCuauhtemocMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		cuau11
20011	CuyamecalcoVillaZaragozaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		cuya11
20015	SantaCatarinaEstetlaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		este11
20017	SanMiguelElGrandeMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		gran11
20021	SanAntonioHuitepecMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		huit11
20026	SantiagoIxtaltepecMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		ixta12
20027	SanMiguelIxtapamMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		ixta13
20036	ElRosarioMicaltepecMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		mica11
20038	SanJuanMixtepecMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		mixt11
20040	SanSebastianMonteMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		mont12
20069	SanJuanTamazolaMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		tama11
20074	TepejilloMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		tepe11
20084	SanJeronimoXayacatlanMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		xaya11
20086	XayacatlanBravoMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		xaya12
20088	YoloxochitlMixtec	WHEN	cuándo	a̧ma̧	a̧ma̧	208	1238			josserand1983mixtec		yolo12
1138	AlacatlatzalaMixtec	WHEN	when	āmā	āmā	208	1238			zylstra1991syntactic		alac11
1335	ConcepcionPapaloCuicatec	ONE	one	āmā	āmā	157	1493			bradley1991preliminary		conc11
20076	SanPedroySanPabloTeposcolulaMixtec	WHEN	cuándo	a̧ma̧-na̧	a̧ma̧-na̧	208	1238			josserand1983mixtec		tepo11
1822	SanAndresChicahuaxtla1890Triqui	WHEN	cuándo	Amaaha	amaaha	208	1238			belmar1897ensayo		chic02
6114	SanAndresChicahuaxtlaTriqui	WHEN	cuándo	aman⁴	aman⁴	208	1238			good1978diccionario		chic12
2046	SanPedroySanPabloTeposcolula1600Mixtec	WHEN	cuándo	amana	amana	208	1238			alvarado1593vocabulario		tepo01
20068	SanBartoloSoyaltepecMixtec	WHEN	cuándo	(a̧)na̧	a̧na̧	208	1238			josserand1983mixtec		soya11
7738	TotoltepecGuerreroMixtec	STOMACH	estómago	a̧ni̧ma̧	a̧ni̧ma̧	31	819			josserand1983mixtec		toto12
3829	SanSebastianMonteMixtec	TASTY	sabroso	ànjìn	ànjìn	183	1813			oxnard2020		mont12
10349	SantiagoCacaloxtepecMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		caca11
10364	CuilapamGuerreroMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		cuil11
10388	ElRosarioMicaltepecMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		mica11
10395	SantaCruzNundacoMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		nund11
10424	TepejilloMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		tepe11
10443	YutanduchiGuerreroMixtec	SQUIRREL	ardilla	ardiya	ardiya	62	1628			josserand1983mixtec		yuta11
10423	LosTejocotesMixtec	SQUIRREL	ardilla	ardiya-ȼa	ardiya-ȼa	62	1628			josserand1983mixtec		tejo11
8946	SantaCatarinaTlaltempanMixtec	POST	horcón	aʳku	aʳku	46	281			josserand1983mixtec		tlal11
18184	SanMiguelAchiutlaMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		achi11
18198	SanAgustinChayucoMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		chay11
18220	SanPedroJicayanMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		jica12
18222	SantiagoJuxtlahuacaMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		juxt11
18226	SanJuanMixtepecMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		mixt11
18237	SantiagoPinotepaNacionalMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		pino11
18256	SanAgustinTlacotepecMixtec	TASTY	sabroso	asi	asi	183	1813			josserand1983mixtec		tlac11
5052	MagdalenaPenascoMixtec	TASTY	sabroso	asì	asì	183	1813			hollenbach2017diccionario	[BA]	pena11
18192	SanPedroAtoyacMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		atoy11
18219	SantaMariaJicaltepecMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		jica11
18242	SanFranciscoSayultepecMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		sayu11
18252	SanAntonioTepetlapaMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		tepe12
18262	YoloxochitlMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		yolo12
18264	SanBartolomeYucuaneMixtec	TASTY	sabroso	asi̧	asi̧	183	1813			josserand1983mixtec		yucu11
150	AbasoloValleMixtec	TASTY	sabroso	ási	ási	183	1813			galindo-sanchez2009vocabulario		abas11
20286	SanMartinDuraznosMixtec	TASTY	sabroso	àsì	àsì	183	1813			hernandez2020san-martin		dura11
3830	SanJuanMixtepecMixtec	TASTY	sabroso	àsǐ	àsǐ	183	1813			oxnard2020		mixt11
20759	YucunanyMixtec	TASTY	tasty, delicious	àsǐ	àsǐ	183	1813			salazar2020yucunani		yucu17
18227	SanPedroMolinosMixtec	TASTY	sabroso	āsī̧	āsī̧	183	1813			josserand1983mixtec		moli11
18229	SanLuisMoreliaMixtec	TASTY	sabroso	aši̧-ña̧	aši̧-ña̧	183	1813			josserand1983mixtec		more11
20573	SanPedroYosonamaMixtec	TASTY	sabroso	asin	asin	183	1813			gittlen2016gramatica		yoso14
20453	SantoDomingoHuendioMixtec	TASTY	sabroso	ásin	ásin	183	1813			becerra-roldan2015un-estudio		huen11
3827	PiedraAzulMixtec	TASTY	sabroso	àsǐn	àsǐn	183	1813			oxnard2020		pied12
3828	SanMarcoslaFlorMixtec	TASTY	sabroso	àsǐn	àsǐn	183	1813			oxnard2020		flor12
596	SantoTomasOcotepecMixtec	TASTY	delicious	āsin	āsin	183	1813			alexander1988syntactic		ocot11
859	AyutlalosLibresMixtec	TASTY	delicious	āsinh	āsinh	183	1813			hills1990syntactic		ayut11
18240	Proto-Mixtec	TASTY	sabroso	asi̧ʔ	asi̧ʔ	183	1813			josserand1983mixtec		prom01
18193	AyutlalosLibresMixtec	TASTY	sabroso	āsi̧ʔ	āsi̧ʔ	183	1813			josserand1983mixtec		ayut11
18183	SantaMariaAcatepecMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		acat11
18204	SanJuanColoradoMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		colo11
18213	SantaMariaHuazolotitlanMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		huaz11
18223	SanLorenzoMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		lore11
18224	SantaCatarinaMechoacanMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		mech11
18259	VillaTututepecMelchorOcampoMixtec	TASTY	sabroso	asɨ	asɨ	183	1813			josserand1983mixtec		tutu11
18214	SantaCruzItundujiaMixtec	TASTY	sabroso	asɨ̧	asɨ̧	183	1813			josserand1983mixtec		itun11
18216	SantiagoIxtayutlaMixtec	TASTY	sabroso	asɨ̧	asɨ̧	183	1813			josserand1983mixtec		ixta11
18218	SantiagoJamiltepecMixtec	TASTY	sabroso	asɨ̧	asɨ̧	183	1813			josserand1983mixtec		jami11
18238	PinotepaDonLuisMixtec	TASTY	sabroso	asɨ̧	asɨ̧	183	1813			josserand1983mixtec		pino12
18190	SanEstebanAtatlahucaMixtec	TASTY	sabroso	asɨ̄	asɨ̄	183	1813			josserand1983mixtec		atat11
476	SantiagoJamiltepecMixtec	TASTY	delicious	asɨn	asɨn	183	1813			johnson1988syntactic		jami11
5182	SanEstebanAtatlahucaMixtec	TASTY	sabroso	asɨ̄n	asɨ̄n	183	1813			alexander1980gramatica	[C]	atat11
4335	SanJuanColoradoMixtec	TASTY	sabroso	àsɨ̀n	àsɨ̀n	183	1813			stark1986diccionario		colo11
18239	Proto-Mixtec	TASTY	sabroso	asɨ̧ʔ	asɨ̧ʔ	183	1813			josserand1983mixtec		prom01
18268	SantaMariaZacatepecMixtec	TASTY	sabroso	asɨ̧ʔ	asɨ̧ʔ	183	1813			josserand1983mixtec		zaca11
18197	ChalcatongoHidalgoMixtec	TASTY	sabroso	asu	asu	183	1813			josserand1983mixtec		chal11
18261	SantaMariaYolotepecMixtec	TASTY	sabroso	asu̧	asu̧	183	1813			josserand1983mixtec		yolo11
18263	SantiagoYosonduaMixtec	TASTY	sabroso	asu̧	asu̧	183	1813			josserand1983mixtec		yoso11
18211	SanMiguelElGrandeMixtec	TASTY	sabroso	asū̧	asū̧	183	1813			josserand1983mixtec		gran11
900	SanJuanCoatzospamMixtec	BACK	back	átā	átā	29	1291			small1990syntactic		coat11
6060	SanAndresChicahuaxtlaTriqui	FOAM	espuma	atan'⁴an	atan'⁴an	150	1768			good1978diccionario		chic12
5943	SanAndresChicahuaxtlaTriqui	CLOTH OR CLOTHES	tela, ropa, trapo	atsij⁵i	atsij⁵i	39				good1978diccionario		chic12
2011	SanPedroySanPabloTeposcolula1600Mixtec	BITTER	amarga cosa	atu	atu	182	887			alvarado1593vocabulario		tepo01
18157	SanMateoSindihuiMixtec	BITTER	amargo	atu	atu	182	887			josserand1983mixtec		sind11
20063	Proto-Mixtec	WHEN	cuándo	awa̧	awa̧	208	1238			josserand1983mixtec		prom01
5640	Proto-Mixtec	WHEN	cuándo	áwã́	áwã́	208	1238			swanton2020observaciones		prom01
19977	SantaMariaAcatepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		acat11
19991	SanPedroAtoyacMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		atoy11
19997	SanAgustinChayucoMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		chay11
20007	SanCristobalJamiltepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		cris11
20020	SantaMariaHuazolotitlanMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		huaz11
20025	SantiagoIxtayutlaMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		ixta11
20028	SantiagoJamiltepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		jami11
20030	SantaMariaJicaltepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		jica11
20031	SanPedroJicayanMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		jica12
20034	SanLorenzoMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		lore11
20035	SantaCatarinaMechoacanMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		mech11
20048	SantaMariaNutioMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		nuti11
20059	SantiagoPinotepaNacionalMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		pino11
20060	PinotepaDonLuisMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		pino12
20065	SanFranciscoSayultepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		sayu11
20075	SanAntonioTepetlapaMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		tepe12
20083	VillaTututepecMelchorOcampoMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		tutu11
20097	SantaMariaZacatepecMixtec	WHEN	cuándo	a̧wa̧	a̧wa̧	208	1238			josserand1983mixtec		zaca11
20572	SanPedroYosonamaMixtec	SALTY	salado	axe	axe	181	1091			gittlen2016gramatica		yoso14
725	SanJeronimoProgresoMixtec	TASTY	tasty, delicious	axyā	axyā	183	1813			shields1988syntactic		prog12
2013	SanPedroySanPabloTeposcolula1600Mixtec	BITTER	amarga cosa	aya	aya	182	887			alvarado1593vocabulario		tepo01
4122	SanAgustinChayucoMixtec	TASTY	sabroso	azi	azi	183	1813			pensinger1974diccionario		chay11
18210	SanMartinEstadoMixtec	TASTY	sabroso	aθi	aθi	183	1813			josserand1983mixtec		esta11
5788	Proto-Mixtec	METAL	metal	ᴮ-káà	ᴮ-káà	145	2244			swanton2020observaciones		prom01
5718	Proto-Mixtec	MEAT	carne	(ᴮ)-kójõ̀	ᴮ-kójõ̀	114	634			swanton2020observaciones		prom01
5703	Proto-Mixtec	FAT (FROM ANIMALS)	manteca	(ᴮ)-séʔẽ̀	ᴮ-séʔẽ̀	104	1282			swanton2020observaciones		prom01
5659	Proto-Mixtec	FEATHER	pluma	ᴮ-tówĩ̀	ᴮ-tówĩ̀	77	1201			swanton2020observaciones		prom01
5896	Proto-Mixtec	DREAM	sueño	(ᴮ)-xánì	ᴮ-xánì	207	2374			swanton2020observaciones		prom01
344	SantaMariaYolotepecMixtec	GOOD	bueno	ba'¹a³	ba'¹a³	179	1035			amith2020yoloxochitl		yolo11
341	SantaMariaYolotepecMixtec	SMALL (PLURAL)	pequeño.PL	ba⁴li⁴	ba⁴li⁴	176				amith2020yoloxochitl		yolo11
5570	SanJuanTepeuxila1900Mixtec	DREAM	sueño	bad'iana	bad'iana	207	2374			belmar1902el-cuicateco		tepe03
5571	SanJuanTepeuxila1900Mixtec	DREAM	sueño	badyauna	badyauna	207	2374			belmar1902el-cuicateco		tepe03
5446	SanJuanTepeuxila1900Mixtec	HOUSE	casa	bai	bai	44	1252			belmar1902el-cuicateco		tepe03
9259	SanSebastianMonteMixtec	STOOL	banquito	banka	banka	49	2058			josserand1983mixtec		mont12
9268	SantaMariaNutioMixtec	STOOL	banquito	banka	banka	49	2058			josserand1983mixtec		nuti11
9280	SanMiguelProgresoMixtec	STOOL	banquito	banka	banka	49	2058			josserand1983mixtec		prog11
9262	SanLuisMoreliaMixtec	STOOL	banquito	banko	banko	49	2058			josserand1983mixtec		more11
9200	SantaCatarinaAdequezMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		adeq11
9204	SanMiguelAmatitlanMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		amat11
