ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
11217	SanAgustinTlacotepecMixtec	HERBACEOUS PLANT	hierba	žiʔi	žiʔi	81				josserand1983mixtec		tlac11
14934	SanMartinDuraznosMixtec	DEW	rocío	žiʔi	žiʔi	140	1977			josserand1983mixtec		dura11
17547	SantaMariaYucunicocoMixtec	HOT	caliente	ži̧ʔni̧	ži̧ʔni̧	172	1286			josserand1983mixtec		yucu15
18072	SantiagoTamazolaMixtec	SALTY	salado	žiʔva	žiʔva	181	1091			josserand1983mixtec		tama12
3948	SanAgustinChayucoMixtec	MOTHER	madre	zɨhɨ	zɨhɨ	1	1216			pensinger1974diccionario		chay11
12497	SanMateoSindihuiMixtec	PUMPKIN	calabaza	žɨɨŋ	žɨɨŋ	100	864			josserand1983mixtec		sind11
12435	ChalcatongoHidalgoMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		chal11
12445	SanCristobalJamiltepecMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		cris11
12454	SanMiguelElGrandeMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		gran11
12473	SanAgustinMonteLobosMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		mont14
12481	SantoDomingoNuxaaMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		nuxa11
12514	SantiagoTlazoyaltepecMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		tlaz11
12514	SantiagoTlazoyaltepecMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		tlaz11
12520	SantaMariaYolotepecMixtec	PUMPKIN	calabaza	žɨkɨ̧	žɨkɨ̧	100	864			josserand1983mixtec		yolo11
15089	SanSebastianTecomaxtlahuacaMixtec	MOUNTAIN OR HILL	cerro	žɨ́kɨ̀	žɨ́kɨ̀	141	2118			josserand1983mixtec		teco11
2144	SanJuanDiuxiMixtec	BONE	bone	žɨ̀kɨ̀	žɨ̀kɨ̀	18	1394			durr1987preliminary		diux11
2145	SantaMariaPenolesMixtec	BONE	bone	žɨ̀kɨ̀	žɨ̀kɨ̀	18	1394			durr1987preliminary		peno11
2145	SantaMariaPenolesMixtec	BONE	bone	žɨ̀kɨ̀	žɨ̀kɨ̀	18	1394			durr1987preliminary		peno11
12486	SantaMariaPenolesMixtec	PUMPKIN	calabaza	žɨ̀kɨ̧̀	žɨ̀kɨ̧̀	100	864			josserand1983mixtec		peno11
12486	SantaMariaPenolesMixtec	PUMPKIN	calabaza	žɨ̀kɨ̧̀	žɨ̀kɨ̧̀	100	864			josserand1983mixtec		peno11
12502	SantaMariaTataltepecMixtec	PUMPKIN	calabaza	žɨ̧kɨ̧	žɨ̧kɨ̧	100	864			josserand1983mixtec		tata11
2146	SanEstebanAtatlahucaMixtec	BONE	bone	žɨ̄kɨ̄	žɨ̄kɨ̄	18	1394			durr1987preliminary		atat11
12523	SantaMariaYucuhitiMixtec	PUMPKIN	calabaza	žɨ̄kɨ̄	žɨ̄kɨ̄	100	864			josserand1983mixtec		yucu12
2147	SanMiguelElGrandeMixtec	BONE	bone	žɨ̄kɨ̄	žɨ̄kɨ̄-	18	1394			durr1987preliminary		gran11
12443	SanPedroCoxcaltepecCantarosMixtec	PUMPKIN	calabaza	žɨku̧	žɨku̧	100	864			josserand1983mixtec		coxc11
12479	SantoDomingoNundoMixtec	PUMPKIN	calabaza	žɨku̧	žɨku̧	100	864			josserand1983mixtec		nund13
7647	SanEstebanAtatlahucaMixtec	INTESTINES	tripas	žɨtɨ	žɨtɨ	31	1991			josserand1983mixtec		atat11
7668	SantaAnaCuauhtemocMixtec	INTESTINES	tripas	žɨtɨ	žɨtɨ	31	1991			josserand1983mixtec		cuau11
7670	CuyamecalcoVillaZaragozaMixtec	INTESTINES	tripas	žɨtɨ	žɨtɨ	31	1991			josserand1983mixtec		cuya11
7679	SanAntonioHuitepecMixtec	INTESTINES	tripas	žɨtɨ-xʷi̧ñi̧	žɨtɨ-xʷi̧ñi̧	31	1991			josserand1983mixtec		huit11
14878	SanSebastianTecomaxtlahuacaMixtec	RIVER	río	žɨ̄tʸá	žɨ̄tʸá	139	666			josserand1983mixtec		teco11
12449	SanJuanDiuxiMixtec	PUMPKIN	calabaza	žɨxɨ̧	žɨxɨ̧	100	864			josserand1983mixtec		diux11
12500	SanJuanTamazolaMixtec	PUMPKIN	calabaza	žɨxɨ̧	žɨxɨ̧	100	864			josserand1983mixtec		tama11
12510	SantiagoTilantongoMixtec	PUMPKIN	calabaza	žɨxɨ̧	žɨxɨ̧	100	864			josserand1983mixtec		tila11
12528	SanJuanYutaMixtec	PUMPKIN	calabaza	žɨxɨ̧	žɨxɨ̧	100	864			josserand1983mixtec		yuta12
12456	SanAntonioHuitepecMixtec	PUMPKIN	calabaza	žɨ̧xɨ̧	žɨ̧xɨ̧	100	864			josserand1983mixtec		huit11
12487	SanMiguelPiedrasMixtec	PUMPKIN	calabaza	žɨ̧xɨ̧	žɨ̧xɨ̧	100	864			josserand1983mixtec		pied11
15122	SantaCatarinaAdequezMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		adeq11
15127	SantaMariaApazcoMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		apas11
15128	SantiagoApoalaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		apoa11
15144	SanMiguelChicahuaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		chic11
15150	SanPedroCoxcaltepecCantarosMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		coxc11
15156	SanJuanDiuxiMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		diux11
15159	SantaCatarinaEstetlaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		este11
15169	SanMiguelIxtapamMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		ixta13
15171	SanFranciscoJaltepetongoMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		jate11
15178	ElRosarioMicaltepecMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		mica11
15184	SanAgustinMonteLobosMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		mont14
15186	SanAntonioNduayacoMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		ndua11
15192	SantoDomingoNuxaaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		nuxa11
15193	SanAndresNuxinoMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		nuxi11
15198	SantaMariaPenolesMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		peno11
15198	SantaMariaPenolesMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		peno11
15199	SanMiguelPiedrasMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		pied11
15209	SanMateoSindihuiMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		sind11
15211	SanBartoloSoyaltepecMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		soya11
15212	SanJuanTamazolaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		tama11
15214	SantaMariaTataltepecMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		tata11
15223	SanPedroTidaaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		tida11
15229	SantiagoTlazoyaltepecMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		tlaz11
15229	SantiagoTlazoyaltepecMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		tlaz11
15233	SanJeronimoXayacatlanMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		xaya11
15242	SanPedroYucunamaMixtec	PLAIN	llano	žođo	žođo	142	652			josserand1983mixtec		yucu14
15168	SantiagoIxtaltepecMixtec	PLAIN	llano	ž̩ođo	ž̩ođo	142	652			josserand1983mixtec		ixta12
3967	SanAgustinChayucoMixtec	EAR	oreja	zoho yo	zoho	24	1247			pensinger1974diccionario		chay11
15131	SanAgustinAtenangoMixtec	PLAIN	llano	žoho	žoho	142	652			josserand1983mixtec		aten11
15166	IxpantepecNievesMixtec	PLAIN	llano	žoho	žoho	142	652			josserand1983mixtec		ixpa11
15181	SanSebastianMonteMixtec	PLAIN	llano	žoho	žoho	142	652			josserand1983mixtec		mont12
15187	SanJorgeNuchitaMixtec	PLAIN	llano	žoho	žoho	142	652			josserand1983mixtec		nuch11
15241	YucunutiBenitoJuarezMixtec	PLAIN	llano	žoho	žoho	142	652			josserand1983mixtec		yucu13
12010	SanMiguelAchiutlaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		achi11
12014	SantaMariaApazcoMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		apas11
12015	SantiagoApoalaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		apoa11
12016	SanEstebanAtatlahucaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		atat11
12023	ChalcatongoHidalgoMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		chal11
12026	SanMiguelChicahuaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		chic11
12035	SanMartinDuraznosMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		dura11
12037	SantaCatarinaEstetlaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		este11
12038	SanMiguelElGrandeMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		gran11
12041	SanAntonioHuitepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		huit11
12043	SantaCruzItundujiaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		itun11
12044	IxpantepecNievesMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		ixpa11
12051	SantiagoJuxtlahuacaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		juxt11
12055	SanPedroMolinosMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		moli11
12057	SanAgustinMonteLobosMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		mont14
12060	SantoDomingoNuxaaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		nuxa11
12061	SanAndresNuxinoMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		nuxi11
12063	SantoTomasOcotepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		ocot11
12066	SanMiguelPiedrasMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		pied11
12072	SanMateoSindihuiMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		sind11
12073	SanJeronimoSosolaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		soso11
12075	SanJuanTamazolaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tama11
12077	SanSebastianTecomaxtlahuacaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		teco11
12082	SanPedroTidaaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tida11
12083	SantiagoTilantongoMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tila11
12084	SanAgustinTlacotepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tlac11
12085	SanMiguelTlacotepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tlac12
12086	SantiagoTlazoyaltepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tlaz11
12086	SantiagoTlazoyaltepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		tlaz11
12089	SantaMariaYolotepecMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		yolo11
12091	SantiagoYosonduaMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		yoso11
12092	SanBartolomeYucuaneMixtec	TASSEL	espiga	žoko	žoko	95				josserand1983mixtec		yucu11
12074	SanBartoloSoyaltepecMixtec	TASSEL	espiga	žókó	žókó	95				josserand1983mixtec		soya11
12070	SantosReyesTepejilloMixtec	TASSEL	espiga	žókò	žókò	95				josserand1983mixtec		reye11
12065	SantaMariaPenolesMixtec	TASSEL	espiga	žòkò	žòkò	95				josserand1983mixtec		peno11
12065	SantaMariaPenolesMixtec	TASSEL	espiga	žòkò	žòkò	95				josserand1983mixtec		peno11
12095	SantaMariaYucunicocoMixtec	TASSEL	espiga	žōkó	žōkó	95				josserand1983mixtec		yucu15
12062	SantiagoNuyooMixtec	TASSEL	espiga	žōkō	žōkō	95				josserand1983mixtec		nuyo11
12094	YucunutiBenitoJuarezMixtec	TASSEL	espiga	žōkō	žōkō	95				josserand1983mixtec		yucu13
12046	SantiagoIxtaltepecMixtec	TASSEL	espiga	ž̩ókó	ž̩ókó	95				josserand1983mixtec		ixta12
15642	SanMiguelProgresoMixtec	BEESWAX	cera	žo̧mȩ	žo̧mȩ	148	1931			josserand1983mixtec		prog11
2588	SantaMariaPenolesMixtec	MOON	moon	žóó	žóó	134	1313			durr1987preliminary		peno11
2588	SantaMariaPenolesMixtec	MOON	moon	žóó	žóó	134	1313			durr1987preliminary		peno11
2596	SanJeronimoProgresoMixtec	MOON	moon	žòò	žòò	134	1313			durr1987preliminary		prog12
2591	SanEstebanAtatlahucaMixtec	MOON	moon	žōò	žōò	134	1313			durr1987preliminary		atat11
2592	SanMiguelElGrandeMixtec	MOON	moon	žōò	žōò	134	1313			durr1987preliminary		gran11
2590	SanPedroMolinosMixtec	MOON	moon	žòò	žòò-	134	1313			durr1987preliminary		moli11
15121	SanMiguelAchiutlaMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		achi11
15142	SanPedroChayucoMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		chay12
15157	SanMartinDuraznosMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		dura11
15190	SantoDomingoNundoMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		nund13
15203	SanMiguelProgresoMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		prog11
15215	SanSebastianTecomaxtlahuacaMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		teco11
15227	SanMiguelTlacotepecMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		tlac12
15239	SanBartolomeYucuaneMixtec	PLAIN	llano	žoso	žoso	142	652			josserand1983mixtec		yucu11
15195	SantoTomasOcotepecMixtec	PLAIN	llano	žōsò	žōsò	142	652			josserand1983mixtec		ocot11
14237	SanMiguelTlacotepecMixtec	THREAD	hilo	žoʔƀa	žoʔƀa	127	1161			josserand1983mixtec		tlac12
14217	SanMiguelProgresoMixtec	THREAD	hilo	žoʔƀe	žoʔƀe	127	1161			josserand1983mixtec		prog11
13777	SanMiguelProgresoMixtec	SMOKE (EXHAUST)	humo	žo̧ʔmȩ	žo̧ʔmȩ	121	778			josserand1983mixtec		prog11
14147	SanMiguelAmatitlanMixtec	THREAD	hilo	žoʔo	žoʔo	127	1161			josserand1983mixtec		amat11
14253	YucuquimiOcampoMixtec	THREAD	hilo	žoʔo	žoʔo	127	1161			josserand1983mixtec		yucu16
2563	SanJeronimoProgresoMixtec	ROPE	rope	žóʔò	žóʔò	129	1218			durr1987preliminary		prog12
2554	SantaMariaPenolesMixtec	ROPE	rope	žòʔò	žòʔò	129	1218			durr1987preliminary		peno11
2554	SantaMariaPenolesMixtec	ROPE	rope	žòʔò	žòʔò	129	1218			durr1987preliminary		peno11
2559	SantiagoCacaloxtepecMixtec	ROPE	rope	žōʔò	žōʔò	129	1218			durr1987preliminary		caca11
2556	SanPedroMolinosMixtec	ROPE	rope	žōʔō	žōʔō	129	1218			durr1987preliminary		moli11
2557	SanEstebanAtatlahucaMixtec	ROPE	rope	žōʔō	žōʔō	129	1218			durr1987preliminary		atat11
2558	SanMiguelElGrandeMixtec	ROPE	rope	žōʔō	žōʔō-	129	1218			durr1987preliminary		gran11
15123	SanMiguelAhuehuetitlanMixtec	PLAIN	llano	žoθo	žoθo	142	652			josserand1983mixtec		ahue11
15206	SantosReyesTepejilloMixtec	PLAIN	llano	žōθò	žōθò	142	652			josserand1983mixtec		reye11
15213	SantiagoTamazolaMixtec	PLAIN	llano	žōθǒ	žōθǒ	142	652			josserand1983mixtec		tama12
7395	SantiagoYosonduaMixtec	NOSE	nariz	(žu)-šiNni̧	žu-šiNni̧	25	1221			josserand1983mixtec		yoso11
14186	SanMiguelIxtapamMixtec	THREAD	hilo	žua	žua	127	1161			josserand1983mixtec		ixta13
14195	ElRosarioMicaltepecMixtec	THREAD	hilo	žua	žua	127	1161			josserand1983mixtec		mica11
14874	SanBartoloSoyaltepecMixtec	RIVER	río	žua	žua	139	666			josserand1983mixtec		soya11
14155	SantiagoCacaloxtepecMixtec	THREAD	hilo	žüa(ʔa)	žüaʔa	127	1161			josserand1983mixtec		caca11
8980	SanPedroChayucoMixtec	MAT	petate	žuƀi	žuƀi	47	195			josserand1983mixtec		chay12
8993	CuilapamGuerreroMixtec	MAT	petate	žuƀi	žuƀi	47	195			josserand1983mixtec		cuil11
9015	SantiagoJuxtlahuacaMixtec	MAT	petate	žuƀi	žuƀi	47	195			josserand1983mixtec		juxt11
9043	SanMiguelProgresoMixtec	MAT	petate	žuƀi	žuƀi	47	195			josserand1983mixtec		prog11
9078	SantaMariaYucunicocoMixtec	MAT	petate	žūƀí	žūƀí	47	195			josserand1983mixtec		yucu15
9035	SantiagoNuyooMixtec	MAT	petate	žūƀī	žūƀī	47	195			josserand1983mixtec		nuyo11
14899	SantaMariaYucuhitiMixtec	RIVER	río	žūƀī	žūƀī	139	666			josserand1983mixtec		yucu12
11669	SantiagoPinotepaNacionalMixtec	CORN DOUGH	masa	žuča	žuča	91				josserand1983mixtec		pino11
14786	SantaCatarinaAdequezMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		adeq11
14801	ChalcatongoHidalgoMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		chal11
14811	SanPedroCoxcaltepecCantarosMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		coxc11
14824	SanMiguelElGrandeMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		gran11
14828	IxpantepecNievesMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		ixpa11
14887	SanMiguelTlacotepecMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		tlac12
14897	SantiagoYosonduaMixtec	RIVER	río	žuča	žuča	139	666			josserand1983mixtec		yoso11
11619	SanCristobalJamiltepecMixtec	CORN DOUGH	masa	žuča̧	žuča̧	91				josserand1983mixtec		cris11
2612	SanMiguelElGrandeMixtec	RIVER	river	žùčā	žùčā	139	666			durr1987preliminary		gran11
3969	SanAgustinChayucoMixtec	NECK	cuello, nuca, pescuezo	zucu yo	zucu	26	1333			pensinger1974diccionario		chay11
14785	SantaCatarinaAdequezMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		adeq11
14792	SantaMariaApazcoMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		apas11
14793	SantiagoApoalaMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		apoa11
14805	SanMiguelChicahuaMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		chic11
14816	CuilapamGuerreroMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		cuil11
14831	SantiagoIxtaltepecMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		ixta12
14848	SanAgustinMonteLobosMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		mont14
14851	SanAntonioNduayacoMixtec	RIVER	río	žuȼa	žuȼa	139	666			josserand1983mixtec		ndua11
11652	SanAgustinMonteLobosMixtec	CORN DOUGH	masa	žuȼa̧	žuȼa̧	91				josserand1983mixtec		mont14
4017	SanAgustinChayucoMixtec	TAIL	cola	zuhma tɨ	zuhma	79	1220			pensinger1974diccionario		chay11
9070	SanJeronimoXayacatlanMixtec	MAT	petate	žui	žui	47	195			josserand1983mixtec		xaya11
11137	SanMiguelAchiutlaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		achi11
11140	SantaMariaApazcoMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		apas11
11142	SantiagoApoalaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		apoa11
11144	SanAgustinAtenangoMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		aten11
11150	ChalcatongoHidalgoMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		chal11
11154	SanMiguelChicahuaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		chic11
11171	SanMiguelElGrandeMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		gran11
11174	SanAntonioHuitepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		huit11
11178	SantiagoIxtaltepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		ixta12
11183	SantiagoJuxtlahuacaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		juxt11
11187	SanPedroMolinosMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		moli11
11189	SanAgustinMonteLobosMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		mont14
11190	SanJorgeNuchitaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		nuch11
11191	SantoDomingoNuxaaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		nuxa11
11204	SanBartoloSoyaltepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		soya11
11207	SanSebastianTecomaxtlahuacaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		teco11
11213	SanPedroTidaaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		tida11
11215	SantiagoTilantongoMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		tila11
11218	SanAgustinTlacotepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		tlac11
11221	SantiagoTlazoyaltepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		tlaz11
11221	SantiagoTlazoyaltepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		tlaz11
11225	SantaMariaYolotepecMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		yolo11
11227	SantiagoYosonduaMixtec	HERBACEOUS PLANT	hierba	žuku	žuku	81				josserand1983mixtec		yoso11
11939	ChalcatongoHidalgoMixtec	FURROW	surco	žuku	žuku	94	1794			josserand1983mixtec		chal11
11964	SantiagoJuxtlahuacaMixtec	FURROW	surco	žuku	žuku	94	1794			josserand1983mixtec		juxt11
14998	SanMiguelAchiutlaMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		achi11
14999	SantaCatarinaAdequezMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		adeq11
15000	SanMiguelAhuehuetitlanMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		ahue11
15003	SanMiguelAmatitlanMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		amat11
15004	SantaMariaApazcoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		apas11
15005	SantiagoApoalaMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		apoa11
15007	SanAgustinAtenangoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		aten11
15013	ChalcatongoHidalgoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		chal11
15015	SanPedroChayucoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		chay12
15023	SanPedroCoxcaltepecCantarosMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		coxc11
15024	SanCristobalJamiltepecMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		cris11
15029	CuilapamGuerreroMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		cuil11
15036	SantaCatarinaEstetlaMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		este11
15038	SanMiguelElGrandeMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		gran11
15041	SanAntonioHuitepecMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		huit11
15043	IxpantepecNievesMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		ixpa11
15046	SanMiguelIxtapamMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		ixta13
15048	SanFranciscoJaltepetongoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		jate11
15052	SantiagoJuxtlahuacaMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		juxt11
15055	ElRosarioMicaltepecMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		mica11
15057	SanPedroMolinosMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		moli11
15060	SanAgustinMonteLobosMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		mont14
15062	SanAntonioNduayacoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		ndua11
15065	SantiagoNundicheMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		nund12
15068	SantoDomingoNuxaaMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		nuxa11
15069	SanAndresNuxinoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		nuxi11
15072	SanMateoPenascoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		pena12
15074	SanMiguelPiedrasMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		pied11
15076	SantiagoPinotepaNacionalMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		pino11
15078	SanMiguelProgresoMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		prog11
15081	SantosReyesTepejilloMixtec	MOUNTAIN OR HILL	cerro	žuku	žuku	141	2118			josserand1983mixtec		reye11
