Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ùùn	NA	ũ¹ũ¹	vowel and tone	NA	NA	hernandez2020san-martin	dura11
ùun	NA	ũ¹ũ³	vowel and tone	NA	NA	hernandez2020san-martin	dura11
ùún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	hernandez2020san-martin	dura11
u	NA	u³	vowel and tone	NA	NA	hernandez2020san-martin	dura11
on	NA	ũ³	vowel and tone	NA	NA	hernandez2020san-martin	dura11
uùn	NA	ũ³ũ¹	vowel and tone	NA	NA	hernandez2020san-martin	dura11
uun	NA	ũ³ũ³	vowel and tone	NA	NA	hernandez2020san-martin	dura11
uún	NA	ũ³ũ⁵	vowel and tone	NA	NA	hernandez2020san-martin	dura11
ú	NA	u⁵	vowel and tone	NA	NA	hernandez2020san-martin	dura11
ún	NA	ũ⁵	vowel and tone	NA	NA	hernandez2020san-martin	dura11
úùn	NA	ũ⁵ũ¹	vowel and tone	NA	NA	hernandez2020san-martin	dura11
úun	NA	ũ⁵ũ³	vowel and tone	NA	NA	hernandez2020san-martin	dura11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	hernandez2020san-martin	dura11
