Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ìín	NA	ĩ¹ĩ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ī	NA	i³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
īn	NA	ĩ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
īìn	NA	ĩ³ĩ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
īīn	NA	ĩ³ĩ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
īín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
í	NA	i⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ín	NA	ĩ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
íìn	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
íīn	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
íín	NA	ĩ⁵ĩ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ɨ̀	NA	ɨ¹	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̀n	NA	ɨ̃¹	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̀ɨ̀n	NA	ɨ̃¹ɨ̃¹	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̀ɨ̄n	NA	ɨ̃¹ɨ̃³	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̀ɨ́n	NA	ɨ̃¹ɨ̃⁵	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̄	NA	ɨ³	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̄n	NA	ɨ̃³	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̄ɨ̀n	NA	ɨ̃³ɨ̃¹	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̄ɨ̄n	NA	ɨ̃³ɨ̃³	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ̄ɨ́n	NA	ɨ̃³ɨ̃⁵	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ́	NA	ɨ⁵	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ́n	NA	ɨ̃⁵	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ́ɨ̀n	NA	ɨ̃⁵ɨ̃¹	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ́ɨ̄n	NA	ɨ̃⁵ɨ̃³	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ɨ́ɨ́n	NA	ɨ̃⁵ɨ̃⁵	vowel and tone	NA	NA	pensinger1974diccionario	jamɨ11
ò	NA	o¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
òn	NA	õ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
òòn	NA	õ¹õ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
òōn	NA	õ¹õ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
òón	NA	õ¹õ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ō	NA	o³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ōn	NA	õ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ōòn	NA	õ³õ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ōōn	NA	õ³õ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ōón	NA	õ³õ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ó	NA	o⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ón	NA	õ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
óòn	NA	õ⁵õ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
óōn	NA	õ⁵õ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ù	NA	u¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ùn	NA	ũ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ùùn	NA	ũ¹ũ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ùūn	NA	ũ¹ũ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ùún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ū	NA	u³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ūn	NA	ũ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ūùn	NA	ũ³ũ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ú	NA	u⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ún	NA	ũ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
úùn	NA	ũ⁵ũ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
