Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
y	NA	j	consonant	NA	like Spanish	pensinger1974diccionario	chay11
c	NA	k	consonant	NA	like Spanish	pensinger1974diccionario	chay11
qu	NA	k	consonant	NA	like Spanish	pensinger1974diccionario	chay11
cu	NA	kʷ	consonant	NA	before vowels	pensinger1974diccionario	chay11
l	NA	l	consonant	NA	like Spanish	pensinger1974diccionario	chay11
m	NA	m	consonant	NA	like Spanish	pensinger1974diccionario	chay11
n	NA	n	consonant	NA	like Spanish	pensinger1974diccionario	chay11
nd	NA	ⁿd	consonant	NA	like Spanish	pensinger1974diccionario	chay11
ñ	NA	ɲ	consonant	NA	like Spanish	pensinger1974diccionario	chay11
ng	NA	ᵑg	consonant	NA	like Spanish	pensinger1974diccionario	chay11
p	NA	p	consonant	NA	like Spanish	pensinger1974diccionario	chay11
r	NA	ɾ	consonant	NA	like Spanish	pensinger1974diccionario	chay11
s	NA	s	consonant	NA	like Spanish	pensinger1974diccionario	chay11
x	NA	ʃ	consonant	NA	NA	pensinger1974diccionario	chay11
t	NA	t	consonant	NA	like Spanish	pensinger1974diccionario	chay11
h	NA	ʔ	consonant	NA	NA	pensinger1974diccionario	chay11
v	NA	β	consonant	NA	like Spanish	pensinger1974diccionario	chay11
z	NA	θ	consonant	NA	NA	pensinger1974diccionario	chay11
à	NA	a¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
àn	NA	ã¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ààn	NA	ã¹ã¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
àān	NA	ã¹ã³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
àán	NA	ã¹ã⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ā	NA	a³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ān	NA	ã³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
āàn	NA	ã³ã¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
āān	NA	ã³ã³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
āán	NA	ã³ã⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
á	NA	a⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
án	NA	ã⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
áàn	NA	ã⁵ã¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
áān	NA	ã⁵ã³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
áán	NA	ã⁵ã⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
è	NA	e¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
èn	NA	ẽ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
èèn	NA	ẽ¹ẽ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
èēn	NA	ẽ¹ẽ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
èén	NA	ẽ¹ẽ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ē	NA	e³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ēn	NA	ẽ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ēèn	NA	ẽ³ẽ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ēēn	NA	ẽ³ẽ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ēén	NA	ẽ³ẽ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
é	NA	e⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
én	NA	ẽ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
éèn	NA	ẽ⁵ẽ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
éēn	NA	ẽ⁵ẽ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
één	NA	ẽ⁵ẽ⁵	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ì	NA	i¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ìn	NA	ĩ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ììn	NA	ĩ¹ĩ¹	vowel and tone	NA	NA	pensinger1974diccionario	chay11
ìīn	NA	ĩ¹ĩ³	vowel and tone	NA	NA	pensinger1974diccionario	chay11
