Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
eèn	NA	ẽ³ẽ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
een	NA	ẽ³ẽ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
eén	NA	ẽ³ẽ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
é	NA	e⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
én	NA	ẽ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
éèn	NA	ẽ⁵ẽ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
éen	NA	ẽ⁵ẽ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
één	NA	ẽ⁵ẽ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ì	NA	i¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ìn	NA	ĩ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ììn	NA	ĩ¹ĩ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ìin	NA	ĩ¹ĩ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ìín	NA	ĩ¹ĩ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
i	NA	i³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
in	NA	ĩ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
iìn	NA	ĩ³ĩ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
iin	NA	ĩ³ĩ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
iín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
í	NA	i⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ín	NA	ĩ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
íìn	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
íin	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
íín	NA	ĩ⁵ĩ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ò	NA	o¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ùn	NA	õ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
òòn	NA	õ¹õ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
òon	NA	õ¹õ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
òón	NA	õ¹õ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
o	NA	o³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
un	NA	õ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
oòn	NA	õ³õ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
oon	NA	õ³õ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
oón	NA	õ³õ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ó	NA	o⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ón	NA	õ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
óòn	NA	õ⁵õ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
óon	NA	õ⁵õ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ù	NA	u¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
òn	NA	ũ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ùùn	NA	ũ¹ũ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ùun	NA	ũ¹ũ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ùún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
u	NA	u³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
on	NA	ũ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
uùn	NA	ũ³ũ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
uun	NA	ũ³ũ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
uún	NA	ũ³ũ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ú	NA	u⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
ún	NA	ũ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
úùn	NA	ũ⁵ũ¹	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
úun	NA	ũ⁵ũ³	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	galindo-sanchez2009vocabulario	abas11
