Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
y	NA	j	consonant	NA	like Spanish	johnson1988syntactic	jami11
c	NA	k	consonant	NA	like Spanish	johnson1988syntactic	jami11
qu	NA	k	consonant	NA	like Spanish	johnson1988syntactic	jami11
cu	NA	kʷ	consonant	NA	before vowels	johnson1988syntactic	jami11
l	NA	l	consonant	NA	like Spanish	johnson1988syntactic	jami11
m	NA	m	consonant	NA	like Spanish	johnson1988syntactic	jami11
n	NA	n	consonant	NA	like Spanish	johnson1988syntactic	jami11
nd	NA	ⁿd	consonant	NA	like Spanish	johnson1988syntactic	jami11
ñ	NA	ɲ	consonant	NA	like Spanish	johnson1988syntactic	jami11
ng	NA	ᵑg	consonant	NA	like Spanish	johnson1988syntactic	jami11
p	NA	p	consonant	NA	like Spanish	johnson1988syntactic	jami11
r	NA	ɾ	consonant	NA	like Spanish	johnson1988syntactic	jami11
s	NA	s	consonant	NA	like Spanish	johnson1988syntactic	jami11
x	NA	ʃ	consonant	NA	NA	johnson1988syntactic	jami11
t	NA	t	consonant	NA	like Spanish	johnson1988syntactic	jami11
h	NA	ʔ	consonant	NA	NA	johnson1988syntactic	jami11
v	NA	β	consonant	NA	like Spanish	johnson1988syntactic	jami11
z	NA	θ	consonant	NA	NA	johnson1988syntactic	jami11
a	NA	a¹	vowel and tone	NA	basic tones marked	johnson1988syntactic	jami11
an	NA	ã¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
aan	NA	ã¹ã¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
aān	NA	ã¹ã³	vowel and tone	NA	NA	johnson1988syntactic	jami11
aán	NA	ã¹ã⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ā	NA	a³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ān	NA	ã³	vowel and tone	NA	NA	johnson1988syntactic	jami11
āan	NA	ã³ã¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
āān	NA	ã³ã³	vowel and tone	NA	NA	johnson1988syntactic	jami11
āán	NA	ã³ã⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
á	NA	a⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
án	NA	ã⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
áan	NA	ã⁵ã¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
áān	NA	ã⁵ã³	vowel and tone	NA	NA	johnson1988syntactic	jami11
áán	NA	ã⁵ã⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
e	NA	e¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
en	NA	ẽ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
een	NA	ẽ¹ẽ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
eēn	NA	ẽ¹ẽ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
eén	NA	ẽ¹ẽ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ē	NA	e³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ēn	NA	ẽ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ēen	NA	ẽ³ẽ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
