Doculect	Grapheme	IPA	Class	Status	Comments
ocot11	d	ð	consonant	rare	
ocot11	f	f	consonant	loan	
ocot11	g	g	consonant	loan	
ocot11	k	k	consonant		
ocot11	kw	kʷ	consonant		
ocot11	l	l	consonant	rare	
ocot11	m	m	consonant	rare	
ocot11	mb	ᵐb	consonant	loan	
ocot11	n	n	consonant		
ocot11	nd	ⁿd	consonant		prenasalized stop
ocot11	nj	ⁿd͡ʒ	consonant	rare	prenasalized stop
ocot11	ñ	ɲ	consonant		
ocot11	ng	ᵑg	consonant	rare	prenasalized stop
ocot11	p	p	consonant	rare	
ocot11	rr	r	consonant	loan	
ocot11	r	ɾ	consonant	loan	
ocot11	s	s	consonant		
ocot11	sh	ʃ	consonant		
ocot11	t	t	consonant		
ocot11	ch	t͡ʃ	consonant		
ocot11	x	x	consonant		
ocot11	y	ʒ	consonant		
ocot11	h	ʔ	consonant		
ocot11	v	β	consonant		
ocot11	a	a1	vowel and tone		
ocot11	an	ã1	vowel and tone		
ocot11	aan	ã1ã1	vowel and tone		
ocot11	aān	ã1ã3	vowel and tone		
ocot11	aán	ã1ã5	vowel and tone		
ocot11	ā	a3	vowel and tone		
ocot11	ān	ã3	vowel and tone		
ocot11	āan	ã3ã1	vowel and tone		
ocot11	āān	ã3ã3	vowel and tone		
ocot11	āán	ã3ã5	vowel and tone		
ocot11	á	a5	vowel and tone		
ocot11	án	ã5	vowel and tone		
ocot11	áan	ã5ã1	vowel and tone		
ocot11	áān	ã5ã3	vowel and tone		
ocot11	áán	ã5ã5	vowel and tone		
ocot11	e	e1	vowel and tone		
ocot11	en	ẽ1	vowel and tone		
ocot11	een	ẽ1ẽ1	vowel and tone		
ocot11	eēn	ẽ1ẽ3	vowel and tone		
ocot11	eén	ẽ1ẽ5	vowel and tone		
ocot11	ē	e3	vowel and tone		
ocot11	ēn	ẽ3	vowel and tone		
ocot11	ēen	ẽ3ẽ1	vowel and tone		
ocot11	ēēn	ẽ3ẽ3	vowel and tone		
ocot11	ēén	ẽ3ẽ5	vowel and tone		
ocot11	é	e5	vowel and tone		
ocot11	én	ẽ5	vowel and tone		
ocot11	éen	ẽ5ẽ1	vowel and tone		
ocot11	éēn	ẽ5ẽ3	vowel and tone		
ocot11	één	ẽ5ẽ5	vowel and tone		
ocot11	i	i1	vowel and tone		
ocot11	in	ĩ1	vowel and tone		
ocot11	iin	ĩ1ĩ1	vowel and tone		
ocot11	iīn	ĩ1ĩ3	vowel and tone		
ocot11	iín	ĩ1ĩ5	vowel and tone		
ocot11	ī	i3	vowel and tone		
ocot11	īn	ĩ3	vowel and tone		
ocot11	īin	ĩ3ĩ1	vowel and tone		
ocot11	īīn	ĩ3ĩ3	vowel and tone		
ocot11	īín	ĩ3ĩ5	vowel and tone		
ocot11	í	i5	vowel and tone		
ocot11	ín	ĩ5	vowel and tone		
ocot11	íin	ĩ5ĩ1	vowel and tone		
ocot11	íīn	ĩ5ĩ3	vowel and tone		
ocot11	íín	ĩ5ĩ5	vowel and tone		
ocot11	o	o1	vowel and tone		
ocot11	on	õ1	vowel and tone		
ocot11	oon	õ1õ1	vowel and tone		
ocot11	oōn	õ1õ3	vowel and tone		
ocot11	oón	õ1õ5	vowel and tone		
ocot11	ō	o3	vowel and tone		
ocot11	ōn	õ3	vowel and tone		
ocot11	ōon	õ3õ1	vowel and tone		
ocot11	ōōn	õ3õ3	vowel and tone		
ocot11	ōón	õ3õ5	vowel and tone		
ocot11	ó	o5	vowel and tone		
ocot11	ón	õ5	vowel and tone		
ocot11	óon	õ5õ1	vowel and tone		
ocot11	óōn	õ5õ3	vowel and tone		
ocot11	óón	õ5õ5	vowel and tone		
ocot11	u	u1	vowel and tone		
ocot11	un	ũ1	vowel and tone		
ocot11	uun	ũ1ũ1	vowel and tone		
ocot11	uūn	ũ1ũ3	vowel and tone		
ocot11	uún	ũ1ũ5	vowel and tone		
ocot11	ū	u3	vowel and tone		
ocot11	ūn	ũ3	vowel and tone		
ocot11	ūun	ũ3ũ1	vowel and tone		
ocot11	ūūn	ũ3ũ3	vowel and tone		
ocot11	ūún	ũ3ũ5	vowel and tone		
ocot11	ú	u5	vowel and tone		
ocot11	ún	ũ5	vowel and tone		
ocot11	úun	ũ5ũ1	vowel and tone		
ocot11	úūn	ũ5ũ3	vowel and tone		
ocot11	úún	ũ5ũ5	vowel and tone		
