ID,Doculect,Concept,Form,PMCouplet,CogID_Durr,ToneMod,CitForm
796,metl11,cross-sex sibling,kūʔƀā,LH,52,no,no
995,prog12,cross-sex sibling,kʸàʔƀà,LH,52,no,no
1125,chay11,cross-sex sibling,kùʔƀā,LH,52,no,no
79,peno11,adobe,ⁿdóʔò,LH,53,no,no
161,coat11,adobe,ⁿdòʔó,LH,53,no,yes
482,gran11,adobe,ⁿdòʔō,LH,53,no,no
631,xaya11,adobe,ⁿdòʔō,LH,53,no,no
689,ayut11,adobe,ⁿdòʔò,LH,53,no,no
741,alac11,adobe,ⁿdòʔō,LH,53,no,no
864,cahu11,adobe,ⁿdōʔō,LH,53,no,no
930,mixt11,adobe,ⁿdòʔō,LH,53,no,no
996,prog12,adobe,ⁿdòʔō,LH,53,no,no
1075,jica11,adobe,ⁿdóʔō,LH,53,no,no
1126,chay11,adobe,ⁿdòʔō,LH,53,no,no
10,diux11,child,đá’ʔžá,LH,54,no,no
80,peno11,child,đéʔè,LH,54,no,no
162,coat11,child,íʔšá,LH,54,no,yes
236,moli11,child,sèʔē,LH,54,no,no
299,ocot11,child,sèʔē,LH,54,no,no
377,atat11,child,sèʔē,LH,54,no,no
483,gran11,child,sèʔē,LH,54,no,no
570,caca11,child,đèʔē,LH,54,no,no
632,xaya11,child,đèʔē,LH,54,no,no
690,ayut11,child,sīʔè,LH,54,no,no
797,metl11,child,sēʔē,LH,54,no,no
865,cahu11,child,sāʔyā,LH,54,no,no
931,mixt11,child,sèʔē,LH,54,no,no
997,prog12,child,hàʔžī,LH,54,no,no
1076,jica11,child,séʔé,LH,54,no,no
1127,chay11,child,θèʔē,LH,54,no,no
11,diux11,sibling's wife,šà’nú,LH,55,no,no
81,peno11,sibling's wife,sánù,LH,55,no,no
163,coat11,sibling's wife,ènú,LH,55,no,yes
300,ocot11,sibling's wife,xànū,LH,55,no,no
378,atat11,sibling's wife,xènū,LH,55,no,no
484,gran11,sibling's wife,xànū,LH,55,no,no
633,xaya11,sibling's wife,sànū,LH,55,no,no
691,ayut11,sibling's wife,šànù,LH,55,no,no
798,metl11,sibling's wife,sānù,LH,55,no,no
866,cahu11,sibling's wife,šānō,LH,55,no,no
998,prog12,sibling's wife,sànù,LH,55,no,no
1077,jica11,sibling's wife,čánū,LH,55,no,no
12,diux11,ear,đò’ʔó,LH,56,no,no
82,peno11,ear,đóʔò,LH,56,no,no
379,atat11,ear,sòʔō,LH,56,no,no
485,gran11,ear,sòʔō,LH,56,no,no
571,caca11,ear,đòʔō,LH,56,no,no
692,ayut11,ear,sōʔò,LH,56,no,no
742,alac11,ear,sòʔō,LH,56,no,no
867,cahu11,ear,sòʔō,LH,56,no,no
1078,jica11,ear,sóʔó,LH,56,no,no
83,peno11,tooth,nú̧ʔù̧,LH,57,no,no
164,coat11,tooth,nù̧ʔú̧,LH,57,no,yes
237,moli11,tooth,nù̧ʔū̧,LH,57,no,no
380,atat11,tooth,Nù̧ʔū̧,LH,57,no,no
486,gran11,tooth,nù̧ʔū̧,LH,57,no,no
572,caca11,tooth,nò̧ʔō̧,LH,57,no,no
868,cahu11,tooth,nò̧ʔō̧,LH,57,no,no
84,peno11,river,žútè,LH,58,no,no
238,moli11,river,žùtē,LH,58,no,no
301,ocot11,river,žùtē,LH,58,no,no
381,atat11,river,žùtē,LH,58,no,no
487,gran11,river,žùčā,LH,58,no,no
799,metl11,river,ítʸā,LH,58,no,no
869,cahu11,river,yǜtā,LH,58,no,no
932,mixt11,river,yùčā,LH,58,no,no
999,prog12,river,žǜtā,LH,58,no,no
1079,jica11,river,yútá,LH,58,no,no
85,peno11,cold,ƀíšì̧,LH,59,no,no
165,coat11,cold,ƀíʔšǐ̧,LH,59,no,no
239,moli11,cold,ƀìxī̧,LH,59,no,no
382,atat11,cold,mìxī̧,LH,59,no,no
488,gran11,cold,ƀìxī̧,LH,59,no,no
573,caca11,cold,ƀìšī,LH,59,no,no
634,xaya11,cold,ƀìšī̧,LH,59,no,no
693,ayut11,cold,wìšì̧,LH,59,no,no
743,alac11,cold,ƀìšī,LH,59,no,no
800,metl11,cold,ƀìšī̧,LH,59,no,no
870,cahu11,cold,wìšī̧,LH,59,no,no
933,mixt11,cold,ƀìȼī,LH,59,no,no
1000,prog12,cold,ƀīšī,LH,59,no,no
13,diux11,good,ƀà’ʔá,LH,60,no,no
86,peno11,good,ƀáʔà,LH,60,no,no
166,coat11,good,ƀáʔǎ,LH,60,no,no
240,moli11,good,ƀàʔā,LH,60,no,no
302,ocot11,good,ƀàʔā,LH,60,no,no
383,atat11,good,ƀàʔā,LH,60,no,no
489,gran11,good,ƀàʔā,LH,60,no,no
574,caca11,good,ƀàʔā,LH,60,no,no
635,xaya11,good,ƀàʔā,LH,60,no,no
694,ayut11,good,wàʔà,LH,60,no,no
744,alac11,good,ƀàʔā,LH,60,no,no
801,metl11,good,ƀàʔā,LH,60,no,no
871,cahu11,good,wāʔā,LH,60,no,no
934,mixt11,good,ƀàʔā,LH,60,no,no
1001,prog12,good,ƀàʔā,LH,60,no,no
1080,jica11,good,ƀáʔá,LH,60,no,no
1128,chay11,good,ƀàʔā,LH,60,no,no
14,diux11,medicine,tá’tná̧,LLʔ,61,no,no
241,moli11,medicine,tàtà̧,LLʔ,61,no,no
303,ocot11,medicine,tà̧tà̧,LLʔ,61,no,no
384,atat11,medicine,tāNà,LLʔ,61,no,no
490,gran11,medicine,tānà,LLʔ,61,no,no
575,caca11,medicine,tàtà (),LLʔ,61,yes,no
802,metl11,medicine,tàtà̧ (),LLʔ,61,yes,no
,metl11,medicine,tàtā̧ (),LLʔ,61,yes,no
935,mixt11,medicine,tàtǎ,LLʔ,61,no,no
1002,prog12,medicine,tàtà,LLʔ,61,no,no
1129,chay11,medicine,tàtà,LLʔ,61,no,no
15,diux11,four,kó̧’ó̧,LLʔ,62,no,no
87,peno11,four,kúmí,LLʔ,62,no,no
167,coat11,four,kɨ́mǐ̧,LLʔ,62,no,no
242,moli11,four,kù̧ù̧ (),LLʔ,62,yes,no
304,ocot11,four,kùmì,LLʔ,62,no,no
385,atat11,four,kū̧ù̧,LLʔ,62,no,no
491,gran11,four,kū̧ù̧ (),LLʔ,62,yes,no
576,caca11,four,kòmì̧ (),LLʔ,62,yes,no
636,xaya11,four,kùmì (),LLʔ,62,yes,no
695,ayut11,four,kùmíʔ,LLʔ,62,no,no
803,metl11,four,kùmī (),LLʔ,62,yes,no
872,cahu11,four,kūmī,LLʔ,62,no,no
936,mixt11,four,kùmǐ,LLʔ,62,no,no
1003,prog12,four,kòmì,LLʔ,62,no,no
1081,jica11,four,kúmí,LLʔ,62,no,no
1130,chay11,four,kùmì,LLʔ,62,no,no
16,diux11,day,kɨ́’ú,LLʔ,63,no,no
243,moli11,day,kìƀì,LLʔ,63,no,no
386,atat11,day,kɨ̄ƀɨ̀,LLʔ,63,no,no
492,gran11,day,kɨ̄ƀɨ̀,LLʔ,63,no,no
745,alac11,day,kìƀì,LLʔ,63,no,no
804,metl11,day,kìƀì,LLʔ,63,no,no
,metl11,day,kìƀī,LLʔ,63,no,no
873,cahu11,day,kìwì,LLʔ,63,no,no
1004,prog12,day,kìƀì,LLʔ,63,no,no
1131,chay11,day,kɨ̀ƀɨ̀,LLʔ,63,no,no
168,coat11,cotton,káʔȼǐ,LLʔ,64,no,no
244,moli11,cotton,kàčì,LLʔ,64,no,no
493,gran11,cotton,kāčì,LLʔ,64,no,no
577,caca11,cotton,kàčì,LLʔ,64,no,no
696,ayut11,cotton,kāčìʔ,LLʔ,64,no,no
874,cahu11,cotton,kàčì,LLʔ,64,no,no
937,mixt11,cotton,kàčǐ,LLʔ,64,no,no
1005,prog12,cotton,kàčì,LLʔ,64,no,no
1082,jica11,cotton,kátí,LLʔ,64,no,no
88,peno11,snake,kóó,LLʔ,65,no,no
169,coat11,snake,kóǒ,LLʔ,65,no,no
245,moli11,snake,kòò (),LLʔ,65,yes,no
387,atat11,snake,kōò,LLʔ,65,no,no
494,gran11,snake,kōò (),LLʔ,65,yes,no
578,caca11,snake,kòò,LLʔ,65,no,no
637,xaya11,snake,kòò,LLʔ,65,no,no
697,ayut11,snake,kōòʔ,LLʔ,65,no,no
746,alac11,snake,kòò,LLʔ,65,no,no
805,metl11,snake,kōò (),LLʔ,65,yes,no
938,mixt11,snake,kòó,LLʔ,65,no,no
1006,prog12,snake,kòò,LLʔ,65,no,no
1083,jica11,snake,kóó,LLʔ,65,no,no
1132,chay11,snake,kòò,LLʔ,65,no,no
170,coat11,sandal,ⁿdíʔšȩ̌,LLʔ,66,no,no
388,atat11,sandal,ⁿdīxȩ̀,LLʔ,66,no,no
495,gran11,sandal,ⁿdīxà̧ (),LLʔ,66,yes,no
579,caca11,sandal,ⁿdìsà,LLʔ,66,no,no
638,xaya11,sandal,ⁿdìsà̧,LLʔ,66,no,no
698,ayut11,sandal,ⁿdīšà̧ʔ,LLʔ,66,no,no
875,cahu11,sandal,ⁿdǜsà,LLʔ,66,no,no
939,mixt11,sandal,ⁿzìȼǎ,LLʔ,66,no,no
1007,prog12,sandal,ⁿdǜsà,LLʔ,66,no,no
17,diux11,cane,ⁿdó’ó,LLʔ,67,no,no
89,peno11,cane,(tù-žòò),LLʔ,67,no,no
389,atat11,cane,ⁿdōò,LLʔ,67,no,no
496,gran11,cane,ⁿdōò,LLʔ,67,no,no
580,caca11,cane,ⁿdòò (),LLʔ,67,yes,no
876,cahu11,cane,ⁿdòò,LLʔ,67,no,no
940,mixt11,cane,ⁿdòó,LLʔ,67,no,no
1008,prog12,cane,ⁿdòò,LLʔ,67,no,no
1084,jica11,cane,ⁿdóó,LLʔ,67,no,no
90,peno11,tortilla,đítá,LLʔ,68,no,no
171,coat11,tortilla,íʔtǎ,LLʔ,68,no,no
246,moli11,tortilla,stàà (),LLʔ,68,yes,no
305,ocot11,tortilla,šìtà,LLʔ,68,no,no
390,atat11,tortilla,stāà,LLʔ,68,no,no
497,gran11,tortilla,stāà (),LLʔ,68,yes,no
581,caca11,tortilla,đìtà (),LLʔ,68,yes,no
639,xaya11,tortilla,đìtà (),LLʔ,68,yes,no
699,ayut11,tortilla,štā ̀ʔ,LLʔ,68,no,no
747,alac11,tortilla,sìtà,LLʔ,68,no,no
806,metl11,tortilla,sītà,LLʔ,68,no,no
877,cahu11,tortilla,sītā,LLʔ,68,no,no
941,mixt11,tortilla,stàá,LLʔ,68,no,no
1009,prog12,tortilla,hìtà,LLʔ,68,no,no
1085,jica11,tortilla,šítá,LLʔ,68,no,no
1133,chay11,tortilla,šìtà,LLʔ,68,no,no
91,peno11,head,(dɨ́kɨ́),LLʔ,69,no,no
247,moli11,head,šìnì (),LLʔ,69,yes,no
306,ocot11,head,šìnì,LLʔ,69,no,no
391,atat11,head,šīnì,LLʔ,69,no,no
498,gran11,head,šīnì (),LLʔ,69,yes,no
582,caca11,head,đìnì (),LLʔ,69,yes,no
700,ayut11,head,šīnìʔ,LLʔ,69,no,no
807,metl11,head,šìnī,LLʔ,69,no,no
878,cahu11,head,sìnì,LLʔ,69,no,no
1010,prog12,head,hìnì,LLʔ,69,no,no
1086,jica11,head,šíní,LLʔ,69,no,no
1134,chay11,head,šìnì,LLʔ,69,no,no
92,peno11,comal,šíó,LLʔ,70,no,no
172,coat11,comal,šíǒ,LLʔ,70,no,no
392,atat11,comal,xīžò,LLʔ,70,no,no
499,gran11,comal,xīò,LLʔ,70,no,no
583,caca11,comal,šòò (),LLʔ,70,yes,no
748,alac11,comal,šìyò,LLʔ,70,no,no
879,cahu11,comal,šìyò,LLʔ,70,no,no
1011,prog12,comal,šòò,LLʔ,70,no,no
1135,chay11,comal,sìyò,LLʔ,70,no,no
93,peno11,soap,námá,LLʔ,71,no,no
248,moli11,soap,nàmà (),LLʔ,71,yes,no
393,atat11,soap,nāmà,LLʔ,71,no,no
500,gran11,soap,nāmà,LLʔ,71,no,no
584,caca11,soap,nàmà (),LLʔ,71,yes,no
701,ayut11,soap,nāmàʔ,LLʔ,71,no,no
808,metl11,soap,nàmà,LLʔ,71,yes,no
,metl11,soap,nàmā,LLʔ,71,yes,no
942,mixt11,soap,nàmǎ,LLʔ,71,no,no
1012,prog12,soap,nà̧mà̧,LLʔ,71,no,no
1136,chay11,soap,nàmà,LLʔ,71,no,no
94,peno11,face,núú,LLʔ,72,no,no
173,coat11,face,nú̧ǔ̧,LLʔ,72,no,no
249,moli11,face,nùù,LLʔ,72,no,no
307,ocot11,face,nùù,LLʔ,72,no,no
394,atat11,face,nūù,LLʔ,72,no,no
501,gran11,face,nūù (),LLʔ,72,yes,no
640,xaya11,face,nùù,LLʔ,72,no,no
880,cahu11,face,nò̧ò̧,LLʔ,72,no,no
943,mixt11,face,nùú,LLʔ,72,no,no
1013,prog12,face,nùù,LLʔ,72,no,no
1087,jica11,face,nú̧ú̧,LLʔ,72,no,no
1137,chay11,face,nùù,LLʔ,72,no,no
95,peno11,corn,núní,LLʔ,73,no,no
250,moli11,corn,nùnì,LLʔ,73,no,no
308,ocot11,corn,nùnì,LLʔ,73,no,no
395,atat11,corn,nūnì,LLʔ,73,no,no
502,gran11,corn,nūnì,LLʔ,73,no,no
702,ayut11,corn,nūnìʔ,LLʔ,73,no,no
809,metl11,corn,nùnì,LLʔ,73,yes,no
809,metl11,corn,nùnī,LLʔ,73,yes,no
881,cahu11,corn,nònì,LLʔ,73,no,no
1014,prog12,corn,nù̧nì̧,LLʔ,73,no,no
1088,jica11,corn,núní,LLʔ,73,no,no
18,diux11,stone,žú’ú,LLʔ,74,no,no
96,peno11,stone,žúú,LLʔ,74,no,no
174,coat11,stone,šúǔ,LLʔ,74,no,no
309,ocot11,stone,žùù,LLʔ,74,no,no
396,atat11,stone,žūù,LLʔ,74,no,no
503,gran11,stone,žūù,LLʔ,74,no,no
585,caca11,stone,žùù,LLʔ,74,no,no
641,xaya11,stone,yùù (),LLʔ,74,yes,no
703,ayut11,stone,yūùʔ,LLʔ,74,no,no
749,alac11,stone,yùù,LLʔ,74,no,no
810,metl11,stone,yùū,LLʔ,74,no,no
882,cahu11,stone,yǜǜ,LLʔ,74,no,no
944,mixt11,stone,yùú,LLʔ,74,no,no
1089,jica11,stone,yúú,LLʔ,74,no,no
1138,chay11,stone,yùù,LLʔ,74,no,no
97,peno11,moon,žóó,LLʔ,75,no,no
175,coat11,moon,šóǒ,LLʔ,75,no,no
251,moli11,moon,žòò (),LLʔ,75,yes,no
397,atat11,moon,žōò,LLʔ,75,no,no
504,gran11,moon,žōò,LLʔ,75,no,no
750,alac11,moon,yòò,LLʔ,75,no,no
883,cahu11,moon,yòò,LLʔ,75,no,no
945,mixt11,moon,yòó,LLʔ,75,no,no
1015,prog12,moon,žòò,LLʔ,75,no,no
1090,jica11,moon,yóó,LLʔ,75,no,no
1139,chay11,moon,yòò,LLʔ,75,no,no
98,peno11,to go,kɨ̧́ʔɨ̧́,LL,76,no,no
176,coat11,to go,kɨ̧́ʔɨ̧̌,LL,76,no,no
252,moli11,to go,kí̧ʔì̧,LL,76,no,no
310,ocot11,to go,kí̧ʔì̧,LL,76,no,no
398,atat11,to go,kɨ̧̄ʔɨ̧̀,LL,76,no,no
505,gran11,to go,kɨ̧̄ʔɨ̧̀,LL,76,no,no
704,ayut11,to go,kū̧ʔù̧,LL,76,no,no
751,alac11,to go,kò̧ʔò̧,LL,76,no,no
1016,prog12,to go,kù̧ʔù̧,LL,76,no,no
99,peno11,comb,kúká,LL,77,no,no
399,atat11,comb,kūkà,LL,77,no,no
506,gran11,comb,kūkà,LL,77,no,no
586,caca11,comb,kùkà,LL,77,no,no
752,alac11,comb,kʷìkà,LL,77,no,no
946,mixt11,comb,kʷìkà,LL,77,no,no
19,diux11,sister,kú’ʔú,LL,78,no,no
100,peno11,sister,kúʔú,LL,78,no,no
253,moli11,sister,kùʔù,LL,78,no,no
311,ocot11,sister,kùʔù,LL,78,no,no
400,atat11,sister,kùʔù,LL,78,no,no
507,gran11,sister,kùʔù,LL,78,no,no
587,caca11,sister,kùʔù,LL,78,no,no
642,xaya11,sister,kùʔù,LL,78,no,no
705,ayut11,sister,kūʔwà,LL,78,no,no
811,metl11,sister,kūʔƀī,LL,78,no,no
1017,prog12,sister,kìʔƀì,LL,78,no,no
101,peno11,to cut,kèʔⁿdé,LL,79,no,no
177,coat11,to cut,káʔⁿdé,LL,79,no,yes
401,atat11,to cut,kāʔⁿdè,LL,79,no,no
508,gran11,to cut,kāʔⁿǰà,LL,79,no,no
588,caca11,to cut,tèʔⁿdè,LL,79,no,no
643,xaya11,to cut,tàʔⁿdè,LL,79,no,no
706,ayut11,to cut,kāʔⁿdʸà,LL,79,no,no
812,metl11,to cut,kāʔⁿdʸā,LL,79,no,no
884,cahu11,to cut,kāʔⁿdā,LL,79,no,no
1018,prog12,broken,tàʔⁿdà ,LL,79,no,no
1091,jica11,to cut,kàʔⁿdà,LL,79,no,no
102,peno11,to speak,ká̧ʔá̧,LL,80,no,no
254,moli11,to speak,kà̧ʔà̧,LL,80,no,no
312,ocot11,to speak,kà̧ʔà̧,LL,80,no,no
402,atat11,to speak,kā̧ʔà̧,LL,80,no,no
509,gran11,to speak,kā̧ʔà̧,LL,80,no,no
589,caca11,to speak,kà̧ʔà̧,LL,80,no,no
707,ayut11,to speak,kā̧ʔà̧,LL,80,no,no
813,metl11,to speak,kā̧ʔā̧,LL,80,no,no
885,cahu11,to speak,kā̧ʔā̧,LL,80,no,no
1019,prog12,to speak,kà̧ʔà̧,LL,80,no,no
1092,jica11,to speak,kà̧ʔā̧,LL,80,no,no
103,peno11,year,kʷíá,LL,81,no,no
178,coat11,year,kʷíǎ,LL,81,no,no
255,moli11,year,kʷìžà,LL,81,no,no
510,gran11,year,kʷīà,LL,81,no,no
590,caca11,year,kùà,LL,81,no,no
886,cahu11,year,kʷīyā,LL,81,no,no
947,mixt11,year,kʷìà,LL,81,no,no
1020,prog12,year,kʷyàà,LL,81,no,no
1140,chay11,year,kʷìyà,LL,81,no,no
20,diux11,niece,đí’kú,LL,82,no,no
104,peno11,niece,đíkú,LL,82,no,no
313,ocot11,niece,šìkù,LL,82,no,no
403,atat11,niece,šīkù,LL,82,no,no
511,gran11,niece,šīkù,LL,82,no,no
644,xaya11,niece,đīkū,LL,82,no,no
708,ayut11,niece,sīkù,LL,82,no,no
814,metl11,niece,šīkū,LL,82,no,no
1021,prog12,niece,hǜkǜ,LL,82,no,no
21,diux11,nephew,đà’ší,LL,83,no,no
105,peno11,nephew,đáší̧,LL,83,no,no
314,ocot11,nephew,sàxì̧,LL,83,no,no
404,atat11,nephew,sāxì̧,LL,83,no,no
512,gran11,nephew,sāxì̧,LL,83,no,no
645,xaya11,nephew,đášì,LL,83,no,no
709,ayut11,nephew,sāšì̧,LL,83,no,no
815,metl11,nephew,sāšī̧,LL,83,no,no
887,cahu11,nephew,sāšī̧,LL,83,no,no
1022,prog12,nephew,hàšì,LL,83,no,no
22,diux11,foot,šé’ʔé,LL,84,no,no
106,peno11,foot,sáʔá,LL,84,no,no
315,ocot11,foot,xèʔè,LL,84,no,no
405,atat11,foot,xēʔè,LL,84,no,no
513,gran11,foot,xāʔà,LL,84,no,no
591,caca11,foot,sàʔà,LL,84,no,no
753,alac11,foot,šàʔà,LL,84,no,no
816,metl11,foot,šàʔā,LL,84,no,no
888,cahu11,foot,šāʔā,LL,84,no,no
1023,prog12,foot,šàʔà,LL,84,no,no
1141,chay11,foot,šàʔà,LL,84,no,no
107,peno11,"herb, bush",žúkú,LL,85,no,no
256,moli11,"herb, bush",žùkù,LL,85,no,no
316,ocot11,"herb, bush",žùkù,LL,85,no,no
406,atat11,"herb, bush",žūkù,LL,85,no,no
514,gran11,"herb, bush",žūkù,LL,85,no,no
710,ayut11,"herb, bush",yūkù leaf,LL,85,no,no
889,cahu11,"herb, bush",yǜkǜ,LL,85,no,no
1024,prog12,"herb, bush",žǜkǜ weeds,LL,85,no,no
1142,chay11,"herb, bush",yùkù,LL,85,no,no
23,diux11,thread,žú’ʔá,LL,86,no,no
108,peno11,thread,žúʔá,LL,86,no,no
179,coat11,thread,šúʔƀé,LL,86,no,no
407,atat11,thread,žūʔƀà,LL,86,no,no
515,gran11,thread,žūʔà,LL,86,no,no
592,caca11,thread,žùʔà,LL,86,no,no
646,xaya11,thread,yùʔà,LL,86,no,no
754,alac11,thread,yìʔƀà,LL,86,no,no
1093,jica11,thread,yūʔƀā,LL,86,no,no
109,peno11,sweet,(sá-)ƀìdí,LL,87,no,no
180,coat11,sweet,ƀí̧dǐ̧,LL,87,no,no
257,moli11,sweet,ƀìšì,LL,87,no,no
408,atat11,sweet,ƀīšì,LL,87,no,no
516,gran11,sweet,ƀīšì,LL,87,no,no
593,caca11,sweet,ƀìđì,LL,87,no,no
647,xaya11,sweet,ƀìđì,LL,87,no,no
817,metl11,sweet,ƀìšì,LL,87,no,no
890,cahu11,sweet,wīsī,LL,87,no,no
1025,prog12,sweet,ƀìhì,LL,87,no,no
24,diux11,nine,ɨ̧́’ɨ̧́,LL,88,no,no
110,peno11,nine,ɨ̧́ɨ̧́,LL,88,no,no
258,moli11,nine,ì̧ì̧,LL,88,no,no
409,atat11,nine,ɨ̧̄ɨ̧̀,LL,88,no,no
517,gran11,nine,ɨ̧̄ɨ̧̀,LL,88,no,no
594,caca11,nine,ì̧ì̧,LL,88,no,no
648,xaya11,nine,ì̧ì̧,LL,88,no,no
891,cahu11,nine,ì̧ì̧,LL,88,no,no
948,mixt11,nine,ì̧ì̧,LL,88,no,no
1026,prog12,nine,ì̧ì̧,LL,88,no,no
1094,jica11,nine,í̧í̧,LL,88,no,no
25,diux11,two,úú,LL,89,no,no
111,peno11,two,úú,LL,89,no,no
181,coat11,two,úƀǐ,LL,89,no,no
259,moli11,two,ùù,LL,89,no,no
410,atat11,two,ūù,LL,89,no,no
518,gran11,two,ūù,LL,89,no,no
649,xaya11,two,ùì,LL,89,no,no
711,ayut11,two,ūwì,LL,89,no,no
892,cahu11,two,ōwī,LL,89,no,no
1027,prog12,two,ìƀì,LL,89,no,no
1095,jica11,two,úƀí,LL,89,no,no
112,peno11,five,ú̧ʔú̧,LL,90,no,no
182,coat11,five,ú̧ʔǔ̧,LL,90,no,no
260,moli11,five,ù̧ʔù̧,LL,90,no,no
411,atat11,five,ū̧ʔù̧,LL,90,no,no
519,gran11,five,ū̧ʔù̧,LL,90,no,no
893,cahu11,five,ō̧ʔō̧,LL,90,no,no
949,mixt11,five,ù̧ʔù̧,LL,90,no,no
1028,prog12,five,ù̧ʔù̧,LL,90,no,no
1096,jica11,five,ú̧ʔú̧,LL,90,no,no
183,coat11,fingernail,ȼì̧ì̧,MT,91,no,no
412,atat11,fingernail,Ní̧í̧,MT,91,no,no
520,gran11,fingernail,tíñū,MT,91,no,no
595,caca11,fingernail,čí̧ì̧,MT,91,no,no
650,xaya11,fingernail,čī̧ī̧,MT,91,no,no
755,alac11,fingernail,číì,MT,91,no,no
818,metl11,fingernail,čí̧ì̧,MT,91,no,no
894,cahu11,fingernail,čī̧ī̧,MT,91,no,no
950,mixt11,fingernail,čî̧í̧,MT,91,no,no
1029,prog12,fingernail,čí̧ì̧,MT,91,no,no
1097,jica11,fingernail,tìñì,MT,91,no,no
113,peno11,rat,tɨ̀ñɨ̀,MT,92,no,no
413,atat11,rat,Nɨ́ñɨ́,MT,92,no,no
521,gran11,rat,tɨ̄ní,MT,92,no,no
819,metl11,rat,tì̧ī̧,MT,92,no,no
1030,prog12,rat,tì̧í̧,MT,92,no,no
1098,jica11,rat,tɨ̄ñɨ́,MT,92,no,no
184,coat11,turkey hen,ȼú̧ǔ̧,MT,93,no,no
317,ocot11,turkey hen,čù̧ú̧,MT,93,no,no
414,atat11,turkey hen,čù̧ú̧,MT,93,no,no
522,gran11,turkey hen,čù̧ú̧ ,MT,93,no,no
523,gran11,turkey hen, tī-ñùú,MT,93,no,no
596,caca11,turkey hen,čò̧ò̧,MT,93,no,no
712,ayut11,turkey hen,tʸù̧ù̧ʔ,MT,93,no,no
756,alac11,turkey hen,tì̧ú̧,MT,93,no,no
895,cahu11,turkey hen,tʸó̧ó̧,MT,93,no,no
951,mixt11,turkey hen,čù̧ū̧,MT,93,no,no
26,diux11,fish,čákà,MT,94,no,no
114,peno11,fish,čáká,MT,94,no,no
185,coat11,fish,ȼàʔká,MT,94,no,yes
261,moli11,fish,čākā,MT,94,no,no
415,atat11,fish,čàká,MT,94,no,no
524,gran11,fish,čáká ,MT,94,no,no
525,gran11,fish, tɨ̄-žáká,MT,94,no,no
597,caca11,fish,tì-žākā,MT,94,no,no
651,xaya11,fish,s-yākā,MT,94,no,no
713,ayut11,fish,tʸàkáʔ,MT,94,no,no
757,alac11,fish,tiáká,MT,94,no,no
820,metl11,fish,tʸàká,MT,94,no,no
896,cahu11,fish,tʸāká,MT,94,no,no
1031,prog12,fish,tī-žàká,MT,94,no,no
115,peno11,black,tù̧ù̧,MT,95,no,no
262,moli11,black,tū̧ū̧,MT,95,no,no
416,atat11,black,Nú̧ú̧,MT,95,no,no
526,gran11,black,tú̧ú̧,MT,95,no,no
714,ayut11,black,tù̧ú̧ʔ,MT,95,no,no
758,alac11,black,tò̧ó̧,MT,95,no,no
897,cahu11,black,tnō̧ó̧,MT,95,no,no
1032,prog12,black,tù̧ú̧,MT,95,no,no
1099,jica11,black,tù̧ù̧,MT,95,no,no
27,diux11,sibling's husband,kà’đá,MT,96,no,no
116,peno11,sibling's husband,kàđà,MT,96,no,no
186,coat11,sibling's husband,kàđá,MT,96,no,yes
318,ocot11,sibling's husband,kàsá,MT,96,no,no
417,atat11,sibling's husband,kàsá,MT,96,no,no
527,gran11,sibling's husband,kàsá,MT,96,no,no
652,xaya11,sibling's husband,kāđà,MT,96,no,no
715,ayut11,sibling's husband,kàsáʔ,MT,96,no,no
821,metl11,sibling's husband,kāsā,MT,96,no,no
1033,prog12,sibling's husband,kàhá,MT,96,no,no
117,peno11,long,kâní,MT,97,no,no
187,coat11,long,kànì̧,MT,97,no,no
263,moli11,long,kání,MT,97,no,no
319,ocot11,long,kání,MT,97,no,no
418,atat11,long,kánī,MT,97,no,no
528,gran11,long,kánī,MT,97,no,no
598,caca11,long,kánì̧,MT,97,no,no
716,ayut11,long,kánìʔ,MT,97,no,no
759,alac11,long,kánì,MT,97,no,no
1143,chay11,long,káñí,MT,97,no,no
28,diux11,big (sg),kà̧ʔnù̧,MT,98,no,no
118,peno11,big (sg),kâʔnù,MT,98,no,no
188,coat11,big (sg),kàʔnù̧,MT,98,no,no
320,ocot11,big (sg),káʔnū,MT,98,no,no
419,atat11,big (sg),káʔnū,MT,98,no,no
529,gran11,big (sg),káʔnū,MT,98,no,no
717,ayut11,big (sg),káʔnúʔ important,MT,98,no,no
822,metl11,big (sg),káʔnū,MT,98,no,no
898,cahu11,big (sg),kāʔnō,MT,98,no,no
952,mixt11,big (sg),káʔnū,MT,98,no,no
1034,prog12,big (sg),káʔnū,MT,98,no,no
1144,chay11,big (sg),kàʔnū,MT,98,no,no
119,peno11,white,kʷîší̧,MT,99,no,no
189,coat11,white,kʷìʔší̧,MT,99,no,yes
321,ocot11,white,kʷīxí̧,MT,99,no,no
420,atat11,white,kʷíxí̧,MT,99,no,no
530,gran11,white,kʷíxí̧,MT,99,no,no
599,caca11,white,kúší,MT,99,no,no
953,mixt11,white,kʷíȼì,MT,99,no,no
120,peno11,green,kʷîì,MT,100,no,no
190,coat11,green,kʷìì,MT,100,no,no
531,gran11,green,kʷíì,MT,100,no,no
600,caca11,green,kʷíì,MT,100,no,no
718,ayut11,green,kʷíìʔ,MT,100,no,no
899,cahu11,green,kʷíí,MT,100,no,no
954,mixt11,green,kʷîí,MT,100,no,no
1035,prog12,green,kʷíī,MT,100,no,no
