ID,Doculect,Concept,Form,PMCouplet,CogID_Durr,ToneMod,CitForm
1100,jica11,green,kʷìì,MT,100,no,no
191,coat11,small (in pieces),kʷèčì,MT,101,no,no
264,moli11,small (in pieces),kʷéčì,MT,101,no,no
532,gran11,small (in pieces),kʷáčí,MT,101,no,no
653,xaya11,small (in pieces),kʷātī,MT,101,no,no
719,ayut11,small (in pieces),kʷáčí,MT,101,no,no
823,metl11,small (in pieces),kʷàčī,MT,101,no,no
900,cahu11,small (in pieces),kʷāčí,MT,101,no,no
1101,jica11,small (in pieces),kʷàtì,MT,101,no,no
121,peno11,red,(tɨ̀-)kʷêʔé,MT,102,no,no
192,coat11,red,kʷèʔé,MT,102,no,yes
533,gran11,red,kʷáʔá,MT,102,no,no
601,caca11,red,kʷàʔá,MT,102,no,no
654,xaya11,red,kʷàʔá,MT,102,no,no
720,ayut11,red,kʷáʔá,MT,102,no,no
760,alac11,red,kʷáʔá,MT,102,no,no
824,metl11,red,kʷáʔā,MT,102,no,no
901,cahu11,red,kʷáʔá,MT,102,no,no
955,mixt11,red,kʷáʔà,MT,102,no,no
1036,prog12,red,kʷáʔá,MT,102,no,no
29,diux11,yellow,'kʷà̧à̧,MT,103,no,no
122,peno11,yellow,kʷâ̧á̧,MT,103,no,no
193,coat11,yellow,kʷà̧á̧,MT,103,no,no
421,atat11,yellow,kʷá̧á̧,MT,103,no,no
534,gran11,yellow,kʷá̧á̧,MT,103,no,no
602,caca11,yellow,kʷà̧á̧,MT,103,no,no
655,xaya11,yellow,kʷà̧á̧,MT,103,no,no
721,ayut11,yellow,kʷá̧á̧,MT,103,no,no
761,alac11,yellow,kʷá̧á̧,MT,103,no,no
825,metl11,yellow,kʷá̧á̧,MT,103,no,no
902,cahu11,yellow,kʷá̧á̧,MT,103,no,no
956,mixt11,yellow,kʷá̧à̧,MT,103,no,no
1037,prog12,yellow,kʷá̧á̧,MT,103,no,no
1102,jica11,yellow,kʷà̧ā̧(-čí) it is yellow,MT,103,no,no
123,peno11,poor,ⁿdâʔú,MT,104,no,no
194,coat11,poor,ⁿdàʔƀí,MT,104,no,yes
265,moli11,poor,ⁿdáʔƀí,MT,104,no,no
322,ocot11,poor,ⁿdáʔƀí,MT,104,no,no
422,atat11,poor,ⁿdáʔú,MT,104,no,no
535,gran11,poor,ⁿdáʔú,MT,104,no,no
656,xaya11,poor,ⁿdàʔƀí,MT,104,no,no
722,ayut11,poor,ⁿdàʔwí,MT,104,no,no
903,cahu11,poor,ⁿdāʔwī,MT,104,no,no
1145,chay11,poor,ⁿdāʔƀí,MT,104,no,no
124,peno11,to sell,đìkò,MT,105,no,no
266,moli11,to sell,šìkō,MT,105,no,no
323,ocot11,to sell,šìkó,MT,105,no,no
423,atat11,to sell,šìkó,MT,105,no,no
536,gran11,to sell,šìkó,MT,105,no,no
603,caca11,to sell,đìkò,MT,105,no,no
723,ayut11,to sell,šìkòʔ,MT,105,no,no
904,cahu11,to sell,síkò,MT,105,no,no
1038,prog12,to sell,hìkó,MT,105,no,no
1103,jica11,to sell,šíkò,MT,105,no,no
125,peno11,precious metal,đí̧ʔú̧,MT,106,no,no
195,coat11,precious metal,đyúʔǔ,MT,106,no,no
267,moli11,precious metal,šù̧ʔū̧,MT,106,no,no
324,ocot11,precious metal,šù̧ʔú̧,MT,106,no,no
424,atat11,precious metal,šù̧ʔú̧,MT,106,no,no
537,gran11,precious metal,šù̧ʔú̧,MT,106,no,no
724,ayut11,precious metal,šù̧ʔú̧ʔ,MT,106,no,no
957,mixt11,precious metal,šǔ̧ʔū̧,MT,106,no,no
1039,prog12,precious metal,hyù̧ʔú̧,MT,106,no,no
1104,jica11,precious metal,šú̧ʔú̧,MT,106,no,no
126,peno11,new,sàà,MT,107,no,no
196,coat11,new,šèě,MT,107,no,no
325,ocot11,new,xēé,MT,107,no,no
425,atat11,new,xēé,MT,107,no,no
538,gran11,new,xáá,MT,107,no,no
604,caca11,new,sàà,MT,107,no,no
762,alac11,new,šāá,MT,107,no,no
958,mixt11,new,ȼǎā,MT,107,no,no
1040,prog12,new,sàá,MT,107,no,no
1105,jica11,new,čàà,MT,107,no,no
1146,chay11,new,sāá,MT,107,no,no
30,diux11,little,'lùčì,MT,108,no,no
127,peno11,little,líʔlì,MT,108,no,no
197,coat11,little,lùʔⁿdí,MT,108,no,yes
268,moli11,little,lūlī,MT,108,no,no
326,ocot11,little,lūlí,MT,108,no,no
426,atat11,little,lùlí,MT,108,no,no
539,gran11,little,lúlí,MT,108,no,no
605,caca11,little,līlūū,MT,108,no,no
725,ayut11,little,lúlú,MT,108,no,no
905,cahu11,little,lōʔō,MT,108,no,no
959,mixt11,little,lūū,MT,108,no,no
1041,prog12,little,lōʔō,MT,108,no,no
1106,jica11,little,lùʔù,MT,108,no,no
1147,chay11,little,lúʔlū,MT,108,no,no
128,peno11,people,ñá-žɨ̀ù,MT,109,no,no
269,moli11,people,ñà-žīƀī,MT,109,no,no
327,ocot11,people,ⁿǰīƀì,MT,109,no,no
427,atat11,people,ñà-žūū,MT,109,no,no
540,gran11,people,ñà-žɨ̄ƀɨ̄,MT,109,no,no
726,ayut11,people,nè-yíwìʔ,MT,109,no,no
763,alac11,people,nì̧ƀī,MT,109,no,no
826,metl11,people,yūúƀī,MT,109,no,no
1042,prog12,people,žīƀī,MT,109,no,no
1107,jica11,people,ñíƀí,MT,109,no,no
1148,chay11,people,ñì-yɨ̄ƀɨ̄,MT,109,no,no
129,peno11,tongue,žâá,MT,110,no,no
328,ocot11,tongue,žáá,MT,110,no,no
428,atat11,tongue,žáá,MT,110,no,no
541,gran11,tongue,žáā,MT,110,no,no
606,caca11,tongue,žáà,MT,110,no,no
657,xaya11,tongue,yàá,MT,110,no,no
727,ayut11,tongue,yáà,MT,110,no,no
764,alac11,tongue,láà,MT,110,no,no
906,cahu11,tongue,yáá,MT,110,no,no
960,mixt11,tongue,yâá,MT,110,no,no
1043,prog12,tongue,žáà,MT,110,no,no
