ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Floating_Tone,Loan_Source
SantiagoNuyooMixtec-1_animal-1,,SantiagoNuyooMixtec,1_animal,kitɨ,kitɨ,k *i/i t *ɨ/ɨ,,josserand1983mixtec,,,^k i t ɨ$,SantiagoNuyooMixtec,,
SantoTomasOcotepecMixtec-1_animal-3,,SantoTomasOcotepecMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SantoTomasOcotepecMixtec,,
SanMateoPenascoMixtec-1_animal-1,,SanMateoPenascoMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanMateoPenascoMixtec,,
SantaMariaPenolesMixtec-1_animal-2,,SantaMariaPenolesMixtec,1_animal,kɨ̀tɨ̀,kɨ̀tɨ̀,k ɨ ¹ t ɨ ¹,,josserand1983mixtec,,,^k ɨ̀ t ɨ̀$,SantaMariaPenolesMixtec,,
SanMiguelPiedrasMixtec-1_animal-1,,SanMiguelPiedrasMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SanMiguelPiedrasMixtec,,
SantiagoPinotepaNacionalMixtec-1_animal-1,,SantiagoPinotepaNacionalMixtec,1_animal,kiti-(kuʔu),kiti-kuʔu,k *i/i t *i/i + k *u/u ʔ *u/u,,josserand1983mixtec,,,^k i t i - k u ʔ u$,SantiagoPinotepaNacionalMixtec,,
PinotepaDonLuisMixtec-1_animal-1,,PinotepaDonLuisMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,default,,
SanMiguelProgresoMixtec-1_animal-1,,SanMiguelProgresoMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanMiguelProgresoMixtec,,
SanJeronimoProgresoMixtec_B-1_animal-2,,SanJeronimoProgresoMixtec_B,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanJeronimoProgresoMixtec_B,,
Proto-Mixtec-1_animal-2,,Proto-Mixtec,1_animal,kɨtɨʔ,kɨtɨʔ,k *ɨ/ɨ t *ɨ/ɨ ʔ,,josserand1983mixtec,,,^k ɨ t ɨ ʔ$,default,,
SantosReyesTepejilloMixtec-1_animal-1,,SantosReyesTepejilloMixtec,1_animal,kīči,kīči,k i ³ tʃ *i/i,,josserand1983mixtec,,,^k ī č i$,SantosReyesTepejilloMixtec,,
SanFranciscoSayultepecMixtec-1_animal-1,,SanFranciscoSayultepecMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanFranciscoSayultepecMixtec,,
SanMateoSindihuiMixtec-1_animal-1,,SanMateoSindihuiMixtec,1_animal,kɨtɨ-(tata),kɨtɨ-tata,k *ɨ/ɨ t *ɨ/ɨ + t *a/a t *a/a,,josserand1983mixtec,,,^k ɨ t ɨ - t a t a$,SanMateoSindihuiMixtec,,
SanJoseSinicahuaMixtec-1_animal-1,,SanJoseSinicahuaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanJoseSinicahuaMixtec,,
SanJeronimoSosolaMixtec-1_animal-1,,SanJeronimoSosolaMixtec,1_animal,kiti(tata),kititata,k *i/i t *i/i t *a/a t *a/a,,josserand1983mixtec,,,^k i t i t a t a$,SanJeronimoSosolaMixtec,,
SanBartoloSoyaltepecMixtec-1_animal-1,,SanBartoloSoyaltepecMixtec,1_animal,ti(tata),titata,t *i/i t *a/a t *a/a,,josserand1983mixtec,,,^t i t a t a$,SanBartoloSoyaltepecMixtec,,
SanJuanTamazolaMixtec-1_animal-1,,SanJuanTamazolaMixtec,1_animal,kɨtɨ(xʷi̧ʔna̧),kɨtɨxʷi̧ʔna̧,k *ɨ/ɨ t *ɨ/ɨ *xʷ/ʃʷ *i̧/ĩ ʔ n *a̧/ã,,josserand1983mixtec,,,^k ɨ t ɨ xʷ i̧ ʔ n a̧$,SanJuanTamazolaMixtec,,
SantiagoTamazolaMixtec-1_animal-1,,SantiagoTamazolaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SantiagoTamazolaMixtec,,
SantaMariaTataltepecMixtec-1_animal-1,,SantaMariaTataltepecMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SantaMariaTataltepecMixtec,,
SanSebastianTecomaxtlahuacaMixtec-1_animal-1,,SanSebastianTecomaxtlahuacaMixtec,1_animal,kítʸì,kítʸì,k i ⁵ tʲ i ¹,,josserand1983mixtec,,,^k í tʸ ì$,SanSebastianTecomaxtlahuacaMixtec,,
SanJuanTeitaMixtec-1_animal-1,,SanJuanTeitaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanJuanTeitaMixtec,,
LosTejocotesMixtec-1_animal-1,,LosTejocotesMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,default,,
TepejilloMixtec-1_animal-1,,TepejilloMixtec,1_animal,kisi,kisi,k *i/i s *i/i,,josserand1983mixtec,,,^k i s i$,TepejilloMixtec,,
SanAntonioTepetlapaMixtec-1_animal-1,,SanAntonioTepetlapaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanAntonioTepetlapaMixtec,,
SanPedroySanPabloTeposcolulaMixtec-1_animal-1,,SanPedroySanPabloTeposcolulaMixtec,1_animal,kete,kete,k *e/e t *e/e,,josserand1983mixtec,,,^k e t e$,SanPedroySanPabloTeposcolulaMixtec,,
SanPedroTidaaMixtec-1_animal-1,,SanPedroTidaaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanPedroTidaaMixtec,,
SantiagoTilantongoMixtec-1_animal-1,,SantiagoTilantongoMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SantiagoTilantongoMixtec,,
SanAgustinTlacotepecMixtec-1_animal-1,,SanAgustinTlacotepecMixtec,1_animal,kɨȼɨ,kɨȼɨ,k *ɨ/ɨ ts *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ ȼ ɨ$,default,,
SantaCatarinaTlaltempanMixtec-1_animal-1,,SantaCatarinaTlaltempanMixtec,1_animal,kiȼi,kiȼi,k *i/i ts *i/i,,josserand1983mixtec,,,^k i ȼ i$,SantaCatarinaTlaltempanMixtec,,
SantiagoTlazoyaltepecMixtec-1_animal-1,,SantiagoTlazoyaltepecMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SantiagoTlazoyaltepecMixtec,,
SantaMariaTonahuixtlaMixtec-1_animal-1,,SantaMariaTonahuixtlaMixtec,1_animal,kisi,kisi,k *i/i s *i/i,,josserand1983mixtec,,,^k i s i$,SantaMariaTonahuixtlaMixtec,,
TotoltepecGuerreroMixtec-1_animal-1,,TotoltepecGuerreroMixtec,1_animal,kisi,kisi,k *i/i s *i/i,,josserand1983mixtec,,,^k i s i$,TotoltepecGuerreroMixtec,,
VillaTututepecMelchorOcampoMixtec-1_animal-1,,VillaTututepecMelchorOcampoMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,VillaTututepecMelchorOcampoMixtec,,
SanJeronimoXayacatlanMixtec-1_animal-2,,SanJeronimoXayacatlanMixtec,1_animal,kisi,kisi,k *i/i s *i/i,,josserand1983mixtec,,,^k i s i$,SanJeronimoXayacatlanMixtec,,
XayacatlanBravoMixtec-1_animal-1,,XayacatlanBravoMixtec,1_animal,kīsì,kīsì,k i ³ s i ¹,,josserand1983mixtec,,,^k ī s ì$,XayacatlanBravoMixtec,,
SantaMariaYolotepecMixtec-1_animal-1,,SantaMariaYolotepecMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SantaMariaYolotepecMixtec,,
YoloxochitlMixtec-1_animal-2,,YoloxochitlMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,YoloxochitlMixtec,,
SantiagoYosonduaMixtec_B-1_animal-1,,SantiagoYosonduaMixtec_B,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SantiagoYosonduaMixtec_B,,
SanBartolomeYucuaneMixtec-1_animal-1,,SanBartolomeYucuaneMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,SanBartolomeYucuaneMixtec,,
SantaMariaYucuhitiMixtec-1_animal-1,,SantaMariaYucuhitiMixtec,1_animal,tìì,tìì,t i ¹ i ¹,,josserand1983mixtec,,,^t ì ì$,SantaMariaYucuhitiMixtec,,
SantaMariaYucuhitiMixtec-1_animal-2,,SantaMariaYucuhitiMixtec,1_animal,kītɨ̄,kītɨ̄,k i ³ t ɨ ³,,josserand1983mixtec,,,^k ī t ɨ̄$,SantaMariaYucuhitiMixtec,,
YucunutiBenitoJuarezMixtec-1_animal-1,,YucunutiBenitoJuarezMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,YucunutiBenitoJuarezMixtec,,
SantaMariaYucunicocoMixtec-1_animal-1,,SantaMariaYucunicocoMixtec,1_animal,kītí,kītí,k i ³ t i ⁵,,josserand1983mixtec,,,^k ī t í$,SantaMariaYucunicocoMixtec,,
YucuquimiOcampoMixtec-1_animal-2,,YucuquimiOcampoMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,josserand1983mixtec,,,^k i t i$,YucuquimiOcampoMixtec,,
YutanduchiGuerreroMixtec-1_animal-1,,YutanduchiGuerreroMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,YutanduchiGuerreroMixtec,,
SanJuanYutaMixtec-1_animal-1,,SanJuanYutaMixtec,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,josserand1983mixtec,,,^k ɨ t ɨ$,SanJuanYutaMixtec,,
SantaMariaZacatepecMixtec-1_animal-3,,SantaMariaZacatepecMixtec,1_animal,kitiʔ,kitiʔ,k *i/i t *i/i ʔ,,josserand1983mixtec,,,^k i t i ʔ$,SantaMariaZacatepecMixtec,,
ZapotitlanPalmasMixtec-1_animal-1,,ZapotitlanPalmasMixtec,1_animal,kiȼi,kiȼi,k *i/i ts *i/i,,josserand1983mixtec,,,^k i ȼ i$,ZapotitlanPalmasMixtec,,
SanMartinDuraznosMixtec_A-1_animal-1,,SanMartinDuraznosMixtec_A,1_animal,kitxì,kitxì,k *i/i tɕ i ¹,,hernandez2020san-martin,,,^k i tx ì$,SanMartinDuraznosMixtec_A,,
SantoDomingoHuendioMixtec-1_animal-1,,SantoDomingoHuendioMixtec,1_animal,kítì,kítì,k i ⁵ t i ¹,,becerra-roldan2015un-estudio,,,^k í t ì$,SantoDomingoHuendioMixtec,,
SanPedroYosonamaMixtec-1_animal-1,,SanPedroYosonamaMixtec,1_animal,kiti,kiti,k *i/i t *i/i,,gittlen2016gramatica,,,^k i t i$,SanPedroYosonamaMixtec,,
YucunanyMixtec-1_animal-1,,YucunanyMixtec,1_animal,kitǐ,kitǐ,k *i/i t i ¹⁵,,salazar2020yucunani,,,^k i t ǐ$,YucunanyMixtec,,
SanAndresYutatioMixtec-1_animal-1,,SanAndresYutatioMixtec,1_animal,kíti̠,kíti̠,k i ⁵ t *i̠/i ¹,,williams2017diccionario,,,^k í t i̠$,SanAndresYutatioMixtec,,
SanAndresChicahuaxtlaTriqui_B-1_animal-1,,SanAndresChicahuaxtlaTriqui_B,1_animal,ʃu³ku³,ʃu³ku³,ʃ *u/u *³/⁴ k *u/u *³/⁴,,hernandez-mendoza2020vocabulario,,,^ʃ u ³ k u ³$,default,,
ChalcatongoHidalgoMixtec_A-1_animal-1,,ChalcatongoHidalgoMixtec_A,1_animal,kɨtɨ,kɨtɨ,k *ɨ/ɨ t *ɨ/ɨ,,macaulay1996grammar,,,^k ɨ t ɨ$,default,,
Proto-Mixtec-1_animal-3,,Proto-Mixtec,1_animal,kɨ́tɨ́ʔ,kɨ́tɨ́ʔ,k ɨ ⁵ t ɨ ⁵ ʔ,,durr1987preliminary,,,^k ɨ́ t ɨ́ ʔ$,default,,
SanMartinItunyosoTriqui-1_animal-1,,SanMartinItunyosoTriqui,1_animal,chu³ku³,chu³ku³,tʃ *u/u *³/⁴ k *u/u *³/⁴,,ChristianDiCanio,,,^ch u ³ k u ³$,SanMartinItunyosoTriqui,,
AbasoloValleMixtec-152_ant-1,,AbasoloValleMixtec,152_ant,choko,choko,tʃ *o/o k *o/o,,galindo-sanchez2009vocabulario,,,^ch o k o$,default,,
YoloxochitlMixtec-152_ant-1,,YoloxochitlMixtec,152_ant,tio¹ko⁴,tio¹ko⁴,t *i/i *o/o ?<¹> k *o/o ?<⁴>,,amith2020yoloxochitl,,,^t i o <¹> k o <⁴> $,YoloxochitlMixtec,,
SantiagoJamiltepecMixtec-152_ant-1,,SantiagoJamiltepecMixtec,152_ant,tɨ̄-yoko,tɨ̄-yoko,t ɨ ³ + *y/ʒ *o/o k *o/o,,johnson1988syntactic,,,^t ɨ̄ - y o k o$,SantiagoJamiltepecMixtec,,
AyutlalosLibresMixtec_A-152_ant-1,,AyutlalosLibresMixtec_A,152_ant,si-ndōkoh,si-ndōkoh,s *i/i + ⁿd o ³ k *o/o *h/ʔ,,hills1990syntactic,,,^s i - nd ō k o h$,default,,
SanJuanCoatzospamMixtec_A-152_ant-1,,SanJuanCoatzospamMixtec_A,152_ant,tsóko,tsóko,ts o ⁵ k *o/o,,small1990syntactic,,,^ts ó k o$,SanJuanCoatzospamMixtec_A,,
SanJuanCopalaTriqui-152_ant-1,,SanJuanCopalaTriqui,152_ant,shkw-aa³,shkw-aa³,ʃ kʷ + *a/a *a/a *³/⁴,,hollenbach1992syntactic,,,^sh kw - a a ³$,SanJuanCopalaTriqui,,
SanAndresChicahuaxtla1890Triqui-152_ant-1,,SanAndresChicahuaxtla1890Triqui,152_ant,Chukua,chukua,tʃ *u/u *kua/kʷ a,,belmar1897ensayo,,,^ch u kua $,default,,
SanAndresChicahuaxtla1890Triqui-152_ant-2,,SanAndresChicahuaxtla1890Triqui,152_ant,Yukuaha,yukuaha,*y/j *u/u *kua/kʷ a *h/ʔ *a/a,,belmar1897ensayo,,,^y u kua h a$,default,,
SanPedroySanPabloTeposcolula1600Mixtec-152_ant-1,,SanPedroySanPabloTeposcolula1600Mixtec,152_ant,tiyoco,tiyoco,t *i/i *y/ʒ *o/o k *o/o,,alvarado1593vocabulario,,,^t i y o c o$,SanPedroySanPabloTeposcolula1600Mixtec,,
SanPedroySanPabloTeposcolula1600Mixtec-152_ant-2,,SanPedroySanPabloTeposcolula1600Mixtec,152_ant,tidzuhu,tidzuhu,t *i/i dz *u/u *h/ʔ *u/u,,alvarado1593vocabulario,,,^t i dz u h u$,SanPedroySanPabloTeposcolula1600Mixtec,,
TlahuapaMixtec-152_ant-1,,TlahuapaMixtec,152_ant,tyòkó,tyòkó,t *y/ʒ o ¹ k o ⁵,,oxnard2020,,,^t y ò k ó$,TlahuapaMixtec,,
PiedraAzulMixtec-152_ant-1,,PiedraAzulMixtec,152_ant,tsiòkó,tsiòkó,tsʲ o ¹ k o ⁵,,oxnard2020,,,^tsiò k ó$,default,,
SanMarcoslaFlorMixtec-152_ant-1,,SanMarcoslaFlorMixtec,152_ant,tsiòkó,tsiòkó,tsʲ o ¹ k o ⁵,,oxnard2020,,,^tsiò k ó$,SanMarcoslaFlorMixtec,,
SanSebastianMonteMixtec_A-152_ant-1,,SanSebastianMonteMixtec_A,152_ant,tìkù kuaá,tìkù,t i ¹ k u ¹,,oxnard2020,,,^t ì k ù$,SanSebastianMonteMixtec_A,,
LaBateaMixtec-152_ant-1,,LaBateaMixtec,152_ant,chokǒ,chokǒ,tʃ *o/o k o ¹⁵,,oxnard2020,,,^ch o k ǒ$,default,,
SanAgustinChayucoMixtec-152_ant-1,,SanAgustinChayucoMixtec,152_ant,tyìyòcò,tyì-yòcò,t *y/ʒ i ¹ + *y/ʒ o ¹ k o ¹,,pensinger1974diccionario,,,^t y ì - y ò c ò$,default,,
SanJuanColoradoMixtec_A-152_ant-1,,SanJuanColoradoMixtec_A,152_ant,tyocó,tyocó,t *y/ʒ *o/o k o ⁵,,stark1986diccionario,,,^t y o c ó$,SanJuanColoradoMixtec_A,,
AlacatlatzalaMixtec_A-152_ant-1,,AlacatlatzalaMixtec_A,152_ant,tio̠ko,tio̠ko,t *i/i *o̠/o ¹ k *o/o,,anderson2006vocabulario,,,^t i o̠ k o$,default,,
XochapaMixtec-152_ant-1,,XochapaMixtec,152_ant,tio̠kó,tio̠kó,t *i/i *o̠/o ¹ k o ⁵,,stark2013diccionario,,,^t i o̠ k ó$,XochapaMixtec,,
MagdalenaPenascoMixtec-152_ant-1,,MagdalenaPenascoMixtec,152_ant,tioko,tioko,t *i/i *o/o k *o/o,,hollenbach2017diccionario,,,^t i o k o$,default,,
SantaMariaPapaloCuicatec-152_ant-1,,SantaMariaPapaloCuicatec,152_ant,i³cu⁴,i³cu⁴,*i/i *³/⁴ k *u/u *⁴/²,,anderson1983diccionario,,,^i ³ c u ⁴$,SantaMariaPapaloCuicatec,,
SanJuanTepeuxila1900Mixtec-152_ant-1,,SanJuanTepeuxila1900Mixtec,152_ant,iku,iku,*i/i k *u/u,,belmar1902el-cuicateco,,,^i k u$,SanJuanTepeuxila1900Mixtec,,
SanAndresChicahuaxtlaTriqui_A-152_ant-1,,SanAndresChicahuaxtlaTriqui_A,152_ant,xucua³,xucua³,*x/ʃ *u/u kʷ a *³/⁴,,good1978diccionario,,,^x u cua ³$,default,,
ElJicaralMixtec-152_ant-1,,ElJicaralMixtec,152_ant,tiokó,tiokó,t *i/i *o/o k o ⁵,,Emily John-Martin,,,^t i o k ó$,default,,
SanMartinDuraznosMixtec_A-152_ant-1,,SanMartinDuraznosMixtec_A,152_ant,txokó,txokó,t *x/ʃ *o/o k o ⁵,,hernandez2020san-martin,,,^t x o k ó$,SanMartinDuraznosMixtec_A,,
YucunanyMixtec-152_ant-1,,YucunanyMixtec,152_ant,chokǒ,chokǒ,tʃ *o/o k o ¹⁵,,salazar2020yucunani,,,^ch o k ǒ$,YucunanyMixtec,,
SanAndresYutatioMixtec-152_ant-1,,SanAndresYutatioMixtec,152_ant,ti̠yi̠tó,ti̠-yi̠tó,t *i̠/i ¹ + *y/ʒ *i̠/i ¹ t o ⁵,,williams2017diccionario,,,^t i̠ - y i̠ t ó$,SanAndresYutatioMixtec,,
SanAndresYutatioMixtec-152_ant-2,,SanAndresYutatioMixtec,152_ant,ti̠'i̠'á,ti̠-'i̠'á,t *i̠/i ¹ + ʔ *i̠/i ¹ ʔ a ⁵,,williams2017diccionario,,,^t i̠ - ' i̠ ' á$,SanAndresYutatioMixtec,,
SanAndresChicahuaxtlaTriqui_B-152_ant-1,,SanAndresChicahuaxtlaTriqui_B,152_ant,ʃu³kʷa³,ʃu³kʷa³,ʃ *u/u *³/⁴ kʷ *a/a *³/⁴,,hernandez-mendoza2020vocabulario,,,^ʃ u ³ kʷ a ³$,default,,
ChalcatongoHidalgoMixtec_A-152_ant-1,,ChalcatongoHidalgoMixtec_A,152_ant,čókó,čókó,tʃ o ⁵ k o ⁵,,macaulay1996grammar,,,^č ó k ó$,default,,
SanMartinItunyosoTriqui-152_ant-1,,SanMartinItunyosoTriqui,152_ant,chu³kwa³,chu³kwa³,tʃ *u/u *³/⁴ kʷ *a/a *³/⁴,,ChristianDiCanio,,,^ch u ³ kw a ³$,SanMartinItunyosoTriqui,,
AbasoloValleMixtec-153_ash-1,,AbasoloValleMixtec,153_ash,yàà,yàà,*y/j a ¹ a ¹,,galindo-sanchez2009vocabulario,,,^y à à$,default,,
YoloxochitlMixtec-153_ash-1,,YoloxochitlMixtec,153_ash,ya¹a⁴,ya¹a⁴,*y/j *a/a ?<¹> *a/a ?<⁴>,,amith2020yoloxochitl,,,^y a <¹> a <⁴> $,YoloxochitlMixtec,,
SanJuanCopalaTriqui-153_ash-1,,SanJuanCopalaTriqui,153_ash,yax³,yax³,*y/j *a/a *x/ʃ *³/⁴,,hollenbach1992syntactic,,,^y a x ³$,SanJuanCopalaTriqui,,
SanAndresChicahuaxtla1890Triqui-153_ash-1,,SanAndresChicahuaxtla1890Triqui,153_ash,"Yaaha, Yaa",yaa,*y/j *a/a *a/a,,belmar1897ensayo,,,^y a a$,default,,
SanPedroySanPabloTeposcolula1600Mixtec-153_ash-1,,SanPedroySanPabloTeposcolula1600Mixtec,153_ash,yaa,yaa,*y/j *a/a *a/a,,alvarado1593vocabulario,,,^y a a$,SanPedroySanPabloTeposcolula1600Mixtec,,
TlahuapaMixtec-153_ash-1,,TlahuapaMixtec,153_ash,yàá,yàá,*y/j a ¹ a ⁵,,oxnard2020,,,^y à á$,TlahuapaMixtec,,
PiedraAzulMixtec-153_ash-1,,PiedraAzulMixtec,153_ash,yàjǎ,yàjǎ,*y/j a ¹ *j/h a ¹⁵,,oxnard2020,,,^y à j ǎ$,default,,
SanMarcoslaFlorMixtec-153_ash-1,,SanMarcoslaFlorMixtec,153_ash,yàjǎ,yàjǎ,*y/j a ¹ *j/h a ¹⁵,,oxnard2020,,,^y à j ǎ$,SanMarcoslaFlorMixtec,,
SanSebastianMonteMixtec_A-153_ash-1,,SanSebastianMonteMixtec_A,153_ash,ya'à,ya'à,*y/j *a/a ʔ a ¹,,oxnard2020,,,^y a ' à$,SanSebastianMonteMixtec_A,,
LaBateaMixtec-153_ash-1,,LaBateaMixtec,153_ash,yàá,yàá,*y/j a ¹ a ⁵,,oxnard2020,,,^y à á$,default,,
SanAgustinChayucoMixtec-153_ash-1,,SanAgustinChayucoMixtec,153_ash,ñiyaa,ñi-yaa,ɲ *i/i + *y/ʒ *a/a *a/a,,pensinger1974diccionario,,,^ñ i - y a a$,default,,
SanJuanColoradoMixtec_A-153_ash-1,,SanJuanColoradoMixtec_A,153_ash,nyaà,nyaà,n *y/ʒ *a/a a ¹,,stark1986diccionario,,,^n y a à$,SanJuanColoradoMixtec_A,,
AlacatlatzalaMixtec_A-153_ash-1,,AlacatlatzalaMixtec_A,153_ash,ya̠a̠ nó'o,ya̠a̠-nó'o,*y/j *a̠/a ¹ *a̠/a ¹ + n o ⁵ ʔ *o/o,,anderson2006vocabulario,,,^y a̠ a̠ - n ó ' o$,default,,
XochapaMixtec-153_ash-1,,XochapaMixtec,153_ash,ya̠á,ya̠á,*y/j *a̠/a ¹ a ⁵,,stark2013diccionario,,,^y a̠ á$,XochapaMixtec,,
MagdalenaPenascoMixtec-153_ash-1,,MagdalenaPenascoMixtec,153_ash,yaà,yaà,*y/j *a/a a ¹,,hollenbach2017diccionario,,,^y a à$,default,,
SantaMariaPapaloCuicatec-153_ash-1,,SantaMariaPapaloCuicatec,153_ash,yi⁴ya⁴,yi⁴ya⁴,*y/j *i/i *⁴/⁴ *y/ʒ *a/a *⁴/²,,anderson1983diccionario,,,^y i ⁴ y a ⁴$,SantaMariaPapaloCuicatec,,
SanAndresChicahuaxtlaTriqui_A-153_ash-1,,SanAndresChicahuaxtlaTriqui_A,153_ash,yaj³,yaj³,*y/j *a/a *j/h *³/⁴,,good1978diccionario,,,^y a j ³$,default,,
ElJicaralMixtec-153_ash-1,,ElJicaralMixtec,153_ash,ya̠á,ya̠á,*y/j *a̠/a ¹ a ⁵,,Emily John-Martin,,,^y a̠ á$,default,,
SanMartinDuraznosMixtec_A-153_ash-1,,SanMartinDuraznosMixtec_A,153_ash,yàà,yàà,*y/j a ¹ a ¹,,hernandez2020san-martin,,,^y à à$,SanMartinDuraznosMixtec_A,,
SantoDomingoHuendioMixtec-153_ash-1,,SantoDomingoHuendioMixtec,153_ash,yaá,yaá,*y/j *a/a a ⁵,,becerra-roldan2015un-estudio,,,^y a á$,SantoDomingoHuendioMixtec,,
YucunanyMixtec-153_ash-1,,YucunanyMixtec,153_ash,yàá,yàá,*y/j a ¹ a ⁵,,salazar2020yucunani,,,^y à á$,YucunanyMixtec,,
SanAndresYutatioMixtec-153_ash-1,,SanAndresYutatioMixtec,153_ash,yaa̠,yaa̠,*y/j *a/a *a̠/a ¹,,williams2017diccionario,,,^y a a̠$,SanAndresYutatioMixtec,,
SanAndresChicahuaxtlaTriqui_B-153_ash-1,,SanAndresChicahuaxtlaTriqui_B,153_ash,jːa³ʰ,jːa³ʰ,jː *a/a ³ʰ/h ³,,hernandez-mendoza2020vocabulario,,,^jː a ³ʰ$,default,,
ChalcatongoHidalgoMixtec_A-153_ash-1,,ChalcatongoHidalgoMixtec_A,153_ash,žàà,žàà,ʒ a ¹ a ¹,,macaulay1996grammar,,,^ž à à$,default,,
SanMartinItunyosoTriqui-153_ash-1,,SanMartinItunyosoTriqui,153_ash,yyaj³,yyaj³,jː *a/a *j/h *³/⁴,,ChristianDiCanio,,,^yy a j ³$,SanMartinItunyosoTriqui,,
AbasoloValleMixtec-119_aunt-1,,AbasoloValleMixtec,119_aunt,xixi,xixi,*x/ʃ *i/i *x/ʃ *i/i,,galindo-sanchez2009vocabulario,,,^x i x i$,default,,
YoloxochitlMixtec-119_aunt-1,,YoloxochitlMixtec,119_aunt,xi³xi²,xi³xi²,?<x> *i/i ?<³> ?<x> *i/i ?<²>,,amith2020yoloxochitl,,,^ <x> i <³> <x> i <²> $,YoloxochitlMixtec,,
SantiagoJamiltepecMixtec-119_aunt-1,,SantiagoJamiltepecMixtec,119_aunt,chishi,chishi,tʃ *i/i ʃ *i/i,,johnson1988syntactic,,,^ch i sh i$,SantiagoJamiltepecMixtec,,
SantoTomasOcotepecMixtec-119_aunt-1,,SantoTomasOcotepecMixtec,119_aunt,shīshi,shīshi,ʃ i ³ ʃ *i/i,,alexander1988syntactic,,,^sh ī sh i$,SantoTomasOcotepecMixtec,,
SanJeronimoProgresoMixtec_A-119_aunt-1,,SanJeronimoProgresoMixtec_A,119_aunt,xixi,xixi,*x/ʃ *i/i *x/ʃ *i/i,,shields1988syntactic,,,^x i x i$,SanJeronimoProgresoMixtec_A,,
AyutlalosLibresMixtec_A-119_aunt-1,,AyutlalosLibresMixtec_A,119_aunt,shishi,shishi,ʃ *i/i ʃ *i/i,,hills1990syntactic,,,^sh i sh i$,default,,
SanJuanCoatzospamMixtec_A-119_aunt-1,,SanJuanCoatzospamMixtec_A,119_aunt,ñāná,ñāná,ɲ a ³ n a ⁵,,small1990syntactic,,,^ñ ā n á$,SanJuanCoatzospamMixtec_A,,
AlacatlatzalaMixtec_B-119_aunt-1,,AlacatlatzalaMixtec_B,119_aunt,sīsī,sīsī,s i ³ s *ī/i ³,,zylstra1991syntactic,,,^s ī s ī$,default,,
SanJuanDiuxiMixtec_A-119_aunt-1,,SanJuanDiuxiMixtec_A,119_aunt,ðíðî,ðíðî,ð i ⁵ ð i ⁵¹,,kuiper1991syntactic,,,^ð í ð î$,SanJuanDiuxiMixtec_A,,
