Grapheme	IPA	Frequency
^đ	ð	12
a	*a/a	28
ʔ	ʔ	32
a$	*a/a	25
^š	ʃ	6
a̧	*a̧/ã	6
n	n	12
i̧	*i̧/ĩ	9
-	+	11
i̧$	*i̧/ĩ	8
^tʸ	tʲ	1
e	*e/e	8
e$	*e/e	7
^t	t	11
o	*o/o	7
o$	*o/o	8
u	*u/u	20
t	t	11
u$	*u/u	19
^n	n	4
ȩ̀	ẽ ¹	1
ñ	ɲ	8
ȩ̀$	ẽ ¹	1
o̧	*o̧/õ	10
o̧$	*o̧/õ	7
^ž	ʒ	15
i	*i/i	29
č	tʃ	12
i$	*i/i	28
k	k	5
^k	k	11
^kʷ	kʷ	8
kʷ	kʷ	4
^s	s	4
u̧$	*u̧/ũ	12
^ⁿr̃	ⁿr	4
^ⁿř	ⁿr	3
đ	ð	13
^ⁿǰ	ⁿdʒ	3
s	s	4
+	?+	1
š	ʃ	6
^ñ	ɲ	7
u̧	*u̧/ũ	9
^w	*w/β	6
ȩ	*ȩ/ẽ	2
ȩ$	*ȩ/ẽ	2
^ȼ	ts	1
y	*y/ʒ	5
^ⁿd	ⁿd	4
l	l	2
w	*w/β	13
a̧$	*a̧/ã	10
^č	tʃ	2
r̃	rː	2
m	m	8
^i	*i/i	4
^ⁿr	ⁿr	1
ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
^m	m	2
ⁿz	ⁿz	1
ỹ	j̃	3
^y	*y/j	2
ȼ	ts	2
ž	ʒ	1
ⁿr	ⁿr	1
^fʸ	fʲ	1
^ⁿz	ⁿz	1
^u	*u/u	4
^u̧	*u̧/ũ	2
^o̧	*o̧/õ	1
^i̧	*i̧/ĩ	3
^l	l	1
^a	*a/a	2
^k°	kʷ	1
^a̧	*a̧/ã	1
