Grapheme	IPA	Frequency
^s	s	10
e	*e/e	7
ʔ	ʔ	16
e$	*e/e	9
^ñ	ɲ	8
a̧	*a̧/ã	5
n	n	8
i̧$	*i̧/ĩ	11
^t	t	7
i̧	*i̧/ĩ	7
ñ	ɲ	6
o	*o/o	2
o$	*o/o	3
t	t	9
^č	tʃ	1
i	*i/i	19
i$	*i/i	15
^kʷ	kʷ	5
^ⁿd	ⁿd	9
a	*a/a	16
kʷ	kʷ	2
a$	*a/a	12
x	*x/ʃ	6
a̧$	*a̧/ã	7
u̧	*u̧/ũ	10
u̧$	*u̧/ũ	15
^ƀ	β	5
^ž	ʒ	11
u	*u/u	11
u$	*u/u	8
^k	k	8
m	m	4
^b	*b/β	1
an	ã 	1
k	k	6
-	+	5
s	s	2
ƀ	β	7
^i	*i/i	2
l	l	3
^n	n	2
č	tʃ	2
š	ʃ	2
^š	ʃ	2
^x	*x/ʃ	1
^u	*u/u	3
^u̧	*u̧/ũ	3
^i̧	*i̧/ĩ	1
ṣ̌	ʂ	1
o̧$	*o̧/õ	1
^l	l	1
^p	p	1
b	*b/β	1
r	*r/ɾ	1
