Grapheme	IPA	Frequency
^a	*a/a	1
đ	ð	11
ɨ$	*ɨ/ɨ	8
^a̧	*a̧/ã	1
m	m	7
a̧$	*a̧/ã	5
^č	tʃ	2
iʰ	i̥	5
t	t	17
u$	*u/u	17
i̧	*i̧/ĩ	8
ñ	ɲ	11
u̧$	*u̧/ũ	19
^đ	ð	8
a	*a/a	21
w	*w/β	14
a$	*a/a	13
č	tʃ	8
i$	*i/i	23
k	k	13
u	*u/u	24
-	+	12
ʔ	ʔ	34
Ñ	ɲ̥	2
ȩ$	*ȩ/ẽ	7
x	*x/ʃ	5
u̧	*u̧/ũ	12
^i	*i/i	5
^i̧	*i̧/ĩ	3
n	n	12
i̧$	*i̧/ĩ	13
y	*y/ʒ	9
^k	k	11
ɨ̧	*ɨ̧/ɨ̃	10
i	*i/i	14
ɨ	*ɨ/ɨ	8
o	*o/o	5
o$	*o/o	7
^kʷ	kʷ	7
a̧	*a̧/ã	6
e	*e/e	12
ȩ	*ȩ/ẽ	4
e$	*e/e	13
^l	l	2
ⁿd	ⁿd	2
^m	m	1
^n	n	5
^ⁿd	ⁿd	22
kʷ	kʷ	2
ɨ̧$	*ɨ̧/ɨ̃	6
^ñ	ɲ	13
^s	s	2
^š	ʃ	1
^ṣ̌	ʂ	1
^t	t	10
r	*r/ɾ	1
^u̧	*u̧/ũ	3
^u	*u/u	5
ṣ̌	ʂ	2
^w	*w/β	7
^y	*y/j	15
r̃	rː	1
^ž	ʒ	6
ž	ʒ	1
