Grapheme	IPA	Frequency
^k	k	7
i	*i/i	15
t	t	5
i$	*i/i	20
^ⁿd	ⁿd	8
u	*u/u	12
č	tʃ	6
^ñ	ɲ	7
u̧	*u̧/ũ	15
a̧$	*a̧/ã	6
a	*a/a	19
ʔ	ʔ	24
n	n	14
u̧$	*u̧/ũ	20
^t	t	3
ɨ	*ɨ/ɨ	1
-	+	4
đ	ð	5
a$	*a/a	16
^u	*u/u	4
^kʷ	kʷ	8
^n	n	4
i̧	*i̧/ĩ	7
i̧$	*i̧/ĩ	10
x	*x/ʃ	1
a̧	*a̧/ã	8
^ƀ	β	5
l	l	1
u$	*u/u	11
^đ	ð	9
š	ʃ	3
^y	*y/j	1
s	s	5
^i	*i/i	3
e	*e/e	8
e$	*e/e	7
o	*o/o	3
o$	*o/o	5
ƀ	β	3
^u̧	*u̧/ũ	3
^	NULL	2
N	n̥	7
^s	s	3
^č	tʃ	1
p	p	1
^ž	ʒ	15
^š	ʃ	4
k	k	6
^ȼ	ts	1
ñ	ɲ	2
^ⁿy	*ⁿj/ⁿʒ	1
^ⁿč	ⁿtʃ	2
ž	ʒ	1
kʷ	kʷ	1
w	*w/β	1
ȼ	ts	1
^i̧	*i̧/ĩ	1
^l	l	1
^b	*b/β	1
an	ã	1
^nn	nː	1
