Grapheme	IPA	Frequency
^h	*h/ʔ	3
e	*e/e	6
ʔ	ʔ	29
e$	*e/e	6
^ñ	ɲ	9
a̧	*a̧/ã	7
n	n	10
i̧$	*i̧/ĩ	14
^t	t	9
a	*a/a	29
a$	*a/a	25
^ᵐb	ᵐb	2
^n	n	4
i̧	*i̧/ĩ	12
^y	*y/j	8
ü	*ü/ʉ	3
ü$	ʉ	4
^č	tʃ	7
i	*i/i	46
t	t	17
i$	*i/i	29
^s	s	2
k	k	8
o$	*o/o	11
^š	ʃ	9
^kʷ	kʷ	6
ñ	ɲ	6
u̧$	*u̧/ũ	10
^ⁿd	ⁿd	18
kʷ	kʷ	6
š	ʃ	11
u̧	*u̧/ũ	10
^ƀ	β	5
^b	*b/β	1
an	ã 	1
^k	k	11
-	+	21
l	l	3
o	*o/o	7
ƀ	β	15
s	s	6
a̧$	*a̧/ã	8
m	m	6
ⁿd	ⁿd	3
^i	*i/i	3
u$	*u/u	3
^ü	*ü/ʉ	2
u	*u/u	4
č	tʃ	4
y	*y/ʒ	4
^ž	ʒ	6
ǖ	ʉ ³	1
ǔ$	u ¹⁵	1
ō	o ³	1
ǒ$	o ¹⁵	1
^u̧	*u̧/ũ	3
o̧	*o̧/õ	1
^i̧	*i̧/ĩ	2
o̧$	*o̧/õ	1
^u	*u/u	1
^o	*o/o	1
^a	*a/a	1
