Grapheme	IPA	Frequency
^s	s	16
é	e ⁵	1
ʔ	ʔ	45
é$	e ⁵	1
e	*e/e	6
e$	*e/e	6
^y	*y/j	28
a̧	*a̧/ã	7
n	n	13
i̧$	*i̧/ĩ	22
^č	tʃ	12
ī	i ³	2
š	ʃ	4
ī$	*ī/i ³	1
^š	ʃ	5
t	t	34
ō$	o ³	1
^r	*r/ɾ	1
a	*a/a	26
i$	*i/i	23
^ñ	ɲ	5
à̧	ã ¹	2
à̧$	ã ¹	1
i	*i/i	27
-	+	4
o	*o/o	5
o$	*o/o	7
u	*u/u	19
u$	*u/u	15
^n	n	6
i̧	*i̧/ĩ	10
ñ	ɲ	12
ú̧	ũ ⁵	2
ú̧$	ũ ⁵	3
u̧	*u̧/ũ	14
u̧$	*u̧/ũ	21
ó	o ⁵	4
ó$	o ⁵	4
k	k	12
^ⁿd	ⁿd	19
à	a ¹	4
à$	a ¹	4
^t	t	19
ì	i ¹	4
ì$	i ¹	6
í	i ⁵	3
č	tʃ	10
í$	i ⁵	6
a$	*a/a	20
^kʷ	kʷ	11
kʷ	kʷ	1
m	m	9
ʔ$	ʔ	1
ū̧	ũ ³	1
ū̧$	ũ ³	1
^ƀ	β	9
è	e ¹	1
è$	e ¹	1
^ì	i ¹	2
ù	u ¹	4
ƀ	β	19
ā	a ³	4
y	*y/ʒ	6
ū$	u ³	2
^k	k	18
ā$	a ³	7
s	s	7
a̧$	*a̧/ã	11
ɨ̄	ɨ ³	1
ɨ́$	ɨ ⁵	1
^i	*i/i	4
^ī	i ³	2
^m	m	2
ù̧$	ũ ¹	2
ú	u ⁵	4
á$	a ⁵	3
ⁿd	ⁿd	1
ū	u ³	2
ò	o ¹	1
ò$	o ¹	1
ú$	u ⁵	1
á	a ⁵	3
^i̧	*i̧/ĩ	3
ā̧$	ã ³	1
ù̧	ũ ¹	1
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	2
^ú	u ⁵	1
^u	*u/u	5
^u̧	*u̧/ũ	3
^ú̧	ũ ⁵	1
^í̧í̧$	ĩ ⁵ ĩ ⁵	1
^l	l	2
ù$	u ¹	2
^a	*a/a	1
^a̧	*a̧/ã	1
w	*w/β	1
