Grapheme	IPA	Frequency
^đ	ð	14
a	*a/a	21
ʔ	ʔ	36
a$	*a/a	18
^ñ	ɲ	10
a̧	*a̧/ã	9
n	n	17
i̧$	*i̧/ĩ	19
^č	tʃ	1
e	*e/e	12
e$	*e/e	11
^s	s	5
t	t	19
o	*o/o	7
o$	*o/o	9
u	*u/u	20
u$	*u/u	19
^n	n	5
i̧	*i̧/ĩ	13
u̧	*u̧/ũ	16
u̧$	*u̧/ũ	22
^ž	ʒ	19
kᵑ	kⁿ	1
^t	t	11
i	*i/i	36
-	+	9
^š	ʃ	5
i$	*i/i	25
^kʷ	kʷ	9
^ⁿd	ⁿd	13
kʷ	kʷ	2
đ	ð	13
^ⁿǰ	ⁿdʒ	4
s	s	5
a̧$	*a̧/ã	13
^w	*w/β	9
y	*y/ʒ	3
^k	k	10
w	*w/β	10
^tn	tⁿ	5
^i	*i/i	2
l	l	1
k	k	10
m	m	1
ȩ$	*ȩ/ẽ	1
^y	*y/j	1
ƀ	β	1
w̃	w	1
č	tʃ	5
ⁿd	ⁿd	1
ñ	ɲ	2
N	n̥	1
^w̃	w	1
š	ʃ	3
ž	ʒ	3
ỹ	j̃	1
^u	*u/u	5
^u̧	*u̧/ũ	3
^i̧	*i̧/ĩ	2
^l	l	1
^e	*e/e ³	1
^a	*a/a	1
