Grapheme	IPA	Frequency
^s	s	9
e	*e/e	8
ʔ	ʔ	28
e$	*e/e	8
^ñ	ɲ	9
a̧	*a̧/ã	10
n	n	13
i̧$	*i̧/ĩ	18
^t	t	9
-	+	12
ž	ʒ	4
i	*i/i	25
i$	*i/i	21
^m	m	2
ⁿd	ⁿd	2
u	*u/u	17
t	t	15
u$	*u/u	13
^n	n	5
i̧	*i̧/ĩ	13
ñ	ɲ	7
u̧	*u̧/ũ	13
u̧$	*u̧/ũ	19
^ž	ʒ	15
o	*o/o	5
o$	*o/o	7
^š	ʃ	3
N	n̥	8
k	k	6
^x	*x/ʃ	6
^kʷ	kʷ	8
^l	l	2
a	*a/a	20
kʷ	kʷ	3
a$	*a/a	15
^ⁿd	ⁿd	11
x	*x/ʃ	6
a̧$	*a̧/ã	12
^ƀ	β	7
s	s	8
ú	u ⁵	1
ú$	u ⁵	1
^k	k	12
m	m	6
^tn	tⁿ	1
^i	*i/i	3
l	l	2
ƀ	β	8
č	tʃ	4
š	ʃ	4
^ʔ	ʔ	1
ú̧	ũ ⁵	2
^u	*u/u	5
^u̧	*u̧/ũ	3
^i̧	*i̧/ĩ	2
w	*w/β	2
^a	*a/a	1
