Grapheme	IPA	Frequency
^s	s	6
e	*e/e	7
ʔ	ʔ	22
e$	*e/e	5
ɨ	*ɨ/ɨ	5
ɨ$	*ɨ/ɨ	2
^ñ	ɲ	8
a̧	*a̧/ã	6
n	n	7
i̧$	*i̧/ĩ	9
^tʸ	tʲ	1
a	*a/a	16
a$	*a/a	18
i̧	*i̧/ĩ	4
o	*o/o	4
o$	*o/o	6
^h	*h/ʔ	2
t	t	10
i$	*i/i	24
u	*u/u	12
k	k	5
u$	*u/u	9
^č	tʃ	3
i	*i/i	19
^t	t	6
š	ʃ	8
^š	ʃ	6
^sʸ	sʲ	1
^kʷ	kʷ	5
^ⁿd	ⁿd	10
^n	n	2
-	+	4
u̧	*u̧/ũ	11
u̧$	*u̧/ũ	12
^ƀ	β	5
^ž	ʒ	14
ƀ	β	10
^k	k	7
^l	l	3
w	*w/β	1
^i	*i/i	3
s	s	2
kʷ	kʷ	2
lʸ	lʲ	1
^ⁿǰ	ⁿdʒ	1
m	m	5
šʸ	ʃʲ	1
à$	a ¹	1
č	tʃ	3
ñ	ɲ	3
^o	*o/o	1
r	*r/ɾ	2
a̧$	*a̧/ã	5
x	*x/ʃ	1
tʸ	tʲ	1
^u	*u/u	3
^u̧	*u̧/ũ	3
^i̧	*i̧/ĩ	1
