Grapheme	IPA	Frequency
^s	s	11
e	*e/e	7
ʔ	ʔ	34
e$	*e/e	7
^y	*y/j	16
a̧	*a̧/ã	8
ñ	ɲ	13
i̧$	*i̧/ĩ	22
^r	*r/ɾ	1
a	*a/a	27
a$	*a/a	21
^č	tʃ	9
i	*i/i	30
-	+	7
t	t	13
o	*o/o	4
o$	*o/o	6
u	*u/u	20
u$	*u/u	13
^n	n	4
í̧	ĩ ⁵	1
í̧$	ĩ ⁵	1
u̧	*u̧/ũ	14
u̧$	*u̧/ũ	22
^š	ʃ	3
tʸ	tʲ	8
k	k	10
^tʸ	tʲ	2
i̧	*i̧/ĩ	9
i$	*i/i	22
^kʷ	kʷ	8
^ⁿd	ⁿd	14
kʷ	kʷ	4
^t	t	12
č	tʃ	11
ʔ$	ʔ	1
^ñ	ɲ	6
^w	*w/β	8
w	*w/β	15
y	*y/ʒ	6
^k	k	11
^l	l	2
s	s	5
m	m	7
a̧$	*a̧/ã	11
^i	*i/i	4
^m	m	2
ó	o ⁵	1
ó$	o ⁵	1
š	ʃ	2
n	n	5
ⁿd	ⁿd	1
^ⁿdʸ	ⁿdʲ	1
^i̧	*i̧/ĩ	3
^u	*u/u	5
^u̧	*u̧/ũ	3
^a	*a/a	1
^a̧	*a̧/ã	1
