Grapheme	IPA	Frequency
^a	*a/a	1
đ	ð	10
i$	*i/i	29
^č	tʃ	3
i	*i/i	38
-	+	15
ʔ	ʔ	30
i̧	*i̧/ĩ	11
ñ	ɲ	6
u̧$	*u̧/ũ	16
i̧$	*i̧/ĩ	21
^đ	ð	13
a	*a/a	29
t	t	17
w	*w/β	13
a$	*a/a	22
k	k	12
u̧	*u̧/ũ	13
y	*y/ʒ	4
e	*e/e	8
e$	*e/e	7
č	tʃ	7
o	*o/o	8
o$	*o/o	10
u	*u/u	19
s	s	6
a̧$	*a̧/ã	11
u$	*u/u	12
^i̧	*i̧/ĩ	3
i̧ⁿ$	*i̧ⁿ/ĩ	1
^i	*i/i	3
n	n	13
^k	k	10
š	ʃ	5
m	m	7
^kʷ	kʷ	9
a̧	*a̧/ã	7
^l	l	2
^m	m	1
^n	n	6
^ⁿd	ⁿd	10
kʷ	kʷ	4
^ⁿǰ	ⁿdʒ	2
ǰ	dʒ	1
^ⁿs	ⁿs	4
^ñ	ɲ	6
ú̧	ũ ⁵	1
ú̧$	ũ ⁵	1
^s	s	12
u̧ᵑ$	ũ	2
^š	ʃ	5
^t	t	10
^tʸ	tʲ	1
^u	*u/u	5
^u̧	*u̧/ũ	3
^w	*w/β	7
ⁿdʸ	ⁿdʲ	1
^y	*y/j	17
u̧ⁿ$	ũ	1
