Grapheme	IPA	Frequency
^a	*a/a	3
-	+	14
s	s	2
t	t	13
o	*o/o	10
ʔ	ʔ	38
o$	*o/o	10
a$	*a/a	20
đ	ð	9
i$	*i/i	27
^ƀ	β	9
a	*a/a	21
e	*e/e	12
e$	*e/e	13
i	*i/i	33
l	l	3
u$	*u/u	16
š	ʃ	9
ȩ$	*ȩ/ẽ	2
i̧$	*i̧/ĩ	11
i̧	*i̧/ĩ	15
ⁿd	ⁿd	1
ñ	ɲ	12
^č	tʃ	6
n	n	16
a̧	*a̧/ã	9
a̧$	*a̧/ã	10
y	*y/ʒ	3
u̧$	*u̧/ũ	17
^đ	ð	11
ƀ	β	9
u	*u/u	18
k	k	9
tʸ	tʲ	3
u̧	*u̧/ũ	12
m	m	5
č	tʃ	6
^i	*i/i	3
^i̧	*i̧/ĩ	2
^k	k	8
^kʷ	kʷ	8
ȩ	*ȩ/ẽ	2
^l	l	5
kʷ	kʷ	3
w	*w/β	2
^n	n	6
r	*r/ɾ	2
^ⁿd	ⁿd	9
^ⁿd̩	ⁿd	2
^ⁿdʸ	ⁿdʲ	2
ɨ̧	*ɨ̧/ɨ̃	1
^ⁿǰ	ⁿdʒ	5
o̧	*o̧/õ	2
^ñ	ɲ	9
^o̧	*o̧/õ	1
o̧$	*o̧/õ	3
^s	s	1
^š	ʃ	11
N	n̥	4
^šʸ	ʃʲ	1
^t	t	4
^tʸ	tʲ	1
^u̧	*u̧/ũ	2
^u	*u/u	3
^y	*y/j	1
^ž	ʒ	16
ž	ʒ	1
