Grapheme	IPA	Frequency
^s	s	18
è	e ¹	2
ʔ	ʔ	45
ē$	e ³	4
ē	e ³	4
e$	*e/e	10
^kʷ	kʷ	11
à	a ¹	9
ā$	a ³	5
^ñ	ɲ	10
a̧	*a̧/ã	7
n	n	15
i̧$	*i̧/ĩ	17
^k	k	20
ù	u ¹	6
ù$	u ¹	7
ī	i ³	4
s	s	8
ì$	i ¹	6
t	t	24
ō	o ³	2
ò$	o ¹	1
^t	t	16
ā̧	ã ³	1
ā̧$	ã ³	2
^x	*x/ʃ	7
i	*i/i	26
-	+	19
ó	o ⁵	1
o$	*o/o	7
ū	u ³	10
ū$	u ³	2
^n	n	8
i̧	*i̧/ĩ	10
ñ	ɲ	10
ù̧	ũ ¹	3
ū̧$	ũ ³	3
u̧	*u̧/ũ	15
u̧$	*u̧/ũ	19
^ž	ʒ	22
$	NULL	12
u	*u/u	16
u$	*u/u	11
o	*o/o	4
N	n̥	8
k	k	13
^ⁿd	ⁿd	17
ā	a ³	8
^č	tʃ	2
ì	i ¹	6
ī$	*ī/i ³	6
i$	*i/i	23
a	*a/a	17
a$	*a/a	14
e	*e/e	8
à̧$	ã ¹	1
ž	ʒ	7
^l	l	3
kʷ	kʷ	1
m	m	8
x	*x/ʃ	7
a̧$	*a̧/ã	10
^ƀ	β	10
^v	β	2
^ī	i ³	5
č	tʃ	9
ò	o ¹	4
v	β	6
^r	*r/ɾ	1
ᵑg	ⁿg	1
^i	*i/i	3
à$	a ¹	3
í	i ⁵	1
l	l	3
ú$	u ⁵	1
ū̧	ũ ³	2
ƀ	β	6
š	ʃ	4
ⁿd	ⁿd	1
ō$	o ³	1
^ⁿȼ	ⁿts	1
^ī̧ī̧$	ĩ ³ ĩ ³	1
^ù	u ¹	1
^u	*u/u	5
^u̧	*u̧/ũ	3
^ù̧	ũ ¹	1
ù̧$	ũ ¹	1
^i̧	*i̧/ĩ	2
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
ṣ̌	ʂ	1
^š	ʃ	1
á	a ⁵	2
í$	i ⁵	2
ī̧$	*ī̧/ĩ ³	2
é	e ⁵	1
w	*w/β	2
^ā	a ³	1
ī̧	ĩ ³	1
