ID	Doculect	Concept	Form	PMCouplet	CogID_Durr	ToneMod	CitForm	IDlist	ID
877	cahu11	tortilla	sītā	LLʔ	68	no	no	92	2482
941	mixt11	tortilla	stàá	LLʔ	68	no	no	92	2483
1009	prog12	tortilla	hìtà	LLʔ	68	no	no	92	2484
1085	jica11	tortilla	šítá	LLʔ	68	no	no	92	2485
1133	chay11	tortilla	šìtà	LLʔ	68	no	no	92	2486
33	peno11	beans	ⁿdùčì	HHʔ	3	no	no	96	2487
131	coat11	beans	ⁿdùʔȼì	HHʔ	3	no	no	96	2488
200	moli11	beans	ⁿdūčī	HHʔ	3	no	no	96	2489
331	atat11	beans	ⁿdūčī	HHʔ	3	no	no	96	2490
431	gran11	beans	ⁿdūčī 	HHʔ	3	yes	no	96	2491
544	caca11	beans	ⁿdūčī 	HHʔ	3	yes	no	96	2492
659	ayut11	beans	ⁿdùčíʔ	HHʔ	3	no	no	96	2493
728	alac11	beans	ⁿdūčù	HHʔ	3	no	no	96	2494
829	cahu11	beans	ⁿdǜčǜ	HHʔ	3	no	no	96	2495
963	prog12	beans	ⁿdǘčǜ	HHʔ	3	no	no	96	2496
1109	chay11	beans	ⁿdūtʸī	HHʔ	3	no	no	96	2497
3	diux11	chile	žàʔà	HHʔ	12	no	no	98	2498
41	peno11	chile	žàʔà	HHʔ	12	no	no	98	2499
136	coat11	chile	šàʔà	HHʔ	12	no	no	98	2500
207	moli11	chile	žāʔā 	HHʔ	12	yes	no	98	2501
340	atat11	chile	žāʔā	HHʔ	12	no	no	98	2502
440	gran11	chile	žāʔā 	HHʔ	12	yes	no	98	2503
837	cahu11	chile	yāʔā	HHʔ	12	no	no	98	2504
911	mixt11	chile	yāʔá	HHʔ	12	no	no	98	2505
969	prog12	chile	žáʔà	HHʔ	12	no	no	98	2506
17	diux11	cane	ⁿdó’ó	LLʔ	67	no	no	102	2507
89	peno11	cane	tù-žòò	LLʔ	67	no	no	102	2508
389	atat11	cane	ⁿdōò	LLʔ	67	no	no	102	2509
496	gran11	cane	ⁿdōò	LLʔ	67	no	no	102	2510
580	caca11	cane	ⁿdòò 	LLʔ	67	yes	no	102	2511
876	cahu11	cane	ⁿdòò	LLʔ	67	no	no	102	2512
940	mixt11	cane	ⁿdòó	LLʔ	67	no	no	102	2513
1008	prog12	cane	ⁿdòò	LLʔ	67	no	no	102	2514
1084	jica11	cane	ⁿdóó	LLʔ	67	no	no	102	2515
77	peno11	meat	kùñú	LH	51	no	no	114	2516
160	coat11	meat	kùñú̧	LH	51	no	yes	114	2517
297	ocot11	meat	kùñū	LH	51	no	no	114	2518
375	atat11	meat	kùñū	LH	51	no	no	114	2519
480	gran11	meat	kùñū	LH	51	no	no	114	2520
569	caca11	meat	kò̧ñō̧	LH	51	no	no	114	2521
740	alac11	meat	kùñō̧	LH	51	no	no	114	2522
795	metl11	meat	kùñù	LH	51	no	no	114	2523
863	cahu11	meat	kùñū̧	LH	51	no	no	114	2524
92	peno11	comal	šíó	LLʔ	70	no	no	115	2525
172	coat11	comal	šíǒ	LLʔ	70	no	no	115	2526
392	atat11	comal	xīžò	LLʔ	70	no	no	115	2527
499	gran11	comal	xīò	LLʔ	70	no	no	115	2528
583	caca11	comal	šòò 	LLʔ	70	yes	no	115	2529
748	alac11	comal	šìyò	LLʔ	70	no	no	115	2530
879	cahu11	comal	šìyò	LLʔ	70	no	no	115	2531
1011	prog12	comal	šòò	LLʔ	70	no	no	115	2532
1135	chay11	comal	sìyò	LLʔ	70	no	no	115	2533
76	peno11	clay pot	kɨ́đɨ̀	LH	49	no	no	116	2534
158	coat11	clay pot	kɨ̀đɨ́	LH	49	no	yes	116	2535
233	moli11	clay pot	kìsī	LH	49	no	no	116	2536
373	atat11	clay pot	kɨ̀sɨ̄	LH	49	no	no	116	2537
478	gran11	clay pot	kɨ̀sɨ̄	LH	49	no	no	116	2538
567	caca11	clay pot	kìđī	LH	49	no	no	116	2539
687	ayut11	clay pot	kìsì	LH	49	no	no	116	2540
739	alac11	clay pot	kìsī	LH	49	no	no	116	2541
793	metl11	clay pot	kìsī	LH	49	no	no	116	2542
928	mixt11	clay pot	kìsī	LH	49	no	no	116	2543
1073	jica11	clay pot	kísí	LH	49	no	no	116	2544
23	diux11	thread	žú’ʔá	LL	86	no	no	127	2545
108	peno11	thread	žúʔá	LL	86	no	no	127	2546
179	coat11	thread	šúʔƀé	LL	86	no	no	127	2547
407	atat11	thread	žūʔƀà	LL	86	no	no	127	2548
515	gran11	thread	žūʔà	LL	86	no	no	127	2549
592	caca11	thread	žùʔà	LL	86	no	no	127	2550
646	xaya11	thread	yùʔà	LL	86	no	no	127	2551
754	alac11	thread	yìʔƀà	LL	86	no	no	127	2552
1093	jica11	thread	yūʔƀā	LL	86	no	no	127	2553
42	peno11	rope	žòʔò	HHʔ	14	no	no	129	2554
137	coat11	rope	šòʔò	HHʔ	14	no	no	129	2555
209	moli11	rope	žōʔō	HHʔ	14	no	no	129	2556
342	atat11	rope	žōʔō	HHʔ	14	no	no	129	2557
442	gran11	rope	žōʔō 	HHʔ	14	yes	no	129	2558
549	caca11	rope	žōʔò	HHʔ	14	no	no	129	2559
612	xaya11	rope	yōʔò	HHʔ	14	no	no	129	2560
772	metl11	rope	yōʔó	HHʔ	14	no	no	129	2561
913	mixt11	rope	yōʔó	HHʔ	14	no	no	129	2562
971	prog12	rope	žóʔò	HHʔ	14	no	no	129	2563
1052	jica11	rope	yòʔò	HHʔ	14	no	no	129	2564
1113	chay11	rope	yōʔō	HHʔ	14	no	no	129	2565
68	peno11	hole	žàú	HL	41	no	no	130	2566
153	coat11	hole	šáƀǐ	HL	41	no	no	130	2567
366	atat11	hole	žāū	HL	41	no	no	130	2568
470	gran11	hole	žāù	HL	41	no	no	130	2569
625	xaya11	hole	yāƀī	HL	41	no	no	130	2570
736	alac11	hole	yāƀì	HL	41	no	no	130	2571
855	cahu11	hole	yāwī	HL	41	no	no	130	2572
922	mixt11	hole	yàƀì	HL	41	no	no	130	2573
987	prog12	hole	žáƀì	HL	41	no	no	130	2574
1122	chay11	hole	yāƀì	HL	41	no	no	130	2575
1149	atat11	hole	žāƀū	HL	41	no	no	130	2576
93	peno11	soap	námá	LLʔ	71	no	no	132	2577
248	moli11	soap	nàmà 	LLʔ	71	yes	no	132	2578
393	atat11	soap	nāmà	LLʔ	71	no	no	132	2579
500	gran11	soap	nāmà	LLʔ	71	no	no	132	2580
584	caca11	soap	nàmà 	LLʔ	71	yes	no	132	2581
701	ayut11	soap	nāmàʔ	LLʔ	71	no	no	132	2582
808	metl11	soap	nàmà	LLʔ	71	yes	no	132	2583
942	mixt11	soap	nàmǎ	LLʔ	71	no	no	132	2584
1012	prog12	soap	nà̧mà̧	LLʔ	71	no	no	132	2585
1136	chay11	soap	nàmà	LLʔ	71	no	no	132	2586
1152	metl11	soap	nàmā	LLʔ	71	yes	no	132	2587
97	peno11	moon	žóó	LLʔ	75	no	no	134	2588
175	coat11	moon	šóǒ	LLʔ	75	no	no	134	2589
251	moli11	moon	žòò 	LLʔ	75	yes	no	134	2590
397	atat11	moon	žōò	LLʔ	75	no	no	134	2591
504	gran11	moon	žōò	LLʔ	75	no	no	134	2592
750	alac11	moon	yòò	LLʔ	75	no	no	134	2593
883	cahu11	moon	yòò	LLʔ	75	no	no	134	2594
945	mixt11	moon	yòó	LLʔ	75	no	no	134	2595
1015	prog12	moon	žòò	LLʔ	75	no	no	134	2596
1090	jica11	moon	yóó	LLʔ	75	no	no	134	2597
1139	chay11	moon	yòò	LLʔ	75	no	no	134	2598
34	peno11	water	ⁿdùtè	HHʔ	4	no	no	137	2599
132	coat11	water	ⁿdùʔtè	HHʔ	4	no	no	137	2600
201	moli11	water	ⁿdūtē 	HHʔ	4	yes	no	137	2601
271	ocot11	water	ⁿdūtē	HHʔ	4	no	no	137	2602
332	atat11	water	ⁿdūtē	HHʔ	4	no	no	137	2603
432	gran11	water	ⁿdūčā 	HHʔ	4	yes	no	137	2604
660	ayut11	water	ti kʷii	HHʔ	4	no	no	137	2605
830	cahu11	water	ta kʷiyi	HHʔ	4	no	no	137	2606
1046	jica11	water	ⁿdùtà	HHʔ	4	no	no	137	2607
84	peno11	river	žútè	LH	58	no	no	139	2608
238	moli11	river	žùtē	LH	58	no	no	139	2609
301	ocot11	river	žùtē	LH	58	no	no	139	2610
381	atat11	river	žùtē	LH	58	no	no	139	2611
487	gran11	river	žùčā	LH	58	no	no	139	2612
799	metl11	river	ítʸā	LH	58	no	no	139	2613
869	cahu11	river	yǜtā	LH	58	no	no	139	2614
932	mixt11	river	yùčā	LH	58	no	no	139	2615
999	prog12	river	žǜtā	LH	58	no	no	139	2616
1079	jica11	river	yútá	LH	58	no	no	139	2617
37	peno11	mountain	žùkù	HHʔ	8	no	no	141	2618
205	moli11	mountain	žūkū 	HHʔ	8	yes	no	141	2619
275	ocot11	mountain	žūkū	HHʔ	8	no	no	141	2620
336	atat11	mountain	žūkū	HHʔ	8	no	no	141	2621
436	gran11	mountain	žūkū 	HHʔ	8	yes	no	141	2622
833	cahu11	mountain	yǖkǜ	HHʔ	8	no	no	141	2623
967	prog12	mountain	žǘkǜ	HHʔ	8	no	no	141	2624
1110	chay11	mountain	yūkū	HHʔ	8	no	no	141	2625
18	diux11	stone	žú’ú	LLʔ	74	no	no	143	2626
96	peno11	stone	žúú	LLʔ	74	no	no	143	2627
174	coat11	stone	šúǔ	LLʔ	74	no	no	143	2628
309	ocot11	stone	žùù	LLʔ	74	no	no	143	2629
396	atat11	stone	žūù	LLʔ	74	no	no	143	2630
503	gran11	stone	žūù	LLʔ	74	no	no	143	2631
585	caca11	stone	žùù	LLʔ	74	no	no	143	2632
641	xaya11	stone	yùù 	LLʔ	74	yes	no	143	2633
703	ayut11	stone	yūùʔ	LLʔ	74	no	no	143	2634
749	alac11	stone	yùù	LLʔ	74	no	no	143	2635
810	metl11	stone	yùū	LLʔ	74	no	no	143	2636
882	cahu11	stone	yǜǜ	LLʔ	74	no	no	143	2637
944	mixt11	stone	yùú	LLʔ	74	no	no	143	2638
1089	jica11	stone	yúú	LLʔ	74	no	no	143	2639
1138	chay11	stone	yùù	LLʔ	74	no	no	143	2640
168	coat11	cotton	káʔȼǐ	LLʔ	64	no	no	144	2641
244	moli11	cotton	kàčì	LLʔ	64	no	no	144	2642
493	gran11	cotton	kāčì	LLʔ	64	no	no	144	2643
577	caca11	cotton	kàčì	LLʔ	64	no	no	144	2644
696	ayut11	cotton	kāčìʔ	LLʔ	64	no	no	144	2645
874	cahu11	cotton	kàčì	LLʔ	64	no	no	144	2646
937	mixt11	cotton	kàčǐ	LLʔ	64	no	no	144	2647
1005	prog12	cotton	kàčì	LLʔ	64	no	no	144	2648
1082	jica11	cotton	kátí	LLʔ	64	no	no	144	2649
159	coat11	metal	kàá	LH	50	no	yes	145	2650
234	moli11	metal	kàā	LH	50	no	no	145	2651
296	ocot11	metal	kàā	LH	50	no	no	145	2652
374	atat11	metal	kàā	LH	50	no	no	145	2653
479	gran11	metal	kàā	LH	50	no	no	145	2654
568	caca11	metal	kàā	LH	50	no	no	145	2655
629	xaya11	metal	kàā	LH	50	no	no	145	2656
688	ayut11	metal	kàà	LH	50	no	no	145	2657
794	metl11	metal	kàà	LH	50	no	no	145	2658
862	cahu11	metal	kàà	LH	50	no	no	145	2659
929	mixt11	metal	kàā	LH	50	no	no	145	2660
994	prog12	metal	kàà	LH	50	no	no	145	2661
1074	jica11	metal	káā	LH	50	no	no	145	2662
5	diux11	paper	tú'tú	HL	31	no	no	146	2663
59	peno11	paper	tùtú	HL	31	no	no	146	2664
146	coat11	paper	túʔtú	HL	31	no	no	146	2665
223	moli11	paper	tūtù	HL	31	no	no	146	2666
359	atat11	paper	tūtū	HL	31	no	no	146	2667
460	gran11	paper	tūtù	HL	31	no	no	146	2668
557	caca11	paper	tūtù	HL	31	no	no	146	2669
620	xaya11	paper	tūtū	HL	31	no	no	146	2670
675	ayut11	paper	tùtù	HL	31	no	no	146	2671
780	metl11	paper	tūtū	HL	31	no	no	146	2672
917	mixt11	paper	tūtù	HL	31	no	no	146	2673
980	prog12	paper	tǖtǖ	HL	31	no	no	146	2674
1060	jica11	paper	tūtū	HL	31	no	no	146	2675
1118	chay11	paper	tūtù	HL	31	no	no	146	2676
61	peno11	lime	kàkà	HL	33	no	no	147	2677
360	atat11	lime	kākā	HL	33	no	no	147	2678
462	gran11	lime	kākà	HL	33	no	no	147	2679
676	ayut11	lime	kàkà	HL	33	no	no	147	2680
782	metl11	lime	kākā’	HL	33	no	no	147	2681
849	cahu11	lime	kākā	HL	33	no	no	147	2682
918	mixt11	lime	kākà	HL	33	no	no	147	2683
1062	jica11	lime	kākā	HL	33	no	no	147	2684
121	peno11	red	tɨ̀-kʷêʔé	MT	102	no	no	152	2685
192	coat11	red	kʷèʔé	MT	102	no	yes	152	2686
533	gran11	red	kʷáʔá	MT	102	no	no	152	2687
601	caca11	red	kʷàʔá	MT	102	no	no	152	2688
654	xaya11	red	kʷàʔá	MT	102	no	no	152	2689
720	ayut11	red	kʷáʔá	MT	102	no	no	152	2690
760	alac11	red	kʷáʔá	MT	102	no	no	152	2691
824	metl11	red	kʷáʔā	MT	102	no	no	152	2692
901	cahu11	red	kʷáʔá	MT	102	no	no	152	2693
955	mixt11	red	kʷáʔà	MT	102	no	no	152	2694
1036	prog12	red	kʷáʔá	MT	102	no	no	152	2695
120	peno11	green	kʷîì	MT	100	no	no	153	2696
190	coat11	green	kʷìì	MT	100	no	no	153	2697
531	gran11	green	kʷíì	MT	100	no	no	153	2698
600	caca11	green	kʷíì	MT	100	no	no	153	2699
718	ayut11	green	kʷíìʔ	MT	100	no	no	153	2700
899	cahu11	green	kʷíí	MT	100	no	no	153	2701
954	mixt11	green	kʷîí	MT	100	no	no	153	2702
1035	prog12	green	kʷíī	MT	100	no	no	153	2703
1100	jica11	green	kʷìì	MT	100	no	no	153	2704
1102	jica11	it is yellow	kʷà̧ā̧-čí 	MT	103	no	no	154	2705
29	diux11	yellow	'kʷà̧à̧	MT	103	no	no	154	2706
122	peno11	yellow	kʷâ̧á̧	MT	103	no	no	154	2707
193	coat11	yellow	kʷà̧á̧	MT	103	no	no	154	2708
421	atat11	yellow	kʷá̧á̧	MT	103	no	no	154	2709
534	gran11	yellow	kʷá̧á̧	MT	103	no	no	154	2710
602	caca11	yellow	kʷà̧á̧	MT	103	no	no	154	2711
655	xaya11	yellow	kʷà̧á̧	MT	103	no	no	154	2712
721	ayut11	yellow	kʷá̧á̧	MT	103	no	no	154	2713
761	alac11	yellow	kʷá̧á̧	MT	103	no	no	154	2714
825	metl11	yellow	kʷá̧á̧	MT	103	no	no	154	2715
902	cahu11	yellow	kʷá̧á̧	MT	103	no	no	154	2716
956	mixt11	yellow	kʷá̧à̧	MT	103	no	no	154	2717
1037	prog12	yellow	kʷá̧á̧	MT	103	no	no	154	2718
115	peno11	black	tù̧ù̧	MT	95	no	no	155	2719
262	moli11	black	tū̧ū̧	MT	95	no	no	155	2720
416	atat11	black	Nú̧ú̧	MT	95	no	no	155	2721
526	gran11	black	tú̧ú̧	MT	95	no	no	155	2722
714	ayut11	black	tù̧ú̧ʔ	MT	95	no	no	155	2723
758	alac11	black	tò̧ó̧	MT	95	no	no	155	2724
897	cahu11	black	tnō̧ó̧	MT	95	no	no	155	2725
1032	prog12	black	tù̧ú̧	MT	95	no	no	155	2726
1099	jica11	black	tù̧ù̧	MT	95	no	no	155	2727
119	peno11	white	kʷîší̧	MT	99	no	no	156	2728
189	coat11	white	kʷìʔší̧	MT	99	no	yes	156	2729
321	ocot11	white	kʷīxí̧	MT	99	no	no	156	2730
420	atat11	white	kʷíxí̧	MT	99	no	no	156	2731
530	gran11	white	kʷíxí̧	MT	99	no	no	156	2732
599	caca11	white	kúší	MT	99	no	no	156	2733
953	mixt11	white	kʷíȼì	MT	99	no	no	156	2734
4	diux11	one	ɨ̧̀ɨ̧̀	HH	30	no	no	157	2735
58	peno11	one	ɨ̧̀ɨ̧̀	HH	30	no	no	157	2736
222	moli11	one	ī̧ī̧	HH	30	no	no	157	2737
358	atat11	one	ī̧ī̧	HH	30	no	no	157	2738
459	gran11	one	ī̧ī̧	HH	30	no	no	157	2739
556	caca11	one	ī̧ī̧	HH	30	no	no	157	2740
619	xaya11	one	ī̧ī̧	HH	30	no	no	157	2741
674	ayut11	one	ì̧ì̧	HH	30	no	no	157	2742
779	metl11	one	ī̧ī̧	HH	30	no	no	157	2743
847	cahu11	one	í̧í̧	HH	30	no	no	157	2744
916	mixt11	one	ī̧ī̧	HH	30	no	no	157	2745
979	prog12	one	ī̧ī̧	HH	30	no	no	157	2746
1059	jica11	one	ì̧ì̧	HH	30	no	no	157	2747
1117	chay11	one	ī̧ī̧	HH	30	no	no	157	2748
25	diux11	two	úú	LL	89	no	no	158	2749
111	peno11	two	úú	LL	89	no	no	158	2750
181	coat11	two	úƀǐ	LL	89	no	no	158	2751
259	moli11	two	ùù	LL	89	no	no	158	2752
410	atat11	two	ūù	LL	89	no	no	158	2753
518	gran11	two	ūù	LL	89	no	no	158	2754
649	xaya11	two	ùì	LL	89	no	no	158	2755
711	ayut11	two	ūwì	LL	89	no	no	158	2756
892	cahu11	two	ōwī	LL	89	no	no	158	2757
1027	prog12	two	ìƀì	LL	89	no	no	158	2758
1095	jica11	two	úƀí	LL	89	no	no	158	2759
15	diux11	four	kó̧’ó̧	LLʔ	62	no	no	160	2760
87	peno11	four	kúmí	LLʔ	62	no	no	160	2761
167	coat11	four	kɨ́mǐ̧	LLʔ	62	no	no	160	2762
242	moli11	four	kù̧ù̧ 	LLʔ	62	yes	no	160	2763
304	ocot11	four	kùmì	LLʔ	62	no	no	160	2764
385	atat11	four	kū̧ù̧	LLʔ	62	no	no	160	2765
491	gran11	four	kū̧ù̧ 	LLʔ	62	yes	no	160	2766
576	caca11	four	kòmì̧ 	LLʔ	62	yes	no	160	2767
636	xaya11	four	kùmì 	LLʔ	62	yes	no	160	2768
695	ayut11	four	kùmíʔ	LLʔ	62	no	no	160	2769
803	metl11	four	kùmī 	LLʔ	62	yes	no	160	2770
872	cahu11	four	kūmī	LLʔ	62	no	no	160	2771
936	mixt11	four	kùmǐ	LLʔ	62	no	no	160	2772
1003	prog12	four	kòmì	LLʔ	62	no	no	160	2773
1081	jica11	four	kúmí	LLʔ	62	no	no	160	2774
1130	chay11	four	kùmì	LLʔ	62	no	no	160	2775
112	peno11	five	ú̧ʔú̧	LL	90	no	no	161	2776
182	coat11	five	ú̧ʔǔ̧	LL	90	no	no	161	2777
260	moli11	five	ù̧ʔù̧	LL	90	no	no	161	2778
411	atat11	five	ū̧ʔù̧	LL	90	no	no	161	2779
519	gran11	five	ū̧ʔù̧	LL	90	no	no	161	2780
893	cahu11	five	ō̧ʔō̧	LL	90	no	no	161	2781
949	mixt11	five	ù̧ʔù̧	LL	90	no	no	161	2782
1028	prog12	five	ù̧ʔù̧	LL	90	no	no	161	2783
1096	jica11	five	ú̧ʔú̧	LL	90	no	no	161	2784
24	diux11	nine	ɨ̧́’ɨ̧́	LL	88	no	no	165	2785
110	peno11	nine	ɨ̧́ɨ̧́	LL	88	no	no	165	2786
258	moli11	nine	ì̧ì̧	LL	88	no	no	165	2787
409	atat11	nine	ɨ̧̄ɨ̧̀	LL	88	no	no	165	2788
517	gran11	nine	ɨ̧̄ɨ̧̀	LL	88	no	no	165	2789
594	caca11	nine	ì̧ì̧	LL	88	no	no	165	2790
648	xaya11	nine	ì̧ì̧	LL	88	no	no	165	2791
891	cahu11	nine	ì̧ì̧	LL	88	no	no	165	2792
948	mixt11	nine	ì̧ì̧	LL	88	no	no	165	2793
1026	prog12	nine	ì̧ì̧	LL	88	no	no	165	2794
1094	jica11	nine	í̧í̧	LL	88	no	no	165	2795
123	peno11	poor	ⁿdâʔú	MT	104	no	no	169	2796
194	coat11	poor	ⁿdàʔƀí	MT	104	no	yes	169	2797
265	moli11	poor	ⁿdáʔƀí	MT	104	no	no	169	2798
322	ocot11	poor	ⁿdáʔƀí	MT	104	no	no	169	2799
422	atat11	poor	ⁿdáʔú	MT	104	no	no	169	2800
535	gran11	poor	ⁿdáʔú	MT	104	no	no	169	2801
656	xaya11	poor	ⁿdàʔƀí	MT	104	no	no	169	2802
722	ayut11	poor	ⁿdàʔwí	MT	104	no	no	169	2803
903	cahu11	poor	ⁿdāʔwī	MT	104	no	no	169	2804
1145	chay11	poor	ⁿdāʔƀí	MT	104	no	no	169	2805
85	peno11	cold	ƀíšì̧	LH	59	no	no	171	2806
165	coat11	cold	ƀíʔšǐ̧	LH	59	no	no	171	2807
239	moli11	cold	ƀìxī̧	LH	59	no	no	171	2808
382	atat11	cold	mìxī̧	LH	59	no	no	171	2809
488	gran11	cold	ƀìxī̧	LH	59	no	no	171	2810
573	caca11	cold	ƀìšī	LH	59	no	no	171	2811
634	xaya11	cold	ƀìšī̧	LH	59	no	no	171	2812
693	ayut11	cold	wìšì̧	LH	59	no	no	171	2813
743	alac11	cold	ƀìšī	LH	59	no	no	171	2814
800	metl11	cold	ƀìšī̧	LH	59	no	no	171	2815
870	cahu11	cold	wìšī̧	LH	59	no	no	171	2816
933	mixt11	cold	ƀìȼī	LH	59	no	no	171	2817
1000	prog12	cold	ƀīšī	LH	59	no	no	171	2818
28	diux11	big (sg)	kà̧ʔnù̧	MT	98	no	no	173	2819
118	peno11	big (sg)	kâʔnù	MT	98	no	no	173	2820
188	coat11	big (sg)	kàʔnù̧	MT	98	no	no	173	2821
320	ocot11	big (sg)	káʔnū	MT	98	no	no	173	2822
419	atat11	big (sg)	káʔnū	MT	98	no	no	173	2823
529	gran11	big (sg)	káʔnū	MT	98	no	no	173	2824
822	metl11	big (sg)	káʔnū	MT	98	no	no	173	2825
898	cahu11	big (sg)	kāʔnō	MT	98	no	no	173	2826
952	mixt11	big (sg)	káʔnū	MT	98	no	no	173	2827
1034	prog12	big (sg)	káʔnū	MT	98	no	no	173	2828
1144	chay11	big (sg)	kàʔnū	MT	98	no	no	173	2829
717	ayut11	important	káʔnúʔ 	MT	98	no	no	173	2830
30	diux11	little	'lùčì	MT	108	no	no	175	2831
127	peno11	little	líʔlì	MT	108	no	no	175	2832
197	coat11	little	lùʔⁿdí	MT	108	no	yes	175	2833
268	moli11	little	lūlī	MT	108	no	no	175	2834
326	ocot11	little	lūlí	MT	108	no	no	175	2835
426	atat11	little	lùlí	MT	108	no	no	175	2836
539	gran11	little	lúlí	MT	108	no	no	175	2837
605	caca11	little	līlūū	MT	108	no	no	175	2838
725	ayut11	little	lúlú	MT	108	no	no	175	2839
905	cahu11	little	lōʔō	MT	108	no	no	175	2840
959	mixt11	little	lūū	MT	108	no	no	175	2841
1041	prog12	little	lōʔō	MT	108	no	no	175	2842
1106	jica11	little	lùʔù	MT	108	no	no	175	2843
1147	chay11	little	lúʔlū	MT	108	no	no	175	2844
191	coat11	small (in pieces)	kʷèčì	MT	101	no	no	176	2845
264	moli11	small (in pieces)	kʷéčì	MT	101	no	no	176	2846
532	gran11	small (in pieces)	kʷáčí	MT	101	no	no	176	2847
653	xaya11	small (in pieces)	kʷātī	MT	101	no	no	176	2848
719	ayut11	small (in pieces)	kʷáčí	MT	101	no	no	176	2849
823	metl11	small (in pieces)	kʷàčī	MT	101	no	no	176	2850
900	cahu11	small (in pieces)	kʷāčí	MT	101	no	no	176	2851
1101	jica11	small (in pieces)	kʷàtì	MT	101	no	no	176	2852
117	peno11	long	kâní	MT	97	no	no	177	2853
187	coat11	long	kànì̧	MT	97	no	no	177	2854
263	moli11	long	kání	MT	97	no	no	177	2855
319	ocot11	long	kání	MT	97	no	no	177	2856
418	atat11	long	kánī	MT	97	no	no	177	2857
528	gran11	long	kánī	MT	97	no	no	177	2858
598	caca11	long	kánì̧	MT	97	no	no	177	2859
716	ayut11	long	kánìʔ	MT	97	no	no	177	2860
759	alac11	long	kánì	MT	97	no	no	177	2861
1143	chay11	long	káñí	MT	97	no	no	177	2862
13	diux11	good	ƀà’ʔá	LH	60	no	no	179	2863
86	peno11	good	ƀáʔà	LH	60	no	no	179	2864
166	coat11	good	ƀáʔǎ	LH	60	no	no	179	2865
240	moli11	good	ƀàʔā	LH	60	no	no	179	2866
302	ocot11	good	ƀàʔā	LH	60	no	no	179	2867
383	atat11	good	ƀàʔā	LH	60	no	no	179	2868
489	gran11	good	ƀàʔā	LH	60	no	no	179	2869
574	caca11	good	ƀàʔā	LH	60	no	no	179	2870
635	xaya11	good	ƀàʔā	LH	60	no	no	179	2871
694	ayut11	good	wàʔà	LH	60	no	no	179	2872
744	alac11	good	ƀàʔā	LH	60	no	no	179	2873
801	metl11	good	ƀàʔā	LH	60	no	no	179	2874
871	cahu11	good	wāʔā	LH	60	no	no	179	2875
934	mixt11	good	ƀàʔā	LH	60	no	no	179	2876
1001	prog12	good	ƀàʔā	LH	60	no	no	179	2877
1080	jica11	good	ƀáʔá	LH	60	no	no	179	2878
1128	chay11	good	ƀàʔā	LH	60	no	no	179	2879
109	peno11	sweet	sá-ƀìdí	LL	87	no	no	180	2880
180	coat11	sweet	ƀí̧dǐ̧	LL	87	no	no	180	2881
257	moli11	sweet	ƀìšì	LL	87	no	no	180	2882
408	atat11	sweet	ƀīšì	LL	87	no	no	180	2883
516	gran11	sweet	ƀīšì	LL	87	no	no	180	2884
593	caca11	sweet	ƀìđì	LL	87	no	no	180	2885
647	xaya11	sweet	ƀìđì	LL	87	no	no	180	2886
817	metl11	sweet	ƀìšì	LL	87	no	no	180	2887
890	cahu11	sweet	wīsī	LL	87	no	no	180	2888
1025	prog12	sweet	ƀìhì	LL	87	no	no	180	2889
126	peno11	new	sàà	MT	107	no	no	185	2890
196	coat11	new	šèě	MT	107	no	no	185	2891
325	ocot11	new	xēé	MT	107	no	no	185	2892
425	atat11	new	xēé	MT	107	no	no	185	2893
538	gran11	new	xáá	MT	107	no	no	185	2894
604	caca11	new	sàà	MT	107	no	no	185	2895
762	alac11	new	šāá	MT	107	no	no	185	2896
958	mixt11	new	ȼǎā	MT	107	no	no	185	2897
1040	prog12	new	sàá	MT	107	no	no	185	2898
1105	jica11	new	čàà	MT	107	no	no	185	2899
1146	chay11	new	sāá	MT	107	no	no	185	2900
57	peno11	yesterday	ìkù	HH	29	no	no	195	2901
221	moli11	yesterday	īkū	HH	29	no	no	195	2902
284	ocot11	yesterday	īkū	HH	29	no	no	195	2903
357	atat11	yesterday	īkū	HH	29	no	no	195	2904
458	gran11	yesterday	īkū 	HH	29	yes	no	195	2905
618	xaya11	yesterday	īkū	HH	29	no	no	195	2906
1058	jica11	yesterday	ìkù	HH	29	no	no	195	2907
103	peno11	year	kʷíá	LL	81	no	no	196	2908
178	coat11	year	kʷíǎ	LL	81	no	no	196	2909
255	moli11	year	kʷìžà	LL	81	no	no	196	2910
510	gran11	year	kʷīà	LL	81	no	no	196	2911
590	caca11	year	kùà	LL	81	no	no	196	2912
886	cahu11	year	kʷīyā	LL	81	no	no	196	2913
947	mixt11	year	kʷìà	LL	81	no	no	196	2914
1020	prog12	year	kʷyàà	LL	81	no	no	196	2915
1140	chay11	year	kʷìyà	LL	81	no	no	196	2916
55	peno11	now	ƀìtà̧	HH	27	no	no	197	2917
219	moli11	now	ƀītā̧	HH	27	no	no	197	2918
355	atat11	now	ƀīNā	HH	27	no	no	197	2919
455	gran11	now	ƀīnā	HH	27	no	no	197	2920
456	gran11	now	ƀītā̧	HH	27	no	no	197	2921
554	caca11	now	ƀīčī	HH	27	no	no	197	2922
616	xaya11	now	ƀīčī	HH	27	no	no	197	2923
672	ayut11	now	wìtì̧	HH	27	no	no	197	2924
732	alac11	now	ƀītī̧	HH	27	no	no	197	2925
