ID	Doculect	Concept	Form	PMCouplet	CogID_Durr
616	xaya11	one	ī̧ī̧	HH	30
617	xaya11	paper	tūtū	HL	31
618	xaya11	uncle	đītò	HL	34
619	xaya11	aunt	đīđī	HL	35
620	xaya11	wall	nāmā	HL	38
621	xaya11	brother	ñānī	HL	40
622	xaya11	hole	yāƀī	HL	41
623	xaya11	deer	"īđū "horse""	HL	43
624	xaya11	dog	sì-īnà	HL	45
625	xaya11	man	tʸàā	LH	47
626	xaya11	metal	kàā	LH	50
627	xaya11	cross-sex sibling	kùʔā	LH	52
628	xaya11	adobe	ⁿdòʔō	LH	53
629	xaya11	child	đèʔē	LH	54
630	xaya11	sibling's wife	sànū	LH	55
631	xaya11	cold	ƀìšī̧	LH	59
632	xaya11	good	ƀàʔā	LH	60
633	xaya11	four	kùmì (M)	LLʔ	62
634	xaya11	snake	kòò	LLʔ	65
635	xaya11	sandal	ⁿdìsà̧	LLʔ	66
636	xaya11	tortilla	đìtà (M)	LLʔ	68
637	xaya11	face	nùù	LLʔ	72
638	xaya11	stone	yùù (M)	LLʔ	74
639	xaya11	sister	kùʔù	LL	78
640	xaya11	to cut	tàʔⁿdè	LL	79
641	xaya11	niece	đīkū	LL	82
642	xaya11	nephew	đášì	LL	83
643	xaya11	thread	yùʔà	LL	86
644	xaya11	sweet	ƀìđì	LL	87
645	xaya11	nine	ì̧ì̧	LL	88
646	xaya11	two	ùì	LL	89
647	xaya11	fingernail	čī̧ī̧	MT	91
648	xaya11	fish	s-yākā	MT	94
649	xaya11	sibling's husband	kāđà	MT	96
650	xaya11	small (in pieces)	kʷātī	MT	101
651	xaya11	red	kʷàʔá	MT	102
652	xaya11	yellow	kʷà̧á̧	MT	103
653	xaya11	poor	ⁿdàʔƀí	MT	104
654	xaya11	tongue	yàá	MT	110
655	ayut11	to eat	kàšìʔ	HHʔ	2
656	ayut11	beans	ⁿdùčíʔ	HHʔ	3
657	ayut11	water	(ti kʷii)	HHʔ	4
658	ayut11	hand	ⁿdàʔáʔ	HHʔ	5
659	ayut11	clothes	sàʔmáʔ	HHʔ	6
660	ayut11	tree	ìtú̧ʔ	HHʔ	7
661	ayut11	straw mat	yìwìʔ	HHʔ	9
662	ayut11	mouth	yùʔúʔ	HHʔ	10
663	ayut11	bone	ìkìʔ	HHʔ	11
664	ayut11	work	čù̧ù̧	HH	16
665	ayut11	handspan	tòò	HH	17
666	ayut11	to come	kìšì	HH	18
667	ayut11	to run	kùnù	HH	19
668	ayut11	to look	kòtò	HH	24
669	ayut11	now	wìtì̧	HH	27
670	ayut11	house	wìʔè	HH	28
671	ayut11	one	ì̧ì̧	HH	30
672	ayut11	paper	tùtù	HL	31
673	ayut11	lime	kàkà	HL	33
674	ayut11	uncle	šìtò	HL	34
675	ayut11	aunt	šìšì	HL	35
676	ayut11	bird	sàà	HL	37
677	ayut11	wall	nāmà	HL	38
678	ayut11	town	ñùù	HL	39
679	ayut11	brother	ñànì	HL	40
680	ayut11	flower	ìtà	HL	42
681	ayut11	inside	ìnì	HL	44
682	ayut11	man	tʸāà	LH	47
683	ayut11	word	tù̧ʔù̧	LH	48
684	ayut11	clay pot	kìsì	LH	49
685	ayut11	metal	kàà	LH	50
686	ayut11	adobe	ⁿdòʔò	LH	53
687	ayut11	child	sīʔè	LH	54
688	ayut11	sibling's wife	šànù	LH	55
689	ayut11	ear	sōʔò	LH	56
690	ayut11	cold	wìšì̧	LH	59
691	ayut11	good	wàʔà	LH	60
692	ayut11	four	kùmíʔ	LLʔ	62
693	ayut11	cotton	kāčìʔ	LLʔ	64
694	ayut11	snake	kōòʔ	LLʔ	65
695	ayut11	sandal	ⁿdīšà̧ʔ	LLʔ	66
696	ayut11	tortilla	štā ̀ʔ	LLʔ	68
697	ayut11	head	šīnìʔ	LLʔ	69
698	ayut11	soap	nāmàʔ	LLʔ	71
699	ayut11	corn	nūnìʔ	LLʔ	73
700	ayut11	stone	yūùʔ	LLʔ	74
701	ayut11	to go	kū̧ʔù̧	LL	76
702	ayut11	sister	kūʔwà	LL	78
703	ayut11	to cut	kāʔⁿdʸà	LL	79
704	ayut11	to speak	kā̧ʔà̧	LL	80
705	ayut11	niece	sīkù	LL	82
706	ayut11	nephew	sāšì̧	LL	83
707	ayut11	herb, bush	"yūkù "leaf""	LL	85
708	ayut11	two	ūwì	LL	89
709	ayut11	turkey hen	tʸù̧ù̧ʔ	MT	93
710	ayut11	fish	tʸàkáʔ	MT	94
711	ayut11	black	tù̧ú̧ʔ	MT	95
712	ayut11	sibling's husband	kàsáʔ	MT	96
713	ayut11	long	kánìʔ	MT	97
714	ayut11	big (sg)	"káʔnúʔ "important""	MT	98
715	ayut11	green	kʷíìʔ	MT	100
716	ayut11	small (in pieces)	kʷáčí	MT	101
717	ayut11	red	kʷáʔá	MT	102
718	ayut11	yellow	kʷá̧á̧	MT	103
719	ayut11	poor	ⁿdàʔwí	MT	104
720	ayut11	to sell	šìkòʔ	MT	105
721	ayut11	precious metal	šù̧ʔú̧ʔ	MT	106
722	ayut11	little	lúlú	MT	108
723	ayut11	people	nè-yíwìʔ	MT	109
724	ayut11	tongue	yáà	MT	110
725	alac11	beans	ⁿdūčù	HHʔ	3
726	alac11	hand	ⁿdàʔā	HHʔ	5
727	alac11	mouth	yūʔù	HHʔ	10
728	alac11	work	čīñō̧	HH	16
729	alac11	now	ƀītī̧	HH	27
730	alac11	house	ƀēʔē	HH	28
731	alac11	stool	tāyì	HL	32
732	alac11	town	ñō̧ō̧	HL	39
733	alac11	hole	yāƀì	HL	41
734	alac11	deer	yūsū	HL	43
735	alac11	dog	īnā̧	HL	45
736	alac11	clay pot	kìsī	LH	49
737	alac11	meat	kùñō̧	LH	51
738	alac11	adobe	ⁿdòʔō	LH	53
739	alac11	ear	sòʔō	LH	56
740	alac11	cold	ƀìšī	LH	59
741	alac11	good	ƀàʔā	LH	60
742	alac11	day	kìƀì	LLʔ	63
743	alac11	snake	kòò	LLʔ	65
744	alac11	tortilla	sìtà	LLʔ	68
745	alac11	comal	šìyò	LLʔ	70
746	alac11	stone	yùù	LLʔ	74
747	alac11	moon	yòò	LLʔ	75
748	alac11	to go	kò̧ʔò̧	LL	76
749	alac11	comb	kʷìkà	LL	77
750	alac11	foot	šàʔà	LL	84
751	alac11	thread	yìʔƀà	LL	86
752	alac11	fingernail	číì	MT	91
753	alac11	turkey hen	tì̧ú̧	MT	93
754	alac11	fish	tiáká	MT	94
755	alac11	black	tò̧ó̧	MT	95
756	alac11	long	kánì	MT	97
757	alac11	red	kʷáʔá	MT	102
758	alac11	yellow	kʷá̧á̧	MT	103
759	alac11	new	šāá	MT	107
760	alac11	people	nì̧ƀī	MT	109
761	alac11	tongue	láà	MT	110
762	metl11	animal	kītí	HHʔ	1
763	metl11	to eat	kāšī	HHʔ	2
764	metl11	hand	ⁿdàʔā	HHʔ	5
765	metl11	tree	yūtú̧	HHʔ	7
766	metl11	straw mat	yūƀì (M)	HHʔ	9
767	metl11	mouth	yùʔū	HHʔ	10
768	metl11	bone	īkí	HHʔ	11
769	metl11	rope	yōʔó	HHʔ	14
770	metl11	road	īčí	HHʔ	15
771	metl11	to run	kūnū	HH	19
772	metl11	to be	kūƀī	HH	20
773	metl11	to sing	kātā	HH	21
774	metl11	to look	kōtō	HH	24
775	metl11	house	ƀēʔē	HH	28
776	metl11	one	ī̧ī̧	HH	30
777	metl11	paper	tūtū	HL	31
778	metl11	stool	tʸāyù	HL	32
779	metl11	lime	kākā’	HL	33
780	metl11	uncle	šītò	HL	34
781	metl11	aunt	šīšī	HL	35
782	metl11	bird	sāā	HL	37
783	metl11	wall	nāmà	HL	38
784	metl11	brother	yānī	HL	40
785	metl11	flower	ītā	HL	42
786	metl11	inside	īnī	HL	44
787	metl11	stomach	tīšī	LH	46
788	metl11	man	tʸàā	LH	47
789	metl11	word	tù̧ʔū̧	LH	48
790	metl11	clay pot	kìsī	LH	49
791	metl11	metal	kàà	LH	50
792	metl11	meat	kùñù	LH	51
793	metl11	cross-sex sibling	kūʔƀā	LH	52
794	metl11	child	sēʔē	LH	54
795	metl11	sibling's wife	sānù	LH	55
796	metl11	river	ítʸā	LH	58
797	metl11	cold	ƀìšī̧	LH	59
798	metl11	good	ƀàʔā	LH	60
799	metl11	medicine	tàtà̧(ā̧)(M)	LLʔ	61
800	metl11	four	kùmī (M)	LLʔ	62
801	metl11	day	kìƀì(ī)	LLʔ	63
802	metl11	snake	kōò (M)	LLʔ	65
803	metl11	tortilla	sītà	LLʔ	68
804	metl11	head	šìnī	LLʔ	69
805	metl11	soap	nàmà(ā) (M)	LLʔ	71
806	metl11	corn	nùnì(ī) (M)	LLʔ	73
807	metl11	stone	yùū	LLʔ	74
808	metl11	sister	kūʔƀī	LL	78
809	metl11	to cut	kāʔⁿdʸā	LL	79
810	metl11	to speak	kā̧ʔā̧	LL	80
811	metl11	niece	šīkū	LL	82
812	metl11	nephew	sāšī̧	LL	83
813	metl11	foot	šàʔā	LL	84
814	metl11	sweet	ƀìšì	LL	87
815	metl11	fingernail	čí̧ì̧	MT	91
816	metl11	rat	tì̧ī̧	MT	92
817	metl11	fish	tʸàká	MT	94
818	metl11	sibling's husband	kāsā	MT	96
819	metl11	big (sg)	káʔnū	MT	98
820	metl11	small (in pieces)	kʷàčī	MT	101
821	metl11	red	kʷáʔā	MT	102
822	metl11	yellow	kʷá̧á̧	MT	103
823	metl11	people	yūúƀī	MT	109
824	cahu11	animal	kītī	HHʔ	1
825	cahu11	to eat	kāšī	HHʔ	2
826	cahu11	beans	ⁿdǜčǜ	HHʔ	3
827	cahu11	water	(ta kʷiyi)	HHʔ	4
828	cahu11	hand	ⁿdāʔā	HHʔ	5
829	cahu11	tree	yītnō	HHʔ	7
830	cahu11	mountain	yǖkǜ	HHʔ	8
831	cahu11	straw mat	yīwí	HHʔ	9
832	cahu11	mouth	yǖʔǖ	HHʔ	10
833	cahu11	bone	yīkī	HHʔ	11
834	cahu11	chile	yāʔā	HHʔ	12
835	cahu11	woman	ñāʔà	HHʔ	13
836	cahu11	road	yīčī	HHʔ	15
837	cahu11	work	čīñō	HH	16
838	cahu11	to come	kísī	HH	18
839	cahu11	to be born	kākū	HH	22
840	cahu11	to burn	kāʔmī	HH	23
841	cahu11	to drink	kōʔō	HH	25
842	cahu11	now	wītnī	HH	27
843	cahu11	house	wēʔē	HH	28
844	cahu11	one	í̧í̧	HH	30
845	cahu11	stool	tāyī	HL	32
846	cahu11	lime	kākā	HL	33
847	cahu11	uncle	sītō	HL	34
848	cahu11	aunt	sīsī	HL	35
849	cahu11	bird	sáá	HL	37
850	cahu11	town	ñó̧ō̧	HL	39
851	cahu11	brother	ñānī	HL	40
852	cahu11	hole	yāwī	HL	41
853	cahu11	flower	yītā	HL	42
854	cahu11	deer	tn-ǖsǖ	HL	43
855	cahu11	inside	īnī	HL	44
856	cahu11	dog	(ñ)īnā	HL	45
857	cahu11	stomach	tīšī	LH	46
858	cahu11	word	tnō̧ʔō̧	LH	48
859	cahu11	metal	kàà	LH	50
860	cahu11	meat	kùñū̧	LH	51
861	cahu11	adobe	ⁿdōʔō	LH	53
862	cahu11	child	sāʔyā	LH	54
863	cahu11	sibling's wife	šānō	LH	55
864	cahu11	ear	sòʔō	LH	56
865	cahu11	tooth	nò̧ʔō̧	LH	57
866	cahu11	river	yǜtā	LH	58
867	cahu11	cold	wìšī̧	LH	59
868	cahu11	good	wāʔā	LH	60
869	cahu11	four	kūmī	LLʔ	62
870	cahu11	day	kìwì	LLʔ	63
871	cahu11	cotton	kàčì	LLʔ	64
872	cahu11	sandal	ⁿdǜsà	LLʔ	66
873	cahu11	cane	ⁿdòò	LLʔ	67
874	cahu11	tortilla	sītā	LLʔ	68
875	cahu11	head	sìnì	LLʔ	69
876	cahu11	comal	šìyò	LLʔ	70
877	cahu11	face	nò̧ò̧	LLʔ	72
878	cahu11	corn	nònì	LLʔ	73
879	cahu11	stone	yǜǜ	LLʔ	74
880	cahu11	moon	yòò	LLʔ	75
881	cahu11	to cut	kāʔⁿdā	LL	79
882	cahu11	to speak	kā̧ʔā̧	LL	80
883	cahu11	year	kʷīyā	LL	81
884	cahu11	nephew	sāšī̧	LL	83
885	cahu11	foot	šāʔā	LL	84
886	cahu11	herb, bush	yǜkǜ	LL	85
887	cahu11	sweet	wīsī	LL	87
888	cahu11	nine	ì̧ì̧	LL	88
889	cahu11	two	ōwī	LL	89
890	cahu11	five	ō̧ʔō̧	LL	90
891	cahu11	fingernail	čī̧ī̧	MT	91
892	cahu11	turkey hen	tʸó̧ó̧	MT	93
893	cahu11	fish	tʸāká	MT	94
894	cahu11	black	tnō̧ó̧	MT	95
895	cahu11	big (sg)	kāʔnō	MT	98
896	cahu11	green	kʷíí	MT	100
897	cahu11	small (in pieces)	kʷāčí	MT	101
898	cahu11	red	kʷáʔá	MT	102
899	cahu11	yellow	kʷá̧á̧	MT	103
900	cahu11	poor	ⁿdāʔwī	MT	104
901	cahu11	to sell	síkò	MT	105
902	cahu11	little	lōʔō	MT	108
903	cahu11	tongue	yáá	MT	110
904	mixt11	hand	ⁿdāʔá	HHʔ	5
905	mixt11	clothes	sàʔmǎ	HHʔ	6
906	mixt11	straw mat	yùƀǐ	HHʔ	9
907	mixt11	mouth	yūʔú	HHʔ	10
908	mixt11	chile	yāʔá	HHʔ	12
909	mixt11	woman	ñā̧ʔá̧	HHʔ	13
910	mixt11	rope	yōʔó	HHʔ	14
911	mixt11	work	čī̧ū̧	HH	16
912	mixt11	house	ƀēʔē	HH	28
913	mixt11	one	ī̧ī̧	HH	30
914	mixt11	paper	tūtù	HL	31
915	mixt11	lime	kākà	HL	33
916	mixt11	uncle	šītò	HL	34
917	mixt11	frog	sàʔƀà	HL	36
918	mixt11	town	ñūù	HL	39
919	mixt11	hole	yàƀì	HL	41
920	mixt11	flower	ītà	HL	42
921	mixt11	dog	t-i᷅nā	HL	45
922	mixt11	stomach	tīȼī	LH	46
923	mixt11	man	čàā	LH	47
924	mixt11	word	tù̧ʔū̧	LH	48
925	mixt11	clay pot	kìsī	LH	49
926	mixt11	metal	kàā	LH	50
927	mixt11	adobe	ⁿdòʔō	LH	53
928	mixt11	child	sèʔē	LH	54
929	mixt11	river	yùčā	LH	58
930	mixt11	cold	ƀìȼī	LH	59
931	mixt11	good	ƀàʔā	LH	60
932	mixt11	medicine	tàtǎ	LLʔ	61
933	mixt11	four	kùmǐ	LLʔ	62
934	mixt11	cotton	kàčǐ	LLʔ	64
935	mixt11	snake	kòó	LLʔ	65
936	mixt11	sandal	ⁿzìȼǎ	LLʔ	66
937	mixt11	cane	ⁿdòó	LLʔ	67
938	mixt11	tortilla	stàá	LLʔ	68
939	mixt11	soap	nàmǎ	LLʔ	71
940	mixt11	face	nùú	LLʔ	72
941	mixt11	stone	yùú	LLʔ	74
942	mixt11	moon	yòó	LLʔ	75
943	mixt11	comb	kʷìkà	LL	77
944	mixt11	year	kʷìà	LL	81
945	mixt11	nine	ì̧ì̧	LL	88
946	mixt11	five	ù̧ʔù̧	LL	90
947	mixt11	fingernail	čî̧í̧	MT	91
948	mixt11	turkey hen	čù̧ū̧	MT	93
949	mixt11	big (sg)	káʔnū	MT	98
950	mixt11	white	kʷíȼì	MT	99
951	mixt11	green	kʷîí	MT	100
952	mixt11	red	kʷáʔà	MT	102
953	mixt11	yellow	kʷá̧à̧	MT	103
954	mixt11	precious metal	šǔ̧ʔū̧	MT	106
955	mixt11	new	ȼǎā	MT	107
956	mixt11	little	lūū	MT	108
957	mixt11	tongue	yâá	MT	110
958	prog12	animal	kítì	HHʔ	1
959	prog12	to eat	kāší	HHʔ	2
960	prog12	beans	ⁿdǘčǜ	HHʔ	3
961	prog12	hand	ⁿdáʔà	HHʔ	5
962	prog12	clothes	háʔmà	HHʔ	6
963	prog12	tree	žítò	HHʔ	7
964	prog12	mountain	žǘkǜ	HHʔ	8
965	prog12	mouth	žǘʔǜ	HHʔ	10
966	prog12	chile	žáʔà	HHʔ	12
967	prog12	woman	ñá̧ʔà̧	HHʔ	13
968	prog12	rope	žóʔò	HHʔ	14
969	prog12	road	íčì	HHʔ	15
970	prog12	work	čū̧ū̧	HH	16
971	prog12	to be	kūū	HH	20
972	prog12	to sing	kātā	HH	21
973	prog12	to buy	kʷȩ̄ȩ̀	HH	26
974	prog12	now	ƀītī	HH	27
975	prog12	house	ƀēʔē	HH	28
976	prog12	one	ī̧ī̧	HH	30
977	prog12	paper	tǖtǖ	HL	31
978	prog12	uncle	hìtò	HL	34
979	prog12	aunt	hìhì	HL	35
980	prog12	frog	láʔƀà	HL	36
981	prog12	bird	lāā	HL	37
982	prog12	town	ñūū	HL	39
983	prog12	brother	ñànì	HL	40
984	prog12	hole	žáƀì	HL	41
985	prog12	deer	ǖhǖ	HL	43
986	prog12	inside	īnī	HL	44
987	prog12	dog	t-ìnā	HL	45
988	prog12	stomach	tìšī	LH	46
989	prog12	man	tàà	LH	47
990	prog12	word	tù̧ʔū̧	LH	48
991	prog12	metal	kàà	LH	50
992	prog12	cross-sex sibling	kʸàʔƀà	LH	52
993	prog12	adobe	ⁿdòʔō	LH	53
994	prog12	child	hàʔžī	LH	54
995	prog12	sibling's wife	sànù	LH	55
996	prog12	river	žǜtā	LH	58
997	prog12	cold	ƀīšī	LH	59
998	prog12	good	ƀàʔā	LH	60
999	prog12	medicine	tàtà	LLʔ	61
1000	prog12	four	kòmì	LLʔ	62
1001	prog12	day	kìƀì	LLʔ	63
1002	prog12	cotton	kàčì	LLʔ	64
1003	prog12	snake	kòò	LLʔ	65
1004	prog12	sandal	ⁿdǜsà	LLʔ	66
1005	prog12	cane	ⁿdòò	LLʔ	67
1006	prog12	tortilla	hìtà	LLʔ	68
1007	prog12	head	hìnì	LLʔ	69
1008	prog12	comal	šòò	LLʔ	70
1009	prog12	soap	nà̧mà̧	LLʔ	71
1010	prog12	face	nùù	LLʔ	72
1011	prog12	corn	nù̧nì̧	LLʔ	73
1012	prog12	moon	žòò	LLʔ	75
1013	prog12	to go	kù̧ʔù̧	LL	76
1014	prog12	sister	kìʔƀì	LL	78
1015	prog12	to cut	"tàʔⁿdà "ƀroken""	LL	79
1016	prog12	to speak	kà̧ʔà̧	LL	80
1017	prog12	year	kʷyàà	LL	81
1018	prog12	niece	hǜkǜ	LL	82
1019	prog12	nephew	hàšì	LL	83
1020	prog12	foot	šàʔà	LL	84
1021	prog12	herb, bush	"žǜkǜ "weeds""	LL	85
1022	prog12	sweet	ƀìhì	LL	87
1023	prog12	nine	ì̧ì̧	LL	88
1024	prog12	two	ìƀì	LL	89
1025	prog12	five	ù̧ʔù̧	LL	90
1026	prog12	fingernail	čí̧ì̧	MT	91
1027	prog12	rat	tì̧í̧	MT	92
1028	prog12	fish	tī-žàká	MT	94
1029	prog12	black	tù̧ú̧	MT	95
1030	prog12	sibling's husband	kàhá	MT	96
1031	prog12	big (sg)	káʔnū	MT	98
1032	prog12	green	kʷíī	MT	100
1033	prog12	red	kʷáʔá	MT	102
1034	prog12	yellow	kʷá̧á̧	MT	103
1035	prog12	to sell	hìkó	MT	105
1036	prog12	precious metal	hyù̧ʔú̧	MT	106
1037	prog12	new	sàá	MT	107
1038	prog12	little	lōʔō	MT	108
1039	prog12	people	žīƀī	MT	109
1040	prog12	tongue	žáà	MT	110
1041	jica11	animal	kìtì	HHʔ	1
1042	jica11	to eat	káčì	HHʔ	2
1043	jica11	water	ⁿdùtà	HHʔ	4
1044	jica11	hand	ⁿdàʔà	HHʔ	5
1045	jica11	clothes	sàʔmà	HHʔ	6
1046	jica11	tree	yùtù̧	HHʔ	7
1047	jica11	straw mat	yùƀì	HHʔ	9
1048	jica11	woman	ñà̧ʔà̧	HHʔ	13
1049	jica11	rope	yòʔò	HHʔ	14
1050	jica11	road	ìtì	HHʔ	15
1051	jica11	to come	kíčì	HH	18
1052	jica11	to run	kúnú	HH	19
1053	jica11	now	ƀìtì̧	HH	27
1054	jica11	house	ƀèʔè	HH	28
1055	jica11	yesterday	ìkù	HH	29
1056	jica11	one	ì̧ì̧	HH	30
1057	jica11	paper	tūtū	HL	31
1058	jica11	stool	tāyū	HL	32
1059	jica11	lime	kākā	HL	33
1060	jica11	uncle	šītō	HL	34
1061	jica11	aunt	čīšī	HL	35
1062	jica11	frog	sāʔƀā	HL	36
1063	jica11	bird	sāā	HL	37
1064	jica11	wall	nāmā	HL	38
1065	jica11	town	ñū̧ū̧	HL	39
1066	jica11	flower	ītā	HL	42
1067	jica11	dog	īnā	HL	45
1068	jica11	stomach	tíčí	LH	46
1069	jica11	word	tú̧ʔú̧	LH	48
1070	jica11	clay pot	kísí	LH	49
1071	jica11	metal	káā	LH	50
1072	jica11	adobe	ⁿdóʔō	LH	53
1073	jica11	child	séʔé	LH	54
1074	jica11	sibling's wife	čánū	LH	55
1075	jica11	ear	sóʔó	LH	56
1076	jica11	river	yútá	LH	58
1077	jica11	good	ƀáʔá	LH	60
1078	jica11	four	kúmí	LLʔ	62
1079	jica11	cotton	kátí	LLʔ	64
1080	jica11	snake	kóó	LLʔ	65
1081	jica11	cane	ⁿdóó	LLʔ	67
1082	jica11	tortilla	šítá	LLʔ	68
1083	jica11	head	šíní	LLʔ	69
1084	jica11	face	nú̧ú̧	LLʔ	72
1085	jica11	corn	núní	LLʔ	73
1086	jica11	stone	yúú	LLʔ	74
1087	jica11	moon	yóó	LLʔ	75
1088	jica11	to cut	kàʔⁿdà	LL	79
1089	jica11	to speak	kà̧ʔā̧	LL	80
1090	jica11	thread	yūʔƀā	LL	86
1091	jica11	nine	í̧í̧	LL	88
1092	jica11	two	úƀí	LL	89
1093	jica11	five	ú̧ʔú̧	LL	90
1094	jica11	fingernail	tìñì	MT	91
1095	jica11	rat	tɨ̄ñɨ́	MT	92
1096	jica11	black	tù̧ù̧	MT	95
1097	jica11	green	kʷìì	MT	100
1098	jica11	small (in pieces)	kʷàtì	MT	101
1099	jica11	yellow	"kʷà̧ā̧(-čí) "it is yellow""	MT	103
1100	jica11	to sell	šíkò	MT	105
1101	jica11	precious metal	šú̧ʔú̧	MT	106
1102	jica11	new	čàà	MT	107
1103	jica11	little	lùʔù	MT	108
1104	jica11	people	ñíƀí	MT	109
1105	chay11	animal	kɨ̄tɨ̄	HHʔ	1
1106	chay11	beans	ⁿdūtʸī	HHʔ	3
1107	chay11	mountain	yūkū	HHʔ	8
1108	chay11	straw mat	yūū	HHʔ	9
1109	chay11	mouth	yūʔū	HHʔ	10
1110	chay11	rope	yōʔō	HHʔ	14
1111	chay11	road	ītʸī	HHʔ	15
1112	chay11	now	ƀītʸī	HH	27
1113	chay11	house	ƀēʔē	HH	28
1114	chay11	one	ī̧ī̧	HH	30
1115	chay11	paper	tūtù	HL	31
1116	chay11	stool	tēì	HL	32
1117	chay11	wall	nāmà	HL	38
1118	chay11	town	ñūù	HL	39
1119	chay11	hole	yāƀì	HL	41
1120	chay11	flower	ītà	HL	42
1121	chay11	word	tù̧ʔū̧	LH	48
1122	chay11	cross-sex sibling	kùʔƀā	LH	52
1123	chay11	adobe	ⁿdòʔō	LH	53
1124	chay11	child	θèʔē	LH	54
1125	chay11	good	ƀàʔā	LH	60
1126	chay11	medicine	tàtà	LLʔ	61
1127	chay11	four	kùmì	LLʔ	62
1128	chay11	day	kɨ̀ƀɨ̀	LLʔ	63
1129	chay11	snake	kòò	LLʔ	65
1130	chay11	tortilla	šìtà	LLʔ	68
1131	chay11	head	šìnì	LLʔ	69
1132	chay11	comal	sìyò	LLʔ	70
1133	chay11	soap	nàmà	LLʔ	71
1134	chay11	face	nùù	LLʔ	72
1135	chay11	stone	yùù	LLʔ	74
1136	chay11	moon	yòò	LLʔ	75
1137	chay11	year	kʷìyà	LL	81
1138	chay11	foot	šàʔà	LL	84
1139	chay11	herb, bush	yùkù	LL	85
1140	chay11	long	káñí	MT	97
1141	chay11	big (sg)	kàʔnū	MT	98
1142	chay11	poor	ⁿdāʔƀí	MT	104
1143	chay11	new	sāá	MT	107
1144	chay11	little	lúʔlū	MT	108
1145	chay11	people	ñì-yɨ̄ƀɨ̄	MT	109
