ID,ID_Durr,Doculect,Concept,Form,PMCouplet
629,47,Xay,man,tʸàā,LH
630,50,Xay,metal,kàā,LH
631,52,Xay,cross-sex sibling,kùʔā,LH
632,53,Xay,adobe,ⁿdòʔō,LH
633,54,Xay,child,đèʔē,LH
634,55,Xay,sibling's wife,sànū,LH
635,59,Xay,cold,ƀìšī̧,LH
636,60,Xay,good,ƀàʔā,LH
637,62,Xay,four,kùmì (M),LLʔ
638,65,Xay,snake,kòò,LLʔ
639,66,Xay,sandal,ⁿdìsà̧,LLʔ
640,68,Xay,tortilla,đìtà (M),LLʔ
641,72,Xay,face,nùù,LLʔ
642,74,Xay,stone,yùù (M),LLʔ
643,78,Xay,sister,kùʔù,LL
644,79,Xay,to cut,tàʔⁿdè,LL
645,82,Xay,niece,đīkū,LL
646,83,Xay,nephew,đášì,LL
647,86,Xay,thread,yùʔà,LL
648,87,Xay,sweet,ƀìđì,LL
649,88,Xay,nine,ì̧ì̧,LL
650,89,Xay,two,ùì,LL
651,91,Xay,fingernail,čī̧ī̧,MT
652,94,Xay,fish,s-yākā,MT
653,96,Xay,sibling's husband,kāđà,MT
654,101,Xay,small (in pieces),kʷātī,MT
655,102,Xay,red,kʷàʔá,MT
656,103,Xay,yellow,kʷà̧á̧,MT
657,104,Xay,poor,ⁿdàʔƀí,MT
658,110,Xay,tongue,yàá,MT
659,2,Ay,to eat,kàšìʔ,HHʔ
660,3,Ay,beans,ⁿdùčíʔ,HHʔ
661,4,Ay,water,(ti kʷii),HHʔ
662,5,Ay,hand,ⁿdàʔáʔ,HHʔ
663,6,Ay,clothes,sàʔmáʔ,HHʔ
664,7,Ay,tree,ìtú̧ʔ,HHʔ
665,9,Ay,straw mat,yìwìʔ,HHʔ
666,10,Ay,mouth,yùʔúʔ,HHʔ
667,11,Ay,bone,ìkìʔ,HHʔ
668,16,Ay,work,čù̧ù̧,HH
669,17,Ay,handspan,tòò,HH
670,18,Ay,to come,kìšì,HH
671,19,Ay,to run,kùnù,HH
672,24,Ay,to look,kòtò,HH
673,27,Ay,now,wìtì̧,HH
674,28,Ay,house,wìʔè,HH
675,30,Ay,one,ì̧ì̧,HH
676,31,Ay,paper,tùtù,HL
677,33,Ay,lime,kàkà,HL
678,34,Ay,uncle,šìtò,HL
679,35,Ay,aunt,šìšì,HL
680,37,Ay,bird,sàà,HL
681,38,Ay,wall,nāmà,HL
682,39,Ay,town,ñùù,HL
683,40,Ay,brother,ñànì,HL
684,42,Ay,flower,ìtà,HL
685,44,Ay,inside,ìnì,HL
686,47,Ay,man,tʸāà,LH
687,48,Ay,word,tù̧ʔù̧,LH
688,49,Ay,clay pot,kìsì,LH
689,50,Ay,metal,kàà,LH
690,53,Ay,adobe,ⁿdòʔò,LH
691,54,Ay,child,sīʔè,LH
692,55,Ay,sibling's wife,šànù,LH
693,56,Ay,ear,sōʔò,LH
694,59,Ay,cold,wìšì̧,LH
695,60,Ay,good,wàʔà,LH
696,62,Ay,four,kùmíʔ,LLʔ
697,64,Ay,cotton,kāčìʔ,LLʔ
698,65,Ay,snake,kōòʔ,LLʔ
699,66,Ay,sandal,ⁿdīšà̧ʔ,LLʔ
700,68,Ay,tortilla,štā ̀ʔ,LLʔ
701,69,Ay,head,šīnìʔ,LLʔ
702,71,Ay,soap,nāmàʔ,LLʔ
703,73,Ay,corn,nūnìʔ,LLʔ
704,74,Ay,stone,yūùʔ,LLʔ
705,76,Ay,to go,kū̧ʔù̧,LL
706,78,Ay,sister,kūʔwà,LL
707,79,Ay,to cut,kāʔⁿdʸà,LL
708,80,Ay,to speak,kā̧ʔà̧,LL
709,82,Ay,niece,sīkù,LL
710,83,Ay,nephew,sāšì̧,LL
711,85,Ay,leaf,yūkù,LL
712,89,Ay,two,ūwì,LL
713,93,Ay,turkey hen,tʸù̧ù̧ʔ,MT
714,94,Ay,fish,tʸàkáʔ,MT
715,95,Ay,black,tù̧ú̧ʔ,MT
716,96,Ay,sibling's husband,kàsáʔ,MT
717,97,Ay,long,kánìʔ,MT
718,98,Ay,important,káʔnúʔ,MT
719,100,Ay,green,kʷíìʔ,MT
720,101,Ay,small (in pieces),kʷáčí,MT
721,102,Ay,red,kʷáʔá,MT
722,103,Ay,yellow,kʷá̧á̧,MT
723,104,Ay,poor,ⁿdàʔwí,MT
724,105,Ay,to sell,šìkòʔ,MT
725,106,Ay,precious metal,šù̧ʔú̧ʔ,MT
726,108,Ay,little,lúlú,MT
727,109,Ay,people,nè-yíwìʔ,MT
728,110,Ay,tongue,yáà,MT
729,3,Ala,beans,ⁿdūčù,HHʔ
730,5,Ala,hand,ⁿdàʔā,HHʔ
731,10,Ala,mouth,yūʔù,HHʔ
732,16,Ala,work,čīñō̧,HH
733,27,Ala,now,ƀītī̧,HH
734,28,Ala,house,ƀēʔē,HH
735,32,Ala,stool,tāyì,HL
736,39,Ala,town,ñō̧ō̧,HL
737,41,Ala,hole,yāƀì,HL
738,43,Ala,deer,yūsū,HL
739,45,Ala,dog,īnā̧,HL
740,49,Ala,clay pot,kìsī,LH
741,51,Ala,meat,kùñō̧,LH
742,53,Ala,adobe,ⁿdòʔō,LH
743,56,Ala,ear,sòʔō,LH
744,59,Ala,cold,ƀìšī,LH
745,60,Ala,good,ƀàʔā,LH
746,63,Ala,day,kìƀì,LLʔ
747,65,Ala,snake,kòò,LLʔ
748,68,Ala,tortilla,sìtà,LLʔ
749,70,Ala,comal,šìyò,LLʔ
750,74,Ala,stone,yùù,LLʔ
751,75,Ala,moon,yòò,LLʔ
752,76,Ala,to go,kò̧ʔò̧,LL
753,77,Ala,comb,kʷìkà,LL
754,84,Ala,foot,šàʔà,LL
755,86,Ala,thread,yìʔƀà,LL
756,91,Ala,fingernail,číì,MT
757,93,Ala,turkey hen,tì̧ú̧,MT
758,94,Ala,fish,tiáká,MT
759,95,Ala,black,tò̧ó̧,MT
760,97,Ala,long,kánì,MT
761,102,Ala,red,kʷáʔá,MT
762,103,Ala,yellow,kʷá̧á̧,MT
763,107,Ala,new,šāá,MT
764,109,Ala,people,nì̧ƀī,MT
765,110,Ala,tongue,láà,MT
766,1,Met,animal,kītí,HHʔ
767,2,Met,to eat,kāšī,HHʔ
768,5,Met,hand,ⁿdàʔā,HHʔ
769,7,Met,tree,yūtú̧,HHʔ
770,9,Met,straw mat,yūƀì (M),HHʔ
771,10,Met,mouth,yùʔū,HHʔ
772,11,Met,bone,īkí,HHʔ
773,14,Met,rope,yōʔó,HHʔ
774,15,Met,road,īčí,HHʔ
775,19,Met,to run,kūnū,HH
776,20,Met,to be,kūƀī,HH
777,21,Met,to sing,kātā,HH
778,24,Met,to look,kōtō,HH
779,28,Met,house,ƀēʔē,HH
780,30,Met,one,ī̧ī̧,HH
781,31,Met,paper,tūtū,HL
782,32,Met,stool,tʸāyù,HL
783,33,Met,lime,kākā’,HL
784,34,Met,uncle,šītò,HL
785,35,Met,aunt,šīšī,HL
786,37,Met,bird,sāā,HL
787,38,Met,wall,nāmà,HL
788,40,Met,brother,yānī,HL
789,42,Met,flower,ītā,HL
790,44,Met,inside,īnī,HL
791,46,Met,stomach,tīšī,LH
792,47,Met,man,tʸàā,LH
793,48,Met,word,tù̧ʔū̧,LH
794,49,Met,clay pot,kìsī,LH
795,50,Met,metal,kàà,LH
796,51,Met,meat,kùñù,LH
797,52,Met,cross-sex sibling,kūʔƀā,LH
798,54,Met,child,sēʔē,LH
799,55,Met,sibling's wife,sānù,LH
800,58,Met,river,ítʸā,LH
801,59,Met,cold,ƀìšī̧,LH
802,60,Met,good,ƀàʔā,LH
803,61,Met,medicine,tàtà̧ (M),LLʔ
804,61,Met,medicine,tàtā̧ (M),LLʔ
805,62,Met,four,kùmī (M),LLʔ
806,63,Met,day,kìƀì,LLʔ
807,63,Met,day,kìƀī,LLʔ
808,65,Met,snake,kōò (M),LLʔ
809,68,Met,tortilla,sītà,LLʔ
810,69,Met,head,šìnī,LLʔ
811,71,Met,soap,nàmà (M),LLʔ
812,71,Met,soap,nàmā (M),LLʔ
813,73,Met,corn,nùnì (M),LLʔ
814,73,Met,corn,nùnī (M),LLʔ
815,74,Met,stone,yùū,LLʔ
816,78,Met,sister,kūʔƀī,LL
817,79,Met,to cut,kāʔⁿdʸā,LL
818,80,Met,to speak,kā̧ʔā̧,LL
819,82,Met,niece,šīkū,LL
820,83,Met,nephew,sāšī̧,LL
821,84,Met,foot,šàʔā,LL
822,87,Met,sweet,ƀìšì,LL
823,91,Met,fingernail,čí̧ì̧,MT
824,92,Met,rat,tì̧ī̧,MT
825,94,Met,fish,tʸàká,MT
826,96,Met,sibling's husband,kāsā,MT
827,98,Met,big (sg),káʔnū,MT
828,101,Met,small (in pieces),kʷàčī,MT
829,102,Met,red,kʷáʔā,MT
830,103,Met,yellow,kʷá̧á̧,MT
831,109,Met,people,yūúƀī,MT
832,1,Cah,animal,kītī,HHʔ
833,2,Cah,to eat,kāšī,HHʔ
834,3,Cah,beans,ⁿdǜčǜ,HHʔ
835,4,Cah,water,(ta kʷiyi),HHʔ
836,5,Cah,hand,ⁿdāʔā,HHʔ
837,7,Cah,tree,yītnō,HHʔ
838,8,Cah,mountain,yǖkǜ,HHʔ
839,9,Cah,straw mat,yīwí,HHʔ
840,10,Cah,mouth,yǖʔǖ,HHʔ
841,11,Cah,bone,yīkī,HHʔ
842,12,Cah,chile,yāʔā,HHʔ
843,13,Cah,woman,ñāʔà,HHʔ
844,15,Cah,road,yīčī,HHʔ
845,16,Cah,work,čīñō,HH
846,18,Cah,to come,kísī,HH
847,22,Cah,to be born,kākū,HH
848,23,Cah,to burn,kāʔmī,HH
849,25,Cah,to drink,kōʔō,HH
850,27,Cah,now,wītnī,HH
851,28,Cah,house,wēʔē,HH
852,30,Cah,one,í̧í̧,HH
853,32,Cah,stool,tāyī,HL
854,33,Cah,lime,kākā,HL
855,34,Cah,uncle,sītō,HL
856,35,Cah,aunt,sīsī,HL
857,37,Cah,bird,sáá,HL
858,39,Cah,town,ñó̧ō̧,HL
859,40,Cah,brother,ñānī,HL
860,41,Cah,hole,yāwī,HL
861,42,Cah,flower,yītā,HL
862,43,Cah,deer,tn-ǖsǖ,HL
863,44,Cah,inside,īnī,HL
864,45,Cah,dog,īnā,HL
865,45,Cah,dog,ñīnā,HL
866,46,Cah,stomach,tīšī,LH
867,48,Cah,word,tnō̧ʔō̧,LH
868,50,Cah,metal,kàà,LH
869,51,Cah,meat,kùñū̧,LH
870,53,Cah,adobe,ⁿdōʔō,LH
871,54,Cah,child,sāʔyā,LH
872,55,Cah,sibling's wife,šānō,LH
873,56,Cah,ear,sòʔō,LH
874,57,Cah,tooth,nò̧ʔō̧,LH
875,58,Cah,river,yǜtā,LH
876,59,Cah,cold,wìšī̧,LH
877,60,Cah,good,wāʔā,LH
878,62,Cah,four,kūmī,LLʔ
879,63,Cah,day,kìwì,LLʔ
880,64,Cah,cotton,kàčì,LLʔ
881,66,Cah,sandal,ⁿdǜsà,LLʔ
882,67,Cah,cane,ⁿdòò,LLʔ
883,68,Cah,tortilla,sītā,LLʔ
884,69,Cah,head,sìnì,LLʔ
885,70,Cah,comal,šìyò,LLʔ
886,72,Cah,face,nò̧ò̧,LLʔ
887,73,Cah,corn,nònì,LLʔ
888,74,Cah,stone,yǜǜ,LLʔ
889,75,Cah,moon,yòò,LLʔ
890,79,Cah,to cut,kāʔⁿdā,LL
891,80,Cah,to speak,kā̧ʔā̧,LL
892,81,Cah,year,kʷīyā,LL
893,83,Cah,nephew,sāšī̧,LL
894,84,Cah,foot,šāʔā,LL
895,85,Cah,"herb, bush",yǜkǜ,LL
896,87,Cah,sweet,wīsī,LL
897,88,Cah,nine,ì̧ì̧,LL
898,89,Cah,two,ōwī,LL
899,90,Cah,five,ō̧ʔō̧,LL
900,91,Cah,fingernail,čī̧ī̧,MT
901,93,Cah,turkey hen,tʸó̧ó̧,MT
902,94,Cah,fish,tʸāká,MT
903,95,Cah,black,tnō̧ó̧,MT
904,98,Cah,big (sg),kāʔnō,MT
905,100,Cah,green,kʷíí,MT
906,101,Cah,small (in pieces),kʷāčí,MT
907,102,Cah,red,kʷáʔá,MT
908,103,Cah,yellow,kʷá̧á̧,MT
909,104,Cah,poor,ⁿdāʔwī,MT
910,105,Cah,to sell,síkò,MT
911,108,Cah,little,lōʔō,MT
912,110,Cah,tongue,yáá,MT
913,5,Mix,hand,ⁿdāʔá,HHʔ
914,6,Mix,clothes,sàʔmǎ,HHʔ
915,9,Mix,straw mat,yùƀǐ,HHʔ
916,10,Mix,mouth,yūʔú,HHʔ
917,12,Mix,chile,yāʔá,HHʔ
918,13,Mix,woman,ñā̧ʔá̧,HHʔ
919,14,Mix,rope,yōʔó,HHʔ
920,16,Mix,work,čī̧ū̧,HH
921,28,Mix,house,ƀēʔē,HH
922,30,Mix,one,ī̧ī̧,HH
923,31,Mix,paper,tūtù,HL
924,33,Mix,lime,kākà,HL
925,34,Mix,uncle,šītò,HL
926,36,Mix,frog,sàʔƀà,HL
927,39,Mix,town,ñūù,HL
928,41,Mix,hole,yàƀì,HL
929,42,Mix,flower,ītà,HL
930,45,Mix,dog,t-i᷅nā,HL
931,46,Mix,stomach,tīȼī,LH
932,47,Mix,man,čàā,LH
933,48,Mix,word,tù̧ʔū̧,LH
934,49,Mix,clay pot,kìsī,LH
935,50,Mix,metal,kàā,LH
936,53,Mix,adobe,ⁿdòʔō,LH
937,54,Mix,child,sèʔē,LH
938,58,Mix,river,yùčā,LH
939,59,Mix,cold,ƀìȼī,LH
940,60,Mix,good,ƀàʔā,LH
941,61,Mix,medicine,tàtǎ,LLʔ
942,62,Mix,four,kùmǐ,LLʔ
943,64,Mix,cotton,kàčǐ,LLʔ
944,65,Mix,snake,kòó,LLʔ
945,66,Mix,sandal,ⁿzìȼǎ,LLʔ
946,67,Mix,cane,ⁿdòó,LLʔ
947,68,Mix,tortilla,stàá,LLʔ
948,71,Mix,soap,nàmǎ,LLʔ
949,72,Mix,face,nùú,LLʔ
950,74,Mix,stone,yùú,LLʔ
951,75,Mix,moon,yòó,LLʔ
952,77,Mix,comb,kʷìkà,LL
953,81,Mix,year,kʷìà,LL
954,88,Mix,nine,ì̧ì̧,LL
955,90,Mix,five,ù̧ʔù̧,LL
956,91,Mix,fingernail,čî̧í̧,MT
957,93,Mix,turkey hen,čù̧ū̧,MT
958,98,Mix,big (sg),káʔnū,MT
959,99,Mix,white,kʷíȼì,MT
960,100,Mix,green,kʷîí,MT
961,102,Mix,red,kʷáʔà,MT
962,103,Mix,yellow,kʷá̧à̧,MT
963,106,Mix,precious metal,šǔ̧ʔū̧,MT
964,107,Mix,new,ȼǎā,MT
965,108,Mix,little,lūū,MT
966,110,Mix,tongue,yâá,MT
967,1,Sil,animal,kítì,HHʔ
968,2,Sil,to eat,kāší,HHʔ
969,3,Sil,beans,ⁿdǘčǜ,HHʔ
970,5,Sil,hand,ⁿdáʔà,HHʔ
971,6,Sil,clothes,háʔmà,HHʔ
972,7,Sil,tree,žítò,HHʔ
973,8,Sil,mountain,žǘkǜ,HHʔ
974,10,Sil,mouth,žǘʔǜ,HHʔ
975,12,Sil,chile,žáʔà,HHʔ
976,13,Sil,woman,ñá̧ʔà̧,HHʔ
977,14,Sil,rope,žóʔò,HHʔ
978,15,Sil,road,íčì,HHʔ
979,16,Sil,work,čū̧ū̧,HH
980,20,Sil,to be,kūū,HH
981,21,Sil,to sing,kātā,HH
982,26,Sil,to buy,kʷȩ̄ȩ̀,HH
983,27,Sil,now,ƀītī,HH
984,28,Sil,house,ƀēʔē,HH
985,30,Sil,one,ī̧ī̧,HH
986,31,Sil,paper,tǖtǖ,HL
987,34,Sil,uncle,hìtò,HL
988,35,Sil,aunt,hìhì,HL
989,36,Sil,frog,láʔƀà,HL
990,37,Sil,bird,lāā,HL
991,39,Sil,town,ñūū,HL
992,40,Sil,brother,ñànì,HL
993,41,Sil,hole,žáƀì,HL
994,43,Sil,deer,ǖhǖ,HL
995,44,Sil,inside,īnī,HL
996,45,Sil,dog,t-ìnā,HL
997,46,Sil,stomach,tìšī,LH
998,47,Sil,man,tàà,LH
999,48,Sil,word,tù̧ʔū̧,LH
1000,50,Sil,metal,kàà,LH
1001,52,Sil,cross-sex sibling,kʸàʔƀà,LH
1002,53,Sil,adobe,ⁿdòʔō,LH
1003,54,Sil,child,hàʔžī,LH
1004,55,Sil,sibling's wife,sànù,LH
1005,58,Sil,river,žǜtā,LH
1006,59,Sil,cold,ƀīšī,LH
1007,60,Sil,good,ƀàʔā,LH
1008,61,Sil,medicine,tàtà,LLʔ
1009,62,Sil,four,kòmì,LLʔ
1010,63,Sil,day,kìƀì,LLʔ
1011,64,Sil,cotton,kàčì,LLʔ
1012,65,Sil,snake,kòò,LLʔ
1013,66,Sil,sandal,ⁿdǜsà,LLʔ
1014,67,Sil,cane,ⁿdòò,LLʔ
1015,68,Sil,tortilla,hìtà,LLʔ
1016,69,Sil,head,hìnì,LLʔ
1017,70,Sil,comal,šòò,LLʔ
1018,71,Sil,soap,nà̧mà̧,LLʔ
1019,72,Sil,face,nùù,LLʔ
1020,73,Sil,corn,nù̧nì̧,LLʔ
1021,75,Sil,moon,žòò,LLʔ
1022,76,Sil,to go,kù̧ʔù̧,LL
1023,78,Sil,sister,kìʔƀì,LL
1024,79,Sil,broken,tàʔⁿdà,LL
1025,80,Sil,to speak,kà̧ʔà̧,LL
1026,81,Sil,year,kʷyàà,LL
1027,82,Sil,niece,hǜkǜ,LL
1028,83,Sil,nephew,hàšì,LL
1029,84,Sil,foot,šàʔà,LL
1030,85,Sil,weeds,žǜkǜ,LL
1031,87,Sil,sweet,ƀìhì,LL
1032,88,Sil,nine,ì̧ì̧,LL
1033,89,Sil,two,ìƀì,LL
1034,90,Sil,five,ù̧ʔù̧,LL
1035,91,Sil,fingernail,čí̧ì̧,MT
1036,92,Sil,rat,tì̧í̧,MT
1037,94,Sil,fish,tī-žàká,MT
1038,95,Sil,black,tù̧ú̧,MT
1039,96,Sil,sibling's husband,kàhá,MT
1040,98,Sil,big (sg),káʔnū,MT
1041,100,Sil,green,kʷíī,MT
1042,102,Sil,red,kʷáʔá,MT
1043,103,Sil,yellow,kʷá̧á̧,MT
1044,105,Sil,to sell,hìkó,MT
1045,106,Sil,precious metal,hyù̧ʔú̧,MT
1046,107,Sil,new,sàá,MT
1047,108,Sil,little,lōʔō,MT
1048,109,Sil,people,žīƀī,MT
1049,110,Sil,tongue,žáà,MT
1050,1,Jic,animal,kìtì,HHʔ
1051,2,Jic,to eat,káčì,HHʔ
1052,4,Jic,water,ⁿdùtà,HHʔ
1053,5,Jic,hand,ⁿdàʔà,HHʔ
1054,6,Jic,clothes,sàʔmà,HHʔ
1055,7,Jic,tree,yùtù̧,HHʔ
1056,9,Jic,straw mat,yùƀì,HHʔ
1057,13,Jic,woman,ñà̧ʔà̧,HHʔ
1058,14,Jic,rope,yòʔò,HHʔ
1059,15,Jic,road,ìtì,HHʔ
1060,18,Jic,to come,kíčì,HH
1061,19,Jic,to run,kúnú,HH
1062,27,Jic,now,ƀìtì̧,HH
1063,28,Jic,house,ƀèʔè,HH
1064,29,Jic,yesterday,ìkù,HH
1065,30,Jic,one,ì̧ì̧,HH
1066,31,Jic,paper,tūtū,HL
1067,32,Jic,stool,tāyū,HL
1068,33,Jic,lime,kākā,HL
1069,34,Jic,uncle,šītō,HL
1070,35,Jic,aunt,čīšī,HL
1071,36,Jic,frog,sāʔƀā,HL
1072,37,Jic,bird,sāā,HL
1073,38,Jic,wall,nāmā,HL
1074,39,Jic,town,ñū̧ū̧,HL
1075,42,Jic,flower,ītā,HL
1076,45,Jic,dog,īnā,HL
1077,46,Jic,stomach,tíčí,LH
1078,48,Jic,word,tú̧ʔú̧,LH
1079,49,Jic,clay pot,kísí,LH
1080,50,Jic,metal,káā,LH
1081,53,Jic,adobe,ⁿdóʔō,LH
1082,54,Jic,child,séʔé,LH
1083,55,Jic,sibling's wife,čánū,LH
1084,56,Jic,ear,sóʔó,LH
1085,58,Jic,river,yútá,LH
1086,60,Jic,good,ƀáʔá,LH
1087,62,Jic,four,kúmí,LLʔ
1088,64,Jic,cotton,kátí,LLʔ
1089,65,Jic,snake,kóó,LLʔ
1090,67,Jic,cane,ⁿdóó,LLʔ
1091,68,Jic,tortilla,šítá,LLʔ
1092,69,Jic,head,šíní,LLʔ
1093,72,Jic,face,nú̧ú̧,LLʔ
1094,73,Jic,corn,núní,LLʔ
1095,74,Jic,stone,yúú,LLʔ
1096,75,Jic,moon,yóó,LLʔ
1097,79,Jic,to cut,kàʔⁿdà,LL
1098,80,Jic,to speak,kà̧ʔā̧,LL
1099,86,Jic,thread,yūʔƀā,LL
1100,88,Jic,nine,í̧í̧,LL
1101,89,Jic,two,úƀí,LL
1102,90,Jic,five,ú̧ʔú̧,LL
1103,91,Jic,fingernail,tìñì,MT
1104,92,Jic,rat,tɨ̄ñɨ́,MT
1105,95,Jic,black,tù̧ù̧,MT
1106,100,Jic,green,kʷìì,MT
1107,101,Jic,small (in pieces),kʷàtì,MT
1108,103,Jic,it is yellow,kʷà̧ā̧(-čí),MT
1109,105,Jic,to sell,šíkò,MT
1110,106,Jic,precious metal,šú̧ʔú̧,MT
1111,107,Jic,new,čàà,MT
1112,108,Jic,little,lùʔù,MT
1113,109,Jic,people,ñíƀí,MT
1114,1,Jam,animal,kɨ̄tɨ̄,HHʔ
1115,3,Jam,beans,ⁿdūtʸī,HHʔ
1116,8,Jam,mountain,yūkū,HHʔ
1117,9,Jam,straw mat,yūū,HHʔ
1118,10,Jam,mouth,yūʔū,HHʔ
1119,14,Jam,rope,yōʔō,HHʔ
1120,15,Jam,road,ītʸī,HHʔ
1121,27,Jam,now,ƀītʸī,HH
1122,28,Jam,house,ƀēʔē,HH
1123,30,Jam,one,ī̧ī̧,HH
1124,31,Jam,paper,tūtù,HL
1125,32,Jam,stool,tēì,HL
1126,38,Jam,wall,nāmà,HL
1127,39,Jam,town,ñūù,HL
1128,41,Jam,hole,yāƀì,HL
1129,42,Jam,flower,ītà,HL
1130,48,Jam,word,tù̧ʔū̧,LH
1131,52,Jam,cross-sex sibling,kùʔƀā,LH
1132,53,Jam,adobe,ⁿdòʔō,LH
1133,54,Jam,child,θèʔē,LH
1134,60,Jam,good,ƀàʔā,LH
1135,61,Jam,medicine,tàtà,LLʔ
1136,62,Jam,four,kùmì,LLʔ
1137,63,Jam,day,kɨ̀ƀɨ̀,LLʔ
1138,65,Jam,snake,kòò,LLʔ
1139,68,Jam,tortilla,šìtà,LLʔ
1140,69,Jam,head,šìnì,LLʔ
1141,70,Jam,comal,sìyò,LLʔ
1142,71,Jam,soap,nàmà,LLʔ
1143,72,Jam,face,nùù,LLʔ
1144,74,Jam,stone,yùù,LLʔ
1145,75,Jam,moon,yòò,LLʔ
1146,81,Jam,year,kʷìyà,LL
1147,84,Jam,foot,šàʔà,LL
1148,85,Jam,"herb, bush",yùkù,LL
1149,97,Jam,long,káñí,MT
1150,98,Jam,big (sg),kàʔnū,MT
1151,104,Jam,poor,ⁿdāʔƀí,MT
1152,107,Jam,new,sāá,MT
1153,108,Jam,little,lúʔlū,MT
1154,109,Jam,people,ñì-yɨ̄ƀɨ̄,MT
