ID,ID_Durr,Doculect,Concept,Form,PMCouplet,ToneMod,IPA,IPAtok
495,65,gran11,snake,kōò,LLʔ,yes,ko3o1,k o3 o1
1089,65,jica11,snake,kóó,LLʔ,no,ko5o5,k o5 o5
808,65,metl11,snake,kōò,LLʔ,yes,ko3o1,k o3 o1
944,65,mixt11,snake,kòó,LLʔ,no,ko1o5,k o1 o5
245,65,moli11,snake,kòò,LLʔ,yes,ko1o1,k o1 o1
88,65,peno11,snake,kóó,LLʔ,no,ko5o5,k o5 o5
1012,65,prog12,snake,kòò,LLʔ,no,ko1o1,k o1 o1
638,65,xaya11,snake,kòò,LLʔ,no,ko1o1,k o1 o1
394,71,atat11,soap,nāmà,LLʔ,no,na3ma1,n a3 m a1
702,71,ayut11,soap,nāmàʔ,LLʔ,no,na3ma1ʔ,n a3 m a1 ʔ
585,71,caca11,soap,nàmà,LLʔ,yes,na1ma1,n a1 m a1
1142,71,chay11,soap,nàmà,LLʔ,no,na1ma1,n a1 m a1
501,71,gran11,soap,nāmà,LLʔ,no,na3ma1,n a3 m a1
811,71,metl11,soap,nàmà,LLʔ,yes,na1ma1,n a1 m a1
812,71,metl11,soap,nàmā,LLʔ,yes,na1ma3,n a1 m a3
948,71,mixt11,soap,nàmǎ,LLʔ,no,na1ma4,n a1 m a4
248,71,moli11,soap,nàmà,LLʔ,yes,na1ma1,n a1 m a1
93,71,peno11,soap,námá,LLʔ,no,na5ma5,n a5 m a5
1018,71,prog12,soap,nà̧mà̧,LLʔ,no,nã1mã1,n ã1 m ã1
371,46,atat11,stomach,čìhī,LH,no,t͡ʃi1hi3,t͡ʃ i1 h i3
567,46,caca11,stomach,tìšī,LH,no,ti1ʃi3,t i1 ʃ i3
866,46,cahu11,stomach,tīšī,LH,no,ti3ʃi3,t i3 ʃ i3
476,46,gran11,stomach,čìī,LH,no,t͡ʃi1i3,t͡ʃ i1 i3
1077,46,jica11,stomach,tíčí,LH,no,ti5t͡ʃi5,t i5 t͡ʃ i5
791,46,metl11,stomach,tīšī,LH,no,ti3ʃi3,t i3 ʃ i3
931,46,mixt11,stomach,tīȼī,LH,no,ti3t͡si3,t i3 t͡s i3
231,46,moli11,stomach,čìī,LH,no,t͡ʃi1i3,t͡ʃ i1 i3
294,46,ocot11,stomach,čìhī,LH,no,t͡ʃi1hi3,t͡ʃ i1 h i3
73,46,peno11,stomach,šɨ̀tɨ́,LH,no,ʃɨ1tɨ5,ʃ ɨ1 t ɨ5
997,46,prog12,stomach,tìšī,LH,no,ti1ʃi3,t i1 ʃ i3
750,74,alac11,stone,yùù,LLʔ,no,ʒu1u1,ʒ u1 u1
397,74,atat11,stone,žūù,LLʔ,no,ʒu3u1,ʒ u3 u1
704,74,ayut11,stone,yūùʔ,LLʔ,no,ʒu3u1ʔ,ʒ u3 u1 ʔ
586,74,caca11,stone,žùù,LLʔ,no,ʒu1u1,ʒ u1 u1
888,74,cahu11,stone,yǜǜ,LLʔ,no,ʒʉ1ʉ1,ʒ ʉ1 ʉ1
1144,74,chay11,stone,yùù,LLʔ,no,ʒu1u1,ʒ u1 u1
174,74,coat11,stone,šúǔ,LLʔ,no,ʃu5u4,ʃ u5 u4
18,74,diux11,stone,žúú,LLʔ,no,ʒu5u5,ʒ u5 u5
504,74,gran11,stone,žūù,LLʔ,no,ʒu3u1,ʒ u3 u1
1095,74,jica11,stone,yúú,LLʔ,no,ʒu5u5,ʒ u5 u5
815,74,metl11,stone,yùū,LLʔ,no,ʒu1u3,ʒ u1 u3
950,74,mixt11,stone,yùú,LLʔ,no,ʒu1u5,ʒ u1 u5
309,74,ocot11,stone,žùù,LLʔ,no,ʒu1u1,ʒ u1 u1
96,74,peno11,stone,žúú,LLʔ,no,ʒu5u5,ʒ u5 u5
642,74,xaya11,stone,yùù,LLʔ,yes,ʒu1u1,ʒ u1 u1
735,32,alac11,stool,tāyì,HL,no,ta3ʒi1,t a3 ʒ i1
559,32,caca11,stool,tēì,HL,no,te3i1,t e3 i1
853,32,cahu11,stool,tāyī,HL,no,ta3ʒi3,t a3 ʒ i3
1125,32,chay11,stool,tēì,HL,no,te3i1,t e3 i1
462,32,gran11,stool,tēžù,HL,no,te3ʒu1,t e3 ʒ u1
1067,32,jica11,stool,tāyū,HL,no,ta3ʒu3,t a3 ʒ u3
782,32,metl11,stool,tyāyù,HL,no,tʲa3ʒu1,tʲ a3 ʒ u1
60,32,peno11,stool,tèžú,HL,no,te1ʒu5,t e1 ʒ u5
337,9,atat11,straw mat,žūū,HHʔ,no,ʒu3u3,ʒ u3 u3
665,9,ayut11,straw mat,yìwìʔ,HHʔ,no,ʒi1wi1ʔ,ʒ i1 w i1 ʔ
548,9,caca11,straw mat,žūù,HHʔ,yes,ʒu3u1,ʒ u3 u1
839,9,cahu11,straw mat,yīwí,HHʔ,no,ʒi3wi5,ʒ i3 w i5
1117,9,chay11,straw mat,yūū,HHʔ,no,ʒu3u3,ʒ u3 u3
438,9,gran11,straw mat,žūū,HHʔ,yes,ʒu3u3,ʒ u3 u3
1056,9,jica11,straw mat,yùƀì,HHʔ,no,ʒu1βi1,ʒ u1 β i1
770,9,metl11,straw mat,yūƀì,HHʔ,yes,ʒu3βi1,ʒ u3 β i1
915,9,mixt11,straw mat,yùƀǐ,HHʔ,no,ʒu1βi4,ʒ u1 β i4
276,9,ocot11,straw mat,žūū,HHʔ,no,ʒu3u3,ʒ u3 u3
38,9,peno11,straw mat,žùù,HHʔ,no,ʒu1u1,ʒ u1 u1
611,9,xaya11,straw mat,yūì,HHʔ,no,ʒu3i1,ʒ u3 i1
409,87,atat11,sweet,ƀīšì,LL,no,βi3ʃi1,β i3 ʃ i1
594,87,caca11,sweet,ƀìđì,LL,no,βi1ði1,β i1 ð i1
896,87,cahu11,sweet,wīsī,LL,no,wi3si3,w i3 s i3
180,87,coat11,sweet,ƀí̧dǐ̧,LL,no,βĩ5ðĩ4,β ĩ5 ð ĩ4
517,87,gran11,sweet,ƀīšì,LL,no,βi3ʃi1,β i3 ʃ i1
822,87,metl11,sweet,ƀìšì,LL,no,βi1ʃi1,β i1 ʃ i1
257,87,moli11,sweet,ƀìšì,LL,no,βi1ʃi1,β i1 ʃ i1
109,87,peno11,sweet,sá-ƀìdí,LL,no,sa5+βi1ði5,s a5 + β i1 ð i5
1031,87,prog12,sweet,ƀìhì,LL,no,βi1hi1,β i1 h i1
648,87,xaya11,sweet,ƀìđì,LL,no,βi1ði1,β i1 ð i1
755,86,alac11,thread,yìʔƀà,LL,no,ʒi1ʔβa1,ʒ i1 ʔ β a1
408,86,atat11,thread,žūʔƀà,LL,no,ʒu3ʔβa1,ʒ u3 ʔ β a1
593,86,caca11,thread,žùʔà,LL,no,ʒu1ʔa1,ʒ u1 ʔ a1
179,86,coat11,thread,šúʔƀé,LL,no,ʃu5ʔβe5,ʃ u5 ʔ β e5
23,86,diux11,thread,žúʔá,LL,no,ʒu5ʔa5,ʒ u5 ʔ a5
516,86,gran11,thread,žūʔà,LL,no,ʒu3ʔa1,ʒ u3 ʔ a1
1099,86,jica11,thread,yūʔƀā,LL,no,ʒu3ʔβa3,ʒ u3 ʔ β a3
108,86,peno11,thread,žúʔá,LL,no,ʒu5ʔa5,ʒ u5 ʔ a5
647,86,xaya11,thread,yùʔà,LL,no,ʒu1ʔa1,ʒ u1 ʔ a1
348,20,atat11,to be,kūū,HH,no,ku3u3,k u3 u3
139,20,coat11,to be,kùƀì,HH,no,ku1βi1,k u1 β i1
449,20,gran11,to be,kūū,HH,no,ku3u3,k u3 u3
776,20,metl11,to be,kūƀī,HH,no,ku3βi3,k u3 β i3
214,20,moli11,to be,kūū,HH,no,ku3u3,k u3 u3
48,20,peno11,to be,kùù,HH,no,ku1u1,k u1 u1
980,20,prog12,to be,kūū,HH,no,ku3u3,k u3 u3
616,20,xaya11,to be,kūū,HH,no,ku3u3,k u3 u3
350,22,atat11,to be born,kākū,HH,no,ka3ku3,k a3 k u3
847,22,cahu11,to be born,kākū,HH,no,ka3ku3,k a3 k u3
451,22,gran11,to be born,kākū,HH,no,ka3ku3,k a3 k u3
282,22,ocot11,to be born,kākū,HH,no,ka3ku3,k a3 k u3
50,22,peno11,to be born,kàkù,HH,no,ka1ku1,k a1 k u1
351,23,atat11,to burn,kāʔmū,HH,no,ka3ʔmu3,k a3 ʔ m u3
554,23,caca11,to burn,kāʔmā̧,HH,no,ka3ʔmã3,k a3 ʔ m ã3
848,23,cahu11,to burn,kāʔmī,HH,no,ka3ʔmi3,k a3 ʔ m i3
141,23,coat11,to burn,kàʔmì̧,HH,no,ka1ʔmĩ1,k a1 ʔ m ĩ1
452,23,gran11,to burn,kāʔmū,HH,no,ka3ʔmu3,k a3 ʔ m u3
51,23,peno11,to burn,kàʔmì,HH,no,ka1ʔmi1,k a1 ʔ m i1
354,26,atat11,to buy,kwā̧ā̧,HH,no,kʷã3ã3,kʷ ã3 ã3
144,26,coat11,to buy,kwì̧ì̧,HH,no,kʷĩ1ĩ1,kʷ ĩ1 ĩ1
455,26,gran11,to buy,kwā̧ā̧,HH,no,kʷã3ã3,kʷ ã3 ã3
218,26,moli11,to buy,kwā̧ā̧,HH,no,kʷã3ã3,kʷ ã3 ã3
54,26,peno11,to buy,kwà̧à̧,HH,no,kʷã1ã1,kʷ ã1 ã1
982,26,prog12,to buy,kwȩ̄ȩ̀,HH,no,kʷẽ3ẽ1,kʷ ẽ3 ẽ1
346,18,atat11,to come,kīxī,HH,no,ki3ʃi3,k i3 ʃ i3
670,18,ayut11,to come,kìšì,HH,no,ki1ʃi1,k i1 ʃ i1
552,18,caca11,to come,kīšī,HH,no,ki3ʃi3,k i3 ʃ i3
846,18,cahu11,to come,kísī,HH,no,ki5si3,k i5 s i3
447,18,gran11,to come,kīī,HH,no,ki3i3,k i3 i3
1060,18,jica11,to come,kíčì,HH,no,ki5t͡ʃi1,k i5 t͡ʃ i1
212,18,moli11,to come,kīī,HH,no,ki3i3,k i3 i3
46,18,peno11,to come,kìšì,HH,no,ki1ʃi1,k i1 ʃ i1
402,79,atat11,to cut,kāʔndè,LL,no,ka3ʔⁿde1,k a3 ʔ ⁿd e1
707,79,ayut11,to cut,kāʔndyà,LL,no,ka3ʔⁿdʒa1,k a3 ʔ ⁿd ʒ a1
589,79,caca11,to cut,tèʔndè,LL,no,te1ʔⁿde1,t e1 ʔ ⁿd e1
890,79,cahu11,to cut,kāʔndā,LL,no,ka3ʔⁿda3,k a3 ʔ ⁿd a3
177,79,coat11,to cut,káʔndé,LL,no,ka5ʔⁿde5,k a5 ʔ ⁿd e5
509,79,gran11,to cut,kāʔnǰà,LL,no,ka3ʔnd͡ʒa1,k a3 ʔ n d͡ʒ a1
1097,79,jica11,to cut,kàʔndà,LL,no,ka1ʔⁿda1,k a1 ʔ ⁿd a1
817,79,metl11,to cut,kāʔndyā,LL,no,ka3ʔⁿdʒa3,k a3 ʔ ⁿd ʒ a3
101,79,peno11,to cut,kèʔndé,LL,no,ke1ʔⁿde5,k e1 ʔ ⁿd e5
644,79,xaya11,to cut,tàʔndè,LL,no,ta1ʔⁿde1,t a1 ʔ ⁿd e1
353,25,atat11,to drink,kōʔō,HH,no,ko3ʔo3,k o3 ʔ o3
849,25,cahu11,to drink,kōʔō,HH,no,ko3ʔo3,k o3 ʔ o3
143,25,coat11,to drink,kòʔò,HH,no,ko1ʔo1,k o1 ʔ o1
454,25,gran11,to drink,kōʔō,HH,no,ko3ʔo3,k o3 ʔ o3
217,25,moli11,to drink,kōʔō,HH,no,ko3ʔo3,k o3 ʔ o3
53,25,peno11,to drink,kòʔò,HH,no,ko1ʔo1,k o1 ʔ o1
330,2,atat11,to eat,kāxī,HHʔ,no,ka3ʃi3,k a3 ʃ i3
659,2,ayut11,to eat,kàšìʔ,HHʔ,no,ka1ʃi1ʔ,k a1 ʃ i1 ʔ
544,2,caca11,to eat,kāà,HHʔ,yes,ka3a1,k a3 a1
833,2,cahu11,to eat,kāšī,HHʔ,no,ka3ʃi3,k a3 ʃ i3
130,2,coat11,to eat,káʔší,HHʔ,no,ka5ʔʃi5,k a5 ʔ ʃ i5
431,2,gran11,to eat,kāxī,HHʔ,yes,ka3ʃi3,k a3 ʃ i3
1051,2,jica11,to eat,káčì,HHʔ,no,ka5t͡ʃi1,k a5 t͡ʃ i1
767,2,metl11,to eat,kāšī,HHʔ,no,ka3ʃi3,k a3 ʃ i3
199,2,moli11,to eat,kāā,HHʔ,yes,ka3a3,k a3 a3
32,2,peno11,to eat,kàšì,HHʔ,no,ka1ʃi1,k a1 ʃ i1
968,2,prog12,to eat,kāší,HHʔ,no,ka3ʃi5,k a3 ʃ i5
752,76,alac11,to go,kò̧ʔò̧,LL,no,kõ1ʔõ1,k õ1 ʔ õ1
399,76,atat11,to go,kɨ̧̄ʔɨ̧̀,LL,no,kɨ̃3ʔɨ̃1,k ɨ̃3 ʔ ɨ̃1
705,76,ayut11,to go,kū̧ʔù̧,LL,no,kũ3ʔũ1,k ũ3 ʔ ũ1
176,76,coat11,to go,kɨ̧́ʔɨ̧̌,LL,no,kɨ̃5ʔɨ̃4,k ɨ̃5 ʔ ɨ̃4
506,76,gran11,to go,kɨ̧̄ʔɨ̧̀,LL,no,kɨ̃3ʔɨ̃1,k ɨ̃3 ʔ ɨ̃1
252,76,moli11,to go,kí̧ʔì̧,LL,no,kĩ5ʔĩ1,k ĩ5 ʔ ĩ1
310,76,ocot11,to go,kí̧ʔì̧,LL,no,kĩ5ʔĩ1,k ĩ5 ʔ ĩ1
98,76,peno11,to go,kɨ̧́ʔɨ̧́,LL,no,kɨ̃5ʔɨ̃5,k ɨ̃5 ʔ ɨ̃5
1022,76,prog12,to go,kù̧ʔù̧,LL,no,kũ1ʔũ1,k ũ1 ʔ ũ1
352,24,atat11,to look,kōtō,HH,no,ko3to3,k o3 t o3
672,24,ayut11,to look,kòtò,HH,no,ko1to1,k o1 t o1
142,24,coat11,to look,kòʔtò,HH,no,ko1ʔto1,k o1 ʔ t o1
453,24,gran11,to look,kōtō,HH,no,ko3to3,k o3 t o3
778,24,metl11,to look,kōtō,HH,no,ko3to3,k o3 t o3
216,24,moli11,to look,kōtō,HH,no,ko3to3,k o3 t o3
52,24,peno11,to look,kòtò,HH,no,ko1to1,k o1 t o1
347,19,atat11,to run,kūnū,HH,no,ku3nu3,k u3 n u3
671,19,ayut11,to run,kùnù,HH,no,ku1nu1,k u1 n u1
448,19,gran11,to run,kūnū,HH,no,ku3nu3,k u3 n u3
1061,19,jica11,to run,kúnú,HH,no,ku5nu5,k u5 n u5
775,19,metl11,to run,kūnū,HH,no,ku3nu3,k u3 n u3
213,19,moli11,to run,kūnū,HH,no,ku3nu3,k u3 n u3
47,19,peno11,to run,kùnù,HH,no,ku1nu1,k u1 n u1
424,105,atat11,to sell,šìkó,MT,no,ʃi1ko5,ʃ i1 k o5
724,105,ayut11,to sell,šìkòʔ,MT,no,ʃi1ko1ʔ,ʃ i1 k o1 ʔ
604,105,caca11,to sell,đìkò,MT,no,ði1ko1,ð i1 k o1
910,105,cahu11,to sell,síkò,MT,no,si5ko1,s i5 k o1
537,105,gran11,to sell,šìkó,MT,no,ʃi1ko5,ʃ i1 k o5
1109,105,jica11,to sell,šíkò,MT,no,ʃi5ko1,ʃ i5 k o1
266,105,moli11,to sell,šìkō,MT,no,ʃi1ko3,ʃ i1 k o3
323,105,ocot11,to sell,šìkó,MT,no,ʃi1ko5,ʃ i1 k o5
124,105,peno11,to sell,đìkò,MT,no,ði1ko1,ð i1 k o1
1044,105,prog12,to sell,hìkó,MT,no,hi1ko5,h i1 k o5
349,21,atat11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
553,21,caca11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
140,21,coat11,to sing,kàʔtà,HH,no,ka1ʔta1,k a1 ʔ t a1
450,21,gran11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
777,21,metl11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
215,21,moli11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
281,21,ocot11,to sing,kātā,HH,no,ka3ta3,k a3 t a3
49,21,peno11,to sing,kàtà,HH,no,ka1ta1,k a1 t a1
981,21,prog12,to sing,kātā,HH,no,ka3ta3,k a3 t a3
403,80,atat11,to speak,kā̧ʔà̧,LL,no,kã3ʔã1,k ã3 ʔ ã1
708,80,ayut11,to speak,kā̧ʔà̧,LL,no,kã3ʔã1,k ã3 ʔ ã1
590,80,caca11,to speak,kà̧ʔà̧,LL,no,kã1ʔã1,k ã1 ʔ ã1
891,80,cahu11,to speak,kā̧ʔā̧,LL,no,kã3ʔã3,k ã3 ʔ ã3
510,80,gran11,to speak,kā̧ʔà̧,LL,no,kã3ʔã1,k ã3 ʔ ã1
1098,80,jica11,to speak,kà̧ʔā̧,LL,no,kã1ʔã3,k ã1 ʔ ã3
818,80,metl11,to speak,kā̧ʔā̧,LL,no,kã3ʔã3,k ã3 ʔ ã3
254,80,moli11,to speak,kà̧ʔà̧,LL,no,kã1ʔã1,k ã1 ʔ ã1
312,80,ocot11,to speak,kà̧ʔà̧,LL,no,kã1ʔã1,k ã1 ʔ ã1
102,80,peno11,to speak,ká̧ʔá̧,LL,no,kã5ʔã5,k ã5 ʔ ã5
1025,80,prog12,to speak,kà̧ʔà̧,LL,no,kã1ʔã1,k ã1 ʔ ã1
765,110,alac11,tongue,láà,MT,no,la5a1,l a5 a1
429,110,atat11,tongue,žáá,MT,no,ʒa5a5,ʒ a5 a5
728,110,ayut11,tongue,yáà,MT,no,ʒa5a1,ʒ a5 a1
607,110,caca11,tongue,žáà,MT,no,ʒa5a1,ʒ a5 a1
912,110,cahu11,tongue,yáá,MT,no,ʒa5a5,ʒ a5 a5
542,110,gran11,tongue,žáā,MT,no,ʒa5a3,ʒ a5 a3
966,110,mixt11,tongue,yâá,MT,no,ʒa2a5,ʒ a2 a5
328,110,ocot11,tongue,žáá,MT,no,ʒa5a5,ʒ a5 a5
129,110,peno11,tongue,žâá,MT,no,ʒa2a5,ʒ a2 a5
1049,110,prog12,tongue,žáà,MT,no,ʒa5a1,ʒ a5 a1
658,110,xaya11,tongue,yàá,MT,no,ʒa1a5,ʒ a1 a5
381,57,atat11,tooth,Nù̧ʔū̧,LH,no,n̥ũ1ʔũ3,n̥ ũ1 ʔ ũ3
573,57,caca11,tooth,nò̧ʔō̧,LH,no,nõ1ʔõ3,n õ1 ʔ õ3
874,57,cahu11,tooth,nò̧ʔō̧,LH,no,nõ1ʔõ3,n õ1 ʔ õ3
164,57,coat11,tooth,nù̧ʔú̧,LH,no,nũ1ʔũ5,n ũ1 ʔ ũ5
487,57,gran11,tooth,nù̧ʔū̧,LH,no,nũ1ʔũ3,n ũ1 ʔ ũ3
237,57,moli11,tooth,nù̧ʔū̧,LH,no,nũ1ʔũ3,n ũ1 ʔ ũ3
83,57,peno11,tooth,nú̧ʔù̧,LH,no,nũ5ʔũ1,n ũ5 ʔ ũ1
748,68,alac11,tortilla,sìtà,LLʔ,no,si1ta1,s i1 t a1
391,68,atat11,tortilla,stāà,LLʔ,no,sta3a1,s t a3 a1
700,68,ayut11,tortilla,štāʔ,LLʔ,no,ʃta3ʔ,ʃ t a3 ʔ
582,68,caca11,tortilla,đìtà,LLʔ,yes,ði1ta1,ð i1 t a1
883,68,cahu11,tortilla,sītā,LLʔ,no,si3ta3,s i3 t a3
1139,68,chay11,tortilla,šìtà,LLʔ,no,ʃi1ta1,ʃ i1 t a1
171,68,coat11,tortilla,íʔtǎ,LLʔ,no,i5ʔta4,i5 ʔ t a4
498,68,gran11,tortilla,stāà,LLʔ,yes,sta3a1,s t a3 a1
1091,68,jica11,tortilla,šítá,LLʔ,no,ʃi5ta5,ʃ i5 t a5
809,68,metl11,tortilla,sītà,LLʔ,no,si3ta1,s i3 t a1
947,68,mixt11,tortilla,stàá,LLʔ,no,sta1a5,s t a1 a5
246,68,moli11,tortilla,stàà,LLʔ,yes,sta1a1,s t a1 a1
305,68,ocot11,tortilla,šìtà,LLʔ,no,ʃi1ta1,ʃ i1 t a1
90,68,peno11,tortilla,đítá,LLʔ,no,ði5ta5,ð i5 t a5
1015,68,prog12,tortilla,hìtà,LLʔ,no,hi1ta1,h i1 t a1
640,68,xaya11,tortilla,đìtà,LLʔ,yes,ði1ta1,ð i1 t a1
736,39,alac11,town,ñō̧ō̧,HL,no,ñõ3õ3,ñ õ3 õ3
364,39,atat11,town,ñūū,HL,no,ñu3u3,ñ u3 u3
682,39,ayut11,town,ñùù,HL,no,ñu1u1,ñ u1 u1
564,39,caca11,town,ñō̧ò̧,HL,no,ñõ3õ1,ñ õ3 õ1
858,39,cahu11,town,ñó̧ō̧,HL,no,ñõ5õ3,ñ õ5 õ3
1127,39,chay11,town,ñūù,HL,no,ñu3u1,ñ u3 u1
151,39,coat11,town,ñù̧ú̧,HL,no,ñũ1ũ5,ñ ũ1 ũ5
469,39,gran11,town,ñūù,HL,no,ñu3u1,ñ u3 u1
1074,39,jica11,town,ñū̧ū̧,HL,no,ñũ3ũ3,ñ ũ3 ũ3
927,39,mixt11,town,ñūù,HL,no,ñu3u1,ñ u3 u1
226,39,moli11,town,ñùù,HL,no,ñu1u1,ñ u1 u1
288,39,ocot11,town,ñūù,HL,no,ñu3u1,ñ u3 u1
66,39,peno11,town,ñùú,HL,no,ñu1u5,ñ u1 u5
991,39,prog12,town,ñūū,HL,no,ñu3u3,ñ u3 u3
335,7,atat11,tree,žūNū,HHʔ,no,ʒu3n̥u3,ʒ u3 n̥ u3
664,7,ayut11,tree,ìtú̧ʔ,HHʔ,no,i1tũ5ʔ,i1 t ũ5 ʔ
547,7,caca11,tree,žītò̧,HHʔ,no,ʒi3tõ1,ʒ i3 t õ1
837,7,cahu11,tree,yītnō,HHʔ,no,ʒi3tno3,ʒ i3 t n o3
436,7,gran11,tree,žūnū,HHʔ,yes,ʒu3nu3,ʒ u3 n u3
1055,7,jica11,tree,yùtù̧,HHʔ,no,ʒu1tũ1,ʒ u1 t ũ1
769,7,metl11,tree,yūtú̧,HHʔ,no,ʒu3tũ5,ʒ u3 t ũ5
204,7,moli11,tree,žūtū̧,HHʔ,yes,ʒu3tũ3,ʒ u3 t ũ3
274,7,ocot11,tree,ñū̧tū̧,HHʔ,no,ñũ3tũ3,ñ ũ3 t ũ3
36,7,peno11,tree,žùtù̧,HHʔ,no,ʒu1tũ1,ʒ u1 t ũ1
972,7,prog12,tree,žítò,HHʔ,no,ʒi5to1,ʒ i5 t o1
757,93,alac11,turkey hen,tì̧ú̧,MT,no,tĩ1ũ5,t ĩ1 ũ5
415,93,atat11,turkey hen,čù̧ú̧,MT,no,t͡ʃũ1ũ5,t͡ʃ ũ1 ũ5
713,93,ayut11,turkey hen,tyù̧ù̧ʔ,MT,no,tʲũ1ũ1ʔ,tʲ ũ1 ũ1 ʔ
597,93,caca11,turkey hen,čò̧ò̧,MT,no,t͡ʃõ1õ1,t͡ʃ õ1 õ1
901,93,cahu11,turkey hen,tyó̧ó̧,MT,no,tʲõ5õ5,tʲ õ5 õ5
184,93,coat11,turkey hen,ȼú̧ǔ̧,MT,no,t͡sũ5ũ4,t͡s ũ5 ũ4
523,93,gran11,turkey hen,čù̧ú̧,MT,no,t͡ʃũ1ũ5,t͡ʃ ũ1 ũ5
524,93,gran11,turkey hen,tī-ñùú,MT,no,ti3+ñu1u5,t i3 + ñ u1 u5
957,93,mixt11,turkey hen,čù̧ū̧,MT,no,t͡ʃũ1ũ3,t͡ʃ ũ1 ũ3
317,93,ocot11,turkey hen,čù̧ú̧,MT,no,t͡ʃũ1ũ5,t͡ʃ ũ1 ũ5
411,89,atat11,two,ūù,LL,no,u3u1,u3 u1
712,89,ayut11,two,ūwì,LL,no,u3wi1,u3 w i1
898,89,cahu11,two,ōwī,LL,no,o3wi3,o3 w i3
181,89,coat11,two,úƀǐ,LL,no,u5βi4,u5 β i4
25,89,diux11,two,úú,LL,no,u5u5,u5 u5
519,89,gran11,two,ūù,LL,no,u3u1,u3 u1
1101,89,jica11,two,úƀí,LL,no,u5βi5,u5 β i5
259,89,moli11,two,ùù,LL,no,u1u1,u1 u1
111,89,peno11,two,úú,LL,no,u5u5,u5 u5
1033,89,prog12,two,ìƀì,LL,no,i1βi1,i1 β i1
650,89,xaya11,two,ùì,LL,no,u1i1,u1 i1
361,34,atat11,uncle,stōō,HL,no,sto3o3,s t o3 o3
678,34,ayut11,uncle,šìtò,HL,no,ʃi1to1,ʃ i1 t o1
560,34,caca11,uncle,đītò,HL,no,ði3to1,ð i3 t o1
855,34,cahu11,uncle,sītō,HL,no,si3to3,s i3 t o3
147,34,coat11,uncle,đító,HL,no,ði5to5,ð i5 t o5
6,34,diux11,uncle,đìtò,HL,no,ði1to1,ð i1 t o1
464,34,gran11,uncle,stōò,HL,no,sto3o1,s t o3 o1
1069,34,jica11,uncle,šītō,HL,no,ʃi3to3,ʃ i3 t o3
784,34,metl11,uncle,šītò,HL,no,ʃi3to1,ʃ i3 t o1
925,34,mixt11,uncle,šītò,HL,no,ʃi3to1,ʃ i3 t o1
224,34,moli11,uncle,stōò,HL,no,sto3o1,s t o3 o1
285,34,ocot11,uncle,šītò,HL,no,ʃi3to1,ʃ i3 t o1
62,34,peno11,uncle,đìtó,HL,no,ði1to5,ð i1 t o5
987,34,prog12,uncle,hìtò,HL,no,hi1to1,h i1 t o1
622,34,xaya11,uncle,đītò,HL,no,ði3to1,ð i3 t o1
681,38,ayut11,wall,nāmà,HL,no,na3ma1,n a3 m a1
563,38,caca11,wall,nā̧mà̧,HL,no,nã3mã1,n ã3 m ã1
1126,38,chay11,wall,nāmà,HL,no,na3ma1,n a3 m a1
468,38,gran11,wall,nāmà,HL,no,na3ma1,n a3 m a1
1073,38,jica11,wall,nāmā,HL,no,na3ma3,n a3 m a3
787,38,metl11,wall,nāmà,HL,no,na3ma1,n a3 m a1
624,38,xaya11,wall,nāmā,HL,no,na3ma3,n a3 m a3
332,4,atat11,water,ndūtē,HHʔ,no,ⁿdu3te3,ⁿd u3 t e3
661,4,ayut11,water,tikwii,HHʔ,no,tikʷii,t i kʷ i i
835,4,cahu11,water,takwiyi,HHʔ,no,takʷiʒi,t a kʷ i ʒ i
132,4,coat11,water,ndùʔtè,HHʔ,no,ⁿdu1ʔte1,ⁿd u1 ʔ t e1
433,4,gran11,water,ndūčā,HHʔ,yes,ⁿdu3t͡ʃa3,ⁿd u3 t͡ʃ a3
1052,4,jica11,water,ndùtà,HHʔ,no,ⁿdu1ta1,ⁿd u1 t a1
201,4,moli11,water,ndūtē,HHʔ,yes,ⁿdu3te3,ⁿd u3 t e3
271,4,ocot11,water,ndūtē,HHʔ,no,ⁿdu3te3,ⁿd u3 t e3
34,4,peno11,water,ndùtè,HHʔ,no,ⁿdu1te1,ⁿd u1 t e1
1030,85,prog12,weeds,žǜkǜ,LL,no,ʒʉ1kʉ1,ʒ ʉ1 k ʉ1
421,99,atat11,white,kwíxí̧,MT,no,kʷi5ʃĩ5,kʷ i5 ʃ ĩ5
600,99,caca11,white,kúší,MT,no,ku5ʃi5,k u5 ʃ i5
189,99,coat11,white,kwìʔší̧,MT,no,kʷi1ʔʃĩ5,kʷ i1 ʔ ʃ ĩ5
531,99,gran11,white,kwíxí̧,MT,no,kʷi5ʃĩ5,kʷ i5 ʃ ĩ5
959,99,mixt11,white,kwíȼì,MT,no,kʷi5t͡si1,kʷ i5 t͡s i1
321,99,ocot11,white,kwīxí̧,MT,no,kʷi3ʃĩ5,kʷ i3 ʃ ĩ5
119,99,peno11,white,kwîší̧,MT,no,kʷi2ʃĩ5,kʷ i2 ʃ ĩ5
