ID,ID_Durr,Doculect,Concept,Form,PMCouplet,ToneMod,IPA,IPAtok
341,13,atat11,woman,ñā̧ʔā̧,HHʔ,no,ñã3ʔã3,ñ ã3 ʔ ã3
843,13,cahu11,woman,ñāʔà,HHʔ,no,ña3ʔa1,ñ a3 ʔ a1
442,13,gran11,woman,ñā̧ʔā̧,HHʔ,yes,ñã3ʔã3,ñ ã3 ʔ ã3
1057,13,jica11,woman,ñà̧ʔà̧,HHʔ,no,ñã1ʔã1,ñ ã1 ʔ ã1
918,13,mixt11,woman,ñā̧ʔá̧,HHʔ,no,ñã3ʔã5,ñ ã3 ʔ ã5
208,13,moli11,woman,ñā̧ʔā̧,HHʔ,no,ñã3ʔã3,ñ ã3 ʔ ã3
976,13,prog12,woman,ñá̧ʔà̧,HHʔ,no,ñã5ʔã1,ñ ã5 ʔ ã1
612,13,xaya11,woman,ñā̧ʔà̧,HHʔ,no,ñã3ʔã1,ñ ã3 ʔ ã1
373,48,atat11,word,Nù̧ʔū̧,LH,no,n̥ũ1ʔũ3,n̥ ũ1 ʔ ũ3
687,48,ayut11,word,tù̧ʔù̧,LH,no,tũ1ʔũ1,t ũ1 ʔ ũ1
867,48,cahu11,word,tnō̧ʔō̧,LH,no,tnõ3ʔõ3,t n õ3 ʔ õ3
1130,48,chay11,word,tù̧ʔū̧,LH,no,tũ1ʔũ3,t ũ1 ʔ ũ3
157,48,coat11,word,tù̧ʔú̧,LH,no,tũ1ʔũ5,t ũ1 ʔ ũ5
478,48,gran11,word,tù̧ʔū̧,LH,no,tũ1ʔũ3,t ũ1 ʔ ũ3
1078,48,jica11,word,tú̧ʔú̧,LH,no,tũ5ʔũ5,t ũ5 ʔ ũ5
793,48,metl11,word,tù̧ʔū̧,LH,no,tũ1ʔũ3,t ũ1 ʔ ũ3
933,48,mixt11,word,tù̧ʔū̧,LH,no,tũ1ʔũ3,t ũ1 ʔ ũ3
75,48,peno11,word,túʔù̧,LH,no,tu5ʔũ1,t u5 ʔ ũ1
999,48,prog12,word,tù̧ʔū̧,LH,no,tũ1ʔũ3,t ũ1 ʔ ũ3
732,16,alac11,work,čīñō̧,HH,no,t͡ʃi3ñõ3,t͡ʃ i3 ñ õ3
344,16,atat11,work,Nīñū,HH,no,n̥i3ñu3,n̥ i3 ñ u3
668,16,ayut11,work,čù̧ù̧,HH,no,t͡ʃũ1ũ1,t͡ʃ ũ1 ũ1
551,16,caca11,work,čō̧ō̧,HH,no,t͡ʃõ3õ3,t͡ʃ õ3 õ3
845,16,cahu11,work,čīñō,HH,no,t͡ʃi3ño3,t͡ʃ i3 ñ o3
138,16,coat11,work,ȼìñù,HH,no,t͡si1ñu1,t͡s i1 ñ u1
445,16,gran11,work,tīñū,HH,no,ti3ñu3,t i3 ñ u3
920,16,mixt11,work,čī̧ū̧,HH,no,t͡ʃĩ3ũ3,t͡ʃ ĩ3 ũ3
211,16,moli11,work,tī̧ñū̧,HH,no,tĩ3ñũ3,t ĩ3 ñ ũ3
279,16,ocot11,work,tīñū,HH,no,ti3ñu3,t i3 ñ u3
44,16,peno11,work,čî̧ù̧,HH,no,t͡ʃĩ2ũ1,t͡ʃ ĩ2 ũ1
979,16,prog12,work,čū̧ū̧,HH,no,t͡ʃũ3ũ3,t͡ʃ ũ3 ũ3
614,16,xaya11,work,čū̧ū̧,HH,no,t͡ʃũ3ũ3,t͡ʃ ũ3 ũ3
591,81,caca11,year,kùà,LL,no,ku1a1,k u1 a1
892,81,cahu11,year,kwīyā,LL,no,kʷi3ʒa3,kʷ i3 ʒ a3
1146,81,chay11,year,kwìyà,LL,no,kʷi1ʒa1,kʷ i1 ʒ a1
178,81,coat11,year,kwíǎ,LL,no,kʷi5a4,kʷ i5 a4
511,81,gran11,year,kwīà,LL,no,kʷi3a1,kʷ i3 a1
953,81,mixt11,year,kwìà,LL,no,kʷi1a1,kʷ i1 a1
255,81,moli11,year,kwìžà,LL,no,kʷi1ʒa1,kʷ i1 ʒ a1
103,81,peno11,year,kwíá,LL,no,kʷi5a5,kʷ i5 a5
1026,81,prog12,year,kwyàà,LL,no,kʷʒa1a1,kʷ ʒ a1 a1
762,103,alac11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
422,103,atat11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
722,103,ayut11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
603,103,caca11,yellow,kwà̧á̧,MT,no,kʷã1ã5,kʷ ã1 ã5
908,103,cahu11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
193,103,coat11,yellow,kwà̧á̧,MT,no,kʷã1ã5,kʷ ã1 ã5
29,103,diux11,yellow,kwà̧à̧,MT,no,kʷã1ã1,kʷ ã1 ã1
535,103,gran11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
830,103,metl11,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
962,103,mixt11,yellow,kwá̧à̧,MT,no,kʷã5ã1,kʷ ã5 ã1
122,103,peno11,yellow,kwâ̧á̧,MT,no,kʷã2ã5,kʷ ã2 ã5
1043,103,prog12,yellow,kwá̧á̧,MT,no,kʷã5ã5,kʷ ã5 ã5
656,103,xaya11,yellow,kwà̧á̧,MT,no,kʷã1ã5,kʷ ã1 ã5
357,29,atat11,yesterday,īkū,HH,no,i3ku3,i3 k u3
459,29,gran11,yesterday,īkū,HH,yes,i3ku3,i3 k u3
1064,29,jica11,yesterday,ìkù,HH,no,i1ku1,i1 k u1
221,29,moli11,yesterday,īkū,HH,no,i3ku3,i3 k u3
284,29,ocot11,yesterday,īkū,HH,no,i3ku3,i3 k u3
57,29,peno11,yesterday,ìkù,HH,no,i1ku1,i1 k u1
619,29,xaya11,yesterday,īkū,HH,no,i3ku3,i3 k u3
