ID	PARAMETER_ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	COGIDS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LANGID	IPA	DUPLICATES
6764	38_four	FOUR	AlcozaucaGuerreroMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174	alco1235	1500	17.3687	-98.3969		5	kõmĩ	0
6765	38_four	FOUR	SanMiguelAmatitlanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.89179	-98.02529		78	kũmĩ	0
6766	38_four	FOUR	SantaMariaApazcoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	apas1235	1500	17.6143	-97.0657		110	kũmĩ	0
6767	38_four	FOUR	SantiagoApoalaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	apas1235	1500	17.6143	-97.0657		122	kũmĩ	0
6768	38_four	FOUR	SanEstebanAtatlahucaMixtec_B	ku̧ù̧	ku̧ù̧	k ũ ũ ¹	7174	atat1238	1500	17.07133	-97.67753		45	kũũ¹	0
6769	38_four	FOUR	SanAgustinAtenangoMixtec	kò̧mì̧	kò̧mì̧	k õ ¹ m ĩ ¹	7173		1500	17.61188	-98.01527		29	kõ¹mĩ¹	0
6770	38_four	FOUR	SanPedroAtoyacMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	16.48865	-97.9864		86	kũmĩ	0
6771	38_four	FOUR	AyutlalosLibresMixtec_B	ku̧mi̧ʔ	ku̧mi̧ʔ	k ũ m ĩ ʔ	7174	ayut1236	1500	16.8833	-98.9916		7	kũmĩʔ	0
6772	38_four	FOUR	SantaCruzBravoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.58093	-98.22383		105	kũmĩ	0
6773	38_four	FOUR	SantiagoCacaloxtepecMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174	caca1250	1500	17.7248	-97.7637		123	kõmĩ	0
6774	38_four	FOUR	CahuatacheMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	alac1244	1500	17.41506	-98.53192		8	kũmĩ	0
6775	38_four	FOUR	ChalcatongoHidalgoMixtec_B	ku̧u̧	ku̧u̧	k ũ ũ	7174	sanm1296	1500	17.03226	-97.57074		10	kũũ	0
6776	38_four	FOUR	SanAgustinChayucoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chay1249	1500	16.42	-97.83		30	kũmĩ	0
6777	38_four	FOUR	SanPedroChayucoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.21534	-97.99416		87	kũmĩ	0
6778	38_four	FOUR	SantiagoChazumbaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chaz1235	1500	18.1541	-97.7873		124	kũmĩ	0
6779	38_four	FOUR	SanMiguelChicahuaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.63719	-97.19479		79	kũmĩ	0
6780	38_four	FOUR	ChigmecatitlanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chig1239	1500	18.6303	-98.1046		11	kũmĩ	0
6781	38_four	FOUR	SanJuanCoatzospamMixtec_B	kɨ̧mi̧	kɨ̧mi̧	k ɨ̃ m ĩ	7174	coat1241	1500	18.04875	-96.76363		56	kɨ̃mĩ	0
6782	38_four	FOUR	CoicoyanlasFloresMixtec	kù̧mī̧	kù̧mī̧	k ũ ¹ m ĩ ³	7173	coic1238	1500	17.27301	-98.27588		12	kũ¹mĩ³	0
6783	38_four	FOUR	SanJuanColoradoMixtec_B	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	sanj1281	1500	16.46073	-97.95446		58	kũmĩ	0
6784	38_four	FOUR	CosoltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chaz1235	1500	18.14291	-97.79059		14	kũmĩ	0
6785	38_four	FOUR	SanPedroCoxcaltepecCantarosMixtec	ko̧u̧ⁿ	ko̧u̧ⁿ	k õ ũ	7174		1500	17.49922	-97.13893		88	kõũ	0
6786	38_four	FOUR	SanPedroCoxcaltepecCantarosMixtec	ko̧n	ko̧n	k õ n	7174		1500	17.49922	-97.13893		88	kõn	0
6787	38_four	FOUR	SanCristobalJamiltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chay1249	1500	16.48433	-97.86594		43	kũmĩ	0
6788	38_four	FOUR	CuatzoquitengoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	cuat1239	1500	17.28835	-98.61552		15	kũmĩ	0
6789	38_four	FOUR	SantaAnaCuauhtemocMixtec	kɨ̧mi̧	kɨ̧mi̧	k ɨ̃ m ĩ	7174	cuya1240	1500	17.98379	-96.79439		100	kɨ̃mĩ	0
6790	38_four	FOUR	CuilapamGuerreroMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.04496	-97.75798		16	kũmĩ	0
6791	38_four	FOUR	CuilapamGuerreroMixtec	kɨ̧mi̧	kɨ̧mi̧	k ɨ̃ m ĩ	7174		1500	17.04496	-97.75798		16	kɨ̃mĩ	0
6792	38_four	FOUR	CuyamecalcoVillaZaragozaMixtec	kɨ̧mi̧	kɨ̧mi̧	k ɨ̃ m ĩ	7174	cuya1240	1500	18.0821	-96.7314		17	kɨ̃mĩ	0
6793	38_four	FOUR	SanJuanDiuxiMixtec_B	ku̧u̧	ku̧u̧	k ũ ũ	7174	diux1236	1500	17.3596	-97.3861		61	kũũ	0
6794	38_four	FOUR	SanMartinDuraznosMixtec_B	kú̧mì̧	kú̧mì̧	k ũ ⁵ m ĩ ¹	7173	juxt1235	1500	17.30502	-98.10188		71	kũ⁵mĩ¹	0
6795	38_four	FOUR	SanMartinEstadoMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174		1500	17.56721	-98.17607		72	kõmĩ	0
6796	38_four	FOUR	SantaCatarinaEstetlaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	peno1244	1500	17.02627	-97.0974		102	kũmĩ	0
6797	38_four	FOUR	SanFranciscolasFloresMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174		1500	17.777	-98.031		47	kõmĩ	0
6798	38_four	FOUR	SanMiguelElGrandeMixtec_A	ku̧ū̧	ku̧ū̧	k ũ ³ ũ ¹	7175	sanm1295	1500	17.04688	-97.62248		80	kũ³ũ¹	0
6799	38_four	FOUR	GuadalupeVillahermosaMixtec	kò̧mi̧	kò̧mi̧	k õ ¹ m ĩ	7173		1500	17.75898	-98.01539		20	kõ¹mĩ	0
6800	38_four	FOUR	SantaMariaHuazolotitlanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	16.3019	-97.91488		111	kũmĩ	0
6801	38_four	FOUR	SanAntonioHuitepecMixtec	xɨ̧mɨ̧	xɨ̧mɨ̧	x ɨ̃ m ɨ̃	7174	huit1252	1500	16.9476	-97.1236		38	xɨ̃mɨ̃	0
6802	38_four	FOUR	SantaCruzItundujiaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	itun1239	1500	16.77876	-97.59753		106	kũũ	0
6803	38_four	FOUR	IxpantepecNievesMixtec	kò̧mì̧	kò̧mì̧	k õ ¹ m ĩ ¹	7173	sila1250	1500	17.50717	-98.04556		21	kõ¹mĩ¹	0
6804	38_four	FOUR	SantiagoIxtayutlaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	ixta1235	1500	16.5774	-97.5759		126	kũmĩ	0
6805	38_four	FOUR	SantiagoIxtaltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.54171	-97.11437		125	kũmĩ	0
6806	38_four	FOUR	SanMiguelIxtapamMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	18.80685	-100.15039		82	kũmĩ	0
6807	38_four	FOUR	SantiagoJamiltepecMixtec_B	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	jami1235	1500	16.2279	-97.8417		128	kũmĩ	0
6808	38_four	FOUR	SanFranciscoJaltepetongoMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174		1500	17.38592	-97.26345		46	kũũ	0
6809	38_four	FOUR	SantaMariaJicaltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	pino1237	1500	16.38086	-98.04128		112	kũmĩ	0
6810	38_four	FOUR	SanPedroJicayanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	16.45235	-98.0151		89	kũmĩ	0
6811	38_four	FOUR	SanPedroJocotipacMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.7687	-97.07983		90	kũmĩ	0
6812	38_four	FOUR	SantiagoJuxtlahuacaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	juxt1235	1500	17.3518	-98.0146		129	kũmĩ	0
6813	38_four	FOUR	SanLorenzoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.66757	-98.11901		67	kũmĩ	0
6814	38_four	FOUR	SantaCatarinaMechoacanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chay1249	1500	16.33471	-97.83626		103	kũmĩ	0
6815	38_four	FOUR	MetlatonocMixtec	kù̧mī̧	kù̧mī̧	k ũ ¹ m ĩ ³	7173	metl1238	1500	17.1947	-98.3514		25	kũ¹mĩ³	0
6816	38_four	FOUR	ElRosarioMicaltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	18.04537	-97.85057		19	kũmĩ	0
6817	38_four	FOUR	SanJuanMixtepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	mixt1425	1500	17.3317	-97.8791		62	kũmĩ	0
6818	38_four	FOUR	SanPedroMolinosMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sanp1259	1500	17.10495	-97.54152		91	kũũ	0
6819	38_four	FOUR	SanSebastianMonteMixtec_B	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174	sila1250	1500	17.6793	-98.02259		98	kõmĩ	0
6820	38_four	FOUR	SantaLuciaMonteverdeMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sant1439	1500	16.9969	-97.6277		108	kũũ	0
6821	38_four	FOUR	SanAgustinMonteLobosMixtec	ku̧u̧(n)	ku̧u̧n	k ũ ũ	7174		1500	17.63031	-97.28821		31	kũũ	0
6822	38_four	FOUR	SanLuisMoreliaMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174	tama1339	1500	17.70342	-98.21456		68	kõmĩ	0
6823	38_four	FOUR	SanAntonioNduayacoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	apas1235	1500	17.68547	-97.14745		39	kũmĩ	0
6824	38_four	FOUR	SanJorgeNuchitaMixtec	kô̧mi̧	kô̧mi̧	k õ ⁵¹ m ĩ	7173	sila1250	1500	17.65569	-98.10499		53	kõ⁵¹mĩ	0
6825	38_four	FOUR	SantaCruzNundacoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.17339	-97.72325		107	kũmĩ	0
6826	38_four	FOUR	SantiagoNundicheMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	nort2985	1500	17.3312	-97.67444		130	kũũ	0
6827	38_four	FOUR	SantoDomingoNundoMixtec	ku̧u̧ⁿ	ku̧u̧ⁿ	k ũ ũ	7174		1500	17.60855	-97.68566		139	kũũ	0
6828	38_four	FOUR	SantaMariaNutioMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	16.48542	-97.90405		113	kũmĩ	0
6829	38_four	FOUR	SantoDomingoNuxaaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174		1500	17.21663	-97.12285		140	kũũ	0
6830	38_four	FOUR	SanAndresNuxinoMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174		1500	17.23883	-97.10497		36	kũũ	0
6831	38_four	FOUR	SantiagoNuyooMixtec	kù̧mì̧	kù̧mì̧	k ũ ¹ m ĩ ¹	7173	nuyo1238	1500	17.0147	-97.76674		131	kũ¹mĩ¹	0
6832	38_four	FOUR	SantoTomasOcotepecMixtec_B	kù̧mì̧	kù̧mì̧	k ũ ¹ m ĩ ¹	7173	ocot1243	1500	17.14419	-97.76322		143	kũ¹mĩ¹	0
6833	38_four	FOUR	SanMateoPenascoMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sanm1293	1500	17.15127	-97.53321		74	kũũ	0
6834	38_four	FOUR	SantaMariaPenolesMixtec	kú̧mí̧	kú̧mí̧	k ũ ⁵ m ĩ ⁵	7173	sant1445	1500	17.07959	-97.00272		115	kũ⁵mĩ⁵	0
6835	38_four	FOUR	SanMiguelPiedrasMixtec	xɨ̧mɨ̧	xɨ̧mɨ̧	x ɨ̃ m ɨ̃	7174	sanm1294	1500	16.9944	-97.2056		83	xɨ̃mɨ̃	0
6836	38_four	FOUR	SantiagoPinotepaNacionalMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	pino1237	1500	16.3043	-97.9966		132	kũmĩ	0
6837	38_four	FOUR	PinotepaDonLuisMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	pino1237	1500	16.42666	-97.97647		27	kũmĩ	0
6838	38_four	FOUR	SanMiguelProgresoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.1743	-97.79838		84	kũmĩ	0
6839	38_four	FOUR	SanJeronimoProgresoMixtec_B	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	sila1250	1500	17.44616	-98.15466		50	kũmĩ	0
6840	38_four	FOUR	Proto-Mixtec	kɨwɨ̧ʔ	kɨwɨ̧ʔ	k ɨ w ɨ̃ ʔ	7174	mixt1427	1500				28	kɨwɨ̃ʔ	0
6841	38_four	FOUR	Proto-Mixtec	kɨwi̧ʔ	kɨwi̧ʔ	k ɨ w ĩ ʔ	7174	mixt1427	1500				28	kɨwĩʔ	0
6842	38_four	FOUR	Proto-Mixtec	ki̧wi̧ʔ	ki̧wi̧ʔ	k ĩ w ĩ ʔ	7174	mixt1427	1500				28	kĩwĩʔ	0
6843	38_four	FOUR	SantosReyesTepejilloMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174		1500	17.43262	-97.93997		141	kõmĩ	0
6844	38_four	FOUR	SanFranciscoSayultepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	pino1237	1500	16.59537	-98.12933		48	kũmĩ	0
6845	38_four	FOUR	SanMateoSindihuiMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	sind1277	1500	17.02	-97.3036		75	kũmĩ	0
6846	38_four	FOUR	SanJoseSinicahuaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sini1243	1500	17.2218	-97.5904		54	kũũ	0
6847	38_four	FOUR	SanJeronimoSosolaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174		1500	17.36657	-97.03295		51	kũũ	0
6848	38_four	FOUR	SanBartoloSoyaltepecMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	soya1236	1500	17.5892	-97.1921		42	kũũ	0
6849	38_four	FOUR	SanBartoloSoyaltepecMixtec	ko̧o̧	ko̧o̧	k õ õ	7174	soya1236	1500	17.5892	-97.1921		42	kõõ	0
6850	38_four	FOUR	SanJuanTamazolaMixtec	xɨ̧mɨ̧	xɨ̧mɨ̧	x ɨ̃ m ɨ̃	7174	tama1339	1500	17.1258	-97.0998		63	xɨ̃mɨ̃	0
6851	38_four	FOUR	SantiagoTamazolaMixtec	kù̧mǐ̧	kù̧mǐ̧	k ũ ¹ m ĩ ¹⁵	7173		1500	17.67041	-98.2216		133	kũ¹mĩ¹⁵	0
6852	38_four	FOUR	SantaMariaTataltepecMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sant1444	1500	17.14222	-97.39407		116	kũũ	0
6853	38_four	FOUR	SanSebastianTecomaxtlahuacaMixtec	ku̧mì̧	ku̧mì̧	k ũ m ĩ ¹	7174		1500	17.34568	-98.0312		99	kũmĩ¹	0
6854	38_four	FOUR	SanJuanTeitaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sanj1282	1500	17.1542	-97.3899		64	kũũ	0
6855	38_four	FOUR	LosTejocotesMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	17.31342	-97.89609		23	kũmĩ	0
6856	38_four	FOUR	TepejilloMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	18.05265	-97.83906		144	kũmĩ	0
6857	38_four	FOUR	SanAntonioTepetlapaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	16.54182	-98.06578		40	kũmĩ	0
6858	38_four	FOUR	SanPedroySanPabloTeposcolulaMixtec	kȩmi̧	kȩmi̧	k ẽ m ĩ	7174		1500	17.51167	-97.48883		95	kẽmĩ	0
6859	38_four	FOUR	SanPedroTidaaMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	tida1235	1500	17.4142	-97.3333		92	kũũ	0
6860	38_four	FOUR	SantiagoTilantongoMixtec	ko̧o̧	ko̧o̧	k õ õ	7174	diux1236	1500	17.3596	-97.3861		134	kõõ	0
6861	38_four	FOUR	SanAgustinTlacotepecMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	sana1284	1500	17.20365	-97.51853		32	kũũ	0
6862	38_four	FOUR	SanMiguelTlacotepecMixtec	kú̧mì̧	kú̧mì̧	k ũ ⁵ m ĩ ¹	7173		1500	17.45511	-98.00552		85	kũ⁵mĩ¹	0
6863	38_four	FOUR	SantaCatarinaTlaltempanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	18.61485	-98.08867		104	kũmĩ	0
6864	38_four	FOUR	SantiagoTlazoyaltepecMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	sant1446	1500	17.0274	-96.99583		135	kũmĩ	0
6865	38_four	FOUR	SantaMariaTonahuixtlaMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174		1500	18.20057	-97.89437		117	kũmĩ	0
6866	38_four	FOUR	TotoltepecGuerreroMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	chaz1235	1500	18.22581	-97.85526		146	kũmĩ	0
6867	38_four	FOUR	VillaTututepecMelchorOcampoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	tutu1243	1500	16.12968	-97.60452		147	kũmĩ	0
6868	38_four	FOUR	SanJeronimoXayacatlanMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	south3001	1500	18.22159	-97.91563		52	kũmĩ	0
6869	38_four	FOUR	XayacatlanBravoMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	south3001	1500	18.2353	-97.97435		148	kũmĩ	0
6870	38_four	FOUR	SantaMariaYolotepecMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	taca1257	1500	16.9648	-97.4537		118	kũũ	0
6871	38_four	FOUR	YoloxochitlMixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	7174	yolo1241	1500	16.8059	-98.6293		150	kũmĩ	0
6872	38_four	FOUR	SantiagoYosonduaMixtec_B	ku̧u̧	ku̧u̧	k ũ ũ	7174	yoso1239	1500	16.9042	-97.5018		137	kũũ	0
6873	38_four	FOUR	SanBartolomeYucuaneMixtec	ku̧u̧	ku̧u̧	k ũ ũ	7174	yucu1250	1500	17.2832	-97.4285		41	kũũ	0
6874	38_four	FOUR	SantaMariaYucuhitiMixtec	kù̧mì̧	kù̧mì̧	k ũ ¹ m ĩ ¹	7173	yucu1249	1500	17.03036	-97.78237		119	kũ¹mĩ¹	0
6875	38_four	FOUR	YucunutiBenitoJuarezMixtec	kò̧mì̧	kò̧mì̧	k õ ¹ m ĩ ¹	7173	yucu1251	1500	17.63409	-97.89151		152	kõ¹mĩ¹	0
6876	38_four	FOUR	SantaMariaYucunicocoMixtec	kù̧mí̧	kù̧mí̧	k ũ ¹ m ĩ ⁵	7173		1500	17.2372	-97.91806		120	kũ¹mĩ⁵	0
6877	38_four	FOUR	YucuquimiOcampoMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174		1500	17.57853	-97.89014		153	kõmĩ	0
6878	38_four	FOUR	YutanduchiGuerreroMixtec	xu̧mi̧	xu̧mi̧	x ũ m ĩ	7174	yuta1240	1500	17.0311	-97.2293		154	xũmĩ	0
6879	38_four	FOUR	SanJuanYutaMixtec	kɨ̧mɨ̧	kɨ̧mɨ̧	k ɨ̃ m ɨ̃	7174		1500	17.02228	-97.17054		66	kɨ̃mɨ̃	0
6880	38_four	FOUR	SantaMariaZacatepecMixtec	ku̧mi̧ʔ	ku̧mi̧ʔ	k ũ m ĩ ʔ	7174	sant1436	1500	16.7003	-97.9484		121	kũmĩʔ	0
6881	38_four	FOUR	ZapotitlanPalmasMixtec	ko̧mi̧	ko̧mi̧	k õ m ĩ	7174		1500	17.88959	-97.82406		155	kõmĩ	0
6882	38_four	FOUR	SanMartinDuraznosMixtec_A	kòmì	kòmì	k o ¹ m i ¹	7173	juxt1235	1500	17.30502	-98.10188		70	ko¹mi¹	0
6883	38_four	FOUR	SantoDomingoHuendioMixtec	kúún	kúún	k ũ ⁵ ũ ⁵	7175	sant1440	1500	17.25296	-97.5054		138	kũ⁵ũ⁵	0
6884	38_four	FOUR	SanPedroYosonamaMixtec	kuun	kuun	k ũ ũ	7174	yoso1238	1500	17.4272	-97.77267		93	kũũ	0
6885	38_four	FOUR	YucunanyMixtec	kùmǐ	kùmǐ	k u ¹ m i ¹⁵	7173	mixt1425	1500	17.300827	-97.893888		151	ku¹mi¹⁵	0
6886	38_four	FOUR	SanAndresYutatioMixtec	komi̠	komi̠	k o ³ m i ¹	7173		1500	17.60626	-97.89428		37	ko³mi¹	0
6887	38_four	FOUR	SanAndresChicahuaxtlaTriqui_B	ɡa¹ˀã³	ɡa¹ˀã³	g a ʔ ¹ ã ³	7178	chic1273	1500	17.15612	-97.84007		35	gaʔ¹ã³	0
6888	38_four	FOUR	ChalcatongoHidalgoMixtec_A	kũũ̀	kũũ̀	k ũ ³ ũ ³ ¹	7175	sanm1296	1500	17.03226	-97.57074		9	kũ³ũ³¹	0
6889	38_four	FOUR	Proto-Mixtec	kɨ̀wì̧ʔ	kɨ̀wì̧ʔ	k ɨ ¹ w ĩ ¹ ʔ	7173	mixt1427	1500				28	kɨ¹wĩ¹ʔ	0
6890	38_four	FOUR	SanMartinItunyosoTriqui	ka¹hanj³	ka¹hanj³	k a ¹ ʔ ə̃ ɦ ³	7178	sanm1298	1500	17.22887	-97.88125		73	ka¹ʔə̃ɦ³	0
6891	166_frog	FROG	AbasoloValleMixtec	sa'va	sa'va	s a ³ ʔ β a ³	7353	mixt1425	503	17.78287	-95.54381		1	sa³ʔβa³	0
6892	166_frog	FROG	YoloxochitlMixtec	sa'³ba²	sa'³ba²	s a ³ ʔ β a ²	7353	yolo1241	503	16.8059	-98.6293		150	sa³ʔβa²	0
6893	166_frog	FROG	SanJuanCopalaTriqui	ri³kix¹³	ri³kix¹³	ʂ i ³ kː i ɦ ¹³	7362	copa1237	503	17.187222	-97.962778		59	ʂi³kːiɦ¹³	0
6894	166_frog	FROG	SanAndresChicahuaxtla1890Triqui	Chireki	chireki	ʃ i r e k i	7360	chic1273	503	17.15612	-97.84007		33	ʃireki	0
6895	166_frog	FROG	SanAndresChicahuaxtla1890Triqui	Chirikihi	chirikihi	ʃ i r i k i j	7360	chic1273	503	17.15612	-97.84007		33	ʃirikij	0
6896	166_frog	FROG	SanPedroySanPabloTeposcolula1600Mixtec	tiyahua	tiyahua	t i j a ʔ w a	7354		503	17.51167	-97.48883		94	tijaʔwa	0
6897	166_frog	FROG	SanPedroySanPabloTeposcolula1600Mixtec	dzahua	dzahua	ð a ʔ w a	7354		503	17.51167	-97.48883		94	ðaʔwa	0
6898	166_frog	FROG	SantaMariaPenolesMixtec	làʔƀá	làʔƀá	l a ¹ ʔ β a ⁵	7353	sant1445	503	17.07959	-97.00272		115	la¹ʔβa⁵	0
6899	166_frog	FROG	SanJuanCoatzospamMixtec_B	ȼàʔƀá	ȼàʔƀá	ts a ¹ ʔ β a ⁵	7353	coat1241	503	18.04875	-96.76363		56	tsa¹ʔβa⁵	0
6900	166_frog	FROG	SanMiguelElGrandeMixtec_B	sāʔƀà	sāʔƀà	s a ³ ʔ β a ¹	7353	sanm1295	503	17.04688	-97.62248		81	sa³ʔβa¹	0
6901	166_frog	FROG	SanJuanMixtepecMixtec	sàʔƀà	sàʔƀà	s a ¹ ʔ β a ¹	7353	mixt1425	503	17.3317	-97.8791		62	sa¹ʔβa¹	0
6902	166_frog	FROG	SanJeronimoProgresoMixtec_B	láʔƀà	láʔƀà	l a ⁵ ʔ β a ¹	7353	sila1250	503	17.44616	-98.15466		50	la⁵ʔβa¹	0
6903	166_frog	FROG	SantaMariaJicaltepecMixtec	sāʔƀā	sāʔƀā	s a ³ ʔ β a ³	7353	pino1237	503	16.38086	-98.04128		112	sa³ʔβa³	0
6904	166_frog	FROG	TlahuapaMixtec	lá'và	lá'và	l a ⁵ ʔ β a ¹	7353	alco1235	503	17.37553	-98.33826		145	la⁵ʔβa¹	0
6905	166_frog	FROG	PiedraAzulMixtec	sá'và	sá'và	s a ⁵ ʔ β a ¹	7353		503	17.380833	-98.185833		26	sa⁵ʔβa¹	0
6906	166_frog	FROG	SanMarcoslaFlorMixtec	sá'và	sá'và	s a ⁵ ʔ β a ¹	7353	sanm1291	503	17.418889	-98.268611		69	sa⁵ʔβa¹	0
6907	166_frog	FROG	SanSebastianMonteMixtec_A	lavà	lavà	l a ³ β a ¹	7353	sila1250	503	17.6793	-98.02259		97	la³βa¹	0
6908	166_frog	FROG	LaBateaMixtec	sa'và	sa'và	s a ³ ʔ β a ¹	7353	mixt1425	503	17.35948	-97.83233		22	sa³ʔβa¹	0
6909	166_frog	FROG	SanAgustinChayucoMixtec	zahva	zahva	s a ʔ β a	7354	chay1249	503	16.42	-97.83		30	saʔβa	0
6910	166_frog	FROG	SanJuanColoradoMixtec_A	sáhva	sáhva	s a ⁵ ʔ β a ³	7353	sanj1281	503	16.46073	-97.95446		57	sa⁵ʔβa³	0
6911	166_frog	FROG	AlacatlatzalaMixtec_A	sa'va̠	sa'va̠	s a ³ ʔ β a ¹	7353	alac1244	503	17.25	-98.58		2	sa³ʔβa¹	0
6912	166_frog	FROG	XochapaMixtec	sa̠'va̠	sa̠'va̠	s a ¹ ʔ β a ¹	7353	xoch1238	503	17.38134	-98.44988		149	sa¹ʔβa¹	0
6913	166_frog	FROG	MagdalenaPenascoMixtec	sa'và	sa'và	s a ³ ʔ β a ¹	7353	magd1235	503	17.2837	-97.5413		24	sa³ʔβa¹	0
6914	166_frog	FROG	SantaMariaPapaloCuicatec	ra²na¹	ra²na¹	ɾ a ⁴ n a ⁵	7369	sant1437	503	17.26813	-96.56338		114	ɾa⁴na⁵	0
6915	166_frog	FROG	SanAndresChicahuaxtlaTriqui_A	xiriquïj³	xiriquïj³	ʃ i r i k ɨ j ³	7360	chic1273	503	17.15612	-97.84007		34	ʃirikɨj³	0
6916	166_frog	FROG	ElJicaralMixtec	kóntó	kóntó	k o ⁵ ⁿd o ⁵	7356	coic1238	503	17.12602	-98.196842		18	ko⁵ⁿdo⁵	0
6917	166_frog	FROG	ElJicaralMixtec	sa̠'va̠	sa̠'va̠	s a ¹ ʔ β a ¹	7353	coic1238	503	17.12602	-98.196842		18	sa¹ʔβa¹	0
