Grapheme	IPA	Frequency
^d	ⁿd	16
u	u	83
v	u	10
vu	w	
i$	i	52
^qu	k	10
^qua	kʷ a	
qua	kʷ a	
e	e	39
t	t	33
e$	e	24
^t	t	23
i	i	57
y	j	20
o	o	22
c	k	19
o$	o	34
dz	ð	21
h	ʔ	38
u$	u	30
^y	j	27
a	a	72
a$	a	63
^dz	ð	25
^s	s	18
^ch	tʃ	2
s	s	20
ch	tʃ	13
^ñ	ɲ	12
ñ	ɲ	21
m	m	8
^c	k	23
^n	n	13
^a	a	4
^h	NULL	10
^tn	tⁿ	5
qu	k	4
-	+	24
^m	m	3
cua	kʷ a	2
cui	kʷ i 	
^cui	kʷ i 	
$	NULL	4
n	n	18
^i	i	10
^v	u	3
^vi	β i	
nd	ⁿd	4
^	NULL	1
q	k e	2
y$	j	3
^e	e	2
hui	w i	2
hua	ʔ w a	
^vh	u h	1
^vs	u s	1
^o	o	1
^hui	w i	
^hua	w a	
vvui	u β i	
