ID	DOCULECT	GLOSS	VALUE	FORM	IDlist	NOTES	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE
3948	chay11	madre	zɨhɨ	zɨhɨ	1	NA	NA	NA	pensinger1974diccionario	NA
3949	chay11	padre	zutu	zutu	3	NA	NA	NA	pensinger1974diccionario	NA
3950	chay11	hijo/hija	zehe	zehe	5	NA	NA	NA	pensinger1974diccionario	NA
3951	chay11	hermana/hermano de otro genero	cùhvā	cùhvā	8	NA	NA	NA	pensinger1974diccionario	NA
3952	chay11	hermano de hombre	yañi	yañi	9	NA	NA	NA	pensinger1974diccionario	NA
3953	chay11	hermana de mujer	cùhù	cùhù	10	NA	NA	NA	pensinger1974diccionario	NA
3954	chay11	tía	tyixi	tyixi	11	NA	NA	NA	pensinger1974diccionario	NA
3955	chay11	tío	xito	xito	12	NA	NA	NA	pensinger1974diccionario	NA
3956	chay11	hombre	rayɨɨ	ra-yɨɨ	13	male-?	NA	NA	pensinger1974diccionario	NA
3957	chay11	mujer	ñaha	ñaha	14	NA	NA	NA	pensinger1974diccionario	NA
3958	chay11	dueño, patrón	sitoho	si-toho	15	?	NA	NA	pensinger1974diccionario	NA
3959	chay11	sacerdote	zutu	zutu	16	NA	NA	NA	pensinger1974diccionario	NA
3960	chay11	sangre	nɨ̀ñɨ̀	nɨ̀ñɨ̀	17	NA	NA	NA	pensinger1974diccionario	NA
3961	chay11	hueso	yɨquɨ	yɨquɨ	18	NA	NA	NA	pensinger1974diccionario	NA
3962	chay11	pelo, lana	ixi	ixi	19	NA	NA	NA	pensinger1974diccionario	NA
3963	chay11	cara	nuu yo	nuu	20	NA	NA	NA	pensinger1974diccionario	NA
3964	chay11	lengua	yaa yo	yaa	21	NA	NA	NA	pensinger1974diccionario	NA
3965	chay11	diente	noho yo	noho	22	NA	NA	NA	pensinger1974diccionario	NA
3966	chay11	boca	yuhu yo	yuhu	23	NA	NA	NA	pensinger1974diccionario	NA
3967	chay11	oreja	zoho yo	zoho	24	NA	NA	NA	pensinger1974diccionario	NA
3968	chay11	nariz	xityi yo	xityi	25	NA	NA	NA	pensinger1974diccionario	NA
3969	chay11	cuello, nuca, pescuezo	zucu yo	zucu	26	NA	NA	NA	pensinger1974diccionario	NA
3970	chay11	mano	ndaha yo	ndaha	27	NA	NA	NA	pensinger1974diccionario	NA
3971	chay11	uña	tyiin yo	tyiin	28	NA	NA	NA	pensinger1974diccionario	NA
3972	chay11	espalda	sata yo	sata	29	NA	NA	NA	pensinger1974diccionario	NA
3973	chay11	estómago, cintura	sisi yo	sisi	30	NA	NA	NA	pensinger1974diccionario	NA
3974	chay11	pie	saha yo	saha	32	NA	NA	NA	pensinger1974diccionario	NA
3975	chay11	enfermedad	cuehe	cuehe	33	NA	NA	NA	pensinger1974diccionario	NA
3976	chay11	medicina	tata	tata	34	only appears in examples	NA	NA	pensinger1974diccionario	NA
3977	chay11	hinchazón	cuiño	cuiño	35	NA	NA	NA	pensinger1974diccionario	NA
3978	chay11	grano	ndɨhyɨ	ndɨhyɨ	36	NA	NA	NA	pensinger1974diccionario	NA
